Start,End,Years,Final_NAV,Cumulative_Return,CAGR,Ann_Vol,MDD,MDD_Peak,MDD_Trough,MDD_Recovery,Sharpe_excess_DTB3,Sortino_MAR0,Calmar,Monthly_Win_Rate,Worst_Year,Worst_Year_Return,Avg_Annual_OneWay_Turnover,Total_Trading_Cost_USD
2005-01-03,2026-02-25,21.144421629021217,348483.57243042043,33.848357243042045,0.1828662983648892,0.13483612707577786,-0.2973677007987705,2007-11-06,2008-11-20,2009-08-28,1.1871616982669462,1.905891883697194,0.6149501034365373,0.6758893280632411,2008,-0.1756198421528099,0.09612398953967209,83.34390512410928
