,닻과 돛(해자기업),닻과 돛(NASDAQ 40%),S&P500 100%
1994-02-08,13504.77298303458,13504.772983034582,13095.998904492828
1994-02-09,13534.09136338361,13534.091363383606,13143.81789331733
1994-02-10,13530.751461740289,13530.751461740292,13037.059398173555
1994-02-11,13510.136336837648,13510.136336837646,13071.8115456204
1994-02-14,13554.229731340536,13554.229731340534,13073.202140582933
1994-02-15,13605.498844022437,13605.498844022437,13136.867463827964
1994-02-16,13607.8770144019,13607.877014401896,13144.374470678786
1994-02-17,13601.895764498915,13601.895764498913,13076.25992230653
1994-02-18,13545.381636277847,13545.381636277843,13002.585539407439
1994-02-22,13557.305145101893,13557.305145101891,13107.397710668327
1994-02-23,13505.551322412224,13505.551322412222,13085.990693279868
1994-02-24,13447.896595376571,13447.896595376566,12907.225850439158
1994-02-25,13502.039843279079,13502.039843279077,12957.546892066903
1994-02-28,13591.30824150281,13591.308241502808,12987.294933907264
1994-03-01,13562.00292487918,13562.002924879178,12912.229956045638
1994-03-02,13481.053250594261,13481.053250594257,12922.516455939329
1994-03-03,13497.001965701897,13497.001965701897,12872.473702992309
1994-03-04,13521.170339282426,13521.170339282422,12920.570132056437
1994-03-07,13569.997988686095,13569.997988686093,12980.900233338243
1994-03-08,13535.327487866116,13535.327487866114,12952.264497779686
1994-03-09,13533.967808100942,13533.967808100944,12985.070321343646
1994-03-10,13560.427027536163,13560.427027536163,12897.216790785089
1994-03-11,13625.28802110931,13625.28802110931,12967.833391960588
1994-03-14,13650.178553790134,13650.178553790132,12994.24536339663
1994-03-15,13661.844430960231,13661.844430960231,12983.680574822214
1994-03-16,13684.06850113091,13684.068501130905,13050.682816912664
1994-03-17,13696.826953417692,13696.826953417692,13091.828816487425
1994-03-18,13730.403892667999,13730.403892668,13096.277193173553
1994-03-21,13684.00588451657,13684.00588451657,13026.217169359508
1994-03-22,13705.628216751065,13705.628216751065,13033.445039088505
1994-03-23,13704.914490361738,13704.91449036174,13026.217169359508
1994-03-24,13651.556163543108,13651.556163543108,12909.727903242394
1994-03-25,13638.594574926832,13638.594574926832,12804.914883540403
1994-03-28,13541.67874813296,13541.67874813296,12788.790260439151
1994-03-29,13395.90070707396,13395.90070707396,12579.721646837725
1994-03-30,13327.063752946893,13327.063752946891,12387.05509657718
1994-03-31,13338.511645913424,13338.511645913424,12393.171508465468
1994-04-04,13227.423608279561,13227.423608279558,12202.730419209633
1994-04-05,13346.971245420997,13346.971245420995,12463.23238072061
1994-04-06,13336.964814461948,13336.964814461946,12456.55939147087
1994-04-07,13372.746300697969,13372.746300697969,12535.238728417542
1994-04-08,13339.712367615553,13339.712367615553,12430.148268475925
1994-04-11,13298.381569980453,13298.381569980453,12507.158721779337
1994-04-12,13197.541934363222,13197.54193436322,12443.215109853583
1994-04-13,13120.01727814882,13120.017278148818,12406.794927204573
1994-04-14,13111.123280509286,13111.123280509284,12410.130997608894
1994-04-15,13109.426711364564,13109.426711364562,12404.570314640961
1994-04-18,13069.25090813433,13069.250908134327,12301.147889901506
1994-04-19,12964.537165719443,12964.537165719445,12303.37250246512
1994-04-20,12895.384674657233,12895.38467465723,12287.247030922768
1994-04-21,13008.79322415289,13008.793224152887,12475.465204497186
1994-04-22,12998.223229587771,12998.22322958777,12444.883145055743
1994-04-25,13092.024225106567,13092.024225106568,12586.115498965637
1994-04-26,13129.847431648712,13129.84743164871,12562.76215769429
1994-04-28,13103.194817515205,13103.194817515203,12485.751704390876
1994-04-29,13150.831764319008,13150.831764319006,12536.072746018619
1994-05-02,13200.15041522819,13200.150415228189,12594.733963657165
1994-05-03,13177.415378008716,13177.41537800871,12595.012252337894
1994-05-04,13184.914113167586,13184.914113167586,12558.592069688888
1994-05-05,13180.393330763673,13180.393330763669,12549.139587396276
1994-05-06,13115.479019701319,13115.479019701317,12450.16553934295
1994-05-09,13126.120700996267,13126.120700996264,12297.256090576831
1994-05-10,13132.114849526833,13132.114849526833,12399.844497715207
1994-05-11,13080.066400340002,13080.06640034,12274.18018954511
1994-05-12,13085.915272449256,13085.915272449252,12337.01234363016
1994-05-13,13092.35768583599,13092.357685835988,12347.855420885306
1994-05-16,13034.248178526384,13034.248178526384,12357.585343417542
1994-05-17,13065.640657265785,13065.640657265783,12493.257862800605
1994-05-18,13108.417778271796,13108.417778271798,12613.361488002767
1994-05-19,13185.185068894785,13185.185068894785,12690.928518667635
1994-05-20,13179.816433929393,13179.81643392939,12647.557906529259
1994-05-23,13203.118446661038,13203.118446661036,12599.738917704757
1994-05-24,13265.405514693413,13265.405514693415,12644.499276364564
1994-05-25,13262.84382402348,13262.843824023477,12687.03587090186
1994-05-26,13235.440655145161,13235.440655145158,12707.053141768887
1994-05-27,13251.617870969643,13251.617870969643,12714.55930017861
1994-05-31,13290.682684800817,13290.682684800817,12691.484247587987
1994-06-01,13280.005056341355,13280.005056341353,12722.900324630511
1994-06-02,13276.823494171833,13276.823494171831,12723.456053550866
1994-06-03,13294.398133084442,13294.398133084444,12792.404619524203
1994-06-06,13256.040932043157,13256.040932043157,12757.652472077356
1994-06-07,13249.265697200979,13249.265697200975,12739.024947731763
1994-06-08,13192.82098449286,13192.82098449286,12707.053141768885
1994-06-09,13198.292131112128,13198.292131112132,12729.294176758425
1994-06-10,13241.62896762378,13241.628967623781,12751.814348869795
1994-06-13,13220.46613280102,13220.466132801015,12763.768883965646
1994-06-14,13263.402395750873,13263.402395750867,12854.680196247797
1994-06-15,13265.992797921683,13265.992797921685,12805.748901141485
1994-06-16,13288.836191442828,13288.836191442822,12842.447372471217
1994-06-17,13260.212563680278,13260.212563680274,12745.697936981504
1994-06-20,13202.932129617782,13202.932129617784,12663.126800710153
1994-06-21,13143.14562136559,13143.145621365587,12548.027281114473
1994-06-22,13193.614719808678,13193.614719808676,12596.680287540057
1994-06-23,13074.900473712589,13074.90047371259,12500.486580970695
1994-06-24,13035.138657657213,13035.138657657211,12310.600372194118
1994-06-27,13092.223757817348,13092.223757817348,12435.986391683487
1994-06-28,13060.306821480255,13060.306821480255,12401.51253291737
1994-06-29,13063.66319314961,13063.663193149609,12444.883145055743
1994-06-30,13106.303535945899,13106.303535945899,12351.46893152925
1994-07-01,13075.217030432803,13075.2170304328,12405.126892002416
1994-07-05,13082.20674898734,13082.20674898734,12409.85270892817
1994-07-06,13045.862311897676,13045.862311897678,12403.180568119527
1994-07-07,13059.270095438982,13059.270095438984,12465.73443352385
1994-07-08,13067.833786369683,13067.833786369683,12498.261968407083
1994-07-11,13091.82900004253,13091.829000042528,12456.837680151593
1994-07-12,13117.400868838691,13117.400868838693,12453.779898428002
1994-07-13,13169.321412299714,13169.321412299712,12475.46520449719
1994-07-14,13180.673564267447,13180.673564267447,12605.577040912314
1994-07-15,13187.008307588667,13187.008307588663,12626.428329380422
1994-07-18,13213.876359017797,13213.876359017795,12655.898082540058
1994-07-19,13172.034983935879,13172.034983935879,12618.087304928518
1994-07-20,13155.545490378778,13155.545490378778,12555.255999284569
1994-07-21,13155.843571645786,13155.843571645786,12583.335157481672
1994-07-22,13148.238156009553,13148.238156009553,12597.23601646041
1994-07-25,13161.493486488986,13161.493486488984,12628.930382183664
1994-07-26,13165.857014532321,13165.857014532317,12604.186445949781
1994-07-27,13165.921455016462,13165.921455016458,12582.223699640968
1994-07-28,13153.516359084997,13153.516359084995,12628.652093502935
1994-07-29,13190.206134609394,13190.20613460939,12740.415542694293
1994-08-01,13208.991871329821,13208.99187132982,12816.870267077351
1994-08-02,13169.252942017067,13169.252942017063,12804.359154620046
1994-08-03,13145.90129156083,13145.90129156083,12829.10309085393
1994-08-04,13111.918365919948,13111.918365919944,12744.307342018965
1994-08-05,13110.097482915573,13110.09748291557,12707.887159369959
1994-08-08,13117.00520528425,13117.005205284251,12730.1290428006
1994-08-09,13143.410167260769,13143.410167260769,12730.963060401678
1994-08-10,13179.528298566345,13179.528298566342,12797.130436449948
1994-08-11,13172.77737141625,13172.777371416247,12757.652472077347
1994-08-12,13203.42089205924,13203.420892059235,12842.725661151939
1994-08-15,13197.331751986861,13197.331751986861,12822.986678965637
1994-08-16,13213.121568837683,13213.121568837681,12928.077138907256
1994-08-17,13273.154992887696,13273.154992887696,12932.525515593385
1994-08-18,13305.96927802922,13305.969278029219,12876.922079678432
1994-08-19,13320.228434541648,13320.228434541645,12891.100378896797
1994-08-22,13329.091685197678,13329.091685197678,12853.290449726357
1994-08-23,13356.600985571693,13356.600985571691,12914.17627992852
1994-08-24,13409.784215722882,13409.78421572288,13039.839739657516
1994-08-25,13425.706466145764,13425.706466145766,13013.427768221474
1994-08-26,13483.361323761415,13483.361323761415,13172.453628875886
1994-08-29,13486.818156642292,13486.81815664229,13194.417223625798
1994-08-30,13544.330491238443,13544.330491238445,13235.564071641658
1994-08-31,13530.15482112213,13530.15482112213,13219.438600099305
1994-09-01,13486.448555599402,13486.448555599402,13154.939259253195
1994-09-02,13496.183438404269,13496.183438404265,13094.330869290663
1994-09-06,13509.339239959703,13509.339239959701,13118.518228163091
1994-09-07,13565.300873963548,13565.300873963552,13094.330869290665
1994-09-08,13619.69780571879,13619.697805718788,13154.105241652118
1994-09-09,13573.354369798059,13573.354369798059,13016.208109705445
1994-09-12,13552.440167374938,13552.440167374934,12961.438691391571
1994-09-13,13578.279673503497,13578.279673503497,12997.581433800951
1994-09-14,13605.568401294091,13605.568401294087,13033.445039088505
1994-09-15,13652.81118673066,13652.81118673066,13200.533635514086
1994-09-16,13668.785490136243,13668.78549013624,13099.8915522586
1994-09-19,13660.979850451911,13660.979850451908,13090.439069965989
1994-09-20,13632.884022951484,13632.884022951483,12882.203625524544
1994-09-21,13601.44603445445,13601.44603445445,12829.380531093559
1994-09-22,13587.670272363064,13587.670272363062,12824.098136806353
1994-09-23,13588.016661325817,13588.016661325815,12779.616066827271
1994-09-26,13577.849396023987,13577.849396023987,12811.587872790149
1994-09-27,13576.571818042301,13576.5718180423,12845.783442875543
1994-09-28,13614.340237987228,13614.34023798722,12923.35047354041
1994-09-29,13604.461539104044,13604.46153910404,12851.065837162749
1994-09-30,13630.926375086688,13630.92637508669,12864.132678540407
1994-10-03,13590.990499945541,13590.990499945543,12837.16497818401
1994-10-04,13488.965032350523,13488.96503235052,12638.382864476274
1994-10-05,13495.32091208702,13495.320912087016,12608.634822635911
1994-10-06,13463.612215965433,13463.612215965426,12576.384727992307
1994-10-07,13504.681427653555,13504.681427653553,12652.562012135739
1994-10-10,13546.154198124124,13546.154198124126,12762.100848763486
1994-10-11,13571.431915969239,13571.43191596924,12949.762444976453
1994-10-12,13584.619266695023,13584.619266695023,12940.865691604198
1994-10-13,13584.706418348394,13584.706418348389,13005.365880891408
1994-10-14,13581.655917561811,13581.655917561811,13041.786063540414
1994-10-17,13590.258702698404,13590.258702698402,13037.893415774639
1994-10-18,13591.774908166177,13591.774908166175,13001.75152180636
1994-10-19,13647.101120857638,13647.101120857642,13074.591887104374
1994-10-20,13635.62169548852,13635.621695488513,12979.232198136093
1994-10-21,13609.907347289824,13609.907347289825,12924.741068502948
1994-10-24,13565.27180112257,13565.271801122566,12811.865313029783
1994-10-25,13544.106766797278,13544.106766797275,12831.326854976454
1994-10-26,13576.535228206518,13576.535228206521,12861.630625737173
1994-10-27,13609.389223448794,13609.389223448794,12951.430480178617
1994-10-28,13655.868604047027,13655.868604047027,13171.619611274815
1994-10-31,13627.126302948678,13627.126302948676,13132.141646902213
1994-11-01,13597.236504009012,13597.236504009008,13022.881098955195
1994-11-02,13588.491478602886,13588.491478602886,12969.779715843484
1994-11-03,13590.524088558323,13590.524088558324,13008.701951295729
1994-11-04,13548.856825101557,13548.856825101557,12852.178143444562
1994-11-07,13512.789797249548,13512.789797249548,12874.141738194478
1994-11-08,13570.296043346954,13570.296043346953,12945.86979721068
1994-11-09,13557.987381189481,13557.98738118948,12938.919367721313
1994-11-10,13544.655811124863,13544.655811124863,12910.283632162756
1994-11-11,13540.787824941528,13540.787824941523,12854.12446732745
1994-11-14,13582.777085343554,13582.777085343554,12956.712874465828
1994-11-15,13606.133400571971,13606.13340057197,12928.632867827626
1994-11-16,13606.443813221103,13606.4438132211,12945.035779609603
1994-11-17,13585.56886940555,13585.56886940555,12888.04259717322
1994-11-18,13549.490164235762,13549.490164235762,12829.658819774299
1994-11-21,13496.480251318737,13496.480251318737,12741.527000535016
1994-11-22,13385.21422169702,13385.21422169702,12513.275133667641
1994-11-23,13363.495689317155,13363.495689317151,12508.826756981514
1994-11-25,13407.11965263683,13407.119652636822,12574.439252550528
1994-11-28,13422.677191003091,13422.677191003091,12626.428329380433
1994-11-29,13455.372196519444,13455.372196519442,12654.508336018635
1994-11-30,13446.83245854243,13446.832458542427,12613.361488002774
1994-12-01,13348.247733659944,13348.247733659942,12480.747598784408
1994-12-02,13368.44889359124,13368.44889359124,12602.518410747633
1994-12-05,13350.38330617116,13350.383306171156,12603.074988109087
1994-12-06,13310.798964501584,13310.79896450158,12597.236016460423
1994-12-07,13275.55962418184,13275.559624181838,12544.96949939089
1994-12-08,13161.58975350795,13161.589753507946,12384.275603534323
1994-12-09,13164.860180048834,13164.860180048832,12426.255620710162
1994-12-12,13174.044854357933,13174.04485435793,12496.038204284581
1994-12-13,13197.499204767912,13197.499204767908,12514.9431688698
1994-12-14,13256.044166430156,13256.044166430154,12648.947653050702
1994-12-15,13278.401200189006,13278.401200189008,12659.23415294439
1994-12-16,13279.652127232703,13279.6521272327,12755.427859513753
1994-12-19,13261.387954619104,13261.387954619102,12730.684771720971
1994-12-20,13294.347440019807,13294.347440019803,12708.165448050704
1994-12-21,13356.968352600059,13356.968352600057,12777.94718318402
1994-12-22,13367.998303742777,13367.998303742774,12779.893507066909
1994-12-23,13388.634237338201,13388.634237338196,12784.063595072308
1994-12-27,13419.271277264605,13419.271277264603,12857.460537731773
1994-12-28,13395.802670859306,13395.802670859306,12812.699330630865
1994-12-29,13461.6021573207,13461.602157320696,12821.318643763496
1994-12-30,13479.296632784046,13479.29663278404,12768.494700891411
1995-01-03,13398.594627818946,13398.594627818942,12764.046324205283
1995-01-04,13359.562509515847,13359.56250951584,12808.529242625465
1995-01-05,13355.725041870888,13355.725041870883,12798.242742731776
1995-01-06,13384.346150961093,13384.346150961092,12807.695225024387
1995-01-09,13373.992235607013,13373.992235607007,12811.865313029786
1995-01-10,13424.494899539555,13424.494899539553,12835.496942981863
1995-01-11,13435.334180023216,13435.334180023208,12834.941214061508
1995-01-12,13493.213431349548,13493.213431349546,12834.385485141156
1995-01-13,13514.505102357178,13514.505102357176,12954.766550582946
1995-01-16,13548.512513690215,13548.51251369021,13049.570510630872
1995-01-17,13601.557275079009,13601.557275079005,13068.197186535366
1995-01-18,13633.45478849299,13633.454788492985,13058.744704242756
1995-01-19,13599.092190954643,13599.092190954638,12982.01253962007
1995-01-20,13573.450522587833,13573.450522587831,12921.68243833826
1995-01-23,13541.217055859686,13541.217055859683,12950.596462577547
1995-01-24,13557.368298196367,13557.368298196365,12951.707920418252
1995-01-25,13543.59124943978,13543.591249439776,12995.635109918083
1995-01-26,13518.522952689267,13518.522952689265,13020.100757471238
1995-01-27,13497.759170638716,13497.75917063871,13077.650517269078
1995-01-30,13422.255820668215,13422.255820668212,13025.383151758446
1995-01-31,13436.625650191694,13436.625650191689,13078.484534870156
1995-02-01,13473.931608350758,13473.931608350757,13077.927957508704
1995-02-02,13509.306591049932,13509.306591049928,13144.374470678798
1995-02-03,13568.002797754225,13568.00279775422,13307.292130657881
1995-02-06,13606.730126266164,13606.73012626616,13376.518985311945
1995-02-07,13608.23639423382,13608.236394233814,13367.34394325896
1995-02-08,13644.531160392797,13644.531160392795,13377.908731833379
1995-02-09,13678.311761970235,13678.311761970228,13350.107013875902
1995-02-10,13712.806629799421,13712.806629799416,13385.414890243099
1995-02-13,13687.405433267355,13687.405433267351,13390.697284530308
1995-02-14,13712.52602689035,13712.526026890344,13415.718661003819
1995-02-15,13755.609062989763,13755.609062989755,13471.044656679143
1995-02-16,13741.109301591832,13741.109301591827,13489.949621264363
1995-02-17,13711.872490715788,13711.872490715781,13399.594037902565
1995-02-21,13701.682826665197,13701.682826665197,13420.445326370671
1995-02-22,13731.980425434991,13731.98042543499,13485.779533258963
1995-02-23,13760.427176745749,13760.427176745745,13536.934592487789
1995-02-24,13740.648303328078,13740.648303328075,13570.2961449721
1995-02-27,13672.43714207263,13672.437142072624,13450.749097131391
1995-02-28,13748.04031342296,13748.040313422955,13550.279722546175
1995-03-01,13727.886501438405,13727.886501438403,13501.904156360219
1995-03-02,13731.546399896306,13731.546399896304,13487.447568461126
1995-03-03,13795.397655794768,13795.397655794764,13495.5103042323
1995-03-06,13806.836510505342,13806.836510505336,13501.348427439863
1995-03-07,13794.298564561797,13794.298564561796,13403.764125907968
1995-03-08,13806.124976701738,13806.124976701736,13432.122421226899
1995-03-09,13819.3628937646,13819.362893764599,13432.678150147252
1995-03-10,13868.377560635603,13868.3775606356,13610.88726406761
1995-03-13,13914.217418035492,13914.217418035489,13624.231545684897
1995-03-14,13949.156786621508,13949.156786621505,13703.189171312295
1995-03-15,13958.899517230324,13958.89951723032,13675.109164674093
1995-03-16,13947.810683331496,13947.810683331494,13773.24919512634
1995-03-17,13930.089088972732,13930.089088972729,13776.306976849935
1995-03-20,13942.825122546192,13942.825122546186,13793.544754674094
1995-03-21,13945.732945248537,13945.732945248536,13763.796712833731
1995-03-22,13934.611186177472,13934.611186177466,13780.477913296436
1995-03-23,13964.418473754506,13964.418473754502,13788.262360386887
1995-03-24,14003.207248980341,14003.207248980336,13927.826679094622
1995-03-27,14034.772573113367,14034.772573113365,13989.824815578591
1995-03-28,14055.425904492651,14055.42590449265,14009.285509084164
1995-03-29,14019.471709752148,14019.471709752146,13987.600203014976
1995-03-30,14007.746576774798,14007.746576774793,13962.578826541467
1995-03-31,14101.659618337566,14101.659618337564,13920.597960924526
1995-04-03,14112.787171675975,14112.78717167597,13952.292326647777
1995-04-04,14075.882421263068,14075.88242126306,14046.539709334249
1995-04-05,14098.9554274727,14098.955427472694,14055.714751387237
1995-04-06,14095.67468643015,14095.674686430144,14069.8930506056
1995-04-07,14099.556758538336,14099.556758538336,14079.346381339308
1995-04-10,14108.713052586292,14108.713052586292,14095.74929312129
1995-04-11,14142.462511670867,14142.46251167086,14054.602445105429
1995-04-12,14170.290846860173,14170.290846860167,14100.197669807418
1995-04-13,14191.57444357462,14191.574443574616,14157.46914092453
1995-04-17,14180.95233017997,14180.952330179969,14071.283645568134
1995-04-18,14183.484010497785,14183.484010497785,14050.154068419299
1995-04-19,14146.366293276464,14146.36629327646,14037.643804403093
1995-04-20,14140.982077808816,14140.98207780881,14047.930304296782
1995-04-21,14142.407548832172,14142.407548832169,14136.895292696046
1995-04-24,14186.886095192633,14186.886095192633,14259.223530461823
1995-04-25,14195.100264130717,14195.10026413071,14237.259087270808
1995-04-26,14227.343708025204,14227.343708025199,14252.827981451708
1995-04-27,14230.187994953834,14230.187994953827,14277.571917685587
1995-04-28,14288.543812966562,14288.54381296656,14309.822860770291
1995-05-01,14246.60885437682,14246.608854376818,14297.311748312988
1995-05-02,14262.648132117723,14262.648132117718,14313.992100334595
1995-05-03,14325.919792616482,14325.919792616476,14470.237619505038
1995-05-04,14316.029562771984,14316.029562771979,14471.905654707198
1995-05-05,14302.946861098897,14302.946861098895,14460.229408292074
1995-05-08,14346.3370982909,14346.337098290898,14566.98875187695
1995-05-09,14308.28757148117,14308.28757148117,14555.86738594108
1995-05-10,14253.246380886027,14253.24638088602,14578.10842093062
1995-05-11,14303.387653895856,14303.387653895852,14578.386709611346
1995-05-12,14350.879021995699,14350.879021995694,14611.192533175303
1995-05-15,14373.521089807506,14373.521089807502,14672.078363377466
1995-05-16,14412.624099548135,14412.624099548133,14684.589475834768
1995-05-17,14429.762046935224,14429.762046935219,14653.45168747297
1995-05-18,14374.731616741228,14374.731616741225,14445.217091472625
1995-05-19,14379.0469514762,14379.046951476197,14434.374014217481
1995-05-22,14413.306292159561,14413.306292159557,14558.370287185418
1995-05-23,14479.673643699161,14479.67364369916,14695.710841770639
1995-05-24,14479.96120259214,14479.961202592134,14696.265722249893
1995-05-25,14504.337030292205,14504.337030292201,14695.710841770639
1995-05-26,14462.526342558978,14462.526342558976,14558.370287185418
1995-05-30,14372.788387778875,14372.788387778874,14556.423963302532
1995-05-31,14400.503703420092,14400.503703420087,14829.437037270814
1995-06-01,14423.255651733343,14423.25565173334,14831.938241632955
1995-06-02,14460.645994624412,14460.645994624407,14804.693101036934
1995-06-05,14524.19253641921,14524.192536419205,14890.599459271503
1995-06-06,14509.972962749462,14509.97296274946,14889.20971275007
1995-06-07,14544.247691460583,14544.247691460583,14821.930030419991
1995-06-08,14568.700334292,14568.700334291992,14800.243875909704
1995-06-09,14570.963674208739,14570.963674208739,14677.6390463454
1995-06-12,14610.413930279996,14610.413930279994,14759.37616501567
1995-06-13,14650.812468265887,14650.812468265885,14903.110571728806
1995-06-14,14670.080477963746,14670.080477963744,14914.78681814393
1995-06-15,14728.774457305597,14728.77445730559,14932.85861356917
1995-06-16,14801.97084863576,14801.970848635756,15008.201880111523
1995-06-19,14892.259052589,14892.259052588997,15158.05185027185
1995-06-20,14951.30101102048,14951.301011020478,15151.379709463208
1995-06-21,14946.77959688519,14946.77959688519,15123.577991505732
1995-06-22,15014.876003415626,15014.87600341562,15320.692918452405
1995-06-23,15001.940824718891,15001.940824718891,15282.882989281967
1995-06-26,14915.95686103592,14915.956861035917,15127.74892795223
1995-06-27,14867.30733516244,14867.30733516244,15080.48566804808
1995-06-28,14862.704182246303,14862.704182246302,15144.429279973836
1995-06-29,14898.625722381406,14898.6257223814,15120.520209782133
1995-06-30,14944.468439828543,14944.468439828539,15144.985857335289
1995-07-03,14927.190282937972,14927.190282937969,15210.042623983953
1995-07-05,14978.331849270775,14978.331849270773,15214.768440909707
1995-07-06,15057.976993036087,15057.976993036082,15401.87345976122
1995-07-07,15196.774196944349,15196.774196944345,15468.04168425059
1995-07-10,15248.647157780857,15248.647157780855,15490.839296601582
1995-07-11,15191.973241582107,15191.973241582102,15423.837902952231
1995-07-12,15345.854780591408,15345.854780591404,15593.705992420684
1995-07-13,15412.633103029435,15412.633103029428,15596.763774144278
1995-07-14,15442.137466225466,15442.137466225464,15565.904274463208
1995-07-17,15491.267126185181,15491.26712618518,15644.58191452768
1995-07-18,15379.424795587103,15379.4247955871,15526.148021409877
1995-07-19,15131.988251063121,15131.988251063118,15318.190017208057
1995-07-20,15150.110764754281,15150.110764754278,15389.36234730391
1995-07-21,15149.878797747026,15149.87879774702,15391.586959867525
1995-07-24,15280.206634497048,15280.206634497046,15475.27040242068
1995-07-25,15390.763662771333,15390.763662771333,15599.543267187144
1995-07-26,15430.340647149442,15430.340647149436,15613.722414846608
1995-07-27,15503.33073212926,15503.330732129256,15714.08620942137
1995-07-28,15436.6762614937,15436.676261493694,15650.42088617634
1995-07-31,15412.882932384735,15412.882932384731,15626.233527303912
1995-08-01,15335.42559891462,15335.425598914619,15558.953844973836
1995-08-02,15280.885687110318,15280.885687110313,15535.599655261387
1995-08-03,15288.180558859149,15288.18055885915,15534.209908739953
1995-08-04,15349.269077487312,15349.269077487312,15539.49230302716
1995-08-07,15381.938174249073,15381.938174249075,15569.796922228976
1995-08-08,15400.46860404059,15400.468604040589,15579.80513344194
1995-08-09,15457.5424325282,15457.5424325282,15560.900168856719
1995-08-10,15422.100526817783,15422.100526817781,15498.06801477167
1995-08-11,15442.665675710241,15442.665675710236,15433.01124812301
1995-08-14,15504.029639278582,15504.029639278579,15561.733338016702
1995-08-15,15534.219319760923,15534.21931976092,15529.20580313347
1995-08-16,15585.373360823349,15585.373360823341,15568.127190144616
1995-08-17,15635.94589230162,15635.945892301614,15542.271796070027
1995-08-18,15652.852694749077,15652.852694749075,15546.99930987798
1995-08-21,15573.359707161784,15573.359707161779,15516.416401995437
1995-08-22,15607.41267160764,15607.412671607635,15555.617774569508
1995-08-23,15615.218126227117,15615.218126227111,15489.449550080139
1995-08-24,15576.701762882505,15576.701762882501,15498.346303452397
1995-08-25,15560.896433404516,15560.896433404512,15571.741549229662
1995-08-28,15477.531692891178,15477.531692891178,15542.550084750752
1995-08-29,15444.57641843067,15444.576418430666,15568.962056186794
1995-08-30,15495.592057341155,15495.592057341153,15594.539161580658
1995-08-31,15557.641623765809,15557.641623765809,15621.22942169743
1995-09-01,15544.663156714594,15544.663156714589,15675.721399771674
1995-09-05,15667.848328450795,15667.848328450793,15823.903334729841
1995-09-06,15711.208579905993,15711.208579905988,15851.705052687319
1995-09-07,15775.602152408037,15775.602152408032,15855.041123091642
1995-09-08,15850.746717810754,15850.74671781075,15921.48763626174
1995-09-11,15896.486174743999,15896.486174743997,15955.68320634713
1995-09-12,15896.406895425738,15896.406895425735,16027.968691165888
1995-09-13,15933.308212374744,15933.308212374739,16090.800845250937
1995-09-14,15932.85480922144,15932.854809221439,16225.36020991109
1995-09-15,15818.09140320367,15818.091403203665,16218.131491740995
1995-09-18,15817.503008428963,15817.503008428957,16202.007717080842
1995-09-19,15885.38939239935,15885.389392399344,16241.763970134169
1995-09-20,15916.672277497451,15916.672277497446,16313.214588910745
1995-09-21,15858.232105977582,15858.232105977582,16208.401569208754
1995-09-22,15822.985058468088,15822.985058468083,16173.092844400457
1995-09-25,15764.67275305731,15764.672753057304,16175.31745696407
1995-09-26,15717.972700832195,15717.972700832193,16164.1960910282
1995-09-27,15635.092057711741,15635.092057711736,16153.90959113451
1995-09-28,15780.885481846333,15780.88548184633,16288.192363996139
1995-09-29,15761.468859011995,15761.468859011995,16247.601244900632
1995-10-02,15640.252139003202,15640.252139003202,16172.81455571973
1995-10-03,15578.457747839295,15578.457747839291,16190.053181984988
1995-10-04,15451.203348877863,15451.203348877862,16165.864126230359
1995-10-05,15545.714442716151,15545.714442716147,16198.115069315063
1995-10-06,15528.641545060069,15528.64154506006,16194.222421549286
1995-10-09,15349.005217833459,15349.005217833452,16079.67947931506
1995-10-10,15346.793233411478,15346.793233411472,16056.048697804086
1995-10-11,15471.527546302495,15471.527546302495,16109.98409851688
1995-10-12,15572.949238360721,15572.94923836072,16211.18106225162
1995-10-13,15586.520079382382,15586.520079382375,16250.104146144966
1995-10-16,15587.070695474504,15587.0706954745,16209.23643525093
1995-10-17,15707.697134229496,15707.697134229495,16313.492877591467
1995-10-18,15782.513626820157,15782.513626820157,16331.841264815235
1995-10-19,15774.59933066364,15774.599330663637,16421.085390336324
1995-10-20,15721.579291947353,15721.579291947352,16332.39784217669
1995-10-23,15713.029706581114,15713.029706581108,16265.673040325866
1995-10-24,15729.830152782211,15729.83015278221,16306.819039900629
1995-10-25,15639.972918669968,15639.972918669962,16193.665844187835
1995-10-26,15579.066063865455,15579.066063865455,16033.805965932344
1995-10-27,15634.01865548487,15634.01865548487,16116.656239325523
1995-10-30,15732.999678142976,15732.999678142976,16215.351998698123
1995-10-31,15712.721864581357,15712.721864581355,16166.698992272539
1995-11-01,15737.949457044619,15737.949457044611,16242.31885061342
1995-11-02,15860.849712652931,15860.84971265293,16395.22829937954
1995-11-03,15926.850509769218,15926.850509769214,16418.860777772716
1995-11-06,15899.623324662643,15899.62332466264,16360.199560134168
1995-11-07,15796.209920510657,15796.209920510657,16300.70347645344
1995-11-08,15825.947602404005,15825.947602404001,16450.555143495967
1995-11-09,15955.89120813523,15955.891208135228,16493.647466953615
1995-11-10,15990.548817045534,15990.548817045532,16478.63345325197
1995-11-13,15941.823992909529,15941.823992909527,16466.957206836847
1995-11-14,15788.011701277079,15788.011701277077,16383.273764283687
1995-11-15,15791.694162226106,15791.694162226102,16513.109008900283
1995-11-16,15810.21747047192,15810.217470471918,16607.07895134713
1995-11-17,15826.93698454266,15826.936984542655,16682.977098368738
