Strategy,CAGR_full,CAGR_through_2024,CAGR_lift_from_2025plus_pp
닻과 돛(해자기업),0.15903503496731486,0.1486419266024992,1.0393108364815662
닻과 돛(NASDAQ 40%),0.08740416060537615,0.08069443268725984,0.6709727918116304
S&P500 100%,0.08535294316808284,0.08312394357571629,0.2228999592366554
