,닻과돛_해자기업형,닻과돛_NASDAQ프록시,S&P500_100
1998-09-25,-0.16040661887227414,-0.05540525042399791,-0.11965451864335386
1998-09-28,-0.16308533370637335,-0.06170455122428331,-0.11633457644301692
1998-09-29,-0.16019192256723236,-0.05936126629643246,-0.11605644025173811
1998-09-30,-0.17345601497438645,-0.07035939529499191,-0.14302927342268823
1998-10-01,-0.18943421123865056,-0.08518116395529451,-0.16883082818753958
1998-10-02,-0.1888006504151365,-0.08159067064012815,-0.15517170795370772
1998-10-05,-0.20381789834118924,-0.10099774838013587,-0.16700231931022236
1998-10-06,-0.20517606439922553,-0.11056439543870922,-0.1703475653208607
1998-10-07,-0.20720688343025628,-0.11828647426656325,-0.1820686811242629
1998-10-08,-0.21120525168184034,-0.12595040390012435,-0.19153991789222158
1998-10-09,-0.19690861280677874,-0.11086028169653828,-0.17051610309800924
1998-10-12,-0.18511006000428132,-0.1008080482699214,-0.15929216602261975
1998-10-13,-0.1921436765278306,-0.10984848329161079,-0.16174426981843804
1998-10-14,-0.18646208727849145,-0.10296407214277203,-0.15270273495102182
1998-10-15,-0.1698904659389403,-0.08454717457174366,-0.11734570024489144
1998-10-16,-0.16527481841543168,-0.08246663589606062,-0.10982090251079613
1998-10-19,-0.16486301551888005,-0.07558350606630959,-0.10479038158968812
1998-10-20,-0.163910191006842,-0.08061715797952451,-0.10349268699310077
1998-10-21,-0.15978834087270644,-0.07273130830273866,-0.09844529686512515
1998-10-22,-0.1583830266489169,-0.06860685285663282,-0.09123237373604365
1998-10-23,-0.16149247227417385,-0.07115328318996961,-0.09781331877369881
1998-10-26,-0.15767007151259782,-0.06480853175802481,-0.09642304926137524
1998-10-27,-0.15492655879771666,-0.06499526786195209,-0.1023046422411521
1998-10-28,-0.15134674276674043,-0.06039232110893922,-0.0999873892392561
1998-10-29,-0.14197581619616984,-0.05511251690860919,-0.08495466297793308
1998-10-30,-0.12322204131468018,-0.053461829420922924,-0.07421947002712204
1998-11-02,-0.11923518645100117,-0.04635736650229361,-0.06332422533310456
1998-11-03,-0.1302610790364348,-0.05292717515364642,-0.06396463802796448
1998-11-04,-0.12185121858429604,-0.04425202816306617,-0.05736672092242412
1998-11-05,-0.11894664895769791,-0.04006477975604794,-0.04457554195412827
1998-11-06,-0.11663316358327969,-0.03315503420308208,-0.03854222897356163
1998-11-09,-0.11898197205045291,-0.03319960724178417,-0.047651189237939096
1998-11-10,-0.12448075461171293,-0.031952414214288516,-0.04928585652780648
1998-11-11,-0.11508647372076064,-0.03155027401879029,-0.05542871649199432
1998-11-12,-0.11346393756410234,-0.03312121077486063,-0.05819259203180904
1998-11-13,-0.10636294076159258,-0.03132417242679619,-0.05142618857962866
1998-11-16,-0.09578323081113926,-0.03022975630323299,-0.042873397836791116
1998-11-17,-0.09794446845672555,-0.027382096854949967,-0.03996633976063757
1998-11-18,-0.09511013482641972,-0.02059496042723996,-0.03561830169054081
1998-11-19,-0.07985014258174417,-0.015700311270444356,-0.02876765506504042
1998-11-20,-0.08468319180627215,-0.014443721650096109,-0.019549147817041534
1998-11-23,-0.07695383695141156,-0.0033721847202907718,0.0
1998-11-24,-0.0816943520933886,-0.005052891721808894,-0.004393138312867251
1998-11-25,-0.08134063051294516,-0.000811177197307722,-0.0011277180501458872
1998-11-27,-0.07722252645831673,0.0,0.0
1998-11-30,-0.0935519654393282,-0.016183273078860805,-0.02407047732562262
1998-12-01,-0.08742737427543701,-0.0053239902478974255,-0.014299671555874638
1998-12-02,-0.08589207478504124,-0.006416792656204318,-0.01767963301403508
1998-12-03,-0.08203337213350514,-0.01671540492499335,-0.03538445141968316
1998-12-04,-0.06724060264095755,-0.006276630768154101,-0.013075211053069857
1998-12-07,-0.06556372572921276,0.0,-0.0038831573922145646
1998-12-08,-0.06848910455674273,-0.0023290806850465584,-0.009183658530317662
1998-12-09,-0.07575941425590937,0.0,-0.007414026440771049
1998-12-10,-0.08714795924694263,-0.00784924068612447,-0.0229046803569406
1998-12-11,-0.09502279643404188,-0.007732533397325159,-0.02169701011521097
1998-12-14,-0.10796517463965394,-0.020940317197658542,-0.04288242916583018
1998-12-15,-0.0919055461147883,-0.009709998187223401,-0.02474147349078848
1998-12-16,-0.09814189627582415,-0.008978629611161137,-0.02548792345115225
1998-12-17,-0.08948356761542131,-0.002010855682088697,-0.010357850629537646
1998-12-18,-0.07506602783018068,0.0,-0.003606322843754395
1998-12-21,-0.0696735971910909,0.0,0.0
1998-12-22,-0.07447747586787634,-0.005856549685349766,0.0
1998-12-23,-0.0714453460536092,0.0,0.0
1998-12-24,-0.0720692686873291,-0.002035488129516816,-0.0018477375250889327
1998-12-28,-0.07311119533152433,0.0,-0.0024826613143618115
1998-12-29,-0.07279275693087028,0.0,0.0
1998-12-30,-0.07281900364263594,-0.0024236998447442204,-0.007956132110896963
1998-12-31,-0.07252350749615621,0.0,-0.01013043664604052
1999-01-04,-0.06541675378454437,0.0,-0.011040402606609656
1999-01-05,-0.04846411241643667,0.0,0.0
1999-01-06,-0.010333279278355478,0.0,0.0
1999-01-07,-0.005353558984999451,0.0,-0.002051327020824778
1999-01-08,0.0,0.0,0.0
1999-01-11,-0.003418267610741821,0.0,-0.008791505884283346
1999-01-12,-0.012470373928714529,-0.01248460213384961,-0.027903878948492444
1999-01-13,-0.0062523642256426815,-0.017523496213357803,-0.031911427818406946
1999-01-14,-0.004038679139000134,-0.024277234790963997,-0.04932987169544267
1999-01-15,0.0,-0.011463809587447304,-0.02496290999687234
1999-01-19,-0.00090298931249011,-0.00028929481794670586,-0.018108499352402663
1999-01-20,0.0,0.0,-0.014485229433393365
1999-01-21,-0.014024111500348768,-0.010566439449361753,-0.031315383785438744
1999-01-22,-0.014182675438909276,-0.012308737517932822,-0.03913451266315926
1999-01-25,-0.018282801940382565,-0.006185536400463376,-0.032240850805468346
1999-01-26,-0.001284760403056362,0.0,-0.017865333299762254
1999-01-27,-0.014071405256115721,-0.007844689697970808,-0.02503346644600457
1999-01-28,-0.0051361641678489,0.0,-0.007622968546279529
1999-01-29,0.0,0.0,0.0
1999-02-01,-0.0042441505412579295,0.0,-0.005188970782741498
1999-02-02,-0.016090283504894054,-0.0063424522375942205,-0.013792960685831357
1999-02-03,0.0,-0.0028432038206357424,-0.005915779651087694
1999-02-04,-0.015551393336209252,-0.016717226801805984,-0.02434280270816669
1999-02-05,-0.024069286997185024,-0.020810881921594748,-0.031446336292813126
1999-02-08,-0.01068941593067163,-0.015879906257771914,-0.028031317172464543
1999-02-09,-0.03396771010268085,-0.033832821875649066,-0.04962333099394822
1999-02-10,-0.030524392619669882,-0.03283176973156521,-0.04383261321796228
1999-02-11,-0.006609807486612551,-0.017202644155420832,-0.020005607274613646
1999-02-12,-0.022864560395076894,-0.029696164885739895,-0.03869057641123175
1999-02-16,-0.026006497139280826,-0.03474464334421545,-0.029516128832237865
1999-02-17,-0.0360545239770782,-0.04541418424144883,-0.04345752298691652
1999-02-18,-0.0384214679354794,-0.04343120057136218,-0.033103048409439007
1999-02-19,-0.0348979843467393,-0.03879687328317427,-0.0315870428265852
1999-02-22,-0.0177711701681732,-0.027825430225839165,-0.005861023345741567
1999-02-23,-0.0184486713838945,-0.02239101174453828,-0.006611203807833421
1999-02-24,-0.015076642936656892,-0.028007933246317562,-0.020497937051426218
1999-02-25,-0.022519805452536734,-0.03106830897576085,-0.027054479948174004
1999-02-26,-0.039981655684337425,-0.03709678922541637,-0.03228256237759097
1999-03-01,-0.04370836646841081,-0.03610886391767587,-0.03397829074663272
1999-03-02,-0.049248402113000966,-0.04074327431959579,-0.0423087853057732
1999-03-03,-0.0507875034972779,-0.041925369914556976,-0.04058958994872641
1999-03-04,-0.04285516135114398,-0.035405223786093565,-0.025788502721264317
1999-03-05,-0.03303456667460736,-0.027582144886255766,-0.003258763322166014
1999-03-08,-0.022068086299581235,-0.015506506961815547,0.0
1999-03-09,-0.023821637417613006,-0.012859335870968214,-0.0022530187119985667
1999-03-10,-0.009684255704072053,-0.011720930627446502,0.0
1999-03-11,-0.00112187629388949,-0.008435360293524874,0.0
1999-03-12,-0.005912189928834688,-0.015157510898642368,-0.002381240184580302
1999-03-15,0.0,-0.009257217636145176,0.0
1999-03-16,0.0,-0.014510224339701838,-0.0006731674465972892
1999-03-17,0.0,-0.014560467453380799,-0.007221259279747372
1999-03-18,0.0,-0.009681667033958341,0.0
1999-03-19,-0.004814770479051544,-0.016802634077053402,-0.013110029338412432
1999-03-22,-0.0143427855139584,-0.020452571340516035,-0.014841850547112068
1999-03-23,-0.03416098068197526,-0.03316251631979761,-0.041327737010923626
1999-03-24,-0.033038489053655695,-0.025695266125801752,-0.03642860599982656
1999-03-25,-0.01856837640275033,-0.014569926198658045,-0.020173983220304503
1999-03-26,-0.033068153256058386,-0.020781519660985515,-0.025635181913548077
1999-03-29,-0.02296488879669989,-0.007686734195359368,-0.00484600254163603
1999-03-30,-0.025985362697355296,-0.010350594237180988,-0.012001100028205092
1999-03-31,-0.022317580535766268,-0.013706934972527951,-0.022923590134534377
1999-04-01,-0.007347720103146438,-0.007096357991161817,-0.01734083572844114
1999-04-05,0.0,0.0,0.0
1999-04-06,0.0,-0.001455048953831417,-0.0024448804655805567
1999-04-07,0.0,-0.002997398098323334,0.0
1999-04-08,0.0,0.0,0.0
1999-04-09,0.0,0.0,0.0
1999-04-12,-0.0036224304283539732,0.0,0.0
1999-04-13,-0.011291859541550764,-0.002314566877503643,-0.0064845164335304295
1999-04-14,-0.02109745335481683,-0.01523221330602298,-0.02222096035569776
1999-04-15,-0.020216695842708576,-0.012502899883957919,-0.026335373993128686
1999-04-16,-0.020016524591068063,-0.018319717454319817,-0.029169092939494545
1999-04-19,-0.04466167592772019,-0.041652711902497086,-0.050896877122942
1999-04-20,-0.040895314536095406,-0.030635210315192007,-0.03861239686225315
1999-04-21,-0.020036910110334594,-0.01822915495466726,-0.01656816770182168
1999-04-22,-0.008839265446219713,-0.0057726758071855455,0.0
1999-04-23,0.0,-0.0009146400624336914,-0.001449765812243764
1999-04-26,0.0,0.0,0.0
1999-04-27,-0.012341005411994899,-0.008739509300242032,0.0
1999-04-28,-0.026999628034891088,-0.015557127640614232,-0.00872469490932426
1999-04-29,-0.047342869973652335,-0.01920641841668469,-0.014653721791842989
1999-04-30,-0.048254165494202694,-0.013263448930855737,-0.020267092843838652
1999-05-03,-0.04585299870123405,-0.01438323861932611,-0.005995042304509757
1999-05-04,-0.05072635065166187,-0.024082821511173913,-0.0226005633435441
1999-05-05,-0.03992566968791267,-0.015084740027164756,-0.011366297093762912
1999-05-06,-0.046226753459937764,-0.023602963547180278,-0.022563838346235765
1999-05-07,-0.05596601776138466,-0.023680300747156213,-0.013061379652452465
1999-05-10,-0.06556126808976337,-0.02401354380294274,-0.016510125619196958
1999-05-11,-0.06405874439729087,-0.015807478521117302,-0.005275948942579878
1999-05-12,-0.05822059804482771,-0.010918346684771874,0.0
1999-05-13,-0.0502607268945815,-0.01471471834596827,0.0
1999-05-14,-0.04959870365473151,-0.02556513975473995,-0.02176139144940137
1999-05-17,-0.05135241226949505,-0.01965622675109313,-0.02052565675853324
1999-05-18,-0.03952773768880735,-0.021222461621848376,-0.025037373744225988
1999-05-19,-0.039640462944258936,-0.02045947062864506,-0.01705963696321311
1999-05-20,-0.04380602339147266,-0.024878577351954867,-0.02100829309727381
1999-05-21,-0.046174205643258026,-0.029231978043846585,-0.027252930719236068
1999-05-24,-0.05318775097384898,-0.04135875595015803,-0.04453920235307296
1999-05-25,-0.06296239928254288,-0.05402844763287906,-0.06080905453263952
1999-05-26,-0.05263657591641957,-0.04835143091035432,-0.045921236463063675
1999-05-27,-0.04448270346166694,-0.05019767248286011,-0.06299542303293759
1999-05-28,-0.04253289686688366,-0.04187371519026306,-0.04805645818657245
1999-06-01,-0.048698703591541825,-0.053251690589113165,-0.05359914423319645
1999-06-02,-0.03818373316890722,-0.04950276246482521,-0.053196932407347464
1999-06-03,-0.03538167603237574,-0.05667740769300322,-0.04973823204605288
1999-06-04,-0.022168903549784513,-0.04350954288087461,-0.02911028173394148
1999-06-07,-0.005899201510699559,-0.035411281568857866,-0.024159845013662196
1999-06-08,-0.008550124876872345,-0.04686401171187993,-0.03672972329325963
1999-06-09,0.0,-0.0403234246771238,-0.03577177004980403
1999-06-10,-0.005468576153164761,-0.04873699144902777,-0.04733986774318255
1999-06-11,-0.014195841350522431,-0.05380688562359337,-0.05405250283583407
1999-06-14,-0.008909035434223944,-0.06139538947751866,-0.05378927099508224
1999-06-15,-0.0015769100683031834,-0.058951113242588504,-0.04855364413197394
1999-06-16,0.0,-0.04284817850511824,-0.027165186772318495
1999-06-17,0.0,-0.03892502414805443,-0.020225827747652914
1999-06-18,0.0,-0.034875144496075094,-0.01807605641748322
1999-06-21,0.0,-0.023203678095773173,-0.013571658865816016
1999-06-22,-0.017021819426849882,-0.032295647408256745,-0.023165383861468936
1999-06-23,-0.020678957192062586,-0.028678940619510707,-0.025227411244721276
1999-06-24,-0.0153826820384243,-0.03508634574837255,-0.03786307516915899
1999-06-25,-0.02224810977685976,-0.034742828305983964,-0.03820673152280263
1999-06-28,-0.021498487238084674,-0.026658830079357765,-0.026477874065031326
1999-06-29,-0.0021418168785132252,-0.018312888899671642,-0.011780182757341384
1999-06-30,0.0,-0.011853168731807862,0.0
1999-07-01,0.0,-0.0068979666972992515,0.0
1999-07-02,0.0,-0.0005265953262078016,0.0
1999-07-06,-0.007750496644706839,-0.006424110901940505,-0.0022282425865197686
1999-07-07,-0.015445191733329366,-0.00582165806348367,0.0
1999-07-08,-0.013910902193485897,-0.0008488778244953865,-0.0010315801164594296
1999-07-09,-0.00977361290096701,0.0,0.0
1999-07-12,-0.01636891359031345,-0.0015895865080300942,-0.002978773746984964
1999-07-13,-0.028059267833999146,-0.004902819986021045,-0.0069266080184973156
1999-07-14,-0.007562555517921732,0.0,-0.0036414580446374467
1999-07-15,0.0,0.0,0.0
1999-07-16,0.0,0.0,0.0
1999-07-19,-0.006798881587613215,-0.007185384019468,-0.00784477131971495
1999-07-20,-0.031365478735027374,-0.024508323557412837,-0.02937738962367087
1999-07-21,-0.027320988769094834,-0.01794513962250699,-0.027833765220071194
1999-07-22,-0.0478615454584741,-0.031251442546969876,-0.04074631542593665
1999-07-23,-0.04744533342294899,-0.028607510667268632,-0.04358680458821529
1999-07-26,-0.0565816577108017,-0.04235542895050681,-0.05005710403637853
1999-07-27,-0.039922093135277725,-0.03130239214077335,-0.0394282850910197
1999-07-28,-0.028277901823398954,-0.027351748524153896,-0.0376238766972683
1999-07-29,-0.046755411081605636,-0.03841682955287784,-0.05480060220366345
1999-07-30,-0.039640239147611944,-0.03700853705591289,-0.06347711183838867
1999-08-02,-0.04641583042154396,-0.03960300353521007,-0.06394929347413669
1999-08-03,-0.054492405555903844,-0.04485206605494507,-0.06808664739509418
1999-08-04,-0.06982306782443426,-0.05291197216892363,-0.07996311683243229
1999-08-05,-0.07212523674645899,-0.0484521360816037,-0.07405663047812028
1999-08-06,-0.07178375119780667,-0.05161519394388192,-0.08351540604437235
1999-08-09,-0.055087967501202706,-0.05559451248699687,-0.08527042809356866
1999-08-10,-0.04112111576777833,-0.06034200284171065,-0.09680850642788252
1999-08-11,-0.016958099207422195,-0.04670278100196601,-0.08235947304942448
1999-08-12,-0.008647094671400901,-0.04679577661903567,-0.08501669929549616
1999-08-13,-0.012657664096149435,-0.03198003697067786,-0.0642100774642882
1999-08-16,-0.0044823288997442035,-0.03202112110406896,-0.06203217408497175
1999-08-17,-0.004088654860132213,-0.027063730259574315,-0.05259447805602957
1999-08-18,-0.01875253239686292,-0.027687685080356017,-0.060573211986323816
1999-08-19,-0.023098565046094977,-0.036821351620981546,-0.06709289777904259
1999-08-20,-0.017916612839620316,-0.032088772550470046,-0.05791598574025214
1999-08-23,-0.01169327377692364,-0.022419703519873657,-0.04127493859831899
1999-08-24,-0.009832573528993027,-0.01933640469591713,-0.03896307260842313
1999-08-25,0.0,-0.011003264777828536,-0.026071687978795666
1999-08-26,-0.0013248151575205869,-0.015813416498471455,-0.04001326376110881
1999-08-27,-0.00010059031048736955,-0.017760222818485882,-0.04969763339604394
1999-08-30,-0.004182925775242818,-0.02530558583430842,-0.066789782636415
1999-08-31,-0.0017143997608880523,-0.019894167785325156,-0.06933421184814514
1999-09-01,0.0,-0.018054744448204096,-0.061820776439375225
1999-09-02,-0.005279641733761942,-0.021239479675818296,-0.0702505264291795
1999-09-03,0.0,-0.0029693978510910712,-0.04337532090369067
1999-09-07,0.0,-0.0026436708657630037,-0.048161150223451465
1999-09-08,0.0,-0.0068079314829397886,-0.05260153324810868
1999-09-09,0.0,0.0,-0.050127569918243964
1999-09-10,0.0,0.0,-0.04730824633220343
1999-09-13,-0.018319056068544115,-0.006573794508407671,-0.05261564363226745
1999-09-14,-0.008391592356335353,-0.002236411967947771,-0.05814149377000721
1999-09-15,-0.021330032273360833,-0.010734582538952098,-0.07105404397587245
1999-09-16,-0.025772435564463847,-0.013113426613450052,-0.07069457333553808
1999-09-17,-0.013373752479999945,-0.0034775096012197304,-0.058754693208413866
1999-09-20,-0.021622814758879505,-0.0003645755877509371,-0.05867717213446921
1999-09-21,-0.02224105458595005,-0.007766694404787056,-0.07837724731528417
1999-09-22,-0.022077853964448613,0.0,-0.07631205493138127
1999-09-23,-0.03241261783445193,-0.01685933879702317,-0.09752744770855093
1999-09-24,-0.03048409632450333,-0.01301795601388267,-0.09967721635847804
1999-09-27,-0.010490126905108421,0.0,-0.09548342090088602
1999-09-28,0.0,0.0,-0.09626585891026873
1999-09-29,0.0,0.0,-0.10601363923498996
1999-09-30,-0.017966006351862407,-0.0048332647661391,-0.09590638826993425
1999-10-01,-0.005011955510674904,0.0,-0.09583583634914106
1999-10-04,0.0,0.0,-0.08047762962065608
1999-10-05,0.0,0.0,-0.08276833003431394
1999-10-06,0.0,0.0,-0.06581711255767386
1999-10-07,-0.003457717654718251,0.0,-0.07128660719770685
1999-10-08,-0.008819489245790346,0.0,-0.05833181187829328
1999-10-11,0.0,-0.00025974339848267025,-0.058902766203151824
1999-10-12,-0.0028927572538198776,-0.004727464672936832,-0.07452881211386786
1999-10-13,-0.012483431784720445,-0.014362520387250943,-0.09390460657581745
1999-10-14,-0.012662193070405614,-0.014134762005414525,-0.09540589982694125
1999-10-15,-0.02911456147069047,-0.030386068252785448,-0.12078686729338572
1999-10-18,-0.044965197138120194,-0.04044968804233218,-0.11605042431818002
1999-10-19,-0.046293971056519,-0.04257102942002877,-0.11098273147095761
1999-10-20,-0.03114965461273611,-0.02930377228862313,-0.09116985925580101
1999-10-21,-0.033977629005261245,-0.03083183462574146,-0.0952720232552896
1999-10-22,-0.027574292363023445,-0.028943124503141182,-0.08255684634978977
1999-10-25,-0.022751299501505673,-0.02928063362700606,-0.08820960390602961
1999-10-26,-0.021440960237441686,-0.034933843050777735,-0.0964702013637857
1999-10-27,-0.03467810932372506,-0.04145613334874498,-0.08603875571879227
1999-10-28,-0.01601326732433439,-0.02513344971068543,-0.053806852587611975
1999-10-29,0.0,-0.008445604176886001,-0.039364788362305725
1999-11-01,-0.010333744779981835,-0.015062071111683561,-0.045574389859245445
1999-11-02,0.0,-0.013398475877343441,-0.0500712144205373
1999-11-03,0.0,-0.005887219383650222,-0.04500343553438679
1999-11-04,0.0,-0.001963157026459772,-0.039569216854750455
1999-11-05,0.0,0.0,-0.03421957444113821
1999-11-08,0.0,0.0,-0.029440800313456972
1999-11-09,-0.0016095991065283588,-0.0006548282012812656,-0.037708452963292394
1999-11-10,0.0,0.0,-0.03194298441163923
1999-11-11,0.0,0.0,-0.026304337239558162
1999-11-12,-0.008198742705854412,-0.0004973942479694626,-0.016013737319367838
1999-11-15,-0.0069479327830116455,-0.0009364058377544504,-0.017190835890553702
1999-11-16,0.0,0.0,0.0
1999-11-17,-0.006448411386588804,-0.004370227614224453,-0.006591214310268323
1999-11-18,0.0,0.0,0.0
1999-11-19,-0.0013921342687954752,0.0,-0.0020632037328875974
1999-11-22,-0.0036460218011993284,0.0,-0.0028071358544784486
1999-11-23,-0.006251246066969363,-0.005265342591199151,-0.014246163061285788
1999-11-24,0.0,0.0,-0.005516011674011723
1999-11-26,0.0,0.0,-0.005838804883840698
1999-11-29,-0.0009073804208888925,-0.007587370761645951,-0.012007513337493392
1999-11-30,-0.005092708900828025,-0.02068180753736215,-0.02528521110230464
1999-12-01,0.0,-0.019940205602697048,-0.019102538929649415
1999-12-02,0.0,-0.008154432994667782,-0.01115829648796196
1999-12-03,0.0,-0.0009870366084061555,0.0
1999-12-06,-0.005229579159964248,-0.002765819943255976,-0.006956040210554071
1999-12-07,0.0,0.0,-0.01683527807212548
1999-12-08,-0.007574004984077898,0.0,-0.020526088706524948
1999-12-09,-0.011336733202064075,-0.0004204901062421218,-0.017574871009847892
1999-12-10,-0.021988499391997762,0.0,-0.011344456297841976
1999-12-13,-0.024969685747120107,0.0,-0.012614300920301025
1999-12-14,-0.03434302560794744,-0.012530121340347922,-0.021021421793327333
1999-12-15,-0.0390461921178602,-0.004650736442338821,-0.013932946412557046
1999-12-16,-0.02348020811749585,0.0,-0.010130481432078176
1999-12-17,-0.01323022370116389,0.0,-0.008560677536627592
1999-12-20,0.0,0.0,-0.010611932247018618
1999-12-21,0.0,0.0,0.0
1999-12-22,0.0,0.0,0.0
1999-12-23,0.0,0.0,0.0
1999-12-27,0.0,0.0,-0.0008502751508133732
1999-12-28,0.0,-0.0004097837507230917,-0.00046623671884526985
1999-12-29,0.0,0.0,0.0
1999-12-30,-0.0024698700330023637,-0.0010864890132916694,0.0
1999-12-31,0.0,0.0,0.0
2000-01-03,0.0,0.0,-0.009549109611621698
2000-01-04,-0.023224953628927292,-0.031218147023778675,-0.0475276202516165
2000-01-05,-0.029974008166856136,-0.03459841492884341,-0.04569679404351723
2000-01-06,-0.05060572116736439,-0.050203787598461336,-0.044784787359622324
2000-01-07,-0.03691126888978824,-0.03231451879800662,-0.018907625861408928
2000-01-10,-0.017958605450540177,-0.01652782592250257,-0.00792923220286712
2000-01-11,-0.028658277276807143,-0.028252989697373332,-0.020888168389484485
2000-01-12,-0.029173101590342032,-0.03510067214249024,-0.02518291645397308
2000-01-13,-0.016839614839764483,-0.024833469898595473,-0.013319684389356823
2000-01-14,0.0,-0.013183813552459123,-0.0027905227741619187
2000-01-18,0.0,-0.0039841318907141154,-0.00960352925068031
2000-01-19,0.0,-4.583679530323348e-05,-0.009086251887654884
2000-01-20,0.0,0.0,-0.016117103087246676
2000-01-21,0.0,0.0,-0.018982484021396795
2000-01-24,-0.004557729006718025,-0.013812376684829819,-0.04609152336438649
2000-01-25,0.0,-0.0060990249565363586,-0.04030625877360883
2000-01-26,-0.02099102005108333,-0.01757045524551848,-0.044349180996894555
2000-01-27,-0.035723661653260685,-0.02079947709146235,-0.04811294293432
2000-01-28,-0.05358760970193255,-0.0341685493594881,-0.07424874311404595
2000-01-31,-0.05663082000435682,-0.03245421477867694,-0.05090354879190029
2000-02-01,-0.03557563722642654,-0.021996762859547214,-0.040816723296324464
2000-02-02,-0.026629871007648687,-0.017175468703713115,-0.040925645657861054
2000-02-03,0.0,-0.00453640217307949,-0.03013784536115338
2000-02-04,0.0,0.0,-0.030546200362642217
2000-02-07,0.0,0.0,-0.030634684203249662
2000-02-08,-0.0074735556204210685,-0.0064417673627753524,-0.018737471020503382
2000-02-09,-0.0037332722206380176,-0.0001261480726254538,-0.039162864769439976
2000-02-10,0.0,0.0,-0.03567809695103752
2000-02-11,-0.011923069368964034,-0.00578204966852669,-0.05589927165752051
2000-02-14,0.0,-0.006618786790631326,-0.05397996160881369
2000-02-15,-0.009224715667553784,-0.01038760089502,-0.045737588001956486
2000-02-16,-0.005868710937440458,-0.011426575878118461,-0.0555248977741617
2000-02-17,0.0,0.0,-0.05512335561298232
2000-02-18,-0.0014901054901887978,-0.013690419955148636,-0.08382510408690624
2000-02-22,-0.01177073617253055,-0.0174987138956042,-0.07968688518270339
2000-02-23,-0.005549545720795468,-0.0022968969803083272,-0.07388807799472463
2000-02-24,-0.01026459518577505,0.0,-0.07882929813786754
2000-02-25,-0.023573669969835787,-0.007079646039753418,-0.09248937529245316
2000-02-28,-0.025481836751295672,-0.00957029285651545,-0.08249103363748456
2000-02-29,-0.009782013901853959,0.0,-0.0699880592511054
2000-03-01,0.0,0.0,-0.061296619767738036
2000-03-02,-0.01418067773975995,-0.005537865882482618,-0.05954738147651795
2000-03-03,0.0,0.0,-0.04089158145631189
2000-03-06,-0.013406042925608763,-0.0004758511012813438,-0.05306787184149997
2000-03-07,0.0,-0.004646886670079287,-0.07733878161157826
2000-03-08,0.0,0.0,-0.06979754897268942
2000-03-09,0.0,0.0,-0.04598268408626771
2000-03-10,0.0,-3.756594653747669e-05,-0.05048838095010122
2000-03-13,0.0,-0.012066062208372141,-0.05828143943019304
2000-03-14,-0.07701567114479946,-0.031610608582979594,-0.07493617531797614
2000-03-15,-0.0953781614007021,-0.042185300965580375,-0.05248254915879602
2000-03-16,-0.10534274051514247,-0.03189501516968707,-0.007337096679852606
2000-03-17,-0.0862729896038098,-0.027957749983856695,-0.0032533804981271786
2000-03-20,-0.10202249923851425,-0.04275869947237232,-0.008589413045557714
2000-03-21,-0.10616808505497821,-0.03426636792525195,0.0
2000-03-22,-0.09758855251461929,-0.01814052358863194,0.0
2000-03-23,-0.09126573153178108,-0.01425700649130579,0.0
2000-03-24,-0.10117973287219129,-0.01213061769946111,0.0
2000-03-27,-0.10326543416036393,-0.01305849764182243,-0.0023568379388013705
2000-03-28,-0.12088137607912264,-0.02738354319220937,-0.01291685607041404
2000-03-29,-0.15070016332326752,-0.04497127373332799,-0.012399631997309646
2000-03-30,-0.16508930992832094,-0.06527698278834382,-0.025886057902243964
2000-03-31,-0.14270166398886996,-0.054094415904468285,-0.018907209106212575
2000-04-03,-0.17162185456426204,-0.08421500999197706,-0.01406910215910695
2000-04-04,-0.1775768706781603,-0.09141902378572198,-0.02142771745628058
2000-04-05,-0.13463813235248645,-0.08536060154497194,-0.026246164773907954
2000-04-06,-0.11573185922017715,-0.07844258368076895,-0.01710028137245312
2000-04-07,-0.10315753496816427,-0.061778344444628375,-0.007273503486627364
2000-04-10,-0.12978758987846883,-0.08255998395460873,-0.015057677836532779
2000-04-11,-0.1452456707680988,-0.0940117319883439,-0.01759129260625303
2000-04-12,-0.18163551073261397,-0.12134168975141324,-0.03947070203737668
2000-04-13,-0.19222712078827608,-0.12858537693682615,-0.05692453707166745
2000-04-14,-0.22606147950511246,-0.15949781878099456,-0.11188502920813559
2000-04-17,-0.20344011277969665,-0.14028506636949856,-0.08250299369804959
2000-04-18,-0.16336397113227408,-0.11829701421158478,-0.056204403245532886
2000-04-19,-0.1771612825244393,-0.125746222511796,-0.06546161129683847
2000-04-20,-0.18041872812143744,-0.1326678693044273,-0.06083296731258925
2000-04-24,-0.2010178657958499,-0.14680799104260112,-0.06389691257506591
2000-04-25,-0.1670325001170233,-0.12681166233262597,-0.03274718867298432
2000-04-26,-0.17600806210876963,-0.1370875601007202,-0.043516669767453386
2000-04-27,-0.15627459801324095,-0.12447002549176966,-0.04094373573877663
2000-04-28,-0.1509539223799361,-0.11764448348693957,-0.04912070309228367
2000-05-01,-0.14626452905030374,-0.1088756147460227,-0.03876367463089414
2000-05-02,-0.15901674235126895,-0.12376176019781504,-0.053140457983056
2000-05-03,-0.16886946046239792,-0.13050489589308512,-0.07356002004962514
2000-05-04,-0.16534500042039924,-0.12514929811780573,-0.07718042872696995
2000-05-05,-0.14965432315588278,-0.11583107949956772,-0.062083431631480446
2000-05-08,-0.1695622057152112,-0.1314702618414305,-0.06762201277524249
