Date,StrategyGross,StrategyNet,KOSPI,PositionStock
2018-09-17,-0.00039390277491402337,-0.00039390277491402337,-0.00657392429634418,0
2018-09-18,0.0003940579954517798,0.0003940579954517798,0.0025922596949208287,0
2018-09-19,-0.0029534305755601897,-0.0029534305755601897,-0.0002252076674549297,0
2018-09-20,-0.002468257911672933,-0.002468257911672933,0.006493506493506329,0
2018-09-21,0.0,0.0,0.006765800856485038,0
2018-09-27,0.0022764261984165035,0.0022764261984165035,0.006951183539460448,0
2018-09-28,0.0008888292496216366,0.0008888292496216366,-0.005247449510280333,0
2018-10-01,-0.0014800665562560988,-0.0014800665562560988,-0.0017882521648947547,0
2018-10-02,0.0007905107671142275,0.0007905107671142275,-0.0125316390751129,0
2018-10-04,-0.003554362181727999,-0.003554362181727999,-0.015188974571024194,0
2018-10-05,-0.00039639424168647075,-0.00039639424168647075,-0.003064423233340108,0
2018-10-08,-9.924361642721369e-05,-9.924361642721369e-05,-0.006037432966412681,0
2018-10-10,0.0019827847273536925,0.0019827847273536925,-0.011189841292377767,0
2018-10-11,0.0021768062923610554,0.0021768062923610554,-0.044395385464482406,0
2018-10-12,9.867336982694042e-05,9.867336982694042e-05,0.015110322256499664,0
2018-10-15,-9.866363435373504e-05,-9.866363435373504e-05,-0.007738742280916866,0
2018-10-16,9.867336982694042e-05,9.867336982694042e-05,0.0,0
2018-10-17,0.001875704379148857,0.001875704379148857,0.01043764451405993,0
2018-10-18,0.0013792935252003868,0.0013792935252003868,-0.008858090620112558,0
2018-10-19,0.0002952817652339679,0.0002952817652339679,0.0037005832491587842,0
2018-10-22,-0.0009836461688047526,-0.0009836461688047526,0.0025275245100311317,0
2018-10-23,0.0016739121902877852,0.0016739121902877852,-0.025725004741616653,0
2018-10-24,9.816268812734563e-05,9.816268812734563e-05,-0.004045391956697175,0
2018-10-25,0.0027521444974014653,0.0027521444974014653,-0.016342642473707647,0
2018-10-26,0.0006861895772303228,0.0006861895772303228,-0.017520476905927396,0
2018-10-29,0.0035262445545656274,0.0035262445545656274,-0.015341735934686684,0
2018-10-30,-0.001073700705928271,-0.001073700705928271,0.009338443425765952,0
2018-10-31,-0.0006839605863229181,-0.0006839605863229181,0.007445314167440209,0
2018-11-01,-0.0018577469885470155,-0.0018577469885470155,-0.0025767481733663944,0
2018-11-02,-0.0013715723650743472,-0.0013715723650743472,0.035337818479989735,0
2018-11-05,-0.0002943000732108514,-0.0002943000732108514,-0.009103053435114417,0
2018-11-07,0.0013737767352757224,0.0013737767352757224,0.0008522234847754273,0
2018-11-08,9.802216036836064e-05,9.802216036836064e-05,0.006706146659675172,0
2018-11-09,0.0009797910158282352,0.0009797910158282352,-0.0031252538671432406,0
2018-11-12,0.0016640811778867448,0.0016640811778867448,-0.002708416223652921,0
2018-11-13,-0.0001953410736885708,-0.0001953410736885708,-0.0044269481455846416,0
2018-11-14,0.0011727759802664384,0.0011727759802664384,-0.0015353195927056973,0
2018-11-15,-0.0010739103284875817,-0.0010739103284875817,0.009675781533328376,0
2018-11-16,0.0,0.0,0.0020784843347414483,0
2018-11-19,0.0011729117691072766,0.0011729117691072766,0.0038998279487669762,0
2018-11-20,-0.00029286358514191146,-0.00029286358514191146,-0.008559622195985828,0
2018-11-21,-0.0001953551479915161,-0.0001953551479915161,-0.0028954469936327554,0
2018-11-22,0.00029300661969888786,0.00029300661969888786,-0.0031783487033784086,0
2018-11-23,0.0018551927939651769,0.0018551927939651769,-0.0060243001038671196,0
2018-11-26,9.740400444413488e-05,9.740400444413488e-05,0.01241324338511185,0
2018-11-27,0.0012667941084882894,0.0012667941084882894,0.00787318412689264,0
2018-11-28,-0.0004866056762078408,-0.0004866056762078408,0.004191633879833345,0
2018-11-29,0.002336894231912856,0.002336894231912856,0.0027890827333010293,0
2018-11-30,0.0008742403875843241,0.0008742403875843241,-0.008154770351449736,0
2018-12-03,-0.0020382228923148116,-0.0020382228923148116,0.016725007868908515,0
2018-12-04,0.0016533163948022622,0.0016533163948022622,-0.008246049354340923,0
2018-12-05,0.002039097466704165,0.002039097466704165,-0.0061673800458769135,0
2018-12-06,0.0027131261714079535,0.0027131261714079535,-0.01552364953291041,0
2018-12-07,0.0010630134898292898,0.0010630134898292898,0.0034176217799670727,0
2018-12-10,0.0004827422727249342,0.0004827422727249342,-0.010584075230277268,0
2018-12-11,-0.00038607335887941296,-0.00038607335887941296,-0.00039926185247773915,0
2018-12-12,-0.0012547287124934359,-0.0012547287124934359,0.014418135676605326,0
2018-12-13,-0.0001932713523187246,-0.0001932713523187246,0.006232683655291282,0
2018-12-14,0.0005800086448515263,0.0005800086448515263,-0.012488368208823486,0
2018-12-17,0.0008693437308262553,0.0008693437308262553,0.0008263344576635578,0
2018-12-18,0.00028958446647497915,0.00028958446647497915,-0.004335881106084294,0
2018-12-19,0.0027985610130198957,0.0027985610130198957,0.00811304925537426,0
2018-12-20,0.0011546886980953186,0.0011546886980953186,-0.009005022031517651,0
2018-12-21,-0.0030758098991479077,-0.0030758098991479077,0.0006650098052540798,0
2018-12-24,-0.0014461647995883675,-0.0014461647995883675,-0.0031433574744478276,0
2018-12-26,0.002220680620851123,0.002220680620851123,-0.01313862219648576,0
2018-12-27,0.0003853960629083275,0.0003853960629083275,0.00021203051267004724,0
2018-12-28,-0.00019258269754196533,-0.00019258269754196533,0.006211670051862406,0
2019-01-02,0.0007706435926295718,0.0007706435926295718,-0.015207933210520164,0
2019-01-03,0.0,0.0,-0.008109452736318357,0
2019-01-04,-0.0005775786925297233,-0.0005775786925297233,0.008301148618147236,0
2019-01-07,-0.000481497841314793,-0.000481497841314793,0.01335654769307304,0
2019-01-09,-0.0026977032886569274,-0.0026977032886569274,0.013553581071130694,0
2019-01-10,0.0026083610203191387,0.0026083610203191387,-0.0006925912113564525,0
2019-01-11,-0.00019269404199562246,-0.00019269404199562246,0.005956535225466242,0
2019-01-14,0.00048186907951075497,0.00048186907951075497,-0.005323838752728238,0
2019-01-15,9.636028617698855e-05,9.636028617698855e-05,0.015819657838141543,0
2019-01-16,0.00019261979278129004,0.00019261979278129004,0.004253330663080979,0
2019-01-17,-0.00019258269754196533,-0.00019258269754196533,0.0004558188120222795,0
2019-01-18,-0.001155800967439724,-0.001155800967439724,0.008172524750125865,0
2019-01-21,-0.0008679978271247668,-0.0008679978271247668,0.00015534675278217058,0
2019-01-22,0.000772287984088571,0.000772287984088571,-0.003219414386640418,0
2019-01-23,0.000482029700635378,0.000482029700635378,0.004726670034989722,0
2019-01-24,0.0009640062906819402,0.0009640062906819402,0.008107041141471427,0
2019-01-25,-0.00038524759000380104,-0.00038524759000380104,0.015244542034376973,0
2019-01-28,-0.0013485984270874551,-0.0013485984270874551,-0.00019745331147558165,0
2019-01-29,-0.0003859165093057504,-0.0003859165093057504,0.002783263675194103,0
2019-01-30,-0.0011581964950656554,-0.0011581964950656554,0.010460940935072438,0
2019-01-31,0.0010628080993102529,0.0010628080993102529,-0.0006119118846885652,0
2019-02-01,0.002412915983140307,0.002412915983140307,-0.0006304283738122196,0
2019-02-07,-9.623171874695302e-05,-9.623171874695302e-05,-1.815326804210926e-05,0
2019-02-08,0.0005777746291024677,0.0005777746291024677,-0.011967759210681495,0
2019-02-11,0.0018284262621808267,0.0018284262621808267,0.0016903608093519207,0
2019-02-12,-0.0015369776522498046,-0.0015369776522498046,0.004466394280814079,0
2019-02-13,-0.000480952491222264,-0.000480952491222264,0.005026318552639575,0
2019-02-14,0.00028877607498034585,0.00028877607498034585,0.01106982575358395,0
2019-02-15,0.001347205257476114,0.001347205257476114,-0.013370173192263524,0
2019-02-18,-0.0015375682651684874,-0.0015375682651684874,0.006739250212878245,0
2019-02-19,-0.0002889125674337967,-0.0002889125674337967,-0.00237913238560028,0
2019-02-20,0.00048152315140304047,0.00048152315140304047,0.010940184890484872,0
2019-02-21,-0.0007699019742474222,-0.0007699019742474222,-0.0004933266360507282,0
2019-02-22,-0.000481497841314793,-0.000481497841314793,0.0008256082130069231,0
2019-02-25,0.0005781086456106976,0.0005781086456106976,0.0009235597399686046,0
2019-02-26,0.0001924819603638106,0.0001924819603638106,-0.0026695811086824284,0
2019-02-27,0.0009627176180611041,0.0009627176180611041,0.0036782538399353637,0
2019-02-28,-0.0009617916842618035,-0.0009617916842618035,-0.0176079184173904,0
2019-03-04,-0.0011551625362498097,-0.0011551625362498097,-0.002177240097657074,0
2019-03-05,0.0003854994933223388,0.0003854994933223388,-0.005217605653090818,0
2019-03-06,0.0001926754703649447,0.0001926754703649447,-0.001665725967428866,0
2019-03-07,0.0013485506944312942,0.0013485506944312942,-0.004509100937672317,0
2019-03-08,0.0013468166625598688,0.0013468166625598688,-0.013089911764298412,0
2019-03-11,-0.00019203817279367374,-0.00019203817279367374,0.0003087805973500668,0
2019-03-12,-0.0007687103004555551,-0.0007687103004555551,0.008923810860109516,0
2019-03-13,0.0018270196508027858,0.0018270196508027858,-0.004065492912042612,0
2019-03-14,-0.0007678987045508512,-0.0007678987045508512,0.003383897859347229,0
2019-03-15,-0.0004802132779914148,-0.0004802132779914148,0.00947728790915181,0
2019-03-18,-0.00048060805162442044,-0.00048060805162442044,0.0015532303054530683,0
2019-03-19,0.00038465490373851274,0.00038465490373851274,-0.000857998889648437,0
2019-03-20,0.00048049018694973356,0.00048049018694973356,-0.00023879281049954404,0
2019-03-21,0.0024017891201109087,0.0024017891201109087,0.003573561159340599,0
2019-03-22,-0.00038323788651295487,-0.00038323788651295487,0.0009474204532970987,0
2019-03-25,0.0031638862470662055,0.0031638862470662055,-0.019245981846864213,0
2019-03-26,-0.0009556430702907237,-0.0009556430702907237,0.0018369497309846938,0
2019-03-27,0.0022002856852174624,0.0022002856852174624,-0.0014798957557707881,0
2019-03-28,0.0020044821599620732,0.0020044821599620732,-0.008165471984787565,0
2019-03-29,0.0005716099626331683,0.0005716099626331683,0.005906677317795372,0
2019-04-01,-0.0021898113919600615,-0.0021898113919600615,0.01289783105289466,0
2019-04-02,0.0007632742903369572,0.0007632742903369572,0.004104635932628442,0
2019-04-03,-0.0014302512253570043,-0.0014302512253570043,0.011983391359465134,0
2019-04-04,0.000573001405976381,0.000573001405976381,0.0014796189300450013,0
2019-04-05,-0.0010496430586437455,-0.0010496430586437455,0.0013958568430973983,0
2019-04-08,0.0021971328911942756,0.0021971328911942756,0.0004480428672932746,0
2019-04-09,-0.0013344108200361582,-0.0013344108200361582,0.0013390029856148455,0
2019-04-10,0.0003815834654767869,0.0003815834654767869,0.004892571242703925,0
2019-04-11,0.0003817636519798384,0.0003817636519798384,2.2478072640330637e-05,0
2019-04-12,-0.000667668630897511,-0.000667668630897511,0.004050457643271832,0
2019-04-15,-0.0024812780035735615,-0.0024812780035735615,0.004222167498712848,0
2019-04-16,9.57057046315768e-05,9.57057046315768e-05,0.002563668140961539,0
2019-04-17,-0.0010524170481600592,-0.0010524170481600592,-0.0012185197208968157,0
2019-04-18,0.0033519269043220667,0.0033519269043220667,-0.014301679957611446,0
2019-04-19,-0.0009544474554924465,-0.0009544474554924465,0.0010750891013973085,0
2019-04-22,-0.0016242575803919745,-0.0016242575803919745,0.00022561649707819598,0
2019-04-23,0.0009568318940698095,0.0009568318940698095,0.001741366476439632,0
2019-04-24,0.0005737951383264495,0.0005737951383264495,-0.008772759411126319,0
2019-04-25,0.002388626516918624,0.002388626516918624,-0.004784123796586215,0
2019-04-26,-0.0006672867666099869,-0.0006672867666099869,-0.005108422734535489,0
2019-04-29,0.0008583967015554084,0.0008583967015554084,0.017032914087486306,0
2019-04-30,0.0014295697161903487,0.0014295697161903487,-0.0057930997144054475,0
2019-05-02,0.0074971700340524805,0.00648967286401847,0.004156853135111271,1
2019-05-03,-0.00742514970059871,-0.00742514970059871,-0.00742514970059871,1
2019-05-07,-0.008801085452029067,-0.008801085452029067,-0.008801085452029067,1
2019-05-08,-0.004124961529450966,-0.004124961529450966,-0.004124961529450966,1
2019-05-09,-0.030442664009852405,-0.030442664009852405,-0.030442664009852405,1
2019-05-10,0.002868682832146252,0.002868682832146252,0.002868682832146252,1
2019-05-13,-0.013771085937648087,-0.013771085937648087,-0.013771085937648087,1
2019-05-14,0.0013612248137333527,0.0013612248137333527,0.0013612248137333527,1
2019-05-15,0.005254966760173785,0.005254966760173785,0.005254966760173785,1
2019-05-16,-0.0119888378138171,-0.0119888378138171,-0.0119888378138171,1
2019-05-17,-0.005750378441642501,-0.005750378441642501,-0.005750378441642501,1
2019-05-20,-4.377857768267379e-05,-4.377857768267379e-05,-4.377857768267379e-05,1
2019-05-21,0.0026949326510061766,0.0026949326510061766,0.0026949326510061766,1
2019-05-22,0.0017513644633111447,0.0017513644633111447,0.0017513644633111447,1
2019-05-23,-0.00255223114400005,-0.00255223114400005,-0.00255223114400005,1
2019-05-24,-0.006933418787234413,-0.006933418787234413,-0.006933418787234413,1
2019-05-27,-0.0005378157834263764,-0.0005378157834263764,-0.0005378157834263764,1
2019-05-28,0.00226004177652972,0.00226004177652972,0.00226004177652972,1
2019-05-29,-0.012451008624434379,-0.012451008624434379,-0.012451008624434379,1
2019-05-30,0.007650791767985332,0.007650791767985332,0.007650791767985332,1
2019-05-31,0.0014420247204238734,0.0014420247204238734,0.0014420247204238734,1
2019-06-03,-0.005995293709264438,-0.0069892984155551785,0.012788112100463378,0
2019-06-04,0.00018855165530728968,0.00018855165530728968,-0.00042556278260030833,0
2019-06-05,0.0017911846551910138,0.0017911846551910138,0.0010353319109617232,0
2019-06-07,0.0005646174560121064,0.0005646174560121064,0.0015562246569780225,0
2019-06-10,-0.0011285976860697655,-0.0011285976860697655,0.013106020759241943,0
2019-06-11,-0.0010356899995322966,-0.0010356899995322966,0.005868091774669182,0
2019-06-12,0.0044298161288842675,0.0044298161288842675,-0.0014489939909366756,0
2019-06-13,-0.00037537871243098486,-0.00037537871243098486,-0.0026556016597509835,0
2019-06-14,0.0007510393490457457,0.0007510393490457457,-0.003680193994722303,0
2019-06-17,-0.0012194629879532792,-0.0012194629879532792,-0.0022334531189599494,0
2019-06-18,0.0,0.0,0.0038168486605156815,0
2019-06-19,0.0010331439703636924,0.0010331439703636924,0.012421916320025206,0
2019-06-20,0.0033773739328197827,0.0033773739328197827,0.003063846610001919,0
2019-06-21,-0.0012155064821824935,-0.0012155064821824935,-0.00266036062666275,0
2019-06-24,0.00037442027181344706,0.00037442027181344706,0.0003340201917558794,0
2019-06-25,-0.0010293901757775226,-0.0010293901757775226,-0.0022056783283874726,0
2019-06-26,-0.0023418612047864107,-0.0023418612047864107,9.898003431318969e-05,0
2019-06-27,0.0001878527849656919,0.0001878527849656919,0.005876947003794042,0
2019-06-28,0.001314241758946233,0.001314241758946233,-0.0017335732223847655,0
2019-07-01,-0.0008438293865804525,-0.0008438293865804525,-0.00041302531657461117,0
2019-07-02,0.0010321913475166422,0.0010321913475166422,-0.003624855616178424,0
2019-07-03,0.002812237352832536,0.002812237352832536,-0.01225247641398286,0
2019-07-04,0.0006542155616340306,0.0006542155616340306,0.006063873436322087,0
2019-07-05,0.00018680791673286734,0.00018680791673286734,0.0008820474882986762,0
2019-07-08,-0.0015877700097842729,-0.0015877700097842729,-0.021993850060883502,0
2019-07-09,0.0012161549320064413,0.0012161549320064413,-0.005881298536457691,0
2019-07-10,-0.0010276753850413378,-0.0010276753850413378,0.003289425593193007,0
2019-07-11,0.0007482199541553047,0.0007482199541553047,0.010588795305957799,0
2019-07-12,-0.0011216104606428523,-0.0011216104606428523,0.0029222620615405592,0
2019-07-15,-0.0004677227015286167,-0.0004677227015286167,-0.0020032012881829875,0
2019-07-16,0.0,0.0,0.004509046905612379,0
2019-07-17,0.001965642207258922,0.001965642207258922,-0.00905888033195168,0
2019-07-18,0.00401718410703733,0.00401718410703733,-0.0030729598826775284,0
2019-07-19,0.001209704671475631,0.001209704671475631,0.013457211294185978,0
2019-07-22,-0.0008365369780518606,-0.0008365369780518606,-0.0004870222884317821,0
2019-07-23,0.00027905265632321985,0.00027905265632321985,0.0038741914834663493,0
2019-07-24,0.0003719928658640903,0.0003719928658640903,-0.00911275547835999,0
2019-07-25,0.0015803222860986121,0.0015803222860986121,-0.0037554627095039983,0
2019-07-26,0.0002782726343062425,0.0002782726343062425,-0.003962438779838706,0
2019-07-29,0.0007423290617867284,0.0007423290617867284,-0.01780027682866636,0
2019-07-30,9.274208513176951e-05,9.274208513176951e-05,0.00453318091333732,0
2019-07-31,0.0008344431152469411,0.0008344431152469411,-0.006930955324033206,0
2019-08-01,-9.273522669728251e-05,-9.273522669728251e-05,-0.0035612852238768866,0
2019-08-02,0.0030569092886303384,0.0030569092886303384,-0.009522440441373181,0
2019-08-05,0.004617777849595717,0.004617777849595717,-0.02559893500422905,0
2019-08-06,-0.0004597101229126821,-0.0004597101229126821,-0.015141398473533352,0
2019-08-07,0.0011955291448888516,0.0011955291448888516,-0.004062581486310335,0
2019-08-08,-0.000826697758781969,-0.000826697758781969,0.005707672892742766,0
2019-08-09,-0.0011032018277101763,-0.0011032018277101763,0.008924248025367065,0
2019-08-12,0.00018413550110474297,0.00018413550110474297,0.0023429234937426546,0
2019-08-13,0.00202441074135451,0.00202441074135451,-0.008474532639307197,0
2019-08-14,0.0008265483083977898,0.0008265483083977898,0.006511478167854801,0
2019-08-16,0.0032115954832312443,0.0032115954832312443,-0.005778050630168563,0
2019-08-19,-0.0004573194413770576,-0.0004573194413770576,0.00660554076703157,0
2019-08-20,-0.000732061505662962,-0.000732061505662962,0.010490231455229537,0
2019-08-21,-0.003662989061602673,-0.003662989061602673,0.002244611656676554,0
2019-08-22,0.0011028975398850172,0.0011028975398850172,-0.0069427124424198405,0
2019-08-23,-0.0023871224059448526,-0.0023871224059448526,-0.0013890241464677988,0
2019-08-26,0.005521828850326482,0.005521828850326482,-0.01641944259097672,0
2019-08-27,-0.0027457528478719295,-0.0027457528478719295,0.004326022407648011,0
2019-08-28,-0.0016518779928930138,-0.0016518779928930138,0.008568014132806834,0
2019-08-29,0.0013788165198742597,0.0013788165198742597,-0.003956539882230992,0
2019-08-30,-0.0013769180025858807,-0.0013769180025858807,0.01778205347029327,0
2019-09-02,-0.0044126365595636985,-0.0044126365595636985,0.0007114580315989993,0
2019-09-03,0.0013850065124623168,0.0013850065124623168,-0.001777380547331675,0
2019-09-04,-0.0009220606150182054,-0.0009220606150182054,0.011619329599275474,0
2019-09-05,-0.0018458231909029843,-0.0018458231909029843,0.008156779128300817,0
2019-09-06,0.0,0.0,0.0021848110736999438,0
2019-09-09,0.0016642497637353593,0.0016642497637353593,0.005186324428981592,0
2019-09-10,-0.0010153429691773797,-0.0010153429691773797,0.0062043524547548135,0
2019-09-11,-0.0005544436887114923,-0.0005544436887114923,0.00842486516278873,0
2019-09-16,-0.0072115297356937225,-0.0072115297356937225,0.006353699004489455,0
2019-09-17,0.0017694994475381254,0.0017694994475381254,5.334057472050624e-05,0
2019-09-18,0.0009295242858948782,0.0009295242858948782,0.0040730629918588335,0
2019-09-19,0.0014861748010452924,0.0014861748010452924,0.004645704654880012,0
2019-09-20,-0.0008345942482018698,-0.0008345942482018698,0.005369288821592599,0
2019-09-23,0.000463909930492834,0.000463909930492834,8.606181150550007e-05,0
2019-09-24,-0.00027832774671876503,-0.00027832774671876503,0.004465267485777247,0
2019-09-25,0.0019488366423425774,0.0019488366423425774,-0.013160149259414444,0
2019-09-26,-0.00018529518297349945,-0.00018529518297349945,0.0005450011816396927,0
2019-09-27,-0.000648574267248625,-0.000648574267248625,-0.011853344388099485,0
2019-09-30,-0.00018529156799151902,-0.00018529156799151902,0.006400218544047931,0
2019-10-01,-0.0024105028987044808,-0.0024105028987044808,0.00454181915125651,0
2019-10-02,0.0007434914749933075,0.0007434914749933075,-0.019547196031692415,0
2019-10-04,0.006965064027669943,0.006965064027669943,-0.005521898115566137,0
2019-10-07,-0.0007378002799123262,-0.0007378002799123262,0.0005146756800895602,0
2019-10-08,-0.0030457815669283628,-0.0030457815669283628,0.012128226815647958,0
2019-10-10,-0.0010183358931322717,-0.0010183358931322717,-0.008845448992058635,0
2019-10-11,-0.0024093862131728816,-0.0024093862131728816,0.008115770529793176,0
2019-10-14,0.0005573001965020197,0.0005573001965020197,0.01114637999422885,0
2019-10-15,0.00018582174535985985,0.00018582174535985985,0.0003724484860210264,0
2019-10-16,-0.0022278621254406827,-0.0022278621254406827,0.007088392153449696,0
2019-10-17,-0.0030699914863180355,-0.0030699914863180355,-0.002347767220560404,0
2019-10-18,-0.00018669580523045237,-0.00018669580523045237,-0.00830149089964094,0
2019-10-21,-0.00401335506653111,-0.00401335506653111,0.002013888551892773,0
2019-10-22,0.00028114467072870575,0.00028114467072870575,0.011632862594680438,0
2019-10-23,0.00028106565061891686,0.00028106565061891686,-0.003944735405915334,0
2019-10-24,0.00018729780350756897,0.00018729780350756897,0.0024223548749890966,0
2019-10-25,-0.0014983416098983682,-0.0014983416098983682,0.0010692059108388108,0
2019-10-28,-0.0051580530222876675,-0.0051580530222876675,0.0027348184051843027,0
2019-10-29,-0.0008483627259155968,-0.0008483627259155968,-0.0004346580053495863,0
2019-10-30,0.0014153531674969688,0.0014153531674969688,-0.005934944975127698,0
2019-10-31,0.0016957660048773082,0.0016957660048773082,0.0015430689285524934,0
2019-11-01,-9.400513744894923e-05,-9.400513744894923e-05,0.008025035037533268,0
2019-11-04,-0.005361686856388603,-0.005361686856388603,0.014303399676221407,0
2019-11-05,0.00037824449995693676,0.00037824449995693676,0.005820940363527205,0
2019-11-06,-0.00047266720017224984,-0.00047266720017224984,0.0007047380801254999,0
2019-11-07,0.001040391874481239,0.001040391874481239,6.529393932330763e-05,0
2019-11-08,0.00028337503048248003,0.00028337503048248003,-0.003292465104999809,0
2019-11-11,0.0018891422650777479,0.0018891422650777479,-0.006148145028845642,0
2019-11-12,-0.002734022800287228,-0.002734022800287228,0.007923393076564533,0
2019-11-13,0.0026469524584584736,0.0026469524584584736,-0.008627132260897286,0
2019-11-14,0.00056589638929605,0.00056589638929605,0.007905957737520453,0
2019-11-15,0.0,0.0,0.010728159197468168,0
2019-11-18,-9.434315089229539e-05,-9.434315089229539e-05,-0.0006891193147655628,0
2019-11-19,0.002732992057214112,0.002732992057214112,-0.003447972638370267,0
2019-11-20,0.0026316087122082443,0.0026316087122082443,-0.012966506288198065,0
2019-11-21,0.0005624474705665516,0.0005624474705665516,-0.01351325917979418,0
2019-11-22,-0.0006558465053704277,-0.0006558465053704277,0.0025565200801298538,0
2019-11-25,-0.002250000860153256,-0.002250000860153256,0.010247578450588879,0
2019-11-26,0.0009396412233764195,0.0009396412233764195,-0.0010124793972215995,0
2019-11-27,0.0021592180986542697,0.0021592180986542697,0.003064086548659972,0
2019-11-28,0.0011238119907388544,0.0011238119907388544,-0.00434711093357143,0
2019-11-29,0.0017776976367984698,0.0017776976367984698,-0.014462380817520937,0
2019-12-02,-0.002801834536795722,-0.002801834536795722,0.0018965880572425764,0
2019-12-03,-0.00243519120283886,-0.00243519120283886,-0.0037525335576885643,0
2019-12-04,0.00384949884313901,0.00384949884313901,-0.0072838244396782326,0
2019-12-05,0.00018695520459099946,0.00018695520459099946,-0.003939310451498201,0
2019-12-06,-0.0006545401550128727,-0.0006545401550128727,0.010243892970486446,0
2019-12-09,-0.0008421712732783471,-0.0008421712732783471,0.003266325623844324,0
2019-12-10,0.0026222435409288813,0.0026222435409288813,0.0044765757786129345,0
2019-12-11,-0.0003736606474110671,-0.0003736606474110671,0.003632030505243078,0
2019-12-12,9.347001861415016e-05,9.347001861415016e-05,0.015069195771316712,0
2019-12-13,-0.002055510260326354,-0.002055510260326354,0.015392893068519431,0
2019-12-16,0.0026215070013400066,0.0026215070013400066,-0.0009676304573205119,0
2019-12-17,0.00018673813352076962,0.00018673813352076962,0.012697460969028684,0
2019-12-18,0.0,0.0,-0.0004190045908327722,0
2019-12-19,-0.0022406782834932804,-0.0022406782834932804,0.0008201352311869581,0
2019-12-20,-0.001777863889468767,-0.001777863889468767,0.0034690607131149243,0
2019-12-23,0.002624701524808648,0.002624701524808648,-0.00021323122431005093,0
2019-12-24,0.0007478603748192203,0.0007478603748192203,-0.006185024345308654,0
2019-12-26,-0.00028027793045326543,-0.00028027793045326543,0.0035843439509057884,0
2019-12-27,-0.0011383351593062807,-0.0011383351593062807,0.0028572338518515483,0
2019-12-30,0.0002849081107461071,0.0002849081107461071,-0.0029670494190662255,0
2020-01-02,-0.011642314709841228,-0.012630672395131382,-0.01023811582266676,1
2020-01-03,0.0005930570943879498,0.0005930570943879498,0.0005930570943879498,1
2020-01-06,-0.009827885649173362,-0.009827885649173362,-0.009827885649173362,1
2020-01-07,0.009498531370210728,0.009498531370210728,0.009498531370210728,1
