Date,StrategyDD,KOSPIDDD
2021-01-04,0.0,0.0
2021-01-05,0.0,0.0
2021-01-06,-0.7476835519650171,-0.7476835519650171
2021-01-07,0.0,0.0
2021-01-08,0.0,0.0
2021-01-11,-0.11833080598189216,-0.11833080598189216
2021-01-12,-0.8321225310737423,-0.8321225310737423
2021-01-13,-0.12340665824921437,-0.12340665824921437
2021-01-14,-0.07137917250918946,-0.07137917250918946
2021-01-15,-2.1026718017372215,-2.1026718017372215
2021-01-18,-4.385853599730993,-4.385853599730993
2021-01-19,-1.8882170434429635,-1.8882170434429635
2021-01-20,-1.1937770051202667,-1.1937770051202667
2021-01-21,0.0,0.0
2021-01-22,-0.6393869983928324,-0.6393869983928324
2021-01-25,0.0,0.0
2021-01-26,-2.1402372709170225,-2.1402372709170225
2021-01-27,-2.693370811376794,-2.693370811376794
2021-01-28,-4.36087367053185,-4.36087367053185
2021-01-29,-7.2539958055338305,-7.2539958055338305
2021-02-01,-4.751027581887124,-4.751027581887124
2021-02-02,-3.4958039757057358,-3.4958039757057358
2021-02-03,-2.471494146133202,-2.471494146133202
2021-02-04,-3.7843682903343168,-3.7843682903343168
2021-02-05,-2.7535143456351885,-2.7535143456351885
2021-02-08,-3.669378838824655,-3.669378838824655
2021-02-09,-3.8741161549272207,-3.8741161549272207
2021-02-10,-3.378321527957362,-3.378321527957362
2021-02-15,-1.9317604604563554,-1.9317604604563554
2021-02-16,-1.4253705994720534,-1.4253705994720534
2021-02-17,-2.345286211549369,-2.345286211549369
2021-02-18,-3.812102873489742,-3.812102873489742
2021-02-19,-3.1589378589524597,-3.1589378589524597
2021-02-22,-4.027435423606763,-4.027435423606763
2021-02-23,-4.3284647194288155,-4.3284647194288155
2021-02-24,-6.669076563030707,-6.669076563030707
2021-02-25,-3.4060561111128207,-3.4060561111128207
2021-02-26,-6.109087282914549,-6.109087282914549
2021-03-02,-5.145544236660127,-5.145544236660127
2021-03-03,-3.926469075939798,-3.926469075939798
2021-03-04,-5.1573859687939265,-5.1573859687939265
2021-03-05,-5.6943150337022015,-5.6943150337022015
2021-03-08,-6.633862991159212,-6.633862991159212
2021-03-09,-7.256800426302368,-7.256800426302368
2021-03-10,-7.817724580008035,-7.817724580008035
2021-03-11,-6.085715443176842,-6.085715443176842
2021-03-12,-4.81771523127218,-4.81771523127218
2021-03-15,-5.088205323170247,-5.088205323170247
2021-03-16,-4.419459082141152,-4.419459082141152
2021-03-17,-5.032424532329516,-5.032424532329516
2021-03-18,-4.455607527602168,-4.455607527602168
2021-03-19,-5.280789282609188,-5.280789282609188
2021-03-22,-5.407620466252638,-5.407620466252638
2021-03-23,-6.364931021910336,-6.364931021910336
2021-03-24,-6.626384002443142,-6.626384002443142
2021-03-25,-6.253057815699026,-6.253057815699026
2021-03-26,-5.234668852193369,-5.234668852193369
2021-03-29,-5.389546243522125,-5.389546243522125
2021-03-30,-4.331269340197408,-4.331269340197408
2021-03-31,-4.5986431867971245,-4.5986431867971245
2021-04-01,-3.789042658281916,-3.789042658281916
2021-04-02,-2.9975163524972315,-2.9975163524972315
2021-04-05,-2.7472818550385414,-2.7472818550385414
2021-04-06,-2.5525165238907466,-2.5525165238907466
2021-04-07,-2.2306083845696545,-2.2306083845696545
2021-04-08,-2.048308034615298,-2.048308034615298
2021-04-09,-2.4029367495692178,-2.4029367495692178
2021-04-12,-2.2873240489998725,-2.2873240489998725
