series,our_final_multiple,book_final_multiple,our_CAGR,book_CAGR,our_MDD,book_MDD,our_Sharpe,book_Sharpe
BookProxyGross,105.10622038722742,87.5,0.1422490669584957,0.142,-0.30368607850764784,-0.291,0.8716030378492093,0.64
KOSPI,10.916524204188375,10.6,0.07067966353015653,0.073,-0.7312346555750733,-0.712,0.3910739197386281,0.18
