Date,KPrice,EquityRet,BondMain,BondSynthetic,SignalAtMonthEnd,PositionStock,StrategyGross,StrategyNet10bp,StrategyNet20bp,BookProxyGross,KOSPI
1989-09-30,949.7384011063244,0.03165669790734538,0.034071088294389984,0.034071088294389984,1.0,1.0,0.03165669790734538,0.03165669790734538,0.03165669790734538,0.03165669790734538,0.03165669790734538
1989-10-31,911.2138579428367,-0.04056332050869116,0.01262131211581563,0.01262131211581563,0.0,1.0,-0.04056332050869116,-0.04056332050869116,-0.04056332050869116,-0.04056332050869116,-0.04056332050869116
1989-11-30,896.9418360801902,-0.015662647948383013,0.022143770779025074,0.022143770779025074,0.0,0.0,0.022143770779025074,0.021121627008246158,0.02009948323746702,0.022143770779025074,-0.015662647948383013
1989-12-31,900.0356263106897,0.003449265165308857,0.016826960026817606,0.016826960026817606,0.0,0.0,0.016826960026817606,0.016826960026817606,0.016826960026817606,0.016826960026817606,0.003449265165308857
1990-01-31,896.2431087855449,-0.004213741561198692,0.01570228449266331,0.01570228449266331,0.0,0.0,0.01570228449266331,0.01570228449266331,0.01570228449266331,0.01570228449266331,-0.004213741561198692
1990-02-28,865.503323067685,-0.034298490461493136,0.02357662234641733,0.02357662234641733,0.0,0.0,0.02357662234641733,0.02357662234641733,0.02357662234641733,0.02357662234641733,-0.034298490461493136
1990-03-31,843.8457878240615,-0.02502305267513083,0.02235026784803429,0.02235026784803429,0.0,0.0,0.02235026784803429,0.02235026784803429,0.02235026784803429,0.02235026784803429,-0.02502305267513083
1990-04-30,783.963192646945,-0.07096390838369837,0.000992587053400662,0.000992587053400662,0.0,0.0,0.000992587053400662,0.000992587053400662,0.000992587053400662,0.000992587053400662,-0.07096390838369837
1990-05-31,770.1901756836057,-0.017568448483960775,-0.008504347170964155,-0.008504347170964155,0.0,0.0,-0.008504347170964155,-0.008504347170964155,-0.008504347170964155,-0.008504347170964155,-0.017568448483960775
1990-06-30,765.1999259645083,-0.006479243538348389,0.011359640394497328,0.011359640394497328,0.0,0.0,0.011359640394497328,0.011359640394497328,0.011359640394497328,0.011359640394497328,-0.006479243538348389
1990-07-31,696.8340467731442,-0.0893438131285641,0.01854748092800107,0.01854748092800107,0.0,0.0,0.01854748092800107,0.01854748092800107,0.01854748092800107,0.01854748092800107,-0.0893438131285641
1990-08-31,636.1529634667261,-0.08708111147469955,0.015330977320590966,0.015330977320590966,0.0,0.0,0.015330977320590966,0.015330977320590966,0.015330977320590966,0.015330977320590966,-0.08708111147469955
1990-09-30,601.0218944897578,-0.05522424793169389,-0.020999419853718893,-0.020999419853718893,0.0,0.0,-0.020999419853718893,-0.020999419853718893,-0.020999419853718893,-0.020999419853718893,-0.05522424793169389
1990-10-31,681.464254277227,0.1338426445441916,-0.011463456210855316,-0.011463456210855316,0.0,0.0,-0.011463456210855316,-0.011463456210855316,-0.011463456210855316,-0.011463456210855316,0.1338426445441916
1990-11-30,695.0375488452282,0.019917837924451787,0.02345539269437813,0.02345539269437813,0.0,0.0,0.02345539269437813,0.02345539269437813,0.02345539269437813,0.02345539269437813,0.019917837924451787
1990-12-31,711.1060686357907,0.023118923311783002,0.0122616384425569,0.0122616384425569,0.0,0.0,0.0122616384425569,0.0122616384425569,0.0122616384425569,0.0122616384425569,0.023118923311783002
1991-01-31,646.2332237395769,-0.09122808503191093,0.013272515888091307,0.013272515888091307,0.0,0.0,0.013272515888091307,0.013272515888091307,0.013272515888091307,0.013272515888091307,-0.09122808503191093
1991-02-28,653.4190147252157,0.011119501012430977,0.014261278260262689,0.014261278260262689,0.0,0.0,0.014261278260262689,0.014261278260262689,0.014261278260262689,0.014261278260262689,0.011119501012430977
1991-03-31,669.2880128464656,0.024286097838648546,0.013233808375161749,0.013233808375161749,0.0,0.0,0.013233808375161749,0.013233808375161749,0.013233808375161749,0.013233808375161749,0.024286097838648546
1991-04-30,637.051212430684,-0.048165811723833496,0.0039789519195574385,0.0039789519195574385,0.0,0.0,0.0039789519195574385,0.0039789519195574385,0.0039789519195574385,0.0039789519195574385,-0.048165811723833496
1991-05-31,628.9669717550619,-0.012690095423845915,0.015419639073825708,0.015419639073825708,0.0,0.0,0.015419639073825708,0.015419639073825708,0.015419639073825708,0.015419639073825708,-0.012690095423845915
1991-06-30,603.5169189862937,-0.04046325786829896,0.004501380708338942,0.004501380708338942,0.0,0.0,0.004501380708338942,0.004501380708338942,0.004501380708338942,0.004501380708338942,-0.04046325786829896
1991-07-31,645.0354915456245,0.06879438049403497,0.013253054458349789,0.013253054458349789,0.0,0.0,0.013253054458349789,0.013253054458349789,0.013253054458349789,0.013253054458349789,0.06879438049403497
1991-08-31,709.2098098732184,0.09948959269484603,0.0093179057013697,0.0093179057013697,1.0,0.0,0.0093179057013697,0.0093179057013697,0.0093179057013697,0.0093179057013697,0.09948959269484603
1991-09-30,682.9612689751485,-0.037010967040574605,0.000989251346976916,0.000989251346976916,1.0,1.0,-0.037010967040574605,-0.03797395607353404,-0.03893694510649348,-0.037010967040574605,-0.037010967040574605
1991-10-31,703.8203160894703,0.030542064479912368,0.011694168575484998,0.011694168575484998,1.0,1.0,0.030542064479912368,0.030542064479912368,0.030542064479912368,0.030542064479912368,0.030542064479912368
1991-11-30,666.7929883499296,-0.05260906355370654,0.015640729103176154,0.015640729103176154,1.0,1.0,-0.05260906355370654,-0.05260906355370654,-0.05260906355370654,-0.05260906355370654,-0.05260906355370654
1991-12-31,623.8769612013082,-0.06436184527798205,0.018536946470802507,0.018536946470802507,0.0,1.0,-0.06436184527798205,-0.06436184527798205,-0.06436184527798205,-0.06436184527798205,-0.06436184527798205
1992-01-31,638.5482271286056,0.023516280997213146,0.017123686970073715,0.017123686970073715,0.0,0.0,0.017123686970073715,0.01610656328310367,0.015089439596133625,0.017123686970073715,0.023516280997213146
1992-02-29,650.0257412647218,0.01797438885349001,0.029641139544617223,0.029641139544617223,0.0,0.0,0.029641139544617223,0.029641139544617223,0.029641139544617223,0.029641139544617223,0.01797438885349001
1992-03-31,614.5951890577591,-0.05450638329803259,0.012727349947057709,0.012727349947057709,0.0,0.0,0.012727349947057709,0.012727349947057709,0.012727349947057709,0.012727349947057709,-0.05450638329803259
1992-04-30,587.2488775264184,-0.04449483500394058,0.01273523293114831,0.01273523293114831,0.0,0.0,0.01273523293114831,0.01273523293114831,0.01273523293114831,0.01273523293114831,-0.04449483500394058
1992-05-31,588.1471264903764,0.0015295882177615017,0.015390456913877637,0.015390456913877637,0.0,0.0,0.015390456913877637,0.015390456913877637,0.015390456913877637,0.015390456913877637,0.0015295882177615017
1992-06-30,563.3956002902281,-0.042083902284530295,0.01401247869671618,0.01401247869671618,0.0,0.0,0.01401247869671618,0.01401247869671618,0.01401247869671618,0.01401247869671618,-0.042083902284530295
1992-07-31,521.9767885655538,-0.07351639186272996,0.02636237621005799,0.02636237621005799,0.0,0.0,0.02636237621005799,0.02636237621005799,0.02636237621005799,0.02636237621005799,-0.07351639186272996
1992-08-31,495.3290036028331,-0.05105166656155635,0.05529163148111538,0.05529163148111538,0.0,0.0,0.05529163148111538,0.05529163148111538,0.05529163148111538,0.05529163148111538,-0.05105166656155635
1992-09-30,536.0492887588877,0.08220856210694483,0.016190130638653155,0.016190130638653155,0.0,0.0,0.016190130638653155,0.016190130638653155,0.016190130638653155,0.016190130638653155,0.08220856210694483
1992-10-31,543.8340462045154,0.014522465767377035,0.04722625920107726,0.04722625920107726,0.0,0.0,0.04722625920107726,0.04722625920107726,0.04722625920107726,0.04722625920107726,0.014522465767377035
1992-11-30,643.8379600776974,0.18388682093576447,0.04432011718922335,0.04432011718922335,1.0,0.0,0.04432011718922335,0.04432011718922335,0.04432011718922335,0.04432011718922335,0.18388682093576447
1992-12-31,649.0277314661074,0.008060679410365479,-0.017176352646925186,-0.017176352646925186,1.0,1.0,0.008060679410365479,0.007052618730955196,0.006044558051544691,0.008060679410365479,0.008060679410365479
1993-01-31,694.9377880105718,0.07073666396466116,0.023533582397329722,0.023533582397329722,1.0,1.0,0.07073666396466116,0.07073666396466116,0.07073666396466116,0.07073666396466116,0.07073666396466116
1993-02-28,667.4915149185496,-0.039494575723956316,0.027358331793535973,0.027358331793535973,1.0,1.0,-0.039494575723956316,-0.039494575723956316,-0.039494575723956316,-0.039494575723956316,-0.039494575723956316
1993-03-31,644.6362474809736,-0.03424053628661472,0.04243840847211611,0.04243840847211611,1.0,1.0,-0.03424053628661472,-0.03424053628661472,-0.03424053628661472,-0.03424053628661472,-0.03424053628661472
1993-04-30,712.1040784344051,0.10466031225683259,0.023075385937276316,0.023075385937276316,1.0,1.0,0.10466031225683259,0.10466031225683259,0.10466031225683259,0.10466031225683259,0.10466031225683259
1993-05-31,718.3918211821114,0.008829808644728043,0.0027448903529354585,0.0027448903529354585,1.0,1.0,0.008829808644728043,0.008829808644728043,0.008829808644728043,0.008829808644728043,0.008829808644728043
1993-06-30,758.9123839428277,0.056404543545665486,-0.01127956265952601,-0.01127956265952601,1.0,1.0,0.056404543545665486,0.056404543545665486,0.056404543545665486,0.056404543545665486,0.056404543545665486
1993-07-31,750.5288607632365,-0.011046760280858381,-0.0037798442004546295,-0.0037798442004546295,1.0,1.0,-0.011046760280858381,-0.011046760280858381,-0.011046760280858381,-0.011046760280858381,-0.011046760280858381
1993-08-31,707.1138287153078,-0.0578459194810691,0.00990956663709408,0.00990956663709408,1.0,1.0,-0.0578459194810691,-0.0578459194810691,-0.0578459194810691,-0.0578459194810691,-0.0578459194810691
1993-09-30,691.1452704854272,-0.02258272654473814,-0.02061222474343527,-0.02061222474343527,0.0,1.0,-0.02258272654473814,-0.02258272654473814,-0.02258272654473814,-0.02258272654473814,-0.02258272654473814
1993-10-31,731.5660724114871,0.05848380022577637,0.03437591245584959,0.03437591245584959,1.0,0.0,0.03437591245584959,0.03334153654339378,0.03230716063093797,0.03437591245584959,0.05848380022577637
1993-11-30,796.8379606463263,0.08922213686001212,0.013680277777442962,0.013680277777442962,1.0,1.0,0.08922213686001212,0.08813291472315221,0.08704369258629208,0.08922213686001212,0.08922213686001212
1993-12-31,847.1395011759246,0.06312643600563161,0.022000935917712683,0.022000935917712683,1.0,1.0,0.06312643600563161,0.06312643600563161,0.06312643600563161,0.06312643600563161,0.06312643600563161
1994-01-31,888.6580737352555,0.049010313533601524,0.012279188695669907,0.012279188695669907,1.0,1.0,0.049010313533601524,0.049010313533601524,0.049010313533601524,0.049010313533601524,0.049010313533601524
1994-02-28,931.474139323195,0.04818058469662323,0.009671453386344897,0.009671453386344897,1.0,1.0,0.04818058469662323,0.04818058469662323,0.04818058469662323,0.04818058469662323,0.04818058469662323
1994-03-31,887.4603415413028,-0.04725176569461442,0.0024136085542350028,0.0024136085542350028,1.0,1.0,-0.04725176569461442,-0.04725176569461442,-0.04725176569461442,-0.04725176569461442,-0.04725176569461442
1994-04-30,882.2605338516197,-0.005859200063692227,0.010193206796509369,0.010193206796509369,1.0,1.0,-0.005859200063692227,-0.005859200063692227,-0.005859200063692227,-0.005859200063692227,-0.005859200063692227
1994-05-31,940.5363171948851,0.06605280538715141,0.013825339610155307,0.013825339610155307,1.0,1.0,0.06605280538715141,0.06605280538715141,0.06605280538715141,0.06605280538715141,0.06605280538715141
1994-06-30,924.8770777702466,-0.01664926610313311,0.010827478844079419,0.010827478844079419,1.0,1.0,-0.01664926610313311,-0.01664926610313311,-0.01664926610313311,-0.01664926610313311,-0.01664926610313311
1994-07-31,942.8119481455872,0.019391625986211247,0.007892451911456044,0.007892451911456044,1.0,1.0,0.019391625986211247,0.019391625986211247,0.019391625986211247,0.019391625986211247,0.019391625986211247
1994-08-31,937.0830266527769,-0.00607642012182652,0.0010697854739178947,0.0010697854739178947,1.0,1.0,-0.00607642012182652,-0.00607642012182652,-0.00607642012182652,-0.00607642012182652,-0.00607642012182652
1994-09-30,1000.4387842485226,0.06760954557255183,0.003457636493260363,0.003457636493260363,1.0,1.0,0.06760954557255183,0.06760954557255183,0.06760954557255183,0.06760954557255183,0.06760954557255183
1994-10-31,1083.2165913422828,0.08274150142623515,-0.000647223820590348,-0.000647223820590348,1.0,1.0,0.08274150142623515,0.08274150142623515,0.08274150142623515,0.08274150142623515,0.08274150142623515
1994-11-30,1108.3274171280143,0.023181721907171937,0.004619382815415962,0.004619382815415962,1.0,1.0,0.023181721907171937,0.023181721907171937,0.023181721907171937,0.023181721907171937,0.023181721907171937
1994-12-31,1038.6839167845624,-0.06283657632860662,-0.010295163383153172,-0.010295163383153172,1.0,1.0,-0.06283657632860662,-0.06283657632860662,-0.06283657632860662,-0.06283657632860662,-0.06283657632860662
1995-01-31,963.4413646867764,-0.07244027839644729,-0.0026757458704491643,-0.0026757458704491643,0.0,1.0,-0.07244027839644729,-0.07244027839644729,-0.07244027839644729,-0.07244027839644729,-0.07244027839644729
1995-02-28,927.8610708648164,-0.03693041956271781,-0.0012204693949234846,-0.0012204693949234846,0.0,0.0,-0.0012204693949234846,-0.002219248925528605,-0.0032180284561336148,-0.0012204693949234846,-0.03693041956271781
1995-03-31,940.5363171948851,0.013660715734366002,0.019496871978452956,0.019496871978452956,0.0,0.0,0.019496871978452956,0.019496871978452956,0.019496871978452956,0.019496871978452956,0.013660715734366002
1995-04-30,900.9738197537154,-0.04206376374616072,0.027121143511600332,0.027121143511600332,0.0,0.0,0.027121143511600332,0.027121143511600332,0.027121143511600332,0.027121143511600332,-0.04206376374616072
1995-05-31,882.5,-0.020504280311680168,0.013078803366375569,0.013078803366375569,0.0,0.0,0.013078803366375569,0.013078803366375569,0.013078803366375569,0.013078803366375569,-0.020504280311680168
1995-06-30,894.41,0.013495750708215182,0.02225380880914196,0.02225380880914196,0.0,0.0,0.02225380880914196,0.02225380880914196,0.02225380880914196,0.02225380880914196,0.013495750708215182
1995-07-31,933.57,0.04378305251506598,0.02352371200776493,0.02352371200776493,0.0,0.0,0.02352371200776493,0.02352371200776493,0.02352371200776493,0.02352371200776493,0.04378305251506598
1995-08-31,914.06,-0.020898272223829117,0.03468266044748303,0.03468266044748303,0.0,0.0,0.03468266044748303,0.03468266044748303,0.03468266044748303,0.03468266044748303,-0.020898272223829117
1995-09-30,982.65,0.07503883771306041,0.04280991076872365,0.04280991076872365,1.0,0.0,0.04280991076872365,0.04280991076872365,0.04280991076872365,0.04280991076872365,0.07503883771306041
1995-10-31,990.26,0.0077443647280313055,0.02523121150796981,0.02523121150796981,1.0,1.0,0.0077443647280313055,0.006736620363303247,0.005728875998575189,0.0077443647280313055,0.0077443647280313055
1995-11-30,930.92,-0.0599236564134672,0.024671792416070204,0.024671792416070204,1.0,1.0,-0.0599236564134672,-0.0599236564134672,-0.0599236564134672,-0.0599236564134672,-0.0599236564134672
1995-12-31,882.94,-0.05154041163580103,0.05273217149368303,0.05273217149368303,0.0,1.0,-0.05154041163580103,-0.05154041163580103,-0.05154041163580103,-0.05154041163580103,-0.05154041163580103
1996-01-31,878.82,-0.004666228735814459,-0.019543624127909554,-0.019543624127909554,0.0,0.0,-0.019543624127909554,-0.020524080503781628,-0.021504536879653702,-0.019543624127909554,-0.004666228735814459
1996-02-29,852.83,-0.029573746614778962,-0.020362969002580944,-0.020362969002580944,0.0,0.0,-0.020362969002580944,-0.020362969002580944,-0.020362969002580944,-0.020362969002580944,-0.029573746614778962
1996-03-31,874.16,0.025010846241337648,0.006486230026760964,0.006486230026760964,0.0,0.0,0.006486230026760964,0.006486230026760964,0.006486230026760964,0.006486230026760964,0.025010846241337648
1996-04-30,980.9,0.1221057929898417,0.026953629040810778,0.026953629040810778,1.0,0.0,0.026953629040810778,0.026953629040810778,0.026953629040810778,0.026953629040810778,0.1221057929898417
1996-05-31,903.09,-0.07932510959323069,0.00915433102041785,0.00915433102041785,0.0,1.0,-0.07932510959323069,-0.0802457844836375,-0.08116645937404421,-0.07932510959323069,-0.07932510959323069
1996-06-30,817.43,-0.0948521188364394,-0.007741377930453819,-0.007741377930453819,0.0,0.0,-0.007741377930453819,-0.00873363655252335,-0.00972589517459288,-0.007741377930453819,-0.0948521188364394
1996-07-31,821.71,0.005235922341974453,-0.004290421356148877,-0.004290421356148877,0.0,0.0,-0.004290421356148877,-0.004290421356148877,-0.004290421356148877,-0.004290421356148877,0.005235922341974453
1996-08-31,781.49,-0.048946708692847896,-0.008644853354994764,-0.008644853354994764,0.0,0.0,-0.008644853354994764,-0.008644853354994764,-0.008644853354994764,-0.008644853354994764,-0.048946708692847896
1996-09-30,789.67,0.010467184480927427,0.01566088085230355,0.01566088085230355,0.0,0.0,0.01566088085230355,0.01566088085230355,0.01566088085230355,0.01566088085230355,0.010467184480927427
1996-10-31,757.59,-0.040624564691579934,0.012950269885496857,0.012950269885496857,0.0,0.0,0.012950269885496857,0.012950269885496857,0.012950269885496857,0.012950269885496857,-0.040624564691579934
1996-11-30,726.48,-0.04106442798875387,0.006953543262756101,0.006953543262756101,0.0,0.0,0.006953543262756101,0.006953543262756101,0.006953543262756101,0.006953543262756101,-0.04106442798875387
1996-12-31,651.22,-0.10359541900671732,0.0047968449860238405,0.0047968449860238405,0.0,0.0,0.0047968449860238405,0.0047968449860238405,0.0047968449860238405,0.0047968449860238405,-0.10359541900671732
1997-01-31,685.84,0.05316175793126754,0.015974086043292646,0.015974086043292646,0.0,0.0,0.015974086043292646,0.015974086043292646,0.015974086043292646,0.015974086043292646,0.05316175793126754
1997-02-28,676.53,-0.01357459465764621,0.015113140182533735,0.015113140182533735,0.0,0.0,0.015113140182533735,0.015113140182533735,0.015113140182533735,0.015113140182533735,-0.01357459465764621
1997-03-31,677.34,0.0011972861513902533,-0.0020207734207287054,-0.0020207734207287054,0.0,0.0,-0.0020207734207287054,-0.0020207734207287054,-0.0020207734207287054,-0.0020207734207287054,0.0011972861513902533
1997-04-30,703.23,0.03822304898573825,0.007072253156827468,0.007072253156827468,0.0,0.0,0.007072253156827468,0.007072253156827468,0.007072253156827468,0.007072253156827468,0.03822304898573825
1997-05-31,756.77,0.07613440837279395,0.013021147229080876,0.013021147229080876,1.0,0.0,0.013021147229080876,0.013021147229080876,0.013021147229080876,0.013021147229080876,0.07613440837279395
1997-06-30,745.4,-0.015024379930494103,0.02115229111474415,0.02115229111474415,1.0,1.0,-0.015024379930494103,-0.016009355550563598,-0.016994331170633092,-0.015024379930494103,-0.015024379930494103
1997-07-31,726.12,-0.025865307217601274,0.004174892399383401,0.004174892399383401,1.0,1.0,-0.025865307217601274,-0.025865307217601274,-0.025865307217601274,-0.025865307217601274,-0.025865307217601274
1997-08-31,695.37,-0.04234837216988929,-0.009586454055079519,-0.009586454055079519,0.0,1.0,-0.04234837216988929,-0.04234837216988929,-0.04234837216988929,-0.04234837216988929,-0.04234837216988929
1997-09-30,647.11,-0.06940190114615241,0.025419307762490684,0.025419307762490684,0.0,0.0,0.025419307762490684,0.02439388845472812,0.023368469146965776,0.025419307762490684,-0.06940190114615241
1997-10-31,470.79,-0.272472995317643,0.009162538010666355,0.009162538010666355,0.0,0.0,0.009162538010666355,0.009162538010666355,0.009162538010666355,0.009162538010666355,-0.272472995317643
1997-11-30,407.86,-0.13366893944221414,-0.022030774805235964,-0.022030774805235964,0.0,0.0,-0.022030774805235964,-0.022030774805235964,-0.022030774805235964,-0.022030774805235964,-0.13366893944221414
1997-12-31,376.31,-0.07735497474623643,-0.09834452365930946,-0.09834452365930946,0.0,0.0,-0.09834452365930946,-0.09834452365930946,-0.09834452365930946,-0.09834452365930946,-0.07735497474623643
1998-01-31,567.38,0.507746273019585,-0.028921388014874427,-0.028921388014874427,0.0,0.0,-0.028921388014874427,-0.028921388014874427,-0.028921388014874427,-0.028921388014874427,0.507746273019585
1998-02-28,558.98,-0.014804892664528113,0.058268454683750415,0.058268454683750415,0.0,0.0,0.058268454683750415,0.058268454683750415,0.058268454683750415,0.058268454683750415,-0.014804892664528113
1998-03-31,481.04,-0.13943253783677412,0.014012431663507074,0.014012431663507074,0.0,0.0,0.014012431663507074,0.014012431663507074,0.014012431663507074,0.014012431663507074,-0.13943253783677412
1998-04-30,421.22,-0.12435556294694827,0.012283237126363256,0.012283237126363256,0.0,0.0,0.012283237126363256,0.012283237126363256,0.012283237126363256,0.012283237126363256,-0.12435556294694827
1998-05-31,332.03,-0.2117420825221975,0.012283237126363256,0.012283237126363256,0.0,0.0,0.012283237126363256,0.012283237126363256,0.012283237126363256,0.012283237126363256,-0.2117420825221975
1998-06-30,297.88,-0.10285215191398367,0.04438459703484221,0.04438459703484221,0.0,0.0,0.04438459703484221,0.04438459703484221,0.04438459703484221,0.04438459703484221,-0.10285215191398367
1998-07-31,343.33,0.15257821941721494,0.08497026717807832,0.08497026717807832,0.0,0.0,0.08497026717807832,0.08497026717807832,0.08497026717807832,0.08497026717807832,0.15257821941721494
1998-08-31,310.16,-0.0966125884717326,0.03009622068492268,0.03009622068492268,0.0,0.0,0.03009622068492268,0.03009622068492268,0.03009622068492268,0.03009622068492268,-0.0966125884717326
1998-09-30,310.32,0.0005158627805001981,0.003673673959548651,0.003673673959548651,0.0,0.0,0.003673673959548651,0.003673673959548651,0.003673673959548651,0.003673673959548651,0.0005158627805001981
1998-10-31,403.44,0.300077339520495,0.08897923253962725,0.08897923253962725,1.0,0.0,0.08897923253962725,0.08897923253962725,0.08897923253962725,0.08897923253962725,0.300077339520495
