Date,Strategy_Gross,Strategy_Net,Position,KODEX200_TR_KRW,SPY_TR_KRW
2023-06-30,5.122512295695199,5.053789571562526,SPY_TR_KRW,1.990310004365168,5.908198506944604
2023-07-03,5.062628176082664,4.994708846767709,SPY_TR_KRW,1.990310004365168,5.839129416299024
2023-07-05,5.042984539071281,4.975328745336012,SPY_TR_KRW,1.990310004365168,5.816472856360818
2023-07-06,5.027494790783909,4.9600468047876936,SPY_TR_KRW,1.990310004365168,5.798607304767842
2023-07-07,5.014800969279601,4.9475232813603975,SPY_TR_KRW,1.9510433332462236,5.783966516629138
2023-07-10,4.990323187090566,4.9233738887926375,SPY_TR_KRW,1.9478196662920946,5.755734354784627
2023-07-11,4.991071670073384,4.924112330259383,SPY_TR_KRW,1.9478196662920946,5.7565976393969995
2023-07-12,4.965744468778589,4.8991249142432105,SPY_TR_KRW,1.9478196662920946,5.7273857753277335
2023-07-13,4.974255073172417,4.9075213418651344,SPY_TR_KRW,1.9478196662920946,5.73720172837387
2023-07-14,4.971156328386399,4.904464169294231,SPY_TR_KRW,2.042763645021821,5.733627700970649
2023-07-17,4.982983890843909,4.916133055253764,SPY_TR_KRW,2.034851414904871,5.747269364048935
2023-07-18,5.017986785718587,4.950666357446285,SPY_TR_KRW,2.034851414904871,5.7876409706551515
2023-07-19,5.029741829082665,4.96226369721579,SPY_TR_KRW,2.0193211921651524,5.801198991728342
2023-07-20,5.048939049846991,4.981203371442295,SPY_TR_KRW,2.0131668858929577,5.823340664507263
2023-07-21,5.048939049846991,4.981203371442295,SPY_TR_KRW,2.0152183213170227,5.823340664507263
2023-07-24,5.079944249966232,5.011792611249198,SPY_TR_KRW,2.028404685925672,5.8591014136236605
2023-07-25,5.068314045575361,5.000318435635189,SPY_TR_KRW,2.028404685925672,5.845687379210244
2023-07-26,5.07327072640075,5.005208618502288,SPY_TR_KRW,2.0055482883411297,5.851404311168919
2023-07-27,5.074058279194478,5.005985605626232,SPY_TR_KRW,2.0055482883411297,5.852312658083761
2023-07-28,5.12373465393581,5.054995530859941,SPY_TR_KRW,2.0207859673880324,5.9096083493647384
2023-07-31,5.10970021694759,5.041149377410309,SPY_TR_KRW,2.0207859673880324,5.893421323375696
2023-08-01,5.139413575327043,5.070464106599027,SPY_TR_KRW,2.0207859673880324,5.927692089257765
2023-08-02,5.092767172366616,5.0244435035776505,SPY_TR_KRW,2.0207859673880324,5.873891104034805
2023-08-03,5.082210291330613,5.014028251801131,SPY_TR_KRW,2.00496199109738,5.861715018322464
2023-08-04,5.0592247499919205,4.991351080442885,SPY_TR_KRW,2.0052550187334433,5.8352039758535765
2023-08-07,5.148064250613536,5.0789987259471525,SPY_TR_KRW,2.0002734279345593,5.937669597140894
2023-08-08,5.16063850345595,5.091404284824695,SPY_TR_KRW,1.983570247749906,5.952172477286624
2023-08-09,5.114342060992988,5.045728947292292,SPY_TR_KRW,2.0052550187334433,5.898775129179448
2023-08-10,5.134442823232719,5.065560041240662,SPY_TR_KRW,1.9988084107400557,5.921958927791905
2023-08-11,5.1314497197844045,5.062607092741853,SPY_TR_KRW,1.992361439789233,5.918506744897326
2023-08-14,5.224002291650857,5.1539179955801036,SPY_TR_KRW,1.9744860280745156,6.025254944872324
2023-08-15,5.178621151815588,5.109145681136303,SPY_TR_KRW,1.9744860280745156,5.972913287665665
