as_of,latest_complete_month,cost,usd_common_tr_kr_source,usd_common_tr_us_source,local_etf_tr_kr_source,local_etf_tr_us_source,krw_investor_us,execution,important_limitation
2026-09-19,2026-08-31,5bp one-way; 10bp full country switch; initial entry 5bp,FRED NASDAQNQKRT; Nasdaq Korea Total Return Index; USD; 523 components per Nasdaq overview,SPY Adjusted Close; dividends/splits adjusted; USD,KODEX200 Adjusted Close; KRW; starts 2007-01-29,SPY Adjusted Close; USD; local-currency comparison,SPY Adjusted Close multiplied by USDKRW close,month-end 12m signal; switch at first common trading day's close next month; return accrues from following observation,"No exact long-history KOSPI TR retrieved from KRX in GitHub Actions; KRX official family confirms KOSPI TR exists, but pykrx query returned empty in this environment."
