Date,Strategy_Gross,Strategy_Net,KODEX200_TR,SPY_TR_USD
2021-01-31,1.042353793226713,1.0423537932267128,1.0423537932267128,0.9898094603082234
2021-02-28,1.0570547234287087,1.0570547234287084,1.0570547234287087,1.0173314597728782
2021-03-31,1.069220693351583,1.0692206933515827,1.0692206933515827,1.0635179188886628
2021-04-30,1.0888155806147177,1.088815580614718,1.0888155806147177,1.1197887277824197
2021-05-31,1.1007863064054142,1.1007863064054149,1.1007863064054149,1.1271416760688986
2021-06-30,1.1300050007762121,1.1300050007762117,1.130005000776212,1.1524204136044398
2021-07-31,1.0951073837186565,1.0951073837186565,1.095107383718656,1.180553972034605
2021-08-31,1.0822192764465217,1.0822192764465217,1.0822192764465213,1.2156870984089532
2021-09-30,1.0360794978258872,1.0360794978258865,1.0360794978258867,1.1590293292498273
2021-10-31,1.002915919034187,1.0029159190341863,1.0029159190341863,1.2403511123789048
2021-11-30,0.9972420559318669,0.9962448138759347,0.9668806336990706,1.2303850834817105
2021-12-31,1.0433622932051279,1.0423189309119225,1.0299100270272397,1.2872876696192677
2022-01-31,0.9883339956740306,0.9873456616783566,0.9379380734811598,1.2193944274029755
2022-02-28,0.9591615019255073,0.9582023404235822,0.9471235231615278,1.1834017604846057
2022-03-31,0.995216531688736,0.994221315157048,0.959413598321654,1.2278860163794425
2022-04-30,0.9078673394530623,0.9069594721136097,0.9320532690704596,1.120115648551822
2022-05-31,0.9099165182056261,0.9090066016874214,0.9302157359013957,1.1226439002992745
2022-06-30,0.8348844855272808,0.8340496010417543,0.8103954535819264,1.0300702936792827
2022-07-31,0.9117666285866229,0.9108548619580369,0.8500295137767341,1.124926543918276
2022-08-31,0.87456492510399,0.8736903601788867,0.8459609673515688,1.0790275359764483
2022-09-30,0.7937150230810666,0.7929213080579863,0.7421515349324663,0.9792759131299698
2022-10-31,0.85822464648118,0.8573664218346994,0.7915518462371569,1.058867099542935
2022-11-30,0.9059346520346111,0.9050287173825771,0.8472894474314039,1.1177311223913478
2022-12-31,0.8537273684991685,0.8528736411306702,0.7817779493581931,1.053318412829992
2023-01-31,0.9074159800636977,0.9065085640836351,0.8513224244091067,1.1195587668432543
2023-02-28,0.8846010632168851,0.8837164621536694,0.8447035707625348,1.0914100007515926
2023-03-31,0.9174001067552461,0.9164827066484922,0.8654868764806058,1.1318770605612156
2023-04-30,0.9320556428175353,0.9311235871747192,0.8756110382300644,1.1499588821753464
2023-05-31,0.9363580560907994,0.9354216980347103,0.9117091518415389,1.1552671471877474
2023-06-30,0.9970340102464764,0.9960369762362319,0.9114406080536099,1.2301283992529788
2023-07-31,1.0296701084141224,1.0286404383057106,0.9253967406197217,1.2703944190519474
2023-08-31,1.012936039208042,1.0119231031688367,0.901107905182269,1.2497481286005567
2023-09-30,0.9648878169188079,0.9639229291018923,0.8823207546396244,1.1904668180693392
2023-10-31,0.9439414638202922,0.9429975223564748,0.8255313061555423,1.164623463136145
2023-11-30,1.030164715656579,1.029134550940925,0.9142503727866469,1.2710046594340905
2023-12-31,1.077197219010569,1.076120021791561,0.973890141822368,1.329032788333526
2024-01-31,1.0943531507177413,1.0932587975670265,0.9134256824042819,1.3501995675925613
2024-02-29,1.1514639713098829,1.1503125073385763,0.9675617719967391,1.4206622013573496
2024-03-31,1.1891190291405065,1.1879299101113698,1.0246677996440616,1.4671205523633628
2024-04-30,1.1411742597057877,1.1400330854460865,1.0016067195894245,1.407966880702049
2024-05-31,1.1988944689099628,1.1976955744410573,0.9841160809471978,1.4791813707025718
2024-06-30,1.241191724217146,1.2399505324929336,1.0533951702452375,1.5313672083260628
2024-07-31,1.256221315022001,1.254965093706984,1.046037280991654,1.5499105341185644
2024-08-31,1.2855738537866113,1.2842882799328308,0.9959648068573462,1.5861253383814564
2024-09-30,1.3125767587797241,1.3112641820209503,0.9526140718274575,1.6194411931597168
2024-10-31,1.3008636441952492,1.2995627805510608,0.9384094517662226,1.6049896952709886
2024-11-30,1.3784390353774807,1.377060596342111,0.89862657609496,1.7007012665872292
2024-12-31,1.3452735606884492,1.343928287127768,0.8826583319657748,1.6597821084939184
2025-01-31,1.381402688914967,1.3800212862260597,0.9238061990344392,1.7043577861688517
2025-02-28,1.3638660051041227,1.3625021390990257,0.9330594079581819,1.6827212396090137
2025-03-31,1.2878724736160747,1.286584601142465,0.9354072131071974,1.5889613474867141
2025-04-30,1.276706262689494,1.2754295564268108,0.9492479388834894,1.575184612659543
2025-05-31,1.3569410762185923,1.3555841351423794,1.0109273553317992,1.6741773468256644
2025-06-30,1.426669012647341,1.4252423436346993,1.1664545981489038,1.7602068241963564
2025-07-31,1.4595274062048544,1.4580678787986563,1.2336473897621378,1.800747109335614
2025-08-31,1.4717163957691635,1.4687744346940281,1.2132853770012384,1.837697331494935
