Date,Strategy_Gross,Strategy_Net,KODEX200_TR,SPY_TR_USD
2010-03-31,1.0477964128190753,1.047796412819076,1.047796412819076,1.0470752003606634
2010-04-30,1.0790030091591092,1.0790030091591098,1.0790030091591098,1.063273433252549
2010-05-31,0.9651803587062429,0.9642151783475377,1.013181343697462,0.9787915318833607
2010-06-30,0.983260795856867,0.98129525752595,1.043976406798822,0.928148057102231
2010-07-31,1.0217660463230869,1.0197235359964876,1.0848593273769598,0.9915411222602539
2010-08-31,1.0124471410114615,1.0104232591765796,1.074964986706079,0.9469413820974726
2010-09-30,1.0810083993331276,1.0788474635428602,1.1477598509067644,1.0317440937782936
2010-10-31,1.0894398658195128,1.0872620755277391,1.1567119540757216,1.0711585698584272
2010-11-30,1.1240535124388416,1.121806529467476,1.1934629672109092,1.0711585698584272
2010-12-31,1.2225687937997498,1.2201248787809436,1.2980614927326242,1.1427683333161736
2011-01-31,1.2325540758769127,1.2300902002792344,1.3086633584306302,1.1693952247280335
2011-02-28,1.1586669311591395,1.1563507559637516,1.2302137383744733,1.210016224564667
2011-03-31,1.25940172117927,1.2568841771386325,1.3371688255374916,1.210161732678179
2011-04-30,1.31321278449154,1.3105876721353416,1.3943026813359545,1.2452097808786302
2011-05-31,1.2844252626405328,1.2818576965405157,1.363737551769829,1.2312455576518726
2011-06-30,1.2479909306655697,1.2454961967951703,1.3250534273344696,1.2104746161232647
2011-07-31,1.219552708847762,1.215897708159793,1.3331205192904618,1.186259952203728
2011-08-31,1.03999998117059,1.035846217086835,1.164238239453183,1.12104452776057
2011-09-30,0.9770407233840045,0.9721652804087954,1.106109638310496,1.0432206476104187
2011-10-31,1.083681893799014,1.0782743103175556,1.2060999352483937,1.1570851654341605
2011-11-30,1.079278010371876,1.073892402312736,1.1644774284030164,1.1523829846438371
2011-12-31,1.0905547269858287,1.0851128479980745,1.1587361676921424,1.1644235304751118
2012-01-31,1.1411284743856709,1.1354342318929072,1.2486795608505399,1.2184228943212931
2012-02-29,1.1906600456055485,1.1847186400773289,1.2950864516216454,1.2713094901084094
2012-03-31,1.1896578799712776,1.1825377537843296,1.2929335091015206,1.31219945672719
2012-04-30,1.182901775791936,1.174646262938499,1.2859235911686164,1.3034398136257004
2012-05-31,1.1118616978290825,1.104101976163666,1.1862057542787843,1.225160730886252
2012-06-30,1.156982130613885,1.1489075118704255,1.1905625743457813,1.2748789490031873
2012-07-31,1.1706684871456379,1.1624983508413995,1.2147956694822484,1.2899599492789877
2012-08-31,1.1999968428745325,1.1916220229501955,1.2147956694822484,1.3222768730570635
2012-09-30,1.2304180796278423,1.2218309488285242,1.2746272669111547,1.3557980427564247
2012-10-31,1.2080266284749686,1.199595768396163,1.2160069794295083,1.3311248961648818
2012-11-30,1.2148638945827719,1.206385316984735,1.2380501103874546,1.3386588816940679
2012-12-31,1.2257175418662516,1.2171632162843251,1.289161050505285,1.3506185188185178
2013-01-31,1.2884624899593693,1.2794702651908225,1.2615466439019762,1.4197571955219945
2013-02-28,1.3049016795897699,1.2957947251419963,1.3109622098397278,1.437871543396451
2013-03-31,1.3544503601147202,1.3449976036930915,1.2867389145540125,1.4924692489968185
2013-04-30,1.3804727858869574,1.3708384180459892,1.249433907386813,1.5211433675862043
2013-05-31,1.4130651489970851,1.4032033179143786,1.2760432848518988,1.5570569020548168
2013-06-30,1.3942087549340043,1.3844785232847783,1.1801027459907723,1.5362790359071565
2013-07-31,1.4662575380203238,1.4560244753947507,1.21111346630158,1.6156696111179496
2013-08-31,1.422280508338012,1.412354362940249,1.225778519501461,1.567211309214946
2013-09-30,1.467290139838656,1.457049870648887,1.2746628367398098,1.6168074353643758
