Date,Strategy_Gross,Strategy_Net,KODEX200_TR_KRW,SPY_TR_KRW
2021-01-31,1.0423537932267133,1.0423537932267128,1.0423537932267128,1.013378949888083
2021-02-28,1.0570547234287089,1.0570547234287082,1.0570547234287087,1.047961299948522
2021-03-31,1.0692206933515824,1.0692206933515824,1.0692206933515827,1.1034381710119285
2021-04-30,1.0888155806147173,1.088815580614717,1.0888155806147177,1.1406194245031391
2021-05-31,1.100786306405415,1.100786306405414,1.1007863064054149,1.1591791376884681
2021-06-30,1.1300050007762121,1.1300050007762115,1.130005000776212,1.1982235400821077
2021-07-31,1.0951073837186565,1.0951073837186556,1.095107383718656,1.2410800999945568
2021-08-31,1.082219276446521,1.0822192764465213,1.0822192764465213,1.2962427755894836
2021-09-30,1.0360794978258863,1.036079497825887,1.0360794978258867,1.262832153465616
2021-10-31,1.0604539935386137,1.0593935395450762,1.0029159190341863,1.3327705799159997
2021-11-30,1.0729924391677543,1.071919446728587,0.9668806336990706,1.3485288038033294
2021-12-31,1.1218146167565246,1.1206928021397686,1.0299100270272397,1.409888148323897
2022-01-31,1.078563003719481,1.0774844407157622,0.9379380734811598,1.3555298473123376
2022-02-28,1.0379561932556867,1.0369182370624315,0.9471235231615278,1.3044955142246955
2022-03-31,1.0921800456919988,1.0910878656463083,0.959413598321654,1.372643642948012
2022-04-30,1.0437287743966845,1.04268504562229,0.9320532690704596,1.3117504506592585
2022-05-31,1.020966174678119,1.019945208503442,0.9302157359013957,1.283142587034664
2022-06-30,0.9714570018611557,0.9704855448592965,0.8103954535819264,1.220919832093412
2022-07-31,1.0670454239254556,1.0659783785015322,0.8500295137767341,1.341054639906037
2022-08-31,1.0607373080957094,1.059676570787616,0.8459609673515688,1.3331266475142751
2022-09-30,1.0257261193276757,1.0247003932083494,0.7421515349324663,1.2891248495652512
2022-10-31,1.1024853221552529,1.1013828368330982,0.7915518462371569,1.3855952366727835
2022-11-30,1.084958541332167,1.0838735827908357,0.8472894474314039,1.3635677107414625
2022-12-31,0.9722064468722635,0.971234240425393,0.7817779493581931,1.2218617289301952
2023-01-31,1.009764216397371,1.0087544521809748,0.8513224244091067,1.2690640503654675
2023-02-28,1.0537978531432868,1.052744055290145,0.8447035707625348,1.3244051928754166
2023-03-31,1.0747574009058238,1.0736826435049196,0.8654868764806058,1.3507469944023647
2023-04-30,1.1280491793941207,1.1269211302147288,0.8756110382300644,1.4177236996185885
2023-05-31,1.1183226433805595,1.1172043207371818,0.9117091518415389,1.4054994625254638
2023-06-30,1.1919880854475688,1.1907960973621248,0.9114406080536099,1.4980816344458159
2023-07-31,1.1890067660606343,1.1878177592945771,0.9253967406197217,1.4943347347288558
