Date,Strategy_Gross,Strategy_Net,Position,KODEX200_TR,SPY_TR_USD
2010-12-14,1.1790806449785072,1.1761353009378106,KODEX200_TR,1.2518879835923882,1.127026669714714
2010-12-15,1.1815211017479168,1.17856966144499,KODEX200_TR,1.2544791367226782,1.1218735686652967
2010-12-16,1.180633321074131,1.1776840984477714,KODEX200_TR,1.2535365362633193,1.1283822550076612
2010-12-17,1.1901740860920664,1.1872010306299217,KODEX200_TR,1.263666436309681,1.1295911477127847
2010-12-20,1.1919494195406073,1.1889719292946204,KODEX200_TR,1.2655513952567754,1.1323175342379135
2010-12-21,1.2025997109891233,1.1995956163097727,KODEX200_TR,1.2768593341521652,1.1394965419272471
2010-12-22,1.2034873777133939,1.200481065642122,KODEX200_TR,1.2778018136257125,1.1430407624078467
2010-12-23,1.2012679830036872,1.19826721498151,KODEX200_TR,1.275445372970221,1.141404638929862
2010-12-24,1.1972746222396233,1.1942838296346312,KODEX200_TR,1.2712054251973763,1.141404638929862
2010-12-27,1.1948339375711832,1.1918492417977131,KODEX200_TR,1.2686140300954627,1.1418591126118907
2010-12-28,1.2021559915765037,1.1991530053084671,KODEX200_TR,1.2763882154012034,1.1434950538630584
2010-12-29,1.2159127747114202,1.2128754239922344,KODEX200_TR,1.2909944694965731,1.1443130700453463
2010-12-30,1.2225687937997498,1.2195148163415532,KODEX200_TR,1.2980614927326242,1.1424955397708663
2010-12-31,1.2225687937997498,1.2195148163415532,KODEX200_TR,1.2980614927326242,1.1427683333161736
2011-01-03,1.2307787424283716,1.2277042565143956,KODEX200_TR,1.3067783994835358,1.1545820067600683
2011-01-04,1.2387662616031068,1.2356718228622385,KODEX200_TR,1.3152591419299076,1.1539460351681357
2011-01-05,1.2396541562264078,1.2365574995243267,KODEX200_TR,1.3162018633750783,1.1599436664017393
2011-01-06,1.2358821993705926,1.2327949650186232,KODEX200_TR,1.3121969910344673,1.1576723002390905
2011-01-07,1.2403196213958223,1.2372213023614151,KODEX200_TR,1.3169084205157093,1.1554000229423562
2011-01-10,1.231887927010406,1.2288106703527895,KODEX200_TR,1.3079560753751287,1.1539460351681357
2011-01-11,1.2381004545851462,1.2350076790305418,KODEX200_TR,1.3145522218318413,1.1580353871723073
2011-01-12,1.2416511214822281,1.2385494763599394,KODEX200_TR,1.31832213972603,1.1684864595907933
2011-01-13,1.2443138937560088,1.2412055970272489,KODEX200_TR,1.3211493361750482,1.166577815907727
2011-01-14,1.2569610365108297,1.2538211472131446,KODEX200_TR,1.334577430435578,1.1750293134613774
2011-01-17,1.2469762102317283,1.243861263035081,KODEX200_TR,1.3239760486808192,1.1750293134613774
2011-01-18,1.2434259991327077,1.2403199203651607,KODEX200_TR,1.3202066147298774,1.177028706099396
2011-01-19,1.2558512821812187,1.252714165050404,KODEX200_TR,1.3333991496149264,1.1654874617471742
2011-01-20,1.2491949212443434,1.2460744317064771,KODEX200_TR,1.32633176342144,1.163942269450959
2011-01-21,1.2258972591419761,1.2228349671756904,KODEX200_TR,1.3015954882938967,1.166577815907727
2011-01-24,1.233885120165257,1.2308028745181412,KODEX200_TR,1.310076593697704,1.1732119654137143
2011-01-25,1.2412071741705777,1.2381066380288956,KODEX200_TR,1.3178507790034446,1.1738479370056472
2011-01-26,1.2547417557506384,1.2516074102174022,KODEX200_TR,1.3322211107658983,1.178391762691847
2011-01-27,1.2562952294928693,1.2531570033814483,KODEX200_TR,1.3338705103375117,1.1812999204671055
2011-01-28,1.2556294224749087,1.2524928595497515,KODEX200_TR,1.3331635902394454,1.160670751402258
2011-01-31,1.2325540758769127,1.2294751551790948,KODEX200_TR,1.3086633584306302,1.1693952247280335
2011-02-01,1.2349945326463223,1.231909515686274,KODEX200_TR,1.3112545115609202,1.1881155678829973
2011-02-02,1.2349945326463223,1.231909515686274,KODEX200_TR,1.3112545115609202,1.185843290586263
2011-02-03,1.2349945326463223,1.231909515686274,KODEX200_TR,1.3112545115609202,1.1884791103832566
2011-02-04,1.2349945326463223,1.231909515686274,KODEX200_TR,1.3112545115609202,1.191841468500318
2011-02-07,1.2389884631579628,1.2358934693574994,KODEX200_TR,1.3154950642628238,1.1992934519617764
2011-02-08,1.2296692159977913,1.2265975016813937,KODEX200_TR,1.3056003606345077,1.2047458605583994
2011-02-09,1.2159127747114207,1.2128754239922346,KODEX200_TR,1.2909944694965731,1.2020189273528192
2011-02-10,1.205705974776494,1.2026941206486488,KODEX200_TR,1.2801574073805218,1.202474038828708
2011-02-11,1.1757520656867666,1.1728150364388044,KODEX200_TR,1.2483538670453038,1.2096532287448591
2011-02-14,1.1992713595964133,1.196275579140505,KODEX200_TR,1.2733254595767045,1.212561022066483
2011-02-15,1.1952774290847727,1.1922916254692797,KODEX200_TR,1.269084906874801,1.2087442813808018
2011-02-16,1.1852930586037327,1.1823321959506934,KODEX200_TR,1.2584840090632892,1.2163778538655727
2011-02-17,1.180190057459573,1.1772419421059432,KODEX200_TR,1.2530659014556045,1.2200132788681675
2011-02-18,1.1992713595964133,1.196275579140505,KODEX200_TR,1.2733254595767045,1.2225578030297577
2011-02-21,1.1930590599207038,1.1900787977924916,KODEX200_TR,1.2667295550916153,1.2225578030297577
2011-02-22,1.1737552143804617,1.170823173268061,KODEX200_TR,1.2462337116801638,1.1980209620974598
2011-02-23,1.1755300920309415,1.1725936172732823,KODEX200_TR,1.2481181866840112,1.190660000931179
2011-02-24,1.1657675812562114,1.1628554932553488,KODEX200_TR,1.2377528482479803,1.189841984748891
2011-02-25,1.1715363894183315,1.1686098909317955,KODEX200_TR,1.2438778759537312,1.20256478778366
2011-02-28,1.1586669311591395,1.1557725805857697,KODEX200_TR,1.2302137383744733,1.210016224564667
2011-03-01,1.1586669311591395,1.1557725805857697,KODEX200_TR,1.2302137383744733,1.189841984748891
2011-03-02,1.1526762632907093,1.1497968774086702,KODEX200_TR,1.2238531512932416,1.1923870555909328
2011-03-03,1.1755300920309413,1.1725936172732823,KODEX200_TR,1.2481181866840112,1.2129244734533338
2011-03-04,1.1997153069080637,1.196718417471549,KODEX200_TR,1.2737968202992898,1.2038370043077509
2011-03-07,1.177971004598412,1.175028432439939,KODEX200_TR,1.2507098237575482,1.1943855370948653
2011-03-08,1.1908402349585734,1.187865515456226,KODEX200_TR,1.2643737193651825,1.2048363361731258
2011-03-09,1.192615112609053,1.1896359594614474,KODEX200_TR,1.2662581943690299,1.2031095548535977
2011-03-10,1.1819645932615064,1.1790120451165564,KODEX200_TR,1.2549500135020166,1.1808455378984857
2011-03-11,1.1622173701571903,1.1593141505854285,KODEX200_TR,1.2339834142970385,1.1890239685666029
2011-03-14,1.177748803043556,1.1748067859446782,KODEX200_TR,1.2504739014246322,1.1818452342174948
2011-03-15,1.149126280090719,1.1462557620684888,KODEX200_TR,1.2200839593139234,1.1683042327736206
2011-03-16,1.1755300920309413,1.1725936172732825,KODEX200_TR,1.2481181866840112,1.1466758229568068
