Date,Strategy_Gross,Strategy_Net,KODEX200_TR_KRW,SPY_TR_KRW
2010-03-31,-0.013273185490611628,-0.013273185490611406,-0.013273185490611406,-0.017475566100676798
2010-04-30,-0.02319561794970537,-0.02319561794970537,-0.02319561794970537,-0.02879662506826186
2010-05-31,-0.1076988762932527,-0.1076988762932527,-0.10769887629325281,-0.06843474312362108
2010-06-30,-0.07152163549124091,-0.07152163549124091,-0.07152163549124102,-0.06836020715380586
2010-07-31,-0.054407595556548394,-0.05440759555654884,-0.054407595556548616,-0.07592194995435331
2010-08-31,-0.03903566937899405,-0.039035669378994275,-0.03903566937899383,-0.07530038843148579
2010-09-30,-0.015358364391924617,-0.015358364391924173,-0.015358364391923729,-0.05187969144554028
2010-10-31,-0.030583235004454146,-0.030583235004454257,-0.030583235004454035,-0.052044038976971296
2010-11-30,-0.03239051515466107,-0.03239051515466096,-0.03239051515466107,-0.030676440532789617
2010-12-31,-0.009560922270459793,-0.00956092227045946,-0.009560922270459571,-0.029656916519209875
2011-01-31,-0.024713397206871934,-0.024713397206872045,-0.024713397206872156,-0.030935625644350706
2011-02-28,-0.07819980293465778,-0.07819980293465822,-0.07819980293465811,-0.019363109806892487
2011-03-31,-0.08579005497214653,-0.0857900549721472,-0.08579005497214676,-0.04559972634857512
2011-04-30,-0.021065322805246645,-0.021065322805246978,-0.021065322805246534,-0.048422311214450175
2011-05-31,-0.08979314307310149,-0.08979314307310138,-0.08979314307310171,-0.05379575065551545
2011-06-30,-0.10307737186179344,-0.10307737186179355,-0.10307737186179411,-0.08420827928390318
2011-07-31,-0.06305702030674165,-0.0630570203067411,-0.06305702030674198,-0.0884290211394142
2011-08-31,-0.25647415102032933,-0.256474151020329,-0.25647415102032955,-0.18578348908276532
2011-09-30,-0.2741609541512383,-0.27416095415123776,-0.2741609541512383,-0.15997133742994918
2011-10-31,-0.24754640568603092,-0.24829885928034412,-0.2618643142195586,-0.12555593432538492
2011-11-30,-0.22449691525425586,-0.22527241833900125,-0.21570987038492617,-0.09876957796108876
2011-12-31,-0.18868304095666788,-0.18949435791571057,-0.21318322073582185,-0.0571494301074591
2012-01-31,-0.15194080985261493,-0.1527888690427608,-0.18522079068790265,-0.01892803418673772
2012-02-29,-0.1299435744245191,-0.13081363085009368,-0.11969496863008156,-0.006732815977904316
2012-03-31,-0.12888661076200802,-0.1306279664270935,-0.11059896173672501,-0.03195166014617268
