Date,Strategy_Gross,Strategy_Net,Korea_TR_USD,SPY_TR_USD
2021-01-31,1.007814587593729,1.007814587593728,1.0078145875937286,0.9898094603082231
2021-02-28,1.016158145875938,1.0161581458759368,1.0161581458759372,1.0173314597728784
2021-03-31,1.026999318336742,1.0269993183367412,1.0269993183367416,1.0635179188886628
2021-04-30,1.068013633265167,1.0680136332651666,1.0680136332651669,1.1197887277824197
2021-05-31,1.077813224267212,1.0778132242672123,1.077813224267212,1.1271416760688986
2021-06-30,1.0923353783231082,1.0923353783231082,1.0923353783231082,1.15242041360444
2021-07-31,1.038184049079754,1.0381840490797543,1.0381840490797547,1.180553972034605
2021-08-31,1.0231492842535779,1.0231492842535783,1.0231492842535788,1.2156870984089534
2021-09-30,0.9631301976823439,0.963130197682344,0.963130197682345,1.1590293292498273
2021-10-31,0.9439836400817985,0.9439836400817986,0.9439836400817995,1.2403511123789046
2021-11-30,0.9323122969164087,0.9313799846194925,0.8921663258350375,1.2303850834817107
2021-12-31,0.9754296765844617,0.9744542469078773,0.945608725289707,1.2872876696192679
2022-01-31,0.9239842344659216,0.9230602502314559,0.8498323108384458,1.2193944274029753
2022-02-28,0.896711142149282,0.895814431007133,0.866295841854124,1.1834017604846059
2022-03-31,0.9304186531933629,0.9294882345401697,0.872578050443081,1.2278860163794425
2022-04-30,0.8487567080691815,0.8479079513611123,0.818044989775051,1.120115648551822
2022-05-31,0.8506724661724737,0.849821793706301,0.8305821404226312,1.1226439002992745
2022-06-30,0.7805257186375556,0.7797451929189178,0.6853224267211998,1.0300702936792827
2022-07-31,0.8524021171118775,0.8515497149947652,0.7250715746421268,1.1249265439182758
2022-08-31,0.8176225915024335,0.8168049689109308,0.7039291070211315,1.0790275359764483
2022-09-30,0.7420367721799398,0.7412947354077597,0.5714519427402863,0.9792759131299696
2022-10-31,0.8023462174220699,0.8015438712046475,0.6137641445126107,1.058867099542935
2022-11-30,0.8469498566276481,0.84610290677102,0.7056523517382414,1.1177311223913475
2022-12-31,0.7981417541823379,0.7973436124281548,0.6811179277436945,1.053318412829992
2023-01-31,0.8483347363858469,0.8474864016494604,0.7594110429447852,1.1195587668432543
2023-02-28,0.8270052834181492,0.8261782781347308,0.7086353101567826,1.0914100007515926
2023-03-31,0.8576688033088504,0.8568111345055412,0.7447471029311521,1.1318770605612156
2023-04-30,0.8713701272828039,0.8704987571555209,0.7346366734832993,1.1499588821753461
2023-05-31,0.875392413323812,0.8745170209104876,0.7652515337423312,1.1552671471877474
2023-06-30,0.9321177969455582,0.931185679148612,0.7743803680981595,1.2301283992529788
2023-07-31,0.962628980728953,0.9616663517482233,0.8316782549420585,1.2703944190519472
2023-08-31,0.8910654043009819,0.8892841645577836,0.7758963871847308,1.2497481286005567
2023-09-30,0.8578765639449375,0.8553055070249173,0.7398064076346283,1.1904668180693392
2023-10-31,0.7972003166722538,0.7940162954194603,0.6877546012269938,1.1646234631361452
2023-11-30,0.9251397253915101,0.9214447136286619,0.7981295160190865,1.2710046594340902
2023-12-31,0.9415222281907009,0.9368240228615128,0.8501758691206543,1.329032788333526
2024-01-31,0.9565173384291595,0.9517443073500051,0.7687798227675527,1.3501995675925613
2024-02-29,1.0064349450742112,1.0014128246389709,0.8253905930470348,1.4206622013573498
2024-03-31,1.0393472784200986,1.0341609251125032,0.8674137695978186,1.4671205523633628
2024-04-30,0.997441241761622,0.9924639999958039,0.8219604635310156,1.407966880702049
2024-05-31,1.0478914833909723,1.0426624944151741,0.8021704158145876,1.479181370702572
2024-06-30,1.0848613208175388,1.0794478519834687,0.8621731424676209,1.5313672083260628
2024-07-31,1.0979979067403842,1.0925188862112583,0.8524335378323109,1.5499105341185644
2024-08-31,1.1236534387200288,1.118046396829898,0.8353974096796184,1.5861253383814564
2024-09-30,1.1472552776665585,1.1415304623641844,0.815721881390593,1.6194411931597168
2024-10-31,1.1370174516231928,1.1313437231751025,0.7590238582140422,1.6049896952709888
2024-11-30,1.2048220781759311,1.1988100039636358,0.7157682344921609,1.7007012665872292
2024-12-31,1.1758338566347537,1.1699664339376856,0.6684498977505112,1.6597821084939186
2025-01-31,1.2074124540448579,1.2013874538310854,0.7082808452624403,1.7043577861688517
2025-02-28,1.192084548137499,1.1861360343274066,0.7106857532379005,1.6827212396090137
2025-03-31,1.1256625431118765,1.1200454757707496,0.6996700749829584,1.5889613474867141
2025-04-30,1.1159027371947223,1.1103343713826714,0.7399481935923654,1.575184612659543
2025-05-31,1.186031826909389,1.1801135162387213,0.8044608043626448,1.6741773468256644
2025-06-30,1.2469774002128886,1.2407549705222853,0.9345712338104977,1.7602068241963564
2025-07-31,1.2756972180615214,1.2693314761927987,0.9652788002726652,1.8007471093356142
2025-08-31,1.301873739668041,1.2953773766948669,0.947899113837764,1.837697331494935
2025-09-30,1.3482470475294568,1.3415192812865526,1.031312883435583,1.9031569083439515
2025-10-31,1.5904012679443285,1.5808826845715003,1.2247852760736195,1.9485232086056024
2025-11-30,1.4869025038032115,1.4780033626021911,1.145079754601227,1.9523228384352986
2025-12-31,1.6517598333030306,1.6418740176902782,1.2720381731424675,1.9538798216747855
2026-01-31,2.1036817768912988,2.091091199414507,1.620068166325835,1.9826755726717442
2026-02-28,2.54157587074205,2.526364488362244,1.9572951601908657,1.9655413729705355
2026-03-31,1.921022320061788,1.9095249630845708,1.4794001363326514,1.8684837917534918
2026-04-30,2.5958957270451792,2.580359239239816,1.9991274710293114,2.064773034442716
2026-05-31,3.3336855625585256,3.3137333878428787,2.567307430129516,2.1734332702317936
2026-06-30,3.2700539332090397,3.2504825950667264,2.5183040218132238,2.1510630638866823
2026-07-31,2.7442043009485446,2.727780183364421,2.1133415132924336,2.1518120192390104
2026-08-31,2.9406862528248157,2.9230861868320184,2.2646543967280164,2.209479295823739
