,최신 K-올웨더 성장형,한국주식만 계절형,강환국 원본 계절형,강환국 정적,한국주식만 계절형(최소매매),5~10월 미국30년채100%
2010-09-30,168533824.19232136,100305726.32739738,111350793.45038432,104225380.2142575,92833527.13338494,231029437.63246062
2010-10-31,170347941.11992744,101760373.44910388,112834264.11215918,105801885.24725163,93994656.55507326,217587377.1393609
2010-11-30,172006369.2383271,103028379.98497552,114549860.43109356,106767880.3719557,95084522.23421894,219805467.18396708
2010-12-31,173842113.17753962,105370776.15600802,117770449.89255923,108286935.27641314,97078242.64477064,222215022.64120963
2011-01-31,168472492.60551405,104296285.34012833,116819334.61426455,106932326.35091221,96350947.18572918,215508703.7332939
2011-02-28,172248217.02084264,104013130.18439546,116905965.14741266,107165080.36529276,95499830.75381331,220330244.89228565
2011-03-31,173562522.70276362,106438436.05107707,119299919.06634346,108901332.39361826,97999239.3861441,222045209.8702892
2011-04-30,174925456.90035284,108523480.85394868,121711136.26755457,110436673.76832461,99578789.66060849,223931208.54534644
2011-05-31,175163194.45197302,109885275.36768341,123496094.38145904,111325260.35037981,100936827.64468884,233676676.5628548
2011-06-30,172572019.26932743,109375722.46355066,123258938.73186472,110435272.04154618,100600430.62877584,225771008.73460558
2011-07-31,173804355.51012892,109805333.90409261,123995226.43639022,111031863.16770089,100679055.21431705,233018517.64619213
2011-08-31,176767797.4752738,113338930.35323706,128826942.62529317,113053529.17390546,103373851.78633459,257945957.34497067
2011-09-30,185569768.6984055,116872349.9432784,133351305.5094797,115025549.91706572,107716811.69105347,324124044.32070255
2011-10-31,184946464.1489074,116325452.12962614,131920312.18584272,115795556.70517462,106703092.47960278,293538618.29368985
2011-11-30,186879257.0039259,117044434.90929963,132695111.72314002,117150608.02330033,107311376.17939532,295005017.6663741
2011-12-31,184367083.97668737,116421937.8040328,132131185.79192866,116457764.99979867,107186162.66600998,291240711.4270291
2012-01-31,191987829.96205395,120212797.32046835,136719939.30323914,119779705.34510866,110251711.66125658,302105866.7847779
2012-02-29,195154606.99355248,122417631.59393252,139626552.23910463,121678931.6579182,112126391.97109014,306807210.992486
2012-03-31,192452607.1494773,121944151.2211411,139632366.22279856,121014606.61071642,111860203.93646345,303054110.00084925
2012-04-30,193281449.560158,122178393.65359686,139695942.52668977,121381120.9838254,112132084.87093341,304676948.04896486
2012-05-31,193676968.2871148,122668293.6791504,140879988.05230117,120485628.3233859,113131926.16661507,346857731.32807004
2012-06-30,192396105.2542685,122564158.81829652,140643470.32544163,120497053.69019994,112975104.75186038,329814227.67616045
2012-07-31,194308463.11693695,124667771.2278288,143206603.26034552,122614019.14284569,114830436.96844935,339133809.0854834
2012-08-31,197153335.7164568,125632881.0664579,144023403.21061897,123620603.56635368,115552325.19828151,335528488.199037
2012-09-30,201344660.49192792,127070242.90184972,145512517.7664887,125704983.95537594,116396944.44314237,320684182.08120537
2012-10-31,195666134.89590275,124547676.87144727,142939454.41325122,122773233.48763254,114235407.10548732,313089272.949393
2012-11-30,195629951.04185614,125193967.15801607,143649774.95920774,123245934.4042152,114864130.22411269,312822116.2567581
2012-12-31,193192164.02681053,124809340.72740486,143270463.31171516,122341166.7224582,114823331.69346768,309439894.9098282
2013-01-31,199955962.1908167,126322737.13732666,145729878.9255706,124158471.80781972,115947282.26509202,320355881.1101094
2013-02-28,198068313.73847276,127378678.7381303,147026692.84473735,124773093.88994443,117195594.8340956,317471232.83683765
2013-03-31,203515327.64829385,129085754.51024169,149516826.1341987,126871506.70354751,118749033.65750477,325981921.5659917
2013-04-30,202046990.45249295,127278091.03808966,147473542.12910995,125438518.89776732,117481616.10691535,323744054.93568563
2013-05-31,203722440.22001404,127651724.68602969,147310254.06469762,126261977.87262098,118107595.60405104,309479335.2732094
2013-06-30,191967798.8880893,122446201.71703282,141086520.7974517,121031684.51726659,114200712.81061782,302565613.5711812
2013-07-31,194038353.8460241,123590599.41689491,141784566.5031303,122440776.38992193,114495114.54638407,290865649.19760394
2013-08-31,190831201.1078935,122996211.9559588,141480272.24770167,121767188.38670585,113471269.83794266,283582345.6377794
2013-09-30,189392571.89557797,121794796.52512795,139991188.90674233,121107859.48255354,112700263.57176992,276145540.68802005
2013-10-31,192877717.96204114,123447096.76518449,141574312.3528149,122975795.31523734,114225440.49629238,276833485.67525566
2013-11-30,191593104.91392052,122133560.07751067,140487673.37912145,121905453.66792382,113704600.90169758,273793603.66382176
2013-12-31,190676200.8886155,121753543.61626107,140334965.1822976,121843431.85553901,113568237.56493743,271573861.57867634
2014-01-31,193649005.77342194,121504773.62662517,139766028.40596083,122215524.49763456,112993066.19288428,275364917.92464995
2014-02-28,197828352.5992623,124219226.54196185,143154579.73388115,124901100.12355803,115137992.01001967,281272934.10017186
2014-03-31,198382903.39413762,123974168.31320286,142937989.0498218,124607251.77909875,115151837.39203168,282227993.23081505
2014-04-30,194579320.41963136,122455478.7487575,141064517.73581666,123076071.9834724,113644654.0383983,276833285.39190996
2014-05-31,196429331.01035064,123120425.95497066,141822573.1642766,123778446.54309306,114592265.56560841,281535560.18096256
2014-06-30,199474711.21478543,124483539.35883018,143300174.582166,125174058.5945237,115506335.8431772,278433442.6070454
2014-07-31,203707555.7001258,125889289.48497076,145072930.13200054,126733474.18757495,117069163.15995458,284757389.56055874
2014-08-31,204994666.2545449,126247716.66005754,145226694.34360844,126906225.96560204,117510881.42107776,294175492.1979679
2014-09-30,208549836.15864617,127156944.99982035,146251862.63527918,127237518.5606048,119005335.7622475,299521400.812699
2014-10-31,214484144.55468372,129639142.93631293,148972045.39578658,129194659.78165722,121764148.64283451,313371983.6347686
2014-11-30,226349667.0199899,132664259.7163446,152937813.76226324,132397012.9974384,125023530.20537278,330473318.3424705
2014-12-31,227418102.62764654,131134787.55372965,150952074.8690894,131115539.4429971,123456070.42640293,332115356.8217187
2015-01-31,236575504.05697238,134971691.95423964,154732828.78542838,135078471.37257344,126473212.01384166,345252394.4139476
2015-02-28,236493871.0241331,134932890.27955317,155396430.95137674,134882644.87636903,127108414.92381069,345137208.4228097
2015-03-31,238779326.32158855,135452810.6460661,155756385.327642,135322076.72631055,127912649.8456257,349619634.0161447
2015-04-30,237523538.66818637,135644945.6505433,155960559.06557837,134980052.5615425,127868894.90971886,349051253.1760974
2015-05-31,242263495.58113956,136984521.94689584,157063449.52969846,135936545.80923617,129453198.57320158,351926153.9247155
2015-06-30,237421077.5230712,135312758.92166275,155248840.64629653,133973854.30762464,127878000.62402914,339219936.4134619
2015-07-31,240181709.58800846,136664798.22769496,156352666.94078898,134678665.4391872,130481263.51776204,368085762.9057985
2015-08-31,236058613.82582217,137760013.2315136,158443599.41676417,135014953.46607223,130901462.91087726,372747262.97710776
2015-09-30,235225884.95922196,138285191.32692477,159477768.33498466,135635652.15802526,131383522.34622101,380747168.8142502
2015-10-31,238860350.12476063,139221278.70932788,159834888.77202392,137331944.3053786,132257910.11792696,365068147.4919757
2015-11-30,234984917.16617554,136412948.4522951,156850745.68485022,134851888.04358655,130614679.22155368,358978353.41161895
2015-12-31,237597521.8082836,137490816.1523511,157871541.19348675,136169140.01498336,131555244.65185519,362968424.99299324
2016-01-31,239417951.93531078,138564425.77363172,158542170.3805805,137882096.37713316,132018559.62290539,365237209.3475876
2016-02-29,250352272.42610562,143999143.09021464,164590751.02147716,143559962.07552797,136280961.94001248,381554747.1111782
2016-03-31,243977494.8926285,142058877.40689874,162727803.29929557,140821748.67078573,134234122.75907362,372020032.87805766
2016-04-30,246984986.6654409,143412106.27623656,164292945.28069055,142294936.4975203,135140282.80975413,376444194.7934777
2016-05-31,252438530.06582272,145388754.4457615,166113031.0466853,143724233.43267077,138037141.4307743,394368927.1937397
2016-06-30,256003924.685552,147206726.20583653,168637169.05246484,145747521.42975584,138667333.57477638,409357967.75030345
2016-07-31,256947097.23402867,147390487.9817194,168767222.59478322,146369288.07713705,138625735.55311006,403022631.8265263
2016-08-31,256815850.45691508,146836852.64752415,168021819.4335651,145995769.31463975,138411331.21072257,400045842.38134944
2016-09-30,252369097.55163595,146180542.78652287,167390794.13974103,145519115.9212697,137512421.08516026,387656594.9985986
2016-10-31,254801996.81403843,146241350.72810322,167197766.27838975,145321760.21428064,138201737.59880003,386673372.6780301
2016-11-30,250623865.92270136,144847217.02624404,166668168.89456102,143572768.73844796,138119929.02902338,381670389.9392617
2016-12-31,253177600.8069529,146732047.90444434,169411361.74422026,144953877.72701216,140661691.58904973,385650961.44870967
2017-01-31,251871425.48848665,146851102.08019835,169446221.57427245,144575343.61991566,140089968.4230472,383346005.3245355
2017-02-28,254138742.17772478,147892166.43805638,170983849.9831433,145503227.4721014,140760079.3300334,387004484.2788867
2017-03-31,253319444.93857226,148668928.67910966,171822399.42489338,145660653.1439429,141661137.15069902,385832925.4230157
2017-04-30,259507865.99573034,151963544.67188618,175758766.1322884,148793492.5387271,144798422.45374304,395282920.5139273
2017-05-31,259727837.92767578,152232116.96411866,176007161.6589712,149993935.5246873,145138325.09067184,396578568.9567781
2017-06-30,265153885.48106933,154487396.2046285,178469721.57211918,152247908.93387777,147842748.0302707,408348177.70526695
2017-07-31,265277419.72069138,153735935.1452111,177395195.13376325,151867172.33402562,146867057.65147287,397895985.3297134
2017-08-31,268460859.65346307,154600654.17605346,178427163.58782816,152360469.04546425,147369950.68047434,411642503.23472226
2017-09-30,270967450.68640196,156248366.44308564,179889886.62096047,154240106.85928535,149590977.28330603,409320606.3948652
2017-10-31,269324444.1187576,154877475.49928734,177990420.93693322,154042168.6652121,148303287.9078322,399533244.042957
2017-11-30,264751557.80544934,153497121.9035325,176539421.9397381,152791146.08850455,146912386.15401706,392857800.5684837
2017-12-31,265415666.39992553,153253568.2483067,176321467.26950046,152476800.74620578,146529980.89760655,393769175.4343308
2018-01-31,272541394.52254975,155607197.5505598,180015501.95995122,154277816.78505516,148887656.54990703,404252742.1380712
2018-02-28,265266503.34515858,151971085.93936467,175521255.5804208,151327224.73556176,145364780.31220397,393473735.4074615
2018-03-31,260435750.23253107,151179179.8726695,173993666.25793305,150407324.4540315,143917228.17335185,386316174.59073186
2018-04-30,261761155.35339242,152106113.38294414,175209764.53649053,151087810.75587666,145238601.5754606,388363069.7596446
2018-05-31,264006800.87211567,152505798.48178414,175251683.23242363,150996643.9351868,146178100.26558107,400475635.7083142
2018-06-30,265782943.4474253,154247258.603368,177113550.02169716,152047842.5174361,148828032.6292827,414637933.94870085
2018-07-31,268353686.29020798,155018787.3427382,177521279.85394728,152681827.5535054,150357995.40639755,409033066.4734297
2018-08-31,270840212.64008117,156987983.3652185,179446088.69763288,154562672.12582898,152908374.3624879,415796241.6662815
2018-09-30,268148754.58712965,155884316.39978302,178065744.87175238,153612902.8465377,152086753.43253422,401448395.8344582
2018-10-31,262929530.71359053,155126777.03883943,178097841.87652314,151309147.92456716,150446835.24318537,400576311.80584264
2018-11-30,265118836.6322531,156351108.55033547,179460961.31553614,152089983.22373143,151586024.51012352,404150933.3638022
2018-12-31,263817392.38259226,154954016.3137035,176444345.13629544,150894492.99483213,148297303.76356474,402598452.4186684
2019-01-31,273792544.3445324,161102018.60343343,184469931.40832594,155983223.5450612,154835507.1252793,416960419.12565506
2019-02-28,280719564.5747739,162468250.00877303,186494052.59589347,157620485.27680206,156854729.2079439,426847152.96994996
2019-03-31,288447366.7522052,163139604.76848602,187363291.24971455,158897921.5512186,158297184.4735386,438684564.61520666
2019-04-30,297580460.1538297,167057682.9490331,192624920.8637678,162687008.27556193,163190424.39120308,451998534.4829953
2019-05-31,297306463.81549644,167326429.96198553,193956561.12743425,161459303.0073219,162640346.43813327,493439588.1837009
2019-06-30,305208979.6697192,171020938.40810177,197622474.03604656,165704159.9384228,165290824.2823112,483098128.0083221
2019-07-31,312274014.0049521,173722775.99138856,200455812.47643173,167722949.90872797,168428185.43666536,496150477.2203959
2019-08-31,325226888.4477954,178792664.4715637,206717759.69271353,171710012.73842517,172258965.86971715,564284227.8740631
2019-09-30,321949691.07964015,177071531.50298887,204337935.41259402,171105220.51880422,171252110.43146026,542148631.7010474
2019-10-31,318672774.6484679,174646519.74794352,201154884.72159266,169233750.11349815,168799961.41420874,524120793.3612333
2019-11-30,320062165.83314866,176407479.7154598,203703497.30525416,171217210.66001442,171776042.0170411,525900312.0636818
2019-12-31,323081610.9706291,179792219.56671092,207934427.5604357,173266558.0967221,174565186.22856233,531175433.5326532
2020-01-31,333432732.5041947,182630778.34499004,211214051.84249017,176971057.6361336,177263965.23736385,547512628.6064844
2020-02-29,335506644.2293588,181317877.08604088,208212131.430483,177148652.63475153,174213578.3581677,549978939.4489448
2020-03-31,319518102.9414357,173537350.06192997,197158392.52673256,171536257.23409998,164642623.5748032,522329111.9042467
2020-04-30,335691995.1232319,182053322.12056813,208402260.30537456,178695841.96380603,173681695.91693592,549562156.9556153
2020-05-31,346943907.26653874,186750628.17161936,212837068.28459656,183308509.20750606,179448629.92656443,554524944.9219196
2020-06-30,347750912.1831416,186679919.2594785,212743834.592045,183819477.05839115,178664843.30078837,540144585.939716
2020-07-31,369433398.28084004,192759740.23053566,218877317.36709064,190473648.20520782,183797163.64663732,560426290.989045
2020-08-31,374152600.45402443,193798820.22086954,218694761.47112912,191720751.9764499,186207904.83021745,529823998.8399587
2020-09-30,360633747.41109776,190442845.8299874,215923452.85630015,188525881.81462485,182642828.40830967,524250059.09109217
2020-10-31,349892119.99957514,184794874.3998791,210236124.108261,182970043.01356274,176218613.51679286,492610893.87556094
2020-11-30,356293507.5305413,191689984.29130626,219687448.28295174,187032816.3583507,185059555.24782148,503949785.95852286
2020-12-31,365723697.39947766,200462750.66930538,230219069.0504378,193413545.0569069,192805443.43753803,517717652.7245539
2021-01-31,371242967.8555858,204443385.1687296,235103331.07699397,196402965.239859,197514769.83848336,526160221.12772024
2021-02-28,368735221.2273941,203587725.10241935,234908787.29264855,194648682.8457911,198005096.084696,524240980.79619545
2021-03-31,365939964.38704884,204503824.55349594,236845694.47994134,194971821.5983224,200493081.26228958,521536056.396095
2021-04-30,373232438.94763947,207832139.0412696,241527199.37840256,197581712.30892396,203866467.56754923,531843939.31344783
2021-05-31,382353352.6405131,210736719.04992312,244860363.81720763,200355770.56797653,205226295.04405302,531330864.36948156
2021-06-30,386185320.6740955,211612204.97660142,245461518.70987147,201808558.58763245,208732176.04251814,562746200.5526958
2021-07-31,398467635.5885296,217177957.86822185,251656627.11585277,206035297.74788335,214478517.0614031,594731565.1758829
2021-08-31,407527897.31890297,218707057.15610647,252617714.8651176,207528817.87196487,217410293.7840894,596032446.609114
2021-09-30,401585337.6854098,214571304.01924646,247849572.2465643,203096766.6411919,214170514.3901727,591385802.4702536
2021-10-31,401821530.7564827,213263022.2236714,245312149.80602765,201863346.55086976,213163482.72542444,601479149.9223187
2021-11-30,409807750.8800046,214863332.3857549,247062930.83351046,204528215.60765338,215636709.9167191,614551892.1186225
2021-12-31,416837703.8761753,219565381.1753527,253288976.2833438,208329747.72458738,221489853.97256672,623416972.8604523
2022-01-31,401115212.30605495,209833012.13873515,240934004.2494387,200263210.533982,209505521.75844875,599572757.575391
2022-02-28,399361810.15763056,211276376.43252605,242417026.2729299,201451553.20468462,209045490.5625223,596936522.7900298
2022-03-31,403348468.7281791,213102226.21803588,246462479.54705545,202545499.9095921,213663708.04927924,603200089.2161967
2022-04-30,391439653.07592064,209282641.65515247,241425600.7570297,199273757.0198384,208758338.65835783,585214449.3444662
2022-05-31,380561876.31219065,205492179.26295885,237614355.99251604,195660415.14747506,204355955.32781503,563400935.4563837
2022-06-30,375890249.253144,201113903.8651175,233451180.21926087,189698638.7533874,199029680.6946722,584109024.2662095
2022-07-31,388584960.8540592,208562529.60483998,241364914.27718645,196660886.26252222,209165136.70119554,598368850.6741935
2022-08-31,385020988.2007454,204892417.72037026,236498385.87801337,193529500.2950191,206696189.15058064,588525214.7528647
2022-09-30,376025442.4136685,200476858.41241533,231876386.67731622,187732395.90939343,202238654.6102939,577582826.4546692
2022-10-31,375817267.7340806,201863704.87898642,232184422.1066902,189834349.22471762,206153507.5965796,540451164.5083103
2022-11-30,374899528.5429306,205221455.95612824,235129440.66324538,190892663.97933763,205483152.70928454,543048631.0822748
2022-12-31,358761842.82444596,197020861.88274568,224763288.00490603,184128426.06343558,194263432.59759623,520553408.43509245
2023-01-31,374296101.67627895,205762670.7935472,235046355.21739683,191000558.3895856,202244657.0122968,544092877.3406157
2023-02-28,379745106.7783834,205592954.81248212,235839867.4643919,191735486.36025935,205850059.65770966,550260717.5636544
2023-03-31,390987719.7946817,212135908.19227993,242953917.4211077,197421774.182957,210025803.64411533,567418260.2898926
2023-04-30,402042554.436415,215868529.18283734,247769444.46022874,201285885.85784167,215437972.5849558,582507433.4726012
2023-05-31,394893936.4992045,214562839.23878285,245889591.99599963,201003852.52540722,214800715.15606132,559092618.8608353
2023-06-30,397313552.9178016,213203195.75393605,243163190.0887354,200163852.1241166,216117824.035069,557451220.9318554
2023-07-31,394703258.33366567,212028941.55915594,241515388.35972902,199577123.90747702,214715270.8508641,525149502.1621176
2023-08-31,398469660.39817894,214027117.04083523,243481273.33085078,200873441.13664502,217898632.1986093,528046985.81876993
2023-09-30,390838406.35172784,210653858.8075989,240109083.11019653,197449643.47982258,213980050.11212823,500642596.00822777
2023-10-31,382369190.6795099,207386083.26176322,236632354.72668934,193584702.46328372,208945789.22495788,472089526.2706468
2023-11-30,396477116.1237789,217364158.5916533,248536478.2321279,201750961.65416563,219557473.528962,490280977.6538305
2023-12-31,418181854.39626765,226847635.0018442,259661687.37844986,210141038.17312685,229915530.813294,517960404.5172124
2024-01-31,420822277.35891753,225320079.43089634,258971313.15340918,210090689.29973242,232156778.489331,520720128.68777347
2024-02-29,425858745.4948533,228656215.78429487,263694309.5532536,211821513.51733553,236811226.89562383,526419244.55403817
2024-03-31,449884899.3695016,239025725.9157333,276587204.19322723,220593686.15519065,247692783.77003598,555277625.786182
2024-04-30,450541390.26078415,237619342.13492385,274789361.9191947,219789746.80019072,244950480.91004413,554688162.446031
2024-05-31,455096412.3194968,239688898.87387007,276801463.55720204,221349354.17373788,248274583.64324582,562399971.1337175
2024-06-30,467773982.6472205,245421632.43619514,282836585.3497167,227511625.39416376,256205244.3982333,581455846.0215132
2024-07-31,476732403.73888886,248633066.06410962,286960914.76086426,230040534.04764542,258029111.0392456,587044149.8293765
2024-08-31,473676498.2745691,247748345.8470865,285929993.16434175,228632732.78251353,256281887.11112982,593638243.5763851
2024-09-30,483163685.01002234,248438648.8718044,286663883.2023604,228634970.18193024,255969449.607366,587658811.7780915
2024-10-31,504370510.8009274,253906487.4231065,291671572.34740096,233752197.86993754,264107058.47297242,585535306.8982685
2024-11-30,508991955.06568015,254056617.26471618,292452203.7637406,235237310.4875101,268791158.977859,592466233.7568355
2024-12-31,523653376.6354033,255523364.93370602,295081811.3069942,237341958.76224715,274139556.59304327,606736516.5512323
2025-01-31,527778157.75484693,261405778.3063668,301952370.2960155,242392725.5798759,278357523.0416022,611100124.1262743
2025-02-28,535352748.2602745,263194224.028559,302837907.901184,244372517.66611123,277154909.8806125,619327225.2332448
2025-03-31,538520644.481097,264958213.14880925,303576954.9482668,246468957.28591454,273225082.9664176,622230796.655838
2025-04-30,534744708.8796872,266088912.2166077,304260096.26884294,247524222.4340251,270671743.7500545,617368759.0958507
2025-05-31,528084085.55904967,264529381.02357042,301029916.68671,247714505.81043908,272047444.0025436,575928447.4778446
2025-06-30,534697472.11431193,269583880.65580064,306032205.8413116,255554414.753051,278322737.57540673,572245510.6530216
2025-07-31,553731927.4425551,276648594.3539215,312825649.32547927,262827210.76502484,289001966.3065672,588376306.2712294
2025-08-31,562518729.7134771,279555975.0877479,315985761.8629773,265054379.3755968,291941003.4299929,590597526.3918005
2025-09-30,609065474.4349803,290313891.97564435,327389532.51935124,278238302.1643881,301618597.2304783,614895181.8056704
2025-10-31,627481791.1689811,303716524.42466486,341563891.74524,296688988.5247559,315895406.31882775,631732072.4103059
2025-11-30,636329579.0691212,305591053.66948086,344106210.4476862,298554543.878394,319354252.01298547,640383469.5846672
2025-12-31,643999672.9374915,311919866.9936499,351370176.37260175,305401497.28311104,322832060.0666284,643549080.4687661
2026-01-31,677542106.6766069,340444999.9405106,383766542.0026826,325896683.0175688,341981179.7681775,680048621.3119583
2026-02-28,690521088.0094908,364652965.5023783,410402539.5502421,343271473.3179941,360340587.5577189,692559829.6629267
2026-03-31,655227291.6234338,333078793.45414615,374466183.78606266,320464634.69200057,337458851.01362705,656760688.0065935
2026-04-30,682979803.7387938,367579448.1189135,415755877.58404297,343629404.1450223,371656347.9479317,684910090.9344789
2026-05-31,725216426.6136984,385628337.19368166,433754198.37121624,378740456.1269138,394507466.2451455,700952106.8087426
2026-06-30,724027750.8650639,385586642.6847603,433889495.86979806,380396597.2678678,398296880.8509446,736606318.9246422
2026-07-31,654170298.6973822,359355966.4689222,404992465.32074803,342474153.13208807,369237344.80337185,646457891.8151026
2026-08-31,649515596.1595094,357704493.66434646,402978862.1553243,340970824.4173535,364682447.9168867,621147114.9813856
