,최신 K-올웨더 성장형,한국주식만 계절형,강환국 원본 계절형,강환국 정적,한국주식만 계절형(최소매매),5~10월 미국30년채100%
1995-04-30,19751005.211862218,16225918.749862881,16412301.02992619,16547378.057975292,16239489.378822299,21334205.988918178
1995-05-31,20141659.178173423,16534368.02050779,16707972.704132449,16828889.845237106,16573318.311798457,22537905.255348165
1995-06-30,20549982.3026637,16869579.708077982,17062310.94633963,17143929.733406648,16940245.619025264,23722208.111688033
1995-07-31,20903504.62822625,17209458.13614958,17382390.52564957,17541241.02757657,17299234.606811345,23346291.104913503
1995-08-31,21452146.51836294,17536148.71095149,17722289.122132156,17822376.320501667,17634872.2375699,23485657.48797685
1995-09-30,22055419.976906274,18160315.53128502,18362116.18963372,18473439.259258676,18298364.463287972,24408654.48884387
1995-10-31,22273316.162242547,18439104.04125997,18689775.41668301,18754235.359021697,18584763.17444223,25025109.742695685
1995-11-30,22601507.842357792,18630211.567878943,18916654.03144782,19105726.315585315,18807041.66772869,25234060.39323219
1995-12-31,23192450.70561878,19039803.71883321,19290546.84529736,19731461.719672687,19224451.71501051,25739521.09430117
1996-01-31,23000451.226560302,18924595.549163744,19256927.491135035,19658812.324817322,19107270.226359222,25575765.56086287
1996-02-29,23219354.69178818,18831609.848212067,19208547.409309402,19532012.06434288,18989383.92326947,25722294.22911793
1996-03-31,23211575.051705368,18700807.512158833,19108652.453260146,19394750.909981962,18847511.110186618,25704507.217818424
1996-04-30,23641039.533047754,19060165.178489394,19472243.04336509,19703342.53853473,19255980.15172818,26146669.756730035
1996-05-31,24267098.408181682,19310902.09878642,19680623.009953905,19999043.971321482,19543610.05690892,26156804.965958636
1996-06-30,24966845.214654148,19387158.67581816,19711460.709719162,19961838.470457185,19619894.085687067,26655007.398464207
1996-07-31,24599670.164740585,19122969.088923477,19507156.12682092,19619709.632065136,19318715.554554623,26964328.718790706
1996-08-31,24714067.064707547,19239556.61087498,19592304.543793164,19692426.839320652,19466536.010839075,27986919.18323533
1996-09-30,25141617.066586263,19597574.119931653,19871432.67681969,20028322.895540297,19873543.773444086,27726763.562625103
1996-10-31,25809669.3813744,19983485.132098973,20250612.990879484,20430527.29544475,20316264.10431523,28734147.002225835
1996-11-30,26420181.17754978,19999771.761216275,20355568.065236825,20700925.502541475,20456769.350384623,29299836.391996898
1996-12-31,26771228.253973268,19839418.62571073,20179005.963712886,20687941.157308817,20281814.30592366,29543594.30484596
1997-01-31,27551052.677176215,20141800.335780144,20606028.641719922,21020199.16126165,20742718.762520522,30382540.238197234
1997-02-28,27819691.32954651,20390293.409107536,20842207.297361836,21266986.135460872,21048595.3566651,30678385.650935818
1997-03-31,28445730.189652853,20193560.36488508,20620622.026503146,21119396.913044244,20833038.957753547,31413620.85038329
1997-04-30,29261448.60909178,20647387.00859098,21184459.468355354,21524775.859135106,21377901.55445296,32358526.205063045
1997-05-31,29980715.750156417,21049888.948232245,21528311.236378998,21984462.81210038,21964099.40071518,33140223.282581244
1997-06-30,30668102.553508542,21626253.545743167,22088842.927778166,22675167.849698488,22642749.683768526,33917758.59673
1997-07-31,31447139.680277802,22077878.215518665,22432293.232135177,23128918.35615424,23341874.961313672,35344762.9365929
1997-08-31,30839364.139651824,21726069.038452677,22146471.242372066,22728625.85290178,22897688.20589034,35727628.591846615
1997-09-30,31455253.23977027,22233776.48458735,22593015.849918865,23095775.443942882,23593944.824589975,36780036.532786235
1997-10-31,32312063.220238615,22770419.22911572,23176184.307163604,23377652.052740823,24127950.213261683,40000314.31833487
1997-11-30,37100455.8052645,24567189.145691574,25297596.102454253,26116746.271422643,26587400.586783193,45513236.999103285
1997-12-31,49347032.15768571,29513269.972946044,31003332.427258834,32809640.6446724,33070543.66365072,59456949.45745183
1998-01-31,46239952.85655756,27976981.198032063,29305438.76675647,31790388.64996116,31314076.892423093,54691614.79389161
1998-02-28,50376573.94711007,30679472.616063055,32329882.236510053,34769167.552326426,34750093.68388227,59678203.3750978
1998-03-31,46163189.97025676,27887834.20436731,29346244.85599418,32385010.977717772,31528141.855606787,53516287.70552229
1998-04-30,45098666.83977258,26631170.589978486,28021269.149878785,30864744.632373363,30232375.44626565,52560296.41289292
1998-05-31,45930121.46892314,27197484.640102077,28617644.35176123,30617388.92141916,30920714.94404576,55545258.342383966
1998-06-30,45234536.519117095,27185298.969811823,28626099.789543357,30325782.15235529,31138456.533649676,56295742.93374899
1998-07-31,43093676.13369061,26443754.493021503,28133814.592731584,29916418.787310034,29527258.137403004,50788159.230427295
1998-08-31,43874470.49339733,27489741.04921311,29528870.39328605,30734335.846158665,29643835.490504123,56457816.99267626
