Date,WealthMultiple,Drawdown
1997-10-31,16.16847411669618,-0.0450428135440315
1997-11-30,16.282352528301733,-0.03405574867070238
1997-12-31,16.401414693582048,-0.027012323161689444
1998-01-31,16.78364802971952,-0.026531142450616718
1998-02-28,16.946546891670447,-0.009679700216546516
1998-03-31,17.24001728645909,-0.010021666264466211
1998-04-30,17.465664450990936,-0.016975912615128652
1998-05-31,17.228394639182415,-0.019369763460889033
1998-06-30,17.58875640406105,-0.021988997060380155
1998-07-31,17.41590976081343,-0.019656870730918263
1998-08-31,16.754764080463065,-0.05687282063413723
1998-09-30,17.500337194751893,-0.04623405928918278
1998-10-31,17.741765443895467,-0.028682576095681034
1998-11-30,18.102026004035665,-0.00604652937945549
1998-12-31,18.32994447696785,-0.014801062685972255
1999-01-31,18.510402251403487,-0.01281291826781239
1999-02-28,18.15013014444368,-0.020420320665592184
1999-03-31,18.225585838695828,-0.022999544777561054
1999-04-30,18.547941475855808,-0.014787649158035987
1999-05-31,18.078786824371456,-0.03625115362917064
1999-06-30,18.202088444873386,-0.04874137951164603
1999-07-31,17.944271990341747,-0.04040290636606747
1999-08-31,17.906607782081824,-0.050767539213755764
1999-09-30,18.55021540120242,-0.04491564302575535
1999-10-31,18.87808295542069,-0.03681837328638404
1999-11-30,18.83886760707733,-0.021453302982964106
1999-12-31,19.068917428603687,-0.019007544439743174
2000-01-31,18.82441086534829,-0.02639066803285184
2000-02-29,19.113117745133206,-0.025119228380682035
2000-03-31,19.472778590299942,-0.02132165663748431
2000-04-30,19.252893757388197,-0.026999813242314152
2000-05-31,19.12430956949893,-0.040554354044491814
2000-06-30,19.619501557737376,-0.02169012048699026
2000-07-31,19.489896696472844,-0.013560796567707145
2000-08-31,19.960343784288717,-0.009730733006282466
2000-09-30,19.574801334359663,-0.02714682556129122
2000-10-31,19.528350567683937,-0.03330073793143662
2000-11-30,19.463376070654,-0.03364432705685649
2000-12-31,19.707588192091425,-0.02682083385141787
2001-01-31,19.79776438424345,-0.02305057054919535
2001-02-28,19.45975469334258,-0.0369083598696035
2001-03-31,19.01841705756324,-0.04930325101829991
2001-04-30,19.356669737489685,-0.06076191459939184
2001-05-31,19.430717544082725,-0.03309771691093544
2001-06-30,19.430072287118232,-0.032785887530575764
2001-07-31,19.5098154718056,-0.04413739849047438
2001-08-31,19.48507703281524,-0.03302015318232443
2001-09-30,19.536509277592362,-0.05017178043983883
2001-10-31,19.62253752460564,-0.03129115062692178
2001-11-30,19.594654858472303,-0.029529540146949973
2001-12-31,19.54763473881009,-0.0366415457389927
2002-01-31,19.663425802992688,-0.02949898778010418
2002-02-28,19.902956805222665,-0.019989495190010587
2002-03-31,19.92339049776577,-0.016002030192437067
2002-04-30,19.961294209118236,-0.01054987089180004
2002-05-31,20.27115447854844,-0.008426307998204319
2002-06-30,19.89328450638652,-0.018640772165285036
2002-07-31,19.482937894196656,-0.04994779685571071
2002-08-31,19.95184797064155,-0.04479155104004562
2002-09-30,19.978957119817967,-0.01820699233586176
2002-10-31,19.938507923464204,-0.02747497024197798
2002-11-30,20.163371897746877,-0.012679766295460748
2002-12-31,20.68785547019868,-0.00697458642709281
2003-01-31,20.78278753805476,-0.008409120787593038
2003-02-28,20.584323756621675,-0.02464005430674676
2003-03-31,20.336943714525503,-0.030753772339165097
2003-04-30,20.83342537306729,-0.03433718151602061
2003-05-31,21.834775724502215,-0.007887772415308802
2003-06-30,21.56310253628683,-0.030326032969556493
2003-07-31,21.235659617517996,-0.043615560931849595
2003-08-31,21.73502193927513,-0.056991610169104256
2003-09-30,22.1672191660464,-0.022970693324009583
2003-10-31,22.286027258773586,-0.014307442452304975
2003-11-30,22.554770737751515,-0.007817584749348683
2003-12-31,23.204719580814313,-0.003255001469639307
2004-01-31,23.20676791040816,-0.014342984086138988
2004-02-29,23.372625116956403,-0.0158219919919792
2004-03-31,23.772131157508728,-0.01462728132715696
2004-04-30,22.789627398169905,-0.044487550610975535
2004-05-31,22.94446975344795,-0.06279024190786942
2004-06-30,23.156352884840427,-0.04698376065790988
2004-07-31,22.99780546337967,-0.04268331630141542
2004-08-31,23.48724400602331,-0.03866822491271771
2004-09-30,23.729242809757515,-0.018615351202109887
2004-10-31,24.061008888963013,-0.0076684092353830335
2004-11-30,24.516128706569308,-0.006155587614467328
2004-12-31,24.696052345417865,-0.007763753199705681
2005-01-31,24.565676222474018,-0.01954746023106968
2005-02-28,24.797576353970584,-0.010061728801553427
2005-03-31,24.56968169704304,-0.024435679761051654
2005-04-30,24.78661548679033,-0.021109121499584882
2005-05-31,24.953689872940615,-0.013651341815161366
2005-06-30,25.37838719414468,-0.004979921574845503
2005-07-31,25.31025968942605,-0.01455074057109107
2005-08-31,25.582042012155263,-0.009545585686032254
2005-09-30,25.875647426161688,-0.006021290345476382
2005-10-31,25.555214933248866,-0.019921203081481154
2005-11-30,26.278533059838264,-0.019002379511232736
2005-12-31,26.833575206527247,-0.014926177441263566
2006-01-31,27.602296817596507,-0.006852737600729686
2006-02-28,27.6588386358864,-0.016643425114143406
2006-03-31,27.74857355173473,-0.01888111104457424
2006-04-30,28.57688751027188,-0.012376091067938022
2006-05-31,28.27183139253523,-0.036656319413424066
2006-06-30,28.008028092697874,-0.07583756607382763
2006-07-31,28.452816825507004,-0.04452743253506297
2006-08-31,28.72091933551002,-0.03488103118368158
2006-09-30,28.70665907378057,-0.039675193391275565
2006-10-31,29.12225208985643,-0.03279578746584677
