start_date,end_date,initial_asset_usd,final_asset_usd,cagr,mdd,mdd_date,sharpe_excess_dtb3_sqrt252,annualized_volatility,average_annual_rebalance_turnover,transaction_cost_rate,rebalance_rule,stock_proxy,bond_proxy,gold_proxy,cash_proxy
1970-01-02,2026-08-19,10000.0,1145155.65074815,0.0873206303534686,-0.1884866597194531,1980-03-27,0.5577830091296315,0.07350553347510873,0.10159936625108294,0.0,first US trading day close each year; effective next trading day,S&P500 price + Shiller D/12 monthly dividend until SPY Adj Close available,synthetic 20Y constant-maturity par bond until TLT Adj Close available,LBMA PM USD until GLD Adj Close available,DTB3 accrued return until BIL Adj Close available
