Date,NAV_pre_cost,Gross_traded_notional,Gross_turnover,Cost_NAV_units,Cost_bps
2011-01-03,71.91405451302191,1.7457082598631892,0.024274924723470894,0.0008728541299315946,5.0
2012-01-02,77.32607751731265,4.673066668544486,0.06043325639397946,0.002336533334272243,5.0
2013-01-01,85.88156825339726,4.579757267913074,0.05332642802237033,0.002289878633956537,5.0
2014-01-01,100.47619947264155,15.861690975580991,0.1578651567120623,0.007930845487790494,5.0
2015-01-01,112.36397095627527,2.228105201889143,0.01982935617998207,0.0011140526009445714,5.0
2016-01-01,113.97346325304645,0.06692338395738062,0.0005871839114759181,3.346169197869031e-05,5.0
2017-01-02,122.6087529849641,5.994960242006805,0.04889504293989505,0.0029974801210034025,5.0
2018-01-01,139.91780015041317,11.345691744241236,0.08108826562484897,0.005672845872120618,5.0
2019-01-01,136.7844681684483,3.6076979693956446,0.026375055718700538,0.0018038489846978222,5.0
2020-01-01,167.01662754718154,15.400705595014003,0.09221061292632893,0.007700352797507001,5.0
2021-01-01,192.1303335035446,6.727541884149616,0.03501551140557147,0.0033637709420748082,5.0
2022-01-03,222.65996914820585,29.541308031478366,0.13267453572588625,0.014770654015739184,5.0
2023-01-02,184.95445709975232,3.1587397386390705,0.01707847319913709,0.0015793698693195354,5.0
2024-01-01,216.82098061187725,20.102015876059454,0.09271250327957554,0.010051007938029728,5.0
2025-01-01,248.8081131367612,26.697865695924463,0.10730303509536111,0.01334893284796223,5.0
2026-01-01,283.47867246278565,11.76063170880704,0.04148683076096649,0.00588031585440352,5.0
