,Moat_AntiOverheat_NAV
1992-02-06,10634.693175352237
1992-02-07,10637.728047779112
1992-02-10,10626.02202011913
1992-02-11,10638.973870819693
1992-02-12,10650.575368066666
1992-02-13,10643.21425262971
1992-02-14,10624.122500343803
1992-02-18,10615.48019661074
1992-02-19,10619.870514102688
1992-02-20,10622.46303852832
1992-02-21,10607.00201151755
1992-02-24,10593.157271360082
1992-02-25,10600.281340596353
1992-02-26,10584.385443598276
1992-02-27,10631.243065474247
1992-02-28,10626.177094146771
1992-03-02,10604.658803769122
1992-03-03,10613.609703729511
1992-03-04,10603.60002816017
1992-03-05,10602.166779745472
1992-03-06,10598.478184626867
1992-03-09,10595.539817631226
1992-03-10,10592.297003316204
1992-03-11,10598.987117924338
1992-03-12,10587.166123993755
1992-03-13,10584.828593414073
1992-03-16,10548.945347055167
1992-03-17,10513.657329742538
1992-03-18,10526.227626967666
1992-03-19,10504.4825469018
1992-03-20,10514.342045244208
1992-03-23,10515.934636336668
1992-03-24,10514.061782851566
1992-03-25,10540.626972701872
1992-03-26,10533.773678792937
1992-03-27,10535.498835993403
1992-03-30,10563.249484220934
1992-03-31,10549.624253547709
1992-04-01,10571.223665679645
1992-04-02,10540.441896200999
1992-04-03,10542.169720588914
1992-04-06,10532.417894026736
1992-04-07,10528.71596947218
1992-04-08,10518.223438572255
1992-04-09,10527.596669201248
1992-04-10,10559.501865768154
1992-04-13,10551.819978681751
1992-04-14,10536.310597140162
1992-04-15,10536.603532766136
1992-04-16,10517.030865562676
1992-04-20,10520.034085986632
1992-04-21,10535.241000494956
1992-04-22,10534.192217328675
1992-04-23,10538.561422706047
1992-04-24,10521.708510258717
1992-04-27,10516.299496260435
1992-04-28,10526.544609199764
1992-04-29,10517.82710842599
1992-04-30,10524.460435976594
1992-05-01,10535.606727370357
1992-05-04,10537.850197642812
1992-05-05,10531.827822751009
1992-05-06,10532.126420175551
1992-05-07,10527.003095493503
1992-05-08,10535.424624859455
1992-05-11,10530.89727394538
1992-05-12,10523.520945507025
1992-05-13,10523.815979650048
1992-05-14,10539.90719818254
1992-05-15,10559.606341555591
1992-05-18,10560.919281760642
1992-05-19,10567.080071984863
1992-05-20,10544.784622991134
1992-05-21,10548.230465394474
1992-05-22,10553.051316082907
1992-05-26,10557.444410107679
1992-05-27,10564.988921874745
1992-05-28,10550.402188600336
1992-05-29,10556.580102248263
1992-06-01,10553.003447610221
1992-06-02,10573.19227265591
1992-06-03,10582.091814077701
1992-06-04,10569.313644986516
1992-06-05,10573.688179296232
1992-06-08,10575.067291465017
1992-06-09,10567.701276782325
1992-06-10,10567.107728989187
1992-06-11,10573.286648093395
1992-06-12,10586.233934766515
1992-06-15,10616.497891575407
1992-06-16,10614.09268211499
1992-06-17,10611.685497536972
1992-06-18,10605.662344516619
1992-06-19,10627.178266611683
1992-06-22,10619.963770963359
1992-06-23,10632.45629636524
1992-06-24,10619.673517315372
1992-06-25,10630.360223855649
1992-06-26,10632.013046824875
1992-06-29,10620.718228106489
1992-06-30,10634.099888376306
1992-07-01,10636.194304860908
1992-07-02,10668.986185064128
1992-07-06,10667.160480402612
1992-07-07,10658.798964506803
1992-07-08,10676.622022636126
1992-07-09,10675.033014959228
1992-07-10,10688.79275715449
1992-07-13,10689.895671629572
1992-07-14,10696.88326017637
1992-07-15,10711.997775505184
1992-07-16,10731.621093128608
1992-07-17,10765.69017221624
1992-07-20,10791.137816303028
1992-07-21,10780.96290654264
1992-07-22,10787.495345274092
1992-07-23,10794.926702597222
1992-07-24,10778.426943744864
1992-07-27,10787.622055836639
1992-07-28,10799.121260832386
1992-07-29,10769.08319954389
1992-07-30,10774.711052845942
1992-07-31,10785.305383315143
1992-08-03,10752.976764853443
1992-08-04,10741.446122120791
1992-08-05,10724.497625079066
1992-08-06,10705.743214999564
1992-08-07,10718.139790600046
1992-08-10,10724.164471288284
1992-08-11,10704.950589966342
1992-08-12,10693.412140026529
1992-08-13,10608.278376167254
1992-08-14,10594.474306580003
1992-08-17,10611.737859953157
1992-08-18,10600.638827627996
1992-08-19,10618.435379538818
1992-08-20,10612.304943215271
1992-08-21,10609.786502623438
1992-08-24,10660.46785286814
1992-08-25,10652.997693541654
1992-08-26,10627.472022347694
1992-08-27,10632.64584074054
1992-08-28,10642.334643059508
1992-08-31,10644.311834629074
1992-09-01,10660.321763587084
1992-09-02,10649.691613018147
1992-09-03,10635.899000518079
1992-09-04,10665.449739872978
1992-09-08,10668.791760051854
1992-09-09,10679.781825115548
1992-09-10,10670.90833557231
1992-09-11,10651.199070976632
1992-09-14,10709.465884396333
1992-09-15,10706.909386676853
1992-09-16,10735.512155318957
1992-09-17,10730.700366226876
1992-09-18,10720.466562816295
1992-09-21,10739.42963171589
1992-09-22,10740.489564037995
1992-09-23,10732.973260648745
1992-09-24,10733.58387423918
1992-09-25,10747.281594739852
1992-09-28,10733.688339957316
1992-09-29,10729.755179177164
1992-09-30,10743.871375493125
1992-10-01,10740.371083635879
1992-10-02,10735.951207100852
1992-10-05,10751.148336399441
1992-10-06,10758.925162907506
1992-10-07,10758.142394016606
1992-10-08,10761.895392047389
1992-10-09,10758.867728071338
1992-10-12,10728.138319026872
1992-10-13,10703.899002739035
1992-10-14,10704.498069023415
1992-10-15,10687.95501941051
1992-10-16,10687.66367548102
1992-10-19,10697.161788855172
1992-10-20,10705.910894113087
1992-10-21,10708.801044187123
1992-10-22,10699.482224533585
1992-10-23,10698.737653381386
1992-10-26,10691.098809264287
1992-10-27,10662.815464137935
1992-10-28,10662.980368801102
1992-10-29,10675.335625175128
1992-10-30,10673.696740797159
1992-11-02,10677.816488905482
1992-11-03,10670.320893859041
1992-11-04,10663.732500089585
1992-11-05,10666.623423264436
1992-11-06,10658.67649314373
1992-11-09,10637.124718084662
1992-11-10,10600.297048091048
1992-11-11,10608.167206094959
1992-11-12,10626.421750071517
1992-11-13,10638.802778577967
1992-11-16,10649.772115171358
1992-11-17,10640.494213975875
1992-11-18,10648.383505078738
1992-11-19,10641.369430490238
1992-11-20,10658.736016821244
1992-11-23,10642.240490100947
1992-11-24,10645.17829591207
1992-11-25,10646.306024946847
1992-11-27,10644.958056800784
1992-11-30,10648.360724437818
1992-12-01,10653.111178912606
1992-12-02,10662.840618582139
1992-12-03,10659.930411807129
1992-12-04,10663.784322641077
1992-12-07,10656.803955945154
1992-12-08,10663.35664493384
1992-12-09,10648.239833261003
1992-12-10,10650.725038552373
1992-12-11,10664.04404158919
1992-12-14,10666.997795322664
1992-12-15,10664.974638103819
1992-12-16,10687.323797003453
1992-12-17,10700.189582468409
1992-12-18,10685.963780175422
1992-12-21,10659.966892462677
1992-12-22,10648.89550727819
1992-12-23,10653.181198000075
1992-12-24,10653.850828390689
1992-12-28,10656.513215226089
1992-12-29,10652.668210840035
1992-12-30,10656.95431359717
1992-12-31,10657.611808087811
1993-01-04,10616.516618519505
1993-01-05,10683.465033788238
1993-01-06,10793.454851177696
1993-01-07,10758.593475466161
1993-01-08,10770.423638872762
1993-01-11,10809.915734624767
1993-01-12,10745.533796816757
1993-01-13,10817.488628999392
1993-01-14,10883.237081353955
1993-01-15,10750.975063176513
1993-01-18,10690.110631081434
1993-01-19,10706.253180944192
1993-01-20,10729.7041089075
1993-01-21,10853.356759600501
1993-01-22,10884.328868579181
1993-01-25,10936.29504909363
1993-01-26,10972.483417348267
1993-01-27,10869.437474739962
1993-01-28,10847.447472035308
1993-01-29,10830.296868570644
1993-02-01,10915.252914427208
1993-02-02,10891.922139162449
1993-02-03,10875.121777085984
1993-02-04,10794.505901043798
1993-02-05,10778.117845149714
1993-02-08,10703.696268439839
1993-02-09,10632.828196687593
1993-02-10,10710.668207997815
1993-02-11,10680.277844026028
1993-02-12,10584.728339162944
1993-02-16,10473.263445891598
1993-02-17,10511.58105231505
1993-02-18,10575.763824056648
1993-02-19,10602.69025626246
1993-02-22,10525.467265191028
1993-02-23,10543.156580704543
1993-02-24,10663.738443243974
1993-02-25,10738.95553334287
1993-02-26,10666.187979045564
1993-03-01,10610.781892222278
1993-03-02,10688.583526446047
1993-03-03,10784.67175412224
1993-03-04,10732.388067521104
1993-03-05,10764.569554401507
1993-03-08,10796.014530457149
1993-03-09,10784.848759405528
1993-03-10,10781.670333875874
1993-03-11,10852.499960913123
1993-03-12,10859.673566562307
1993-03-15,10927.24339898547
1993-03-16,10906.542671470785
1993-03-17,10831.19102656102
1993-03-18,10851.662604464693
1993-03-19,10806.971594298511
1993-03-22,10806.46089841869
1993-03-23,10787.764697605007
1993-03-24,10869.067851219957
1993-03-25,10958.95636072466
1993-03-26,10914.244395427435
1993-03-29,10864.521922581938
1993-03-30,10973.056236116363
1993-03-31,11011.3955581238
1993-04-01,11013.10835521288
1993-04-02,10900.809745671271
1993-04-05,10936.313723336089
1993-04-06,10855.93341777318
1993-04-07,10920.191795195127
1993-04-08,10903.158361102767
1993-04-12,10923.125567854762
1993-04-13,10821.720618253303
1993-04-14,10847.856629183174
1993-04-15,10808.349705333208
1993-04-16,10752.651290264075
1993-04-19,10758.943059764675
1993-04-20,10818.91821219909
1993-04-21,10794.188459736151
1993-04-22,10816.467381905839
1993-04-23,10801.598796549739
1993-04-26,10786.04961491513
1993-04-27,10884.402419262191
1993-04-28,10950.993926487323
1993-04-29,11023.387322990959
1993-04-30,11048.06520165912
1993-05-03,11119.303594007873
1993-05-04,11230.1012175057
1993-05-05,11262.04983299263
1993-05-06,11249.787807877783
1993-05-07,11317.127833357372
1993-05-10,11328.51571387449
1993-05-11,11302.412168616482
1993-05-12,11260.190015156639
1993-05-13,11349.190100716101
1993-05-14,11404.422424330196
1993-05-17,11441.96937384784
1993-05-18,11485.720933335584
1993-05-19,11788.186723744268
1993-05-20,11780.790683856896
1993-05-21,11681.709003933982
1993-05-24,11733.961288530918
1993-05-25,11669.687734259578
1993-05-26,11780.849271850377
1993-05-27,11774.309751305547
1993-05-28,11698.801849566351
1993-06-01,11844.077029482934
1993-06-02,11766.453460845722
1993-06-03,11829.104107076095
1993-06-04,11771.35463942361
1993-06-07,11548.308151169023
1993-06-08,11513.915942460511
1993-06-09,11393.547473923414
1993-06-10,11375.199454169378
1993-06-11,11395.91869098205
1993-06-14,11437.8285567168
1993-06-15,11397.516045325523
1993-06-16,11407.940576027562
1993-06-17,11417.93531042535
1993-06-18,11357.877776811585
1993-06-21,11330.526422800596
1993-06-22,11356.688987892912
1993-06-23,11313.795613432256
1993-06-24,11443.190920502693
1993-06-25,11502.413227724759
1993-06-28,11613.066179279587
1993-06-29,11489.163761845508
1993-06-30,11627.548341267695
1993-07-01,11622.69342530617
1993-07-02,11722.055054075638
1993-07-06,11696.13194611655
1993-07-07,11634.777256813895
1993-07-08,11675.839503750283
1993-07-09,11666.5532719143
1993-07-12,11728.86774232742
1993-07-13,11716.98752279218
1993-07-14,11722.524015752762
1993-07-15,11651.032970505183
1993-07-16,11348.073205825744
1993-07-19,11326.283910279213
1993-07-20,11433.235079914553
1993-07-21,11410.999105851504
1993-07-22,11376.527702278005
1993-07-23,11420.997315176222
1993-07-26,11496.69690371933
1993-07-27,11461.724250936177
1993-07-28,11487.836114019692
1993-07-29,11549.756326054061
1993-07-30,11516.473269637709
1993-08-02,11613.317617007819
1993-08-03,11608.003854835963
1993-08-04,11620.575701056956
1993-08-05,11526.1919174039
1993-08-06,11445.43163930043
1993-08-09,11409.965578605355
1993-08-10,11330.858617845406
1993-08-11,11292.494653634029
1993-08-12,11293.09001871221
1993-08-13,11212.823556321724
1993-08-16,11363.004276132955
1993-08-17,11400.598753393086
1993-08-18,11442.174759603717
1993-08-19,11351.370907072853
1993-08-20,11398.313816240874
1993-08-23,11460.536664913474
1993-08-24,11505.571905634308
1993-08-25,11387.351454376292
1993-08-26,11193.01666641951
1993-08-27,11150.04999035954
1993-08-30,11165.19999433531
1993-08-31,11269.972561358234
1993-09-01,11319.715201234223
1993-09-02,11285.746786800959
1993-09-03,11249.694649217327
