,Moat_AntiOverheat_NAV
1996-08-21,15815.715957166085
1996-08-22,15868.763077039062
1996-08-23,15914.466968558081
1996-08-26,15883.328808618386
1996-08-27,15971.577049484607
1996-08-28,15938.71415268202
1996-08-29,15838.935620643113
1996-08-30,15724.228311491172
1996-09-03,15842.60253331047
1996-09-04,15851.449940641092
1996-09-05,15734.436992688617
1996-09-06,15777.052665853671
1996-09-09,15763.420112233478
1996-09-10,15715.118039231897
1996-09-11,15670.009681160745
1996-09-12,15723.838903943924
1996-09-13,16043.108191926553
1996-09-16,16092.374602391752
1996-09-17,16169.825406628759
1996-09-18,16324.154229967691
1996-09-19,16343.746536675812
1996-09-20,16368.063468982713
1996-09-23,16247.5663230611
1996-09-24,16274.269641214561
1996-09-25,16252.751831084515
1996-09-26,16121.351192018094
1996-09-27,16191.290989446676
1996-09-30,16106.804985725992
1996-10-01,16225.140004432136
1996-10-02,16327.049076822192
1996-10-03,16239.994363175088
1996-10-04,16374.71533644784
1996-10-07,16442.865046206494
1996-10-08,16357.454046272289
1996-10-09,16305.142734063942
1996-10-10,16392.77793227099
1996-10-11,16454.562110012354
1996-10-14,16516.861988704306
1996-10-15,16517.46454945831
1996-10-16,16519.831443394534
1996-10-17,16458.505885645674
1996-10-18,16487.73119463007
1996-10-21,16373.723724177886
1996-10-22,16282.90115488833
1996-10-23,16332.723153127386
1996-10-24,16395.988945980014
1996-10-25,16340.928485715292
1996-10-28,16360.484291822911
1996-10-29,16215.820769097765
1996-10-30,16171.044847212306
1996-10-31,16254.130120275368
1996-11-01,16388.114812972464
1996-11-04,16452.38421338358
1996-11-05,16538.917300171463
1996-11-06,16620.617713442825
1996-11-07,16635.755554453317
1996-11-08,16693.777795281017
1996-11-11,16695.272418955945
1996-11-12,16606.72527252311
1996-11-13,16728.99126045505
1996-11-14,16901.117707588153
1996-11-15,16799.21636597895
1996-11-18,16785.330681177074
1996-11-19,16854.214912210147
1996-11-20,16918.657211079353
1996-11-21,16791.000165313493
1996-11-22,16959.463709257492
1996-11-25,16982.088097013755
1996-11-26,16916.971734893566
1996-11-27,16940.028817192742
1996-11-29,16914.499258956417
1996-12-02,17004.781618034038
1996-12-03,16922.002623510885
1996-12-04,16777.021316362545
1996-12-05,16758.171889174202
1996-12-06,16712.07080366619
1996-12-09,17035.294068477626
1996-12-10,17040.821707561518
1996-12-11,16996.80285448663
1996-12-12,16877.136080282446
1996-12-13,16650.328268285615
1996-12-16,16430.979688923566
1996-12-17,16565.9738987436
1996-12-18,16641.870745518296
1996-12-19,16674.12018810968
1996-12-20,16750.264472710944
1996-12-23,16696.75555223242
1996-12-24,16775.105111055174
1996-12-26,16834.29394216395
1996-12-27,16744.714052979412
1996-12-30,16594.126710191107
1996-12-31,16527.978462953764
1997-01-02,16482.997737331767
1997-01-03,16671.97344223684
1997-01-06,16301.123739888817
1997-01-07,16287.066669964373
1997-01-08,16178.630222099593
1997-01-09,16104.033166494388
1997-01-10,16171.312352407429
1997-01-13,16177.259214846063
1997-01-14,16249.988178158368
1997-01-15,16068.417860078856
1997-01-16,16038.962834594118
1997-01-17,16108.82636510007
1997-01-20,16207.869279365934
1997-01-21,16306.371567781589
1997-01-22,16327.649937550064
1997-01-23,16163.704657757284
1997-01-24,16185.534347105793
1997-01-27,16128.40670319891
1997-01-28,16100.954435552347
1997-01-29,16102.06047168711
1997-01-30,16158.719905525595
1997-01-31,16170.865986377881
1997-02-03,16160.071678792367
1997-02-04,16141.050271436612
1997-02-05,15956.137787709114
1997-02-06,16016.913113900633
1997-02-07,16047.212805290605
1997-02-10,15995.894645567552
1997-02-11,15964.120708848537
1997-02-12,16065.523717928123
1997-02-13,16160.263833152274
1997-02-14,16112.435830919845
1997-02-18,16258.767172716063
1997-02-19,16283.96557373532
1997-02-20,16188.236925231122
1997-02-21,16212.663012892977
1997-02-24,16313.045321875405
1997-02-25,16343.705566583814
1997-02-26,16396.735530245827
1997-02-27,16345.94122815984
1997-02-28,16267.440601536973
1997-03-03,16353.595047007899
1997-03-04,16344.189659244752
1997-03-05,16363.420807961626
1997-03-06,16127.827331880842
1997-03-07,16031.535636336397
1997-03-10,16116.446665883339
1997-03-11,16078.047197967742
1997-03-12,16005.535298088545
1997-03-13,16132.667811566133
1997-03-14,16325.668488901238
1997-03-17,16374.204005801952
1997-03-18,16210.182451590954
1997-03-19,16136.870052107115
1997-03-20,16269.715098532673
1997-03-21,16192.015779893176
1997-03-24,16071.753830009446
1997-03-25,16034.06410352284
1997-03-26,16145.15093366033
1997-03-27,16267.354852925144
1997-03-31,16168.202127166176
1997-04-01,16105.480250211367
1997-04-02,16124.781908897456
1997-04-03,16300.07173604209
1997-04-04,16303.109383210287
1997-04-07,16415.561090981555
1997-04-08,16426.56852303034
1997-04-09,16350.957488414084
1997-04-10,16279.801495211057
1997-04-11,16161.820607332487
1997-04-14,16328.892139205387
1997-04-15,16188.354697144001
1997-04-16,16187.369363343896
1997-04-17,16209.702861816933
1997-04-18,16378.819585152947
1997-04-21,16314.990192320747
1997-04-22,16372.660096501006
1997-04-23,16525.065455609227
1997-04-24,16553.540032647616
1997-04-25,16469.401327718206
1997-04-28,16484.551244562008
1997-04-29,16580.51407051774
1997-04-30,16639.19442192335
1997-05-01,16644.88172152689
1997-05-02,16727.10768246505
1997-05-05,16806.863970122555
1997-05-06,16745.810235619
1997-05-07,16625.697711515044
1997-05-08,16753.64083142553
1997-05-09,16795.38075978259
1997-05-12,16891.97578905377
1997-05-13,16936.472214923335
1997-05-14,16892.43179380311
1997-05-15,16950.860336387814
1997-05-16,16791.508239359548
1997-05-19,16712.201676856548
1997-05-20,16883.821656116565
1997-05-21,16942.777816421516
1997-05-22,16922.439408070844
1997-05-23,16995.53954790634
1997-05-27,17133.97178853409
1997-05-28,17078.851767542954
1997-05-29,17065.18858190079
1997-05-30,17031.539556633437
1997-06-02,17136.583123036227
1997-06-03,16941.808885785806
1997-06-04,16889.335221190606
1997-06-05,16941.99618515302
1997-06-06,17120.532375425468
1997-06-09,17138.281546474955
1997-06-10,17042.73378420124
1997-06-11,17135.09473493763
1997-06-12,17130.351588126923
1997-06-13,17248.27561304983
1997-06-16,17275.397128502005
1997-06-17,17444.872034782682
1997-06-18,17210.42052085947
1997-06-19,17130.62183227409
1997-06-20,17049.689609955458
1997-06-23,16998.418908468142
1997-06-24,17153.526467579068
1997-06-25,17140.14611023754
1997-06-26,17032.49624727724
1997-06-27,17000.61947153215
1997-06-30,16919.373549675583
1997-07-01,16725.29440387463
1997-07-02,16747.744511467703
1997-07-03,16890.89422548574
1997-07-07,16689.7036494465
1997-07-08,16822.60394120547
1997-07-09,16785.839588151743
1997-07-10,16788.105809630248
1997-07-11,16944.349331582394
1997-07-14,17192.513020429014
1997-07-15,17349.478322591367
1997-07-16,17625.615448706092
1997-07-17,17668.734122392143
1997-07-18,17540.417671489427
1997-07-21,17357.917328553118
1997-07-22,17649.972103976263
1997-07-23,17507.29774706976
1997-07-24,17300.913936361747
1997-07-25,17375.30045542996
1997-07-28,17375.016058268513
1997-07-29,17450.98147888105
1997-07-30,17592.422629277975
1997-07-31,17555.251017723607
1997-08-01,17660.32577383522
1997-08-04,17767.911232790477
1997-08-05,17798.13418525804
1997-08-06,18339.70911544475
1997-08-07,18554.537464306133
1997-08-08,18345.61307798606
1997-08-11,18175.795856785568
1997-08-12,17884.75664669693
1997-08-13,18029.923018153528
1997-08-14,18029.088229090892
1997-08-15,17877.89288453509
1997-08-18,17981.244811036093
1997-08-19,18311.669418259557
1997-08-20,18336.43150858695
1997-08-21,18188.00827378693
1997-08-22,18211.91427220474
1997-08-25,18081.88838566015
1997-08-26,17950.161527750955
1997-08-27,17951.786664727773
1997-08-28,17741.72872698111
1997-08-29,17825.53086012938
1997-09-02,17983.72534473457
1997-09-03,17950.34413467572
1997-09-04,18017.209003986158
1997-09-05,17995.633815588517
1997-09-08,18014.001687502052
1997-09-09,18038.595357354723
1997-09-10,17916.97427058899
1997-09-11,17978.169571989645
1997-09-12,17985.513712055807
1997-09-15,17743.108498552956
1997-09-16,17967.68500082884
1997-09-17,17680.971437321357
1997-09-18,17744.40995190024
1997-09-19,17839.247719231927
1997-09-22,17836.407276651196
1997-09-23,17811.655680707267
1997-09-24,17788.50432151125
1997-09-25,17810.313203672813
1997-09-26,17829.412713896778
1997-09-29,17905.094469261014
1997-09-30,17844.65675423846
1997-10-01,17907.24366517383
1997-10-02,17874.92315126678
1997-10-03,17955.154667012983
1997-10-06,17968.81618202365
1997-10-07,18009.11456817432
1997-10-08,18026.948960272075
1997-10-09,18053.352039799563
1997-10-10,17955.40525275874
1997-10-13,17968.549059266254
1997-10-14,17940.079447237582
1997-10-15,17930.973162742415
1997-10-16,17695.187503664223
1997-10-17,17498.889197882996
1997-10-20,17409.409675361312
1997-10-21,17620.216355357
1997-10-22,17476.84743882608
1997-10-23,17382.52114820265
1997-10-24,17170.96222664143
1997-10-27,16833.624962663627
1997-10-28,17246.803939812715
1997-10-29,17182.14094984713
1997-10-30,17025.74031851293
1997-10-31,17143.559843075127
1997-11-03,17294.602042712686
1997-11-04,17410.97660125105
1997-11-05,17389.04988344399
1997-11-06,17330.35215676214
1997-11-07,17309.14597072449
1997-11-10,17210.17379192464
1997-11-11,17239.491655212907
1997-11-12,16948.3778855867
1997-11-13,17078.25163200765
1997-11-14,17125.114396731653
1997-11-17,17239.289597558018
1997-11-18,17163.53957063247
1997-11-19,17229.325426892476
1997-11-20,17264.759089663592
1997-11-21,17266.53606305778
1997-11-24,17044.997819504744
1997-11-25,17094.21030886857
1997-11-26,17073.713198833248
1997-11-28,17117.06516905581
1997-12-01,17048.972242545897
1997-12-02,16793.03325521735
1997-12-03,16797.72387195545
1997-12-04,16696.73155085843
1997-12-05,16752.660576725575
1997-12-08,16867.805452296845
1997-12-09,16194.762624216604
1997-12-10,16185.413942866931
1997-12-11,15998.754621769256
1997-12-12,15942.227899330246
1997-12-15,15951.610939574004
1997-12-16,16074.319244475384
1997-12-17,15967.668576606946
1997-12-18,15855.120309959892
1997-12-19,15765.188301659568
1997-12-22,15732.902652819
1997-12-23,15620.865605586034
1997-12-24,15544.572646083472
1997-12-26,15619.953358152543
1997-12-29,15746.348492394027
1997-12-30,15830.11040534066
1997-12-31,15802.338585766003
1998-01-02,16097.486387415847
1998-01-05,16019.756433740384
1998-01-06,16258.29386652297
1998-01-07,15968.126989392378
1998-01-08,15992.608708684365
1998-01-09,15791.7003281564
1998-01-12,15786.426935195484
1998-01-13,16023.401991090228
1998-01-14,16122.077121957094
1998-01-15,16059.956183791692
1998-01-16,16198.64110256196
1998-01-20,16288.453605238987
1998-01-21,16298.738837433144
1998-01-22,16387.45042484926
1998-01-23,16326.551117347326
1998-01-26,16528.0354074083
1998-01-27,16479.986541683847
1998-01-28,16705.430775991164
1998-01-29,16751.869258134648
1998-01-30,16848.524458152053
1998-02-02,16899.18879788372
1998-02-03,16925.833180057864
1998-02-04,16911.208588144862
1998-02-05,16867.903621235353
1998-02-06,17149.14404031226
1998-02-09,17281.687593893326
1998-02-10,17283.595621298562
1998-02-11,17197.8452176077
1998-02-12,17245.983137648458
1998-02-13,17212.64698808373
1998-02-17,17131.55414304405
1998-02-18,17230.981957605698
1998-02-19,17176.310312334062
1998-02-20,17102.010458238234
1998-02-23,17348.709224502585
1998-02-24,17333.164304129896
1998-02-25,17507.702441357425
1998-02-26,17617.642916964665
1998-02-27,17620.71086679498
1998-03-02,17482.430012832887
1998-03-03,17662.62254600975
1998-03-04,17735.64603065825
1998-03-05,17540.5222434736
1998-03-06,17774.030607845292
1998-03-09,17422.58379095364
1998-03-10,17710.136085769125
1998-03-11,17955.968275206105
1998-03-12,18050.992701379288
1998-03-13,18193.264220765355
1998-03-16,18168.11568267421
1998-03-17,18027.10428333807
1998-03-18,18107.30484809644
1998-03-19,18105.46288963872
1998-03-20,18057.833258900035
1998-03-23,18175.21131482293
1998-03-24,18527.839247094747
1998-03-25,18548.94180013554
1998-03-26,18539.94088128306
1998-03-27,18576.037173231696
1998-03-30,18647.18673842983
1998-03-31,18695.89505611069
1998-04-01,18705.156081921075
1998-04-02,18611.26587573653
1998-04-03,18584.41282580437
1998-04-06,18438.537005024795
1998-04-07,18275.674320069313
1998-04-08,18257.37162176119
1998-04-09,18293.67715038896
1998-04-13,18473.470076253187
1998-04-14,18554.696012516783
1998-04-15,18621.193348552497
1998-04-16,18679.797690086212
1998-04-17,18641.872512904476
1998-04-20,18811.88802112007
1998-04-21,18824.116942335255
1998-04-22,18859.11852897289
1998-04-23,18669.71286091644
1998-04-24,18687.502437744733
1998-04-27,18542.15503192925
1998-04-28,18427.311508153078
1998-04-29,18455.126322571556
1998-04-30,18490.050153756703
1998-05-01,18454.965655205673
1998-05-04,18576.985530271326
1998-05-05,18545.12808297759
1998-05-06,18562.214375155676
1998-05-07,18410.944829070973
1998-05-08,18590.34928338259
1998-05-11,18519.35952632625
1998-05-12,18486.979359233712
1998-05-13,18540.956478997792
1998-05-14,18521.844017851337
1998-05-15,18538.90243198788
1998-05-18,18330.313269088503
1998-05-19,18444.833800261775
1998-05-20,18378.61603198538
1998-05-21,18308.546486964544
1998-05-22,18159.53543191861
1998-05-26,17940.715959424368
1998-05-27,17910.176653951883
1998-05-28,18060.3067941268
1998-05-29,17867.174728476213
1998-06-01,17668.394060509643
1998-06-02,17928.778608493212
1998-06-03,17803.85898035169
1998-06-04,17991.44884193466
1998-06-05,18046.666504709574
1998-06-08,18085.099614862673
1998-06-09,18330.873534541344
1998-06-10,18126.873425716978
1998-06-11,18005.866074745652
1998-06-12,18060.526205038877
1998-06-15,17932.360125214727
1998-06-16,18076.876573429818
1998-06-17,18189.101154830318
1998-06-18,18160.46866709896
1998-06-19,18285.166123459763
1998-06-22,18298.507239046354
1998-06-23,18469.737127788485
1998-06-24,18646.093293416186
1998-06-25,18561.46257579048
1998-06-26,18599.80037262934
1998-06-29,18716.88100268908
1998-06-30,18789.595565801945
1998-07-01,18912.26570108422
1998-07-02,18638.899946594825
1998-07-06,18792.19803585745
1998-07-07,18803.80216090039
1998-07-08,19075.36696406158
1998-07-09,19075.09100539431
1998-07-10,19190.462242920745
1998-07-13,19540.761232329132
1998-07-14,19523.312523220186
1998-07-15,19715.78248716191
1998-07-16,20093.984876048376
1998-07-17,19984.864435344032
1998-07-20,19954.170832271728
1998-07-21,19804.303385423817
1998-07-22,19697.186030074838
1998-07-23,19532.05524613769
1998-07-24,19514.943426785958
1998-07-27,19643.116583334064
1998-07-28,19469.696424266967
1998-07-29,19561.46756359726
1998-07-30,19757.895329995106
1998-07-31,19454.71094976904
1998-08-03,19433.594415196476
1998-08-04,19165.381409755435
1998-08-05,19349.541471042245
1998-08-06,19528.975573175667
1998-08-07,19397.961119066567
1998-08-10,19471.05017782191
1998-08-11,19530.464973524642
1998-08-12,19737.570500769616
1998-08-13,19564.394204434066
1998-08-14,19646.858239485446
1998-08-17,19862.94325450126
1998-08-18,19989.10829636789
1998-08-19,19918.039183577668
1998-08-20,19936.294163966966
1998-08-21,20120.95857468741
1998-08-24,19906.589995939852
1998-08-25,19897.119171806706
1998-08-26,19828.356045154702
1998-08-27,19302.033902005525
1998-08-28,18699.197938178753
1998-08-31,18079.74362184327
1998-09-01,18639.694017181846
1998-09-02,18767.868038222106
1998-09-03,18539.39410579456
1998-09-04,18737.15804645989
1998-09-08,19253.718189457017
1998-09-09,19155.23058303409
1998-09-10,19333.662099954516
1998-09-11,19654.92185992721
1998-09-14,19678.69243380615
1998-09-15,19873.56618140103
1998-09-16,19761.921130817827
1998-09-17,19560.065413846205
1998-09-18,19665.47776029461
1998-09-21,19839.445139428368
1998-09-22,19867.649580515277
1998-09-23,20107.48543333622
1998-09-24,20087.177445586494
1998-09-25,20314.7955802748
1998-09-28,20150.247407502284
1998-09-29,20361.2557514034
1998-09-30,20125.123640400765
1998-10-01,19651.272330042364
1998-10-02,19575.322789165628
1998-10-05,19028.811305553398
1998-10-06,18871.128360166575
1998-10-07,18863.306599878815
1998-10-08,18683.224397629256
1998-10-09,19338.505958082038
1998-10-12,19554.41676232573
1998-10-13,19584.33786188678
1998-10-14,19602.32257492172
1998-10-15,19779.808896631774
1998-10-16,19752.311346864903
1998-10-19,19893.25619766949
1998-10-20,19514.633611435886
1998-10-21,19835.612624434718
1998-10-22,19851.625058821053
1998-10-23,19622.04271828796
1998-10-26,19856.758775470036
1998-10-27,19587.524698526056
1998-10-28,19828.242413216434
1998-10-29,19866.31912973868
1998-10-30,19949.517271380137
1998-11-02,20032.809711583315
1998-11-03,19959.333434569748
1998-11-04,20124.768402011057
1998-11-05,20200.7763974209
1998-11-06,20280.370402088698
1998-11-09,20179.510692124673
1998-11-10,20046.99128320136
1998-11-11,20029.410376957574
1998-11-12,19993.343957958106
1998-11-13,20253.9419410252
1998-11-16,20167.941346599207
1998-11-17,20152.446216614695
1998-11-18,20243.243818970055
1998-11-19,20334.70892885892
1998-11-20,20400.001949217545
1998-11-23,20774.533193150877
1998-11-24,20690.486829029174
1998-11-25,20644.983318168517
1998-11-27,20819.017997652125
1998-11-30,20225.008736520598
1998-12-01,20791.298279135564
1998-12-02,20880.836467733476
1998-12-03,20425.339163604374
1998-12-04,20562.315000326784
1998-12-07,20874.585975506347
1998-12-08,20538.77543169302
1998-12-09,20681.737630799125
1998-12-10,20509.59584959471
1998-12-11,20852.642561395398
1998-12-14,20583.720943919263
1998-12-15,20976.338649240424
1998-12-16,20909.27187983705
1998-12-17,21013.283246129104
1998-12-18,21252.089252612368
1998-12-21,21256.39756155172
1998-12-22,21520.105365974232
1998-12-23,21924.469716141655
1998-12-24,21790.068558962234
1998-12-28,22157.790193202025
1998-12-29,22169.412121561203
1998-12-30,22020.88627207258
1998-12-31,22056.96496928939
1999-01-04,22126.284662807644
1999-01-05,22724.733386793712
1999-01-06,23363.610326580016
1999-01-07,23537.26679883301
1999-01-08,23390.153513599253
1999-01-11,23353.710577642618
1999-01-12,23103.59735352624
1999-01-13,23227.75389088573
1999-01-14,22774.04103142019
1999-01-15,23203.452353159253
1999-01-19,23403.219638281425
1999-01-20,23529.149842369585
1999-01-21,23189.49200115916
1999-01-22,23386.258490674783
1999-01-25,23523.603245513437
1999-01-26,23884.493407554735
1999-01-27,23539.524284554787
1999-01-28,23870.020893296543
1999-01-29,24237.912621553725
1999-02-01,24387.992565455548
1999-02-02,24045.68239310104
1999-02-03,24293.01309544002
1999-02-04,23889.262145409954
1999-02-05,23641.71699640431
1999-02-08,24061.313311694725
1999-02-09,23616.76349846074
1999-02-10,23734.59156999739
1999-02-11,24257.327438388984
1999-02-12,23868.0577392834
1999-02-16,23659.22882930233
1999-02-17,23261.25174830359
1999-02-18,23075.346672347707
1999-02-19,23317.213000476193
1999-02-22,23570.471011176494
1999-02-23,23791.559342161294
1999-02-24,23584.946718189116
1999-02-25,23606.001509100384
1999-02-26,23122.295390808635
1999-03-01,22955.814236253296
1999-03-02,22883.82500357263
1999-03-03,22821.93326624973
1999-03-04,22991.65811225523
1999-03-05,23159.13617222662
1999-03-08,23444.84408821406
1999-03-09,23542.93207496841
1999-03-10,23470.565674425867
1999-03-11,23480.89662219419
1999-03-12,22788.21733063175
1999-03-15,23037.16227262014
1999-03-16,23209.33020057369
1999-03-17,23113.943480715458
1999-03-18,23390.05412170054
1999-03-19,22993.163597183397
1999-03-22,23055.648366216963
1999-03-23,22653.780021154533
1999-03-24,22669.136377803796
1999-03-25,23030.61777502741
1999-03-26,22794.26101711703
1999-03-29,23198.148877040665
1999-03-30,23154.24404477195
1999-03-31,23018.959923767172
1999-04-01,23172.94026959849
1999-04-05,23398.469293779763
1999-04-06,23266.36290768174
1999-04-07,23155.127326309594
1999-04-08,23354.656835259848
1999-04-09,23433.499654688752
1999-04-12,23242.793759810917
1999-04-13,22935.927987995037
1999-04-14,22846.64610541662
1999-04-15,23004.15902112778
1999-04-16,22939.768205869314
1999-04-19,22453.962895344077
1999-04-20,22422.796488401913
1999-04-21,22746.15505814556
1999-04-22,23152.741152893912
1999-04-23,23423.709502072088
1999-04-26,23636.303054391108
1999-04-27,23642.71980743583
1999-04-28,23340.398686148685
1999-04-29,23059.58708529562
1999-04-30,23129.834497975222
1999-05-03,23295.053573558198
1999-05-04,22874.62476795634
1999-05-05,22920.246569397474
1999-05-06,22800.41125492325
1999-05-07,22857.385740668753
1999-05-10,22615.009600122285
1999-05-11,22692.090679870715
1999-05-12,22839.518715954426
1999-05-13,22732.74284190869
1999-05-14,22710.10441782851
1999-05-17,22820.963045547207
1999-05-18,23029.991242935837
1999-05-19,23202.718729206634
1999-05-20,22843.64016785503
1999-05-21,22890.34458352074
1999-05-24,22617.60683094171
1999-05-25,22434.34469983905
1999-05-26,22698.476219070606
1999-05-27,22623.71069096858
1999-05-28,22790.058816992456
1999-06-01,22790.422207218704
1999-06-02,22985.888211733472
1999-06-03,23027.58454532476
1999-06-04,23363.687065906335
1999-06-07,23419.50701861381
1999-06-08,23191.538624341672
1999-06-09,23411.989090448616
1999-06-10,23388.30589433969
1999-06-11,23172.804408622535
1999-06-14,23321.26161703351
1999-06-15,23292.872042088595
1999-06-16,24284.793138306908
1999-06-17,24401.78090672169
1999-06-18,24516.875009086234
1999-06-21,24698.969831913833
1999-06-22,24340.60416683668
1999-06-23,24262.23259415796
1999-06-24,24229.79747599954
1999-06-25,24302.552452983644
1999-06-28,24372.64821377939
1999-06-29,24777.639090242974
1999-06-30,25053.73762502862
1999-07-01,25254.26950873543
1999-07-02,25390.333233696143
1999-07-06,25240.740431304614
1999-07-07,25407.722317956424
1999-07-08,25754.443767798
1999-07-09,25928.272799510458
1999-07-12,25810.449385065138
1999-07-13,25636.046996024295
1999-07-14,25960.895543308685
1999-07-15,25955.36482298261
1999-07-16,26456.46383066798
1999-07-19,26355.396623142897
1999-07-20,25513.982598089242
1999-07-21,25598.15928724881
1999-07-22,25126.212229298922
1999-07-23,25161.12929725378
1999-07-26,24730.915145119317
1999-07-27,25306.204740947316
1999-07-28,25567.387010138642
1999-07-29,25375.655421651332
1999-07-30,25486.265940372177
1999-08-02,25408.61039509781
1999-08-03,25301.454435013842
1999-08-04,25079.097534024306
1999-08-05,25077.104627976398
1999-08-06,24915.280156737983
1999-08-09,25118.99695889598
1999-08-10,25331.61662322215
1999-08-11,25899.15106012414
1999-08-12,25631.910129731023
1999-08-13,25861.93760621039
1999-08-16,25891.499170303712
1999-08-17,25729.445760833627
1999-08-18,25405.30285077166
1999-08-19,25347.713450077532
1999-08-20,25466.905606840955
1999-08-23,25698.367706421664
1999-08-24,25856.097003802373
1999-08-25,26089.97760521226
1999-08-26,26148.02347372457
1999-08-27,26337.375200395913
1999-08-30,26113.14701927748
1999-08-31,26262.428906785677
1999-09-01,26655.972434688072
1999-09-02,26802.296302583243
1999-09-03,27504.39115810256
1999-09-07,27838.783620702194
1999-09-08,27723.35630039092
1999-09-09,27801.978438870236
1999-09-10,27970.936953791406
1999-09-13,27633.76833775204
1999-09-14,27924.37802270381
1999-09-15,27433.84764019339
1999-09-16,27423.41600270113
1999-09-17,27697.632714897954
1999-09-20,28011.19332557356
1999-09-21,27373.775137976903
1999-09-22,27699.22370873732
1999-09-23,27033.291234928376
1999-09-24,27134.249725142803
1999-09-27,27356.78256111964
1999-09-28,27773.816864531393
1999-09-29,27964.010562257223
1999-09-30,28107.603047336503
1999-10-01,28190.59878029326
1999-10-04,28644.572571802837
1999-10-05,29253.519493640062
1999-10-06,29196.085541919845
1999-10-07,29138.067255657574
1999-10-08,29170.271630898325
1999-10-11,29273.09971274817
1999-10-12,29377.224084581725
1999-10-13,29075.218197152808
1999-10-14,29342.274409461745
1999-10-15,28990.28878651998
1999-10-18,28575.1584613768
1999-10-19,28215.423885453518
1999-10-20,28909.33743859715
1999-10-21,28918.715221998304
1999-10-22,28817.734510593247
1999-10-25,28762.349966977563
1999-10-26,28731.475974098503
1999-10-27,28586.84605524966
1999-10-28,28973.34848364404
1999-10-29,29640.282004850167
1999-11-01,29561.040711060632
1999-11-02,29937.216242082028
1999-11-03,30599.57279467765
1999-11-04,30867.44950754793
1999-11-05,31276.94944901567
1999-11-08,31625.817708721923
1999-11-09,31139.35037768475
1999-11-10,31302.0522746675
1999-11-11,31916.059351226213
1999-11-12,31993.9565561295
1999-11-15,31753.029390429838
1999-11-16,32178.186552829095
1999-11-17,32595.385509541084
1999-11-18,32827.084501623256
1999-11-19,33105.46791286304
1999-11-22,33083.549745554126
1999-11-23,32903.65396777229
1999-11-24,32992.44648589281
1999-11-26,33536.058224001645
1999-11-29,33443.90017012703
1999-11-30,33394.51452979296
1999-12-01,34129.82768176944
1999-12-02,34956.18258014406
1999-12-03,35517.49014103711
1999-12-06,35426.42104703991
1999-12-07,36015.051392768204
1999-12-08,35325.00415320869
1999-12-09,35054.32402467842
1999-12-10,35031.75586836079
1999-12-13,34457.1459176355
1999-12-14,34133.71401287831
1999-12-15,35371.15328544104
1999-12-16,35729.77995521978
1999-12-17,36135.86409528212
1999-12-20,36829.575058446295
1999-12-21,37715.64083453486
1999-12-22,38360.46585280034
1999-12-23,38722.72868709342
1999-12-27,38214.31878037206
1999-12-28,38115.17565716293
1999-12-29,38680.49526804598
1999-12-30,38708.45933119907
1999-12-31,39262.10569235138
2000-01-03,40390.496320935024
2000-01-04,38924.1139144662
2000-01-05,38678.70430216672
2000-01-06,37749.013389780215
2000-01-07,38405.925282962606
2000-01-10,39112.45932131625
2000-01-11,38620.08314541477
2000-01-12,38136.286340006765
2000-01-13,38693.925744576874
2000-01-14,39472.038481917116
2000-01-18,40026.1013420206
2000-01-19,40090.26044310582
2000-01-20,40905.661388414774
2000-01-21,40679.074929719216
2000-01-24,39720.98520784847
2000-01-25,40276.105836031624
2000-01-26,39542.58249144915
2000-01-27,39257.39888724028
2000-01-28,38517.119775860934
2000-01-31,38811.61731274816
2000-02-01,39306.860662919455
2000-02-02,39482.31514956234
2000-02-03,40126.38575115429
2000-02-04,40730.970215197245
2000-02-07,41889.31830193196
2000-02-08,41643.89978782712
2000-02-09,41776.38670529498
2000-02-10,42112.44448412002
2000-02-11,41319.26965493623
2000-02-14,41590.882154982224
2000-02-15,41407.305044832305
2000-02-16,41095.30985533122
2000-02-17,41391.20159284299
2000-02-18,40601.682070090865
2000-02-22,40711.70322916299
2000-02-23,41279.61377060719
2000-02-24,40874.9027411406
2000-02-25,40762.34008353
2000-02-28,40782.943917770885
2000-02-29,41236.872811088695
2000-03-01,42134.16195965546
2000-03-02,41559.779841024
2000-03-03,42565.363938770606
2000-03-06,42080.982741540945
2000-03-07,41869.9216810599
2000-03-08,42397.633654843936
2000-03-09,42753.4528636409
2000-03-10,43179.44658397354
2000-03-13,42504.74730517085
2000-03-14,41790.52225343063
2000-03-15,41734.272810948656
2000-03-16,42131.315925636954
2000-03-17,42280.06075617525
2000-03-20,42080.14689643137
2000-03-21,42606.30718456313
2000-03-22,43396.20118920146
2000-03-23,43736.36145429881
2000-03-24,43560.85351655464
2000-03-27,43574.44030280113
2000-03-28,43242.82855918367
2000-03-29,42258.8650466042
2000-03-30,41101.5324405127
2000-03-31,41632.15432346145
2000-04-03,40557.240547106
2000-04-04,40422.902321688205
2000-04-05,41211.2451666789
2000-04-06,41608.65609048
2000-04-07,42294.18072724697
2000-04-10,41404.95688095803
2000-04-11,40673.18835791386
2000-04-12,39476.0806964365
2000-04-13,39602.626200479
2000-04-14,38322.90985766353
2000-04-17,39933.649056606264
2000-04-18,40799.58937113149
2000-04-19,40168.69956472418
2000-04-20,39759.49329133087
2000-04-24,39100.225713490545
2000-04-25,40049.33822955137
2000-04-26,39336.89032008924
2000-04-27,40057.047118567614
2000-04-28,40340.43244295913
2000-05-01,40465.86921289387
