,해자+과열회피,기존 해자기업 고정,NASDAQ 40%,S&P500 100%
1990-05-07,9979.165376107805,9627.339039906536,9627.339039906536,9467.31898212181
1990-05-08,9975.808888429294,9628.332979593648,9628.332979593648,9508.46583013767
1990-05-09,9974.702599884493,9622.000643989755,9622.000643989755,9532.096611648643
1990-05-10,9987.12277872681,9650.100570428958,9650.100570428956,9558.786871765413
1990-05-11,9964.573178134508,9669.361380301489,9669.361380301489,9786.204721031709
1990-05-14,9972.438208358479,9705.146680284615,9705.14668028462,9862.659445414767
1990-05-15,9964.536115667948,9704.22746127426,9704.22746127426,9849.592604037109
1990-05-16,9981.826156514759,9724.143544050745,9724.143544050745,9841.80815694666
1990-05-17,9978.443671362724,9744.286305238742,9744.28630523874,9854.87499832432
1990-05-18,9985.211876582056,9772.83742402105,9772.83742402105,9859.601663691174
1990-05-21,10013.835319994638,9838.91428796634,9838.914287966338,9953.015028776566
1990-05-22,10030.394653915475,9863.312961296208,9863.312961296208,9964.96956387242
1990-05-23,9952.213610548735,9810.391087616028,9810.39108761603,9988.87948250522
1990-05-24,9968.75429648993,9838.265277834354,9838.265277834354,9964.413834952064
1990-05-25,9970.265420286885,9798.852151539812,9798.852151539812,9857.932780047911
1990-05-29,9985.381977928413,9843.580155771942,9843.580155771942,10026.689411675658
1990-05-30,9977.131846268443,9845.780463311768,9845.78046331177,10032.52753488322
1990-05-31,9953.470433885383,9822.988619660631,9822.988619660631,10042.814883218012
1990-06-01,9958.002901153974,9853.647346726228,9853.647346726228,10096.471995250076
1990-06-04,9914.418778064404,9837.952289918703,9837.9522899187,10214.351007888625
1990-06-05,9923.830074772897,9837.788075902585,9837.788075902585,10193.22227918089
1990-06-06,9935.873268548701,9852.44799113736,9852.44799113736,10146.514748197094
1990-06-07,9887.014524872078,9794.884316795951,9794.884316795951,10096.193706569353
1990-06-08,9893.79519719323,9772.929235429056,9772.92923542906,9972.754010962868
1990-06-11,9907.372207051596,9800.450566958662,9800.450566958662,10053.935400712786
