,해자+과열회피,기존 해자기업 고정,NASDAQ 40%,S&P500 100%
1998-08-10,19471.05017782191,21598.161576845578,19371.078410159495,30113.15319571278
1998-08-11,19530.464973524642,21315.130740924385,19144.17177850578,29719.47991918088
1998-08-12,19737.570500769616,21598.111568117405,19299.69107652259,30143.17782935167
1998-08-13,19564.394204434066,21397.41879810436,19164.29447869091,29884.34559992505
1998-08-14,19646.858239485446,21481.349392545693,19127.421944832164,29546.275759308104
1998-08-17,19862.94325450126,21584.366342289475,19252.268878368468,30127.88892073369
1998-08-18,19989.10829636789,21718.11515482533,19424.39514554289,30615.250457267317
1998-08-19,19918.039183577668,21605.322697218984,19391.86703878137,30527.956049393502
1998-08-20,19936.294163966966,21416.03808282393,19342.054168045222,30348.354643628416
1998-08-21,20120.95857468741,21172.809942125416,19149.67292215198,30060.32925284069
1998-08-24,19906.589995939852,21076.236047179056,19139.709175698168,30252.16178550016
1998-08-25,19897.119171806706,21193.974730306145,19146.766997117706,30383.106791075257
1998-08-26,19828.356045154702,20967.00548213679,19012.10199111781,30142.34296330948
1998-08-27,19302.033902005525,20466.43123841615,18551.789598635663,28985.792175031344
1998-08-28,18699.197938178753,20256.57447758436,18242.92986806221,28556.25699009409
1998-08-31,18079.74362184327,19510.55037307522,17603.246373171518,26614.029380836517
1998-09-01,18639.694017181846,20003.512558038638,18056.056510052556,27642.13636790169
1998-09-02,18767.868038222106,19977.320021113504,18159.620805718987,27537.045059518976
1998-09-03,18539.39410579456,19811.29637394001,18045.58786847713,27308.51575241198
1998-09-04,18737.15804645989,19929.702953158598,18132.032775905493,27075.81550885848
1998-09-08,19253.718189457017,20530.838390784505,18573.69536027169,28453.946871636443
1998-09-09,19155.23058303409,20213.04572447538,18371.747301413227,27974.088948189245
1998-09-10,19333.662099954516,20226.668685174416,18325.929308156534,27250.96599261413
1998-09-11,19654.92185992721,20584.853077154403,18637.68510047,28053.6014542959
1998-09-14,19678.69243380615,20579.880445009338,18690.508110406477,28627.9842006692
1998-09-15,19873.56618140103,20650.01259214245,18756.476916131163,28849.2881833705
1998-09-16,19761.921130817827,20587.86411848181,18765.95181026492,29066.139547180177
1998-09-17,19560.065413846205,20465.444181258667,18609.456707375724,28326.33623958346
1998-09-18,19665.47776029461,20471.96584533592,18682.71416061269,28360.255217870326
1998-09-21,19839.445139428368,20527.48456314567,18814.603743782805,28465.901406732293
1998-09-22,19867.649580515277,20610.18792845546,18818.45993739346,28625.48299630705
1998-09-23,20107.48543333622,20891.925728546372,19104.725068826305,29639.13254703204
1998-09-24,20087.177445586494,20743.394748577022,18994.44857835808,28989.406534116395
1998-09-25,20314.7955802748,20985.798600724105,19203.06376239031,29045.84483607353
1998-09-28,20150.247407502284,20918.84423133689,19075.00262825776,29155.381975819077
1998-09-29,20361.2557514034,20991.165187824638,19122.64025264977,29164.558714754257
1998-09-30,20125.123640400765,20659.627338681246,18899.054664733758,28274.625451434284
1998-10-01,19651.272330042364,20260.248436693968,18597.73669871399,27423.33698332693
1998-10-02,19575.322789165628,20276.085156455985,18670.72934672577,27874.001745413017
1998-10-05,19028.811305553398,19900.725988296683,18276.194704806243,27483.66623616764
1998-10-06,18871.128360166575,19866.778749189663,18081.71031502901,27373.294230379917
1998-10-07,18863.306599878815,19816.018032753305,17924.72492825225,26986.57138333738
1998-10-08,18683.224397629256,19716.077354817226,17768.921680891614,26674.0803449965
1998-10-09,19338.505958082038,20073.424800442303,18075.695118905955,27367.733547411983
1998-10-12,19554.41676232573,20368.3321648492,18280.05119809484,27738.052634231422
1998-10-13,19584.33786188678,20192.52505280892,18096.26439402973,27657.14868472114
1998-10-14,19602.32257492172,20334.53753656195,18236.220482412613,27955.46227228476
1998-10-15,19779.808896631774,20748.74802102769,18610.625335415043,29122.02127177587
1998-10-16,19752.311346864903,20864.11760323884,18652.921480790817,29370.292106392477
1998-10-19,19893.25619766949,20874.41024804357,18792.851520699307,29536.26754809515
1998-10-20,19514.633611435886,20898.225091563927,18690.520294858245,29579.083279754275
1998-10-21,19835.612624434718,21001.253591730478,18850.835048070578,29745.615298818408
1998-10-22,19851.625058821053,21036.379185453192,18934.682836714608,29983.59623977692
1998-10-23,19622.04271828796,20958.658352090773,18882.91538397416,29766.46658728652
1998-10-26,19856.758775470036,21054.2005257602,19011.90050310471,29812.33670690484
1998-10-27,19587.524698526056,21122.77361155668,19008.104266345967,29618.28125856395
1998-10-28,19828.242413216434,21212.25219635917,19101.679505921107,29694.73598294701
1998-10-29,19866.31912973868,21446.48039507759,19209.014865086912,30190.721074818764
1998-10-30,19949.517271380137,21915.2347597754,19242.57238495673,30544.914690095866
1998-11-02,20032.809711583315,22014.88603704393,19387.001998275256,30904.38900277797
1998-11-03,19959.333434569748,21739.29205727637,19253.44159631954,30883.25942562914
1998-11-04,20124.768402011057,21949.49786077149,19429.80230643676,31100.9490492454
1998-11-05,20200.7763974209,22022.09864239805,19514.926639580717,31522.97722733183
1998-11-06,20280.370402088698,22079.92485278972,19655.397761715423,31722.03847816139
1998-11-09,20179.510692124673,22021.21524381109,19654.491617673582,31421.50027803416
1998-11-10,20046.99128320136,21883.771688969304,19679.84632903712,31367.566574203564
1998-11-11,20029.410376957574,22118.58410227499,19688.02160612715,31164.89096428896
1998-11-12,19993.343957958106,22159.13951012831,19656.08537240677,31073.70051488497
1998-11-13,20253.9419410252,22336.63067206128,19692.618120441664,31296.94912458697
1998-11-16,20167.941346599207,22601.07262124273,19714.86696589926,31579.137240608237
1998-11-17,20152.446216614695,22547.05304484495,19772.75823195118,31675.05181005577
1998-11-18,20243.243818970055,22617.896266853622,19910.736781634903,31818.50962497038
1998-11-19,20334.70892885892,22999.322851632915,20010.24216200534,32044.53772771524
1998-11-20,20400.001949217545,22878.520789695925,20035.787900655207,32348.690286927525
1998-11-23,20774.533193150877,23071.716252184488,20260.865829265484,33034.27820824853
1998-11-24,20690.486829029174,22953.226234205,20226.698030079075,32889.154055013954
1998-11-25,20644.983318168517,22962.067697721683,20312.92962782236,32997.024856439544
1998-11-27,20819.017997652125,23065.000503863776,20454.240288026216,33148.82115048276
1998-11-30,20225.008736520598,22656.84290459102,20123.22373182445,32350.91320260895
1998-12-01,20791.298279135564,22809.928955619314,20345.342112204613,32674.80389556643
1998-12-02,20880.836467733476,22848.30458337181,20322.98966915777,32562.762157694346
1998-12-03,20425.339163604374,22944.753600624463,20112.339379178746,31975.86829886374
1998-12-04,20562.315000326784,23314.50217349072,20325.85657409517,32715.393317779733
1998-12-07,20874.585975506347,23356.416873850376,20560.395625192785,33020.09906058907
1998-12-08,20538.77543169302,23283.294711414856,20512.508804865232,32844.39369635416
1998-12-09,20681.737630799125,23101.571615849643,20581.041526337794,32903.054913992695
1998-12-10,20509.59584959471,22816.913522443305,20419.49597782645,32389.557997821565
1998-12-11,20852.642561395398,22620.079851920334,20421.89793538365,32429.59084267342
1998-12-14,20583.720943919263,22296.58246872036,20150.067988518094,31727.31917556641
1998-12-15,20976.338649240424,22697.997284424368,20381.19965042589,32328.670470737205
1998-12-16,20909.27187983705,22542.11753820749,20396.25197746088,32303.926534503324
1998-12-17,21013.283246129104,22758.534249237346,20539.65602204125,32805.470612460806
1998-12-18,21252.089252612368,23118.90428972325,20701.49517668641,33029.27579952425
1998-12-21,21256.39756155172,23253.687072056942,20904.01697291309,33441.01747771699
1998-12-22,21520.105365974232,23133.61376645633,20781.591558887834,33461.31218882364
1998-12-23,21924.469716141655,23209.402962186818,20990.6535046491,34155.52366548278
1998-12-24,21790.068558962234,23193.808370554147,20947.927278609583,34092.413222717005
1998-12-28,22157.790193202025,23167.764101398738,21029.603268583607,34070.72706820672
1998-12-29,22169.412121561203,23175.72282063666,21058.66591522664,34524.4530057808
1998-12-30,22020.88627207258,23175.067159343434,21007.62602991738,34249.77189661036
1998-12-31,22056.96496928939,23182.45426088712,21125.97311478968,34174.705221866534
1999-01-04,22126.284662807644,23360.08801701077,21185.86612365632,34143.289144824004
1999-01-05,22724.733386793712,23783.82144188256,21352.505857928067,34607.02329361105
1999-01-06,23363.610326580016,24736.91181265832,21631.41764808461,35373.23687576161
1999-01-07,23537.26679883301,24861.378533774616,21703.159157421804,35300.674799144326
1999-01-08,23390.153513599253,25066.54867997876,21795.252694184917,35449.69160014467
1999-01-11,23353.710577642618,24980.864155873856,21957.284407558043,35138.03542784597
1999-01-12,23103.59735352624,24753.959276119196,21683.1564477899,34460.50769697285
1999-01-13,23227.75389088573,24909.82249070381,21572.51601738658,34318.44132546187
1999-01-14,22774.04103142019,24965.314011257942,21424.222258623784,33700.96286186652
1999-01-15,23203.452353159253,25741.61899915395,21705.57028005237,34564.76413931338
1999-01-19,23403.219638281425,25718.375858716856,21950.932278962755,34807.75088276058
1999-01-20,23529.149842369585,25751.74230864091,21968.70945323941,34936.19468397354
1999-01-21,23189.49200115916,25390.596468973203,21736.57841502114,34339.5709026107
1999-01-22,23386.258490674783,25386.51509183388,21698.30237497176,34062.38519531372
1999-01-25,23523.603245513437,25280.927684466915,21832.8212012452,34306.76338216454
1999-01-26,23884.493407554735,25718.656648384047,22066.30593935757,34816.37104433431
1999-01-27,23539.524284554787,25389.38036982468,21893.20261648282,34562.26293495124
1999-01-28,23870.020893296543,25619.475899995952,22157.855769030557,35179.45971610146
1999-01-29,24237.912621553725,25901.71938675729,22309.14236617325,35576.19077435695
1999-02-01,24387.992565455548,25791.78800382445,22360.758489769178,35391.58695986758
1999-02-02,24045.68239310104,25484.95276060122,22218.93644705144,35085.48977365461
1999-02-03,24293.01309544002,25965.79764538328,22297.182295798757,35365.7298689108
1999-02-04,23889.262145409954,25561.994386661165,21986.9486186353,34710.16658122868
1999-02-05,23641.71699640431,25340.82159036025,21895.411385161293,34457.44991524925
1999-02-08,24061.313311694725,25688.239504009834,22005.67174109897,34578.94328697285
1999-02-09,23616.76349846074,25083.80257083024,21604.23093078041,33810.78168405719
1999-02-10,23734.59156999739,25173.209392129866,21626.615216009934,34016.79336437613
1999-02-11,24257.327438388984,25794.171827041515,21976.094318424373,34864.46747339844
1999-02-12,23868.0577392834,25372.10298234562,21696.729718686784,34199.72744678114
1999-02-16,23659.22882930233,25290.52143203016,21583.84191113601,34526.11934410076
1999-02-17,23261.25174830359,25029.617063115216,21345.26288393626,34030.13764599341
1999-02-18,23075.346672347707,24968.15439249045,21389.603902872223,34398.51040892998
1999-02-19,23317.213000476193,25059.644747620343,21493.23097612594,34452.444112760575
1999-02-22,23570.471011176494,25504.35880634516,21738.560764615264,35367.67788967589
1999-02-23,23791.559342161294,25486.76717359112,21860.07848380797,35340.98932644132
1999-02-24,23584.946718189116,25574.323912248798,21734.47985865069,34846.952255334654
1999-02-25,23606.001509100384,25381.05505474662,21666.04753607666,34613.6954344197
1999-02-26,23122.295390808635,24927.644123561608,21531.24614515377,34427.7001765267
1999-03-01,22955.814236253296,24830.877506316287,21553.33690436609,34367.37262056818
1999-03-02,22883.82500357263,24687.02696151357,21449.70797262628,34071.00535688746
1999-03-03,22821.93326624973,24647.06102131994,21423.27541851553,34132.16777888814
1999-03-04,22991.65811225523,24853.03097718788,21569.070831412108,34658.73408176023
1999-03-05,23159.13617222662,25108.028447625264,21744.00080933779,35460.2563887191
1999-03-08,23444.84408821406,25392.783555854603,22014.02123257609,35662.09713259153
1999-03-09,23542.93207496841,25347.251626635178,22073.213986019637,35581.74976044269
1999-03-10,23470.565674425867,25714.341846092822,22098.66959073351,35776.361786145026
1999-03-11,23480.89662219419,25936.66801796428,22172.13743547148,36077.73485231444
1999-03-12,22788.21733063175,25812.2838208843,22021.82504925859,35991.82510031547
1999-03-15,23037.16227262014,26133.08867813543,22153.760081920103,36344.074088591886
1999-03-16,23209.33020057369,26303.89876421053,22036.29886767673,36319.60844103873
1999-03-17,23113.943480715458,26681.02930236987,22035.175393545986,36081.624106315816
1999-03-18,23390.05412170054,26793.633982224543,22144.26907144448,36602.35313442145
1999-03-19,22993.163597183397,26664.627698415745,21985.03884718022,36122.49521097425
1999-03-22,23055.648366216963,26409.33865727909,21903.423481529124,36059.10647952775
1999-03-23,22653.780021154533,25878.33704398525,21619.219471429155,35089.660710101125
1999-03-24,22669.136377803796,25908.41374719337,21786.192849599774,35268.98043342109
1999-03-25,23030.61777502741,26296.120016447407,22034.963888827224,35863.93787646397
1999-03-26,22794.26101711703,25907.616547541544,21896.06794757949,35664.04515335663
1999-03-29,23198.148877040665,26178.31969328896,22188.877282851696,36424.978038102185
1999-03-30,23154.24404477195,26097.392877182217,22129.311351805976,36163.08463318757
1999-03-31,23018.959923767172,26195.664799491733,22054.26102721351,35763.29579320848
1999-04-01,23172.94026959849,26596.76237800752,22202.078542571864,35967.63774144305
1999-04-05,23398.469293779763,26976.95188047843,22461.07869497209,36729.40549223079
1999-04-06,23266.36290768174,26982.844899491072,22428.39672591504,36639.60648623045
1999-04-07,23155.127326309594,27032.728914686228,22393.753900405485,36889.82194784773
1999-04-08,23354.656835259848,27185.54321583189,22524.473195418253,37364.952357486975
1999-04-09,23433.499654688752,27301.82041793002,22591.82964511601,37486.445729210565
1999-04-12,23242.793759810917,27202.92233978732,22673.76245733365,37772.24820431688
1999-04-13,22935.927987995037,26993.532596851812,22621.28251776152,37527.3134401046
1999-04-14,22846.64610541662,26725.822294016103,22328.390871133448,36932.91257442318
1999-04-15,23004.15902112778,26749.86681671108,22390.274675336965,36777.50192129491
1999-04-16,22939.768205869314,26755.332641245863,22258.38553548893,36670.46598591151
1999-04-19,22453.962895344077,26082.477646892206,21729.33876195268,35849.758728804496
1999-04-20,22422.796488401913,26185.302913385996,21979.14697581653,36313.771166272265
1999-04-21,22746.15505814556,26754.77568113172,22260.4389280936,37146.43126159292
1999-04-22,23152.741152893912,27060.48960602193,22542.87417733833,37777.52890172188
1999-04-23,23423.709502072088,27413.85546890649,22653.024125824068,37722.76033184912
1999-04-26,23636.303054391108,27523.729878300677,22850.965993459475,37811.44957689095
1999-04-27,23642.71980743583,27184.059702603678,22651.25976364012,37888.18258995474
1999-04-28,23340.398686148685,26780.59906744036,22495.47059878789,37557.619756188615
1999-04-29,23059.58708529562,26220.67777021534,22412.08077936366,37332.979703082994
1999-04-30,23129.834497975222,26195.595533901,22547.883372984503,37120.299275719815
1999-05-03,23295.053573558198,26261.6853876866,22522.29509689344,37661.04133248697
1999-05-04,22874.62476795634,26127.550550380405,22300.650258081085,37031.8883193587
1999-05-05,22920.246569397474,26424.82625254219,22506.26511207856,37457.53425029458
1999-05-06,22800.41125492325,26251.395738031573,22311.615476097995,37033.27976276234
1999-05-07,22857.385740668753,25983.33760914116,22309.848246371315,37393.3106528059
1999-05-10,22615.009600122285,25719.238038193205,22302.23332063598,37262.64393591152
1999-05-11,22692.090679870715,25760.593884961232,22489.74983933108,37688.286473083
1999-05-12,22839.518715954426,25921.28051892956,22601.471224660952,37921.54329399795
1999-05-13,22732.74284190869,26140.367858648216,22514.72046493242,38020.51903893348
1999-05-14,22710.10441782851,26158.586843871144,22266.777854305878,37193.13964101783
1999-05-17,22820.963045547207,26110.319262986275,22401.80222441052,37240.12291535905
1999-05-18,23029.991242935837,26435.780193191684,22366.01224464112,37068.58509380624
1999-05-19,23202.718729206634,26432.676071084345,22383.447325880123,37371.90278697634
1999-05-20,22843.64016785503,26318.024433158367,22282.466468424303,37221.77283125308
1999-05-21,22890.34458352074,26252.84222214247,22182.987057257986,36984.348467656026
1999-05-24,22617.60683094171,26059.805515115564,21905.878467710623,36327.11544788956
1999-05-25,22434.34469983905,25790.77008356809,21616.363773921148,35708.52722333571
1999-05-26,22698.476219070606,26074.974816410275,21746.089089991863,36274.5697936982
1999-05-27,22623.71069096858,26299.399082192416,21703.90068660282,35625.400358144005
1999-05-28,22790.058816992456,26353.06454746741,21894.111151626967,36193.38755550719
1999-06-01,22790.422207218704,26183.36000914504,21634.113422713424,35982.65175514469
1999-06-02,22985.888211733472,26472.76708439299,21719.78005179345,35997.944057527064
1999-06-03,23027.58454532476,26549.894444376645,21555.83247766922,36129.44564046363
1999-06-04,23363.687065906335,26913.558719794284,21856.73090869764,36913.73101803944
1999-06-07,23419.50701861381,27361.36106206019,22041.78400254469,37101.94919161385
1999-06-08,23191.538624341672,27288.397350747156,21780.07805551422,36624.03589516734
1999-06-09,23411.989090448616,27836.76219618528,21929.53678742269,36660.45777469855
1999-06-10,23388.30589433969,27684.53356445125,21737.278659234216,36220.63269610321
1999-06-11,23172.804408622535,27441.595368832688,21621.42667986078,35965.41482576164
1999-06-14,23321.26161703351,27588.76403709785,21448.022036353497,35975.4230369746
1999-06-15,23292.872042088595,27792.86466287035,21503.876109476507,36174.48428780416
1999-06-16,24284.793138306908,28429.24651704136,21871.843723557336,36987.68453806036
1999-06-17,24401.78090672169,28517.53919493408,21961.49159035769,37251.52256997565
1999-06-18,24516.875009086234,28572.020148868563,22054.03525256268,37333.25799176372
1999-06-21,24698.969831913833,28907.329124157557,22320.739534369783,37504.517524635805
1999-06-22,24340.60416683668,28415.273318211835,22112.97925279664,37139.75912078429
1999-06-23,24262.23259415796,28309.554323420693,22195.62449663459,37061.359769400544
1999-06-24,24229.79747599954,28462.65886106077,22049.20909992865,36580.945268591895
1999-06-25,24302.552452983644,28264.19573946362,22057.058805322835,36567.87927565534
1999-06-28,24372.64821377939,28285.86577131573,22241.78597389065,37013.81652393347
1999-06-29,24777.639090242974,28845.414485195502,22432.49879197108,37572.63037612586
1999-06-30,25053.73762502862,29023.20716960048,22580.109637854195,38163.69517140297
1999-07-01,25254.26950873543,29351.4870431688,22693.340791035476,38393.05934455215
1999-07-02,25390.333233696143,29368.346771543736,22838.932781567983,38678.30524229701
1999-07-06,25240.740431304614,29140.724446737146,22704.16885370102,38592.12059538172
1999-07-07,25407.722317956424,28914.74413186684,22717.93548302526,38807.30562087144
1999-07-08,25754.443767798,28959.803928710106,22831.56831515933,38767.27277601959
1999-07-09,25928.272799510458,29081.308957935093,22915.995936293177,39013.595589871096
1999-07-12,25810.449385065138,28887.615917280025,22879.568978334773,38897.3829155525
1999-07-13,25636.046996024295,28544.289865068065,22803.64293341714,38743.36370582789
1999-07-14,25960.895543308685,29146.24649418173,22970.8740560972,38871.52921836013
1999-07-15,25955.36482298261,29381.35685023212,23010.050968233365,39189.85753146747
1999-07-16,26456.46383066798,29613.24541763118,23159.251751879525,39444.52221821198
1999-07-19,26355.396623142897,29411.909812870435,22992.843634438734,39135.08896159469
1999-07-20,25513.982598089242,28684.410881965727,22591.65731659688,38285.74512048803
1999-07-21,25598.15928724881,28804.18134578533,22743.65574563926,38346.63264757239
1999-07-22,25126.212229298922,28195.909369233403,22435.49172632485,37837.30327408335
1999-07-23,25161.12929725378,28208.232783061543,22496.72321034167,37725.26153621126
1999-07-26,24730.915145119317,27937.679895948688,22178.33170975589,37470.0436658697
1999-07-27,25306.204740947316,28431.02308545141,22434.3117718553,37889.29235091326
1999-07-28,25567.387010138642,28775.846047571195,22525.805721954544,37960.46637789132
1999-07-29,25375.655421651332,28228.6662346725,22269.546724755382,37282.938647018185
1999-07-30,25486.265940372177,28439.368369994005,22302.16172523288,36940.69786995473
1999-08-02,25408.61039509781,28238.72102594637,22242.07582287702,36922.07289093244
1999-08-03,25301.454435013842,27999.54737427372,22120.51146252112,36758.87694227263
1999-08-04,25079.097534024306,27545.55659157144,21933.85006773098,36290.415279677625
1999-08-05,25077.104627976398,27477.382117880283,22037.13653444934,36523.393811911854
1999-08-06,24915.280156737983,27487.495477288583,21963.882481111075,36150.29692893174
1999-08-09,25118.99695889598,27981.91100929117,21871.724441170158,36081.07092271877
1999-08-10,25331.61662322215,28395.518363503616,21761.77611685572,35625.956935505455
1999-08-11,25899.15106012414,29111.05822711146,22077.650289142097,36195.89215363373
1999-08-12,25631.910129731023,29357.18092634445,22075.49658023456,36091.07913393174
1999-08-13,25861.93760621039,29238.411090077923,22418.618024641182,36911.78639103875
1999-08-16,25891.499170303712,29480.50895368813,22417.666546852968,36997.69274927332
1999-08-17,25729.445760833627,29492.16500648979,22532.476009453083,37369.958159975664
1999-08-18,25405.30285077166,29057.91931885982,22518.0256826768,37055.24081218897
1999-08-19,25347.713450077532,28929.22221651367,22306.496799844736,36798.07492108231
1999-08-20,25466.905606840955,29082.674476667584,22416.09978997439,37160.05383189096
1999-08-23,25698.367706421664,29266.96939956057,22640.02819386027,37816.451985615255
1999-08-24,25856.097003802373,29322.07269803567,22711.435087550555,37907.64243501923
1999-08-25,26089.97760521226,29621.38999685506,22904.42437279721,38416.13694246609
1999-08-26,26148.02347372457,29582.147130220943,22793.0248581341,37866.21814676375
1999-08-27,26337.375200395913,29618.41217445262,22747.938280456736,37484.22281352917
1999-08-30,26113.14701927748,29497.487422515824,22573.19331881398,36810.031153060365
1999-08-31,26262.428906785677,29570.60885113876,22698.517711745048,36709.6673584856
1999-09-01,26655.972434688072,29866.059112138468,22741.11737988772,37006.03122840193
1999-09-02,26802.296302583243,29708.37791421544,22667.36129498832,36673.52376763512
1999-09-03,27504.39115810256,30566.703221836786,23090.482719494616,37733.60340910428
1999-09-07,27838.783620702194,30697.394828819582,23098.02631275021,37544.82865816841
1999-09-08,27723.35630039092,30796.799416807586,23001.585152756576,37369.67987129495
1999-09-09,27801.978438870236,30896.520334977213,23185.134610101304,37467.26417282684
1999-09-10,27970.936953791406,31060.71346825242,23300.53687909424,37578.47104465674
1999-09-13,27633.76833775204,30491.70913313564,23147.363937715498,37369.12329393349
1999-09-14,27924.37802270381,30800.063625232608,23248.427279558226,37151.1587754009
1999-09-15,27433.84764019339,30398.186979793943,23050.415342763703,36641.82940191187
1999-09-16,27423.41600270113,30260.203859188685,22994.98699867625,36656.008549571336
1999-09-17,27697.632714897954,30645.31080642567,23219.50903838361,37126.97141652848
1999-09-20,28011.19332557356,30389.093802376712,23292.04207216663,37130.02919825207
1999-09-21,27373.775137976903,30369.888237709005,23119.56872968684,36352.96914508196
1999-09-22,27699.22370873732,30374.95858961825,23363.35042872772,36434.4296719537
1999-09-23,27033.291234928376,30053.95298365381,22969.45978841622,35597.59864018654
1999-09-24,27134.249725142803,30113.85363315372,23059.20736050961,35512.80204291047
1999-09-27,27356.78256111964,30734.88350691573,23389.30950864212,35678.2243010161
1999-09-28,27773.816864531393,31128.01661377253,23820.57662455173,35647.36140757063
1999-09-29,27964.010562257223,31656.85407046703,23843.452765016133,35262.86486997391
1999-09-30,28107.603047336503,31088.10771487112,23728.21104486388,35661.540555230094
1999-10-01,28190.59878029326,31498.19233162676,23881.47352726358,35664.32344203736
1999-10-04,28644.572571802837,31929.134328456792,24227.13880623049,36270.12056857098
1999-10-05,29253.519493640062,32571.38008919105,24524.392646066983,36179.76498520919
1999-10-06,29196.085541919845,32693.370737604462,24585.60782571883,36848.39765959226
1999-10-07,29138.067255657574,32580.32714102554,24716.04976130897,36632.656056741085
1999-10-08,29170.271630898325,32405.031139961466,24810.652133752585,37143.65176855008
1999-10-11,29273.09971274817,32728.88637993195,24804.20773064879,37121.13074799762
1999-10-12,29377.224084581725,32634.21262632545,24693.360652277745,36504.768832889575
1999-10-13,29075.218197152808,32320.318980505694,24454.30863666057,35740.4998777397
1999-10-14,29342.274409461745,32314.471112377847,24459.95947064286,35681.28208273969
1999-10-15,28990.28878651998,31776.004293316888,24056.75396462026,34680.14194758981
1999-10-18,28575.1584613768,31257.225528929765,23807.06899481547,34866.968677760604
1999-10-19,28215.423885453518,31213.73675208268,23754.437131836505,35066.86140086794
1999-10-20,28909.33743859715,31709.396664491003,24083.606433292854,35848.37067916528
1999-10-21,28918.715221998304,31616.84159456129,24045.694210207927,35686.562780144704
1999-10-22,28817.734510593247,31826.41416381658,24092.554340041257,36188.10685810219
1999-10-25,28762.349966977563,31984.262952839214,24084.18051857708,35965.13653708092
1999-10-26,28731.475974098503,32027.148645465997,23943.920706124627,35639.30121712275
1999-10-27,28586.84605524966,31593.91131040529,23782.098430426413,36050.764606634766
1999-10-28,28973.34848364404,32204.793706082808,24187.074856059604,37322.136625827865
1999-10-29,29640.282004850167,33010.270059840266,24601.111186460497,37891.7969490398
1999-11-01,29561.040711060632,32669.154733506704,24436.95232698676,37646.86218482752
1999-11-02,29937.216242082028,33030.67582289861,24478.22720963734,37469.48708850824
1999-11-03,30599.57279467765,33463.06608286783,24664.586381589757,37669.38320537999
1999-11-04,30867.44950754793,33533.136750153564,24761.94492768516,37883.73336482753
1999-11-05,31276.94944901567,33863.48466922683,24920.770532636503,38094.74745387075
1999-11-08,31625.817708721923,33981.06436924679,25051.351369178417,38283.24391612589
1999-11-09,31139.35037768475,33926.36541490229,25034.947037821672,37957.130307486994
1999-11-10,31302.0522746675,34483.0145209169,25265.19803306856,38184.54645987108
1999-11-11,31916.059351226213,34780.14433468386,25430.26821992538,38406.96020353089
1999-11-12,31993.9565561295,34494.99341303931,25417.619350788467,38812.868000721566
1999-11-15,31753.029390429838,34538.497750442424,25406.45516830858,38766.4379099774
1999-11-16,32178.186552829095,35227.88967519333,25773.137701217667,39480.38412661733
1999-11-17,32595.385509541084,35000.72340804575,25660.5032231306,39220.16045378708
1999-11-18,32827.084501623256,35262.47344148926,25958.604163537253,39615.77835731967
1999-11-19,33105.46791286304,35213.38386919588,26047.81671890319,39534.0429355316
1999-11-22,33083.549745554126,35133.90638963134,26165.49711337842,39504.57148548976
1999-11-23,32903.65396777229,35042.040185801474,26027.72680700745,39051.40551904153
1999-11-24,32992.44648589281,35263.03191216786,26332.12917913859,39397.25726142563
1999-11-26,33536.058224001645,35569.55367625846,26424.42156896236,39384.4695571698
1999-11-29,33443.90017012703,35537.28115095346,26223.929685356605,39140.091370318965
1999-11-30,33394.51452979296,35388.40924820263,25877.916767786955,38614.08503857272
1999-12-01,34129.82768176944,35677.82954476203,25897.513169944905,38859.0164090206
1999-12-02,34956.18258014406,36449.39474240944,26208.9453938554,39173.733756807305
1999-12-03,35517.49014103711,36970.2484707041,26398.339697517837,39848.20370595684
1999-12-06,35426.42104703991,36776.90972776432,26351.33637679792,39571.01799865985
1999-12-07,36015.051392768204,37321.88833651872,26578.99292688909,39177.34811589235
1999-12-08,35325.00415320869,37039.20940356876,26614.319073319886,39030.27594189269
1999-12-09,35054.32402467842,36898.777264341385,26603.128015465183,39147.876665850505
1999-12-10,35031.75586836079,36501.23714776774,26740.63152868316,39396.14750046711
1999-12-13,34457.1459176355,36389.97352173815,26863.55443350257,39345.546473276445
1999-12-14,34133.71401287831,36040.13807387064,26526.95083681774,39010.53780814749
1999-12-15,35371.15328544104,35864.60843492797,26738.619121927928,39293.000819085086
1999-12-16,35729.77995521978,36445.55901149772,27102.44721251065,39444.522218211976
1999-12-17,36135.86409528212,36828.10776994507,27334.45593828962,39507.076083616295
1999-12-20,36829.575058446295,37550.80579395513,27457.79896332949,39425.33726806383
1999-12-21,37715.64083453486,38597.47730055967,27914.07019633161,39851.81806504189
1999-12-22,38360.46585280034,38696.89119424909,28081.820977678584,39926.88134602131
1999-12-23,38722.72868709342,39017.21402626127,28240.460547025163,40544.35641585226
1999-12-27,38214.31878037206,39274.93590711027,28267.126496997043,40509.88255708615
1999-12-28,38115.17565716293,39338.18524213144,28255.54308787894,40525.453148149245
1999-12-29,38680.49526804598,39722.34571456483,28602.34220725385,40686.70107604397
1999-12-30,38708.45933119907,39624.237559726695,28571.26607669126,40714.78108268217
1999-12-31,39262.10569235138,40233.71184664518,28696.693138105027,40847.67410902236
2000-01-03,40390.496320935024,40949.85845077425,28934.719228685262,40457.6151915755
2000-01-04,38924.1139144662,39998.800381306064,28031.430909712413,38906.28136580696
2000-01-05,38678.70430216672,39722.42849337708,27933.62380696163,38981.06635810565
2000-01-06,37749.013389780215,38877.56207429108,27482.08673030724,39018.31970991464
2000-01-07,38405.925282962606,39438.34511678399,27999.707700254872,40075.3415696602
