start_date,end_date,initial_asset_usd,final_asset_usd,wealth_multiple,cumulative_return,cagr,annualized_volatility,mdd,mdd_date,mdd_peak_date,mdd_recovery_date,mdd_peak_to_recovery_days,max_time_under_water_days,sharpe_excess_bil_sqrt252,sortino_excess_bil_sqrt252,calmar,monthly_win_rate,monthly_payoff_ratio,worst_year,worst_year_return,scenario,average_annual_rebalance_turnover,total_transaction_cost_usd,one_way_cost_rate
2007-05-30,2026-08-20,10000.0,37221.067591000436,3.7221067591000434,2.7221067591000434,0.07075232376156393,0.073755774301394,-0.16967080722494154,2022-10-20,2021-12-27,2024-03-06,800,800,0.7778875450480601,1.10602993811265,0.41699762568916077,0.6190476190476191,1.2647482523061462,2022,-0.12134496813615936,gross_0bp,0.0493226426222309,0.0,0.0
2007-05-30,2026-08-20,10000.0,37186.201888925956,3.718620188892596,2.718620188892596,0.07070013079320958,0.0737542240914838,-0.16972491663923972,2022-10-20,2021-12-27,2024-03-06,800,800,0.7772409875734011,1.1050658850983432,0.41655716905424595,0.6190476190476191,1.264134542065048,2022,-0.12140222676268742,net_5bp_each_side,0.0493226426222309,18.495396180864276,0.0005
2007-05-30,2026-08-20,10000.0,70765.39945877185,7.076539945877185,6.076539945877185,0.10714017603016335,0.19730743720035357,-0.5518945312298392,2009-03-09,2007-10-09,2012-08-16,1773,1773,0.5441484166335168,0.7664810910749136,0.19413161386363564,0.658008658008658,0.8834622293174034,2008,-0.3679500566336126,SPY_buy_hold,,,
2007-05-30,2026-08-19,10000.0,37346.04985187292,3.7346049851872922,2.7346049851872922,0.07094949266336181,0.07375874697309551,-0.1696708072249421,2022-10-20,2021-12-27,2024-03-06,800,800,0.7803754989011417,1.1096196297508403,0.41815969301837586,0.6190476190476191,1.2663962281089305,2022,-0.12134496813615969,long_proxy_same_period_gross,,,
