Date,WealthMultiple_Net,Drawdown_Net
2017-08-31,1.8731297784179315,-0.008511795501545683
2017-09-30,1.8556261365041555,-0.016727177753613542
2017-10-31,1.863708188355056,-0.018419721532832
2017-11-30,1.8843148806672974,-0.01042285403424581
2017-12-31,1.9092165419570395,-0.00738379988778104
2018-01-31,1.9367164422980754,-0.010006085077010507
2018-02-28,1.8945067470014143,-0.0415675353995093
2018-03-31,1.897869821179827,-0.031309586019620306
2018-04-30,1.8864671763743395,-0.03558941677886429
2018-05-31,1.9021411304312434,-0.03664498073997635
2018-06-30,1.8916399903297134,-0.03109168150407604
2018-07-31,1.8934421987216756,-0.03224855857033815
2018-08-31,1.9069140345224125,-0.034996819704259496
2018-09-30,1.894406095157699,-0.02927865131468843
2018-10-31,1.8548050497245276,-0.05050517425968459
2018-11-30,1.8741436915097722,-0.05037244955325304
2018-12-31,1.8794055675642758,-0.053563617637359284
2019-01-31,1.9332156811958372,-0.0352691531338859
2019-02-28,1.9411314104168915,-0.010660720529107381
2019-03-31,1.9695913154917306,-0.01466465811808837
2019-04-30,1.9794226217123494,-0.009062791872292197
2019-05-31,1.9860612472958385,-0.005835749112187205
2019-06-30,2.0662733378863,-0.005506618305482269
2019-07-31,2.076908947731583,-0.009173215076764052
2019-08-31,2.16644458090968,-0.004036998205267706
2019-09-30,2.1436595704577712,-0.02486314831817027
2019-10-31,2.1645128968746463,-0.020799846891206175
2019-11-30,2.1659922317576896,-0.02407894916983777
2019-12-31,2.1858500095166864,-0.013331441843546843
2020-01-31,2.253254189449617,-0.0031207630181089296
2020-02-29,2.2459588967746087,-0.025112675760087022
2020-03-31,2.2229975080195854,-0.10792199990414642
2020-04-30,2.3278831852442945,-0.048465684202921855
2020-05-31,2.35523393794895,-0.01971128981505288
2020-06-30,2.3837122769086743,-0.009978402157989952
2020-07-31,2.5133391054740843,-0.0019890124717987234
2020-08-31,2.515097390723895,-0.028616796839671443
2020-09-30,2.4681917578605397,-0.04556052030996938
2020-10-31,2.4279430669062427,-0.05152931460846033
2020-11-30,2.463145259826845,-0.044643512166574806
2020-12-31,2.5229255150659338,-0.03364243264936795
2021-01-31,2.4747336724492723,-0.033250666186183886
2021-02-28,2.419895196308501,-0.05511048567769716
2021-03-31,2.412853914115722,-0.0676814753249495
2021-04-30,2.4822684794695222,-0.04825383407670991
2021-05-31,2.5310224223784026,-0.036358179644013444
2021-06-30,2.5275562325314507,-0.020215193416768806
2021-07-31,2.58171194686152,-0.010206626534439933
2021-08-31,2.6016502424623478,-0.015844572746996244
2021-09-30,2.5289274307063327,-0.030304433914526197
2021-10-31,2.6038209354267394,-0.030820152631041875
2021-11-30,2.609926440281841,-0.014637602319750975
2021-12-31,2.6529120648588935,-0.015321670338213744
2022-01-31,2.584604863849912,-0.035573692750515695
2022-02-28,2.5957914501518253,-0.035249537268957076
2022-03-31,2.5928016523968487,-0.04070476546665158
2022-04-30,2.4664046210986084,-0.07075624682369641
2022-05-31,2.4330188291104253,-0.09627783253217492
2022-06-30,2.3691808256837534,-0.12051627824520283
2022-07-31,2.4134232394796897,-0.11903923897544111
2022-08-31,2.3478627494159108,-0.11541813758106456
2022-09-30,2.238032445508276,-0.16084752452210715
2022-10-31,2.2404960427457277,-0.16972491663923972
2022-11-30,2.354793262780511,-0.163888752773788
2022-12-31,2.330842632779425,-0.12752231432893302
2023-01-31,2.445541200988637,-0.11728089010784326
2023-02-28,2.3688686098901877,-0.11094137192321452
2023-03-31,2.468327290917191,-0.10971377763688561
2023-04-30,2.48807130216563,-0.0708763647905134
2023-05-31,2.46609963645974,-0.08154415741509657
2023-06-30,2.4980859945616443,-0.07243307166301194
2023-07-31,2.5215403289767253,-0.0688363947709324
2023-08-31,2.486587351801386,-0.08500902521412712
2023-09-30,2.3813751360396496,-0.10279199519641913
2023-10-31,2.3842672259330673,-0.11657823856686744
2023-11-30,2.5115460333406983,-0.09572836903949311
2023-12-31,2.602057910532288,-0.051652694054197146
2024-01-31,2.5910614706730417,-0.03800267588844464
2024-02-29,2.6170837744671624,-0.03254645568431036
2024-03-31,2.703205949846952,-0.009389170128583757
2024-04-30,2.6573998179283596,-0.02506728448954243
2024-05-31,2.7239597367882693,-0.021859941820830953
2024-06-30,2.7621962853928728,-0.01396945014338491
2024-07-31,2.835846974108502,-0.02880975284669718
2024-08-31,2.8862665534977996,-0.02589682028103102
2024-09-30,2.958463740383262,-0.008451339546658998
2024-10-31,2.953328567228681,-0.011716532451881534
2024-11-30,2.9883406002656425,-0.025017899132245724
2024-12-31,2.918387109136476,-0.03170168006223917
2025-01-31,2.9939020226903166,-0.03182216945055405
2025-02-28,3.042575228302067,-0.009651488399969543
2025-03-31,3.068380300859024,-0.018864629374182762
2025-04-30,3.1010145791724293,-0.048553901580392855
2025-05-31,3.122715520046471,-0.015536723885568371
2025-06-30,3.186419808781721,-0.006830306991866597
2025-07-31,3.1928741123787536,-0.010718882102406124
2025-08-31,3.2571773033210203,-0.00851288195024058
2025-09-30,3.4268800585482846,-0.005573326230017828
2025-10-31,3.497967216909337,-0.028514912527488057
2025-11-30,3.5629115956905744,-0.03522624769696392
2025-12-31,3.570508451246132,-0.020973856151924708
2026-01-31,3.6964543449116105,-0.031935200490813664
2026-02-28,3.819617998022122,-0.04186801400425144
2026-03-31,3.6182140502077025,-0.07491066546829783
2026-04-30,3.688070063357491,-0.05164097422628211
2026-05-31,3.730639490432563,-0.04349973333180668
2026-06-30,3.6238872865515157,-0.06154903179489912
2026-07-31,3.5939136679165093,-0.06515617052895017
2026-08-31,3.718620188892596,-0.055846815650941406
