as_of,latest_complete_month,initial_capital_usd,base_switch_cost_bps,risk_free_rate,kr_exact_start,us_exact_start,daily_strategy_start,book_requested_start,book_actual_first_return,book_end,kr_proxy_start,us_proxy_start,kr_splice_month,us_splice_month,currency_treatment,book_validation_status
2026-09-19,2026-08-31,10000.0,10.0,0.0,1995-05-02,1995-01-03,1996-06-03,1982-01-31,1982-02-28,2021-12-31,1981-01-31,1957-01-31,1995-05-31,1995-01-31,local-currency index levels; no USDKRW conversion,EXPLORATORY_PROXY_NOT_EXACT_EXECUTION
