period,switch_cost_bps,final_multiple,cagr,mdd_daily,switch_count
from_2001,4,15.265241330034055,0.11203466356611469,-0.5596254958115489,33
from_2021,4,3.064082956650006,0.2184781301996246,-0.38630431562721146,4
longest,4,30.34730875460694,0.119426821840934,-0.559625495811549,37
from_2001,10,14.965754611539687,0.11117653857461907,-0.5601539980191975,33
from_2021,10,3.0567328359242794,0.21796181678368343,-0.38630431562721135,4
longest,10,29.68056006889527,0.11860501837830473,-0.5601539980191974,37
from_2001,20,14.479226803795523,0.10974665749059898,-0.5610341298687203,33
from_2021,20,3.0445120302823554,0.2171010916923073,-0.38630431562721135,4
longest,20,28.6008575572246,0.11723559069784706,-0.5610341298687203,37
