Date,Strategy_Gross,Strategy_Net,KOSPI,SP500
2001-01-31,-0.03836569131927181,-0.03836569131927159,-0.057550402422503755,-0.03836569131927181
2001-02-28,-0.09739180258470281,-0.09739180258470259,-0.08169575264961348,-0.09739180258470281
2001-03-31,-0.18646315364439958,-0.18646315364439947,-0.16611682205753453,-0.1864631536443997
2001-04-30,-0.19689457485411777,-0.19689457485411765,-0.21713283927006155,-0.19689457485411777
2001-05-31,-0.09322060255228648,-0.09322060255228637,-0.08773607458761667,-0.09322060255228648
2001-06-30,-0.12032927075043398,-0.12032927075043387,-0.07717743849378988,-0.12032927075043398
2001-07-31,-0.14710311264061737,-0.14710311264061726,-0.1706194130211215,-0.14710311264061726
2001-08-31,-0.17812812899983266,-0.17812812899983255,-0.13755240882841535,-0.17812812899983266
2001-09-30,-0.2877679308135508,-0.28848016288273715,-0.2583498140969859,-0.29695063693418544
2001-10-31,-0.2711761264882755,-0.2719049503617872,-0.24107269994462455,-0.24399258690288872
2001-11-30,-0.17331183009716022,-0.17413851826706295,-0.13916620520528422,-0.21083474117961953
2001-12-31,-0.08621717530163242,-0.08621717530163253,-0.08621717530163253,-0.18515281693069496
2002-01-31,-0.05739678822793726,-0.05739678822793737,-0.05739678822793737,-0.19879450088665007
2002-02-28,-0.06732543832666871,-0.06732543832666849,-0.0673254383266686,-0.21369551563784595
2002-03-31,-0.021101700946551727,-0.021101700946551838,-0.021101700946551838,-0.17612627999085806
2002-04-30,-0.10569426520621583,-0.10569426520621583,-0.10569426520621572,-0.22441093495803477
2002-05-31,-0.1506063288574141,-0.1506063288574142,-0.15060632885741398,-0.23602891022567374
2002-06-30,-0.2514264992907499,-0.2514264992907499,-0.2514264992907499,-0.29132359114366646
2002-07-31,-0.2557246616397011,-0.2557246616397011,-0.25572466163970087,-0.41931818949249644
2002-08-31,-0.2813856507503121,-0.2813856507503122,-0.28138565075031197,-0.39245704217567445
2002-09-30,-0.3105662268960444,-0.3105662268960443,-0.3105662268960442,-0.40652090229647486
2002-10-31,-0.37709708727509306,-0.37709708727509306,-0.37709708727509306,-0.4345613615416797
2002-11-30,-0.3092543808193172,-0.3092543808193172,-0.3092543808193172,-0.36218178615973073
