Date,Strategy_Gross,Strategy_Net,KOSPI,SP500
1996-06-30,1.0044183025392281,1.0044183025392284,0.9110697487795635,1.0044183025392281
1996-07-31,0.9584681572415853,0.9584681572415853,0.9158400392322953,0.9584681572415853
1996-08-31,0.9765007149929306,0.9765007149929305,0.8710126836227458,0.9765007149929306
1996-09-30,1.029430302884041,1.029430302884041,0.8801297340674528,1.029430302884041
1996-10-31,1.0562994657138425,1.0562994657138425,0.8443748467488464,1.0562994657138425
1996-11-30,1.1338066556366793,1.1338066556366793,0.8097010766590134,1.1338066556366793
1996-12-31,1.1094236735562495,1.1094236735562497,0.7258197543523328,1.1094236735562495
1997-01-31,1.1774502482752731,1.1774502482752733,0.7644056084349435,1.1774502482752733
1997-02-28,1.1844296908687408,1.1844296908687408,0.7540291121464078,1.1844296908687408
1997-03-31,1.1339563914188415,1.1339563914188417,0.7549319007601257,1.1339563914188415
1997-04-30,1.2001857710967707,1.2001857710967707,0.7837876997837766,1.2001857710967707
1997-05-31,1.2704889147528962,1.2704889147528962,0.8434609125966875,1.2704889147528962
1997-06-30,1.325694980167322,1.3256949801673221,0.8307884353893136,1.325694980167322
1997-07-31,1.4292924874596282,1.4292924874596282,0.8092998372751388,1.4292924874596282
1997-08-31,1.347157291771507,1.347157291771507,0.7750273065691803,1.347157291771507
1997-09-30,1.4187635389531055,1.4187635389531055,0.7212389380530974,1.4187635389531055
1997-10-31,1.369847839010084,1.369847839010084,0.5247208042620539,1.369847839010084
1997-11-30,1.4309250462713732,1.4309250462713732,0.4545819308530795,1.4309250462713732
1997-12-31,1.4534357825920543,1.4534357825920543,0.41941775707184414,1.4534357825920543
1998-01-31,1.4681884136865087,1.4681884136865087,0.6323755600633066,1.4681884136865087
1998-02-28,1.5716211019218926,1.5716211019218924,0.6230133077728985,1.5716211019218926
1998-03-31,1.6501168405311177,1.6501168405311177,0.5361449811640401,1.6501168405311177
1998-04-30,1.6650940752988155,1.6650940752988157,0.4694723702102049,1.6650940752988157
1998-05-31,1.633746642485892,1.6337466424858917,0.370065312855264,1.633746642485892
1998-06-30,1.69817873570894,1.69817873570894,0.33200329907937853,1.69817873570894
1998-07-31,1.6784538345295283,1.6784538345295286,0.38265977129355117,1.6784538345295283
1998-08-31,1.4337407737208034,1.4337407737208034,0.34569002028488,1.4337407737208034
1998-09-30,1.5231997677358513,1.5231997677358515,0.34586834889993534,1.5231997677358515
1998-10-31,1.645503918040593,1.645503918040593,0.44965560286217426,1.645503918040593
1998-11-30,1.7427959765867354,1.7427959765867354,0.5036445910701945,1.7427959765867354
1998-12-31,1.8410466000973191,1.8410466000973191,0.6268919551503533,1.8410466000973191
