Date,gross,min,base,conservative
2018-12-24,0.875198761300409,0.8678014098870469,0.8567989645431638,0.8387090060273159
2018-12-26,0.8584793815011665,0.8512233455617944,0.8404310856872685,0.8226867091127497
2018-12-27,0.8573998106833634,0.8501528994880698,0.8393742112951357,0.8216521489561625
2018-12-28,0.8594777547433371,0.8522132803577048,0.8414084695661582,0.8236434570728826
2019-01-02,0.8475079956864248,0.840344692049647,0.8296903574991858,0.8121727544566074
2019-01-03,0.8402138274957571,0.8331121755977162,0.8225495387168538,0.805182702798055
2019-01-04,0.8375642154751524,0.8304849586170636,0.8199556309828869,0.8026435613339405
2019-01-07,0.8514210375204392,0.8442246600873748,0.8335211332496176,0.8159226494202075
2019-01-08,0.8476202800010323,0.8404560273152268,0.829800281197372,0.8122803572893136
2019-01-09,0.8624683247857109,0.8551785735161204,0.8443361671692632,0.8265093409596096
2019-01-10,0.8646563421588651,0.8573480973377255,0.846478184620174,0.8286061330911273
2019-01-11,0.8734127489848781,0.8660304932975507,0.8550505005710091,0.8369974581136902
2019-01-14,0.8797150859151264,0.8722795616412105,0.8612203399204336,0.8430370310383181
2019-01-15,0.8875155160563116,0.8800140610184581,0.868856777223005,0.8505122370139049
2019-01-16,0.8968934259382163,0.8893127069685718,0.8780375300207538,0.8594991526991823
2019-01-17,0.9009237404413672,0.8933089564638589,0.8819831129509126,0.8633614308700205
2019-01-18,0.9232508718236724,0.9154473745570343,0.9038408484682187,0.8847576747829695
2019-01-21,0.9382570094461711,0.9303266773641066,0.9185315036031108,0.8991381599095417
2019-01-22,0.9302601236076601,0.9223973827715797,0.9107027408020466,0.891474689084965
2019-01-23,0.9373572412558037,0.929434514190781,0.9176506517464534,0.8982759058502733
2019-01-24,0.9353980278464065,0.9274918604370003,0.9157326279846323,0.8963983781344556
2019-01-25,0.9413940027170608,0.9334371561532211,0.9216025460966851,0.902144362185506
2019-01-28,0.9444552730133053,0.9364725519931091,0.9245994575823823,0.9050779986128809
2019-01-29,0.9406837028759543,0.9327328599055449,0.9209071792894117,0.9014636769514106
2019-01-30,0.9428335327181507,0.9348645189646863,0.9230118120473477,0.9035238737087704
2019-01-31,0.9481081894456194,0.9400945932599997,0.9281755766940215,0.9085786136108897
2019-02-01,0.948959781498432,0.9409389874899244,0.9290092652472124,0.9093947001454432
2019-02-07,0.9534291824008315,0.9453706121401809,0.9333847034158113,0.9136777578394686
2019-02-08,0.9641374372059662,0.9559883586775711,0.9438678325457833,0.9239395522352436
2019-02-11,0.9734557517354278,0.9652279129868373,0.952990242897767,0.9328693572834617
2019-02-12,0.9744649465106258,0.9662285778500579,0.9539782208024972,0.9338364755932917
2019-02-13,0.9804402932273549,0.9721534197655524,0.9598279444379293,0.9395626915422381
2019-02-14,0.9836082520409296,0.9752946023705179,0.9629293014681348,0.9425985683112144
2019-02-15,0.9705650970730734,0.9623616907040722,0.9501603600973422,0.9300992229941613
2019-02-18,0.9733063724906409,0.9650797963246962,0.9528440041370225,0.9327262061234552
2019-02-19,0.9689220012242123,0.9607324826232673,0.9485518079784412,0.9285246329157222
2019-02-20,0.9689311443756563,0.9607415484950038,0.94856075890826,0.9285333948607781
2019-02-21,0.9662934972388731,0.9581261952686305,0.9459785645136197,0.9260057194273084
2019-02-22,0.9573765610670558,0.9492846267884852,0.9372490941158799,0.9174605580260723
2019-02-25,0.9658788071192687,0.9577150101911696,0.945572592658089,0.925608319027077
2019-02-26,0.9662016093651358,0.958035084049206,0.9458886084504333,0.9259176626444883
2019-02-27,0.987201507311738,0.9788574867437297,0.9664470137084875,0.9460420096068857
2019-02-28,0.9569231332173972,0.9488350313998546,0.9368051989354236,0.9170260349920962
2019-03-04,0.9627086662631048,0.9545716639866664,0.9424690994596053,0.9225703511916459
2019-03-05,0.9657318834213005,0.9575693283210841,0.9454287578198187,0.9254675210345139
2019-03-06,0.960554351826785,0.9524355582380698,0.9403600763896953,0.9205058568168236
2019-03-07,0.9587228554997629,0.9506195420768596,0.9385670846420544,0.9187507212614476
2019-03-08,0.9469197478057655,0.9389161965617443,0.9270121203324818,0.9074397217950442
2019-03-11,0.9406218554829843,0.9326715352588584,0.920846632149037,0.9014044081683904
2019-03-12,0.9535894883507199,0.9455295631527711,0.9335416391633786,0.9138313801362958
2019-03-13,0.9703203215586054,0.9621189840802128,0.9499207306364528,0.9298646529313174
2019-03-14,0.9723222656709662,0.9641040073686833,0.9518805867495893,0.9317831297743441
2019-03-15,0.9660164003018317,0.957851440409194,0.9457072931416376,0.9257401755224086
2019-03-18,0.9691000818581661,0.9609090580848104,0.9487261447228744,0.9286952888148168
2019-03-19,0.9722584409077949,0.9640407220649159,0.9518181038103812,0.931721966063829
2019-03-20,0.9769776298640628,0.9687200235114669,0.9564380785978295,0.936244397371759
2019-03-21,0.9661580468026736,0.9579918896860573,0.9458459617282707,0.925875916340588
2019-03-22,0.956839084682875,0.9487516932600144,0.9367229174006065,0.9169454907020859
2019-03-25,0.9492394050561404,0.9412162476145348,0.9292830101212919,0.9096626653283455
2019-03-26,0.9571826772405977,0.949092381706117,0.9370592864183643,0.9172747578186637
2019-03-27,0.9615348997319608,0.9534078183602265,0.9413200096836952,0.9214455226336381
2019-03-28,0.9581078501513258,0.950009734874129,0.93796500889763,0.9181613573965781
2019-03-29,0.9765451747514858,0.9682912235942348,0.9560147152327845,0.9358299726563012
2019-04-01,0.9822921946581937,0.9739896685626437,0.9616409123013908,0.9413373814492619
2019-04-02,0.9815298125910284,0.9732337302980881,0.9608945582220467,0.9406067854589121
2019-04-03,0.9811369261684302,0.9728441646285142,0.960509931672113,0.9402302796918227
2019-04-04,0.9743997639453976,0.9661639462206426,0.9539144086070702,0.9337740106917058
2019-04-05,0.9780502273830698,0.9697835552260828,0.9574881262947563,0.93727227496804
2019-04-08,0.9754043089436278,0.9671600006077214,0.9548978344897141,0.9347366730882152
2019-04-09,0.9830382371435066,0.9747294053506943,0.9623712703151196,0.9420523191056878
2019-04-10,0.9961124965116712,0.9876931585169625,0.9751706621608847,0.9545814719839707
2019-04-11,1.0029746531183383,0.9944973148314472,0.9818885517821969,0.9611575239635576
2019-04-12,1.0048485603724404,0.996355383454272,0.9837230628280982,0.9629533022027088
2019-04-15,1.0114371161831863,1.0028882515003708,0.9901731037172035,0.9692671606535315
2019-04-16,1.0064831977986104,0.9979762046046318,0.985323334350495,0.964519786516376
2019-04-17,1.0079825459287335,0.9994628799505829,0.9867911608399549,0.9659566221650417
2019-04-18,1.003523150505858,0.9950411762115772,0.9824255178000457,0.9616831527910159
2019-04-19,1.016010025352209,1.0074225095451,0.9946498740398068,0.9736494110329833
2019-04-22,1.0091979139645149,1.0006679754575916,0.987980977508627,0.9671213177317186
2019-04-23,0.9993398104643423,0.9908931945797588,0.9783301264736494,0.9576742291919005
2019-04-24,0.9903188457960126,0.9819484768723366,0.9694988146291021,0.9490293765653491
2019-04-25,0.9776721071693557,0.9694086309585022,0.9571179555153764,0.9369099197607138
