Code,Name,Market,Marcap,Amount,stock_code,year,quarter,available_date,equity,operating_cashflow,net_income,revenue,quarter_end,EY,BY,CFY,SY,EY_rank,BY_rank,CFY_rank,SY_rank,avg_rank,signal_date,exec_tradeable,execution_date
006200,한국전자홀딩스,KOSPI,33464242240.0,61918451.0,006200,2018,Q2,2018-08-14,266879661907.0,18343292050.0,1959007596.0,61027668549.0,2018-06-30,0.23416129753667478,7.975069627842856,2.1925841820585625,7.294672099409235,188.0,4.0,21.0,115.0,82.0,2018-10-31,True,2018-11-01
058650,세아홀딩스,KOSPI,399200000000.0,91646100.0,058650,2018,Q2,2018-08-14,3006371339055.0,90239532002.0,21849412156.0,1319686837073.0,2018-06-30,0.21893198553106213,7.530990328294088,0.9042037274749499,13.223315000731462,213.0,9.0,107.0,29.0,89.5,2018-10-31,True,2018-11-01
013570,디와이,KOSPI,139494054900.0,1283775560.0,013570,2018,Q2,2018-08-14,455535558163.0,30812700351.0,14248587046.0,235911395358.0,2018-06-30,0.40857904822436986,3.2656270440311075,0.8835559443185991,6.764772750412032,59.0,97.0,114.0,138.0,102.0,2018-10-31,True,2018-11-01
005740,크라운해태홀딩스,KOSPI,145504000600.0,209102450.0,005740,2018,Q2,2018-08-14,500832171341.0,37671218747.0,9779841364.0,280483628001.0,2018-06-30,0.2688542259641485,3.4420508664763134,1.035606405092892,7.710678107664347,148.0,74.0,89.0,104.0,103.75,2018-10-31,True,2018-11-01
071970,STX중공업,KOSPI,52405745060.0,577841480.0,071970,2018,Q2,2018-08-14,171880280629.0,11157876788.0,40092720107.0,69722960082.0,2018-06-30,3.0601774718475876,3.2797984349275464,0.8516529457009117,5.3217798928093325,6.0,93.0,122.0,205.0,106.5,2018-10-31,True,2018-11-01
001040,CJ,KOSPI,3180292782000.0,8742162000.0,001040,2018,Q2,2018-08-14,12691380042000.0,378986937000.0,853967198000.0,7062540200000.0,2018-06-30,1.074073686338983,3.9906325964173446,0.47666924145476364,8.882880519646445,9.0,52.0,284.0,83.0,107.0,2018-10-31,True,2018-11-01
002030,아세아,KOSPI,253063272000.0,160372000.0,002030,2018,Q2,2018-08-14,1307818448588.0,32113974320.0,42761445986.0,444046131681.0,2018-06-30,0.6759012581802072,5.167950442796772,0.5076038741805251,7.0187369059386855,21.0,19.0,269.0,123.0,108.0,2018-10-31,True,2018-11-01
018670,SK가스,KOSPI,661859607700.0,1493832400.0,018670,2018,Q2,2018-08-14,1780713194436.0,116164609940.0,87732004539.0,1718346831650.0,2018-06-30,0.5302151907645414,2.6904696611175294,0.7020498521955656,10.384962681867556,33.0,160.0,177.0,62.0,108.0,2018-10-31,True,2018-11-01
053700,삼보모터스,KOSDAQ,88060890300.0,411060910.0,053700,2018,Q2,2018-08-14,206422725981.0,43212245590.0,5349339915.0,269642003145.0,2018-06-30,0.24298368534663792,2.3440908362131334,1.9628348268016544,12.24797987966742,180.0,226.0,26.0,38.0,117.5,2018-10-31,True,2018-11-01
001940,KISCO홀딩스,KOSPI,217097465000.0,106444650.0,001940,2018,Q2,2018-08-14,1278888464599.0,31346733663.0,20313189051.0,352501182658.0,2018-06-30,0.3742685627582063,5.890849368503681,0.5775605654907118,6.494800529485685,73.0,14.0,236.0,149.0,118.0,2018-10-31,True,2018-11-01
036710,심텍홀딩스,KOSDAQ,67872395185.0,60829980.0,036710,2018,Q2,2018-08-14,233130057951.0,14392704103.0,3409625864.0,248806485676.0,2018-06-30,0.2009433057257739,3.4348288036035366,0.8482213756429111,14.663191714264828,251.0,76.0,124.0,22.0,118.25,2018-10-31,True,2018-11-01
124500,아이티센,KOSDAQ,80687783275.0,249280145.0,124500,2018,Q4,2019-04-01,175480298234.0,83212888314.0,14804969645.0,427330946826.0,2018-12-31,0.7339385985876807,2.174806285555377,4.1251790512273185,21.184418730135203,13.0,167.0,12.0,9.0,50.25,2019-04-30,True,2019-05-02
010100,한국프랜지,KOSPI,53440487100.0,46497605.0,010100,2018,Q4,2019-04-01,220378356300.0,28507545792.0,6322206430.0,76214944844.0,2018-12-31,0.47321473085899324,4.123808899563716,2.1337788885535813,5.704659443046132,32.0,25.0,34.0,133.0,56.0,2019-04-30,True,2019-05-02
002030,아세아,KOSPI,281546584000.0,116920500.0,002030,2018,Q4,2019-03-29,1383842591202.0,78798908514.0,39410626359.0,450412994083.0,2018-12-31,0.5599162426207949,4.915146088939939,1.1195150357640282,6.399125681922676,23.0,16.0,98.0,104.0,60.25,2019-04-30,True,2019-05-02
036530,S&T홀딩스,KOSPI,215211295200.0,70700200.0,036530,2018,Q4,2019-02-28,1503275496222.0,51287243294.0,25464598876.0,404631820111.0,2018-12-31,0.4732948398890543,6.985114302783119,0.9532444520876616,7.520642812636165,31.0,7.0,129.0,75.0,60.5,2019-04-30,True,2019-05-02
039020,이건홀딩스,KOSDAQ,70464292080.0,47576355.0,039020,2018,Q4,2019-03-29,269211650382.0,18638074683.0,6295171199.0,158597467978.0,2018-12-31,0.3573538320290182,3.8205400556122355,1.0580152944325159,9.002997875743365,44.0,34.0,112.0,56.0,61.5,2019-04-30,True,2019-05-02
038110,에코플라스틱,KOSDAQ,39402482950.0,228604245.0,038110,2018,Q4,2019-04-01,118234089919.0,124582122854.0,1502022972.0,326908625336.0,2018-12-31,0.15248003268281346,3.00067612665511,12.647134244010884,33.18660153989103,200.0,66.0,1.0,3.0,67.5,2019-04-30,True,2019-05-02
021820,세원정공,KOSPI,85000000000.0,49934690.0,021820,2017,Q3,2017-05-15,545451735823.0,32028559662.0,15514043900.0,92993891673.0,2017-09-30,0.7300726541176471,6.41707924497647,1.507226337035294,4.376183137552941,14.0,9.0,56.0,195.0,68.5,2019-04-30,True,2019-05-02
005990,매일홀딩스,KOSDAQ,174222460800.0,58399650.0,005990,2018,Q3,2018-11-14,515389888608.0,47929207309.0,13488040598.0,316936181454.0,2018-09-30,0.3096739774209411,2.958228728037803,1.1004139670377104,7.276586038302589,55.0,72.0,104.0,83.0,78.5,2019-04-30,True,2019-05-02
009200,무림페이퍼,KOSPI,148961329800.0,456856305.0,009200,2018,Q4,2019-04-01,667550639192.0,22220485626.0,14525719976.0,276686324084.0,2018-12-31,0.39005344529355834,4.4813686886944,0.5966779608059057,7.4297490350143205,38.0,20.0,250.0,77.0,96.25,2019-04-30,True,2019-05-02
024900,덕양산업,KOSPI,46079446700.0,193812100.0,024900,2018,Q4,2019-04-01,77310763476.0,53317363581.0,3195862430.0,388477869381.0,2018-12-31,0.2774219448255658,1.67777108912204,4.628298940143307,33.722442190782644,65.0,327.0,9.0,2.0,100.75,2019-04-30,True,2019-05-02
041520,이라이콤,KOSDAQ,83858462400.0,272822620.0,041520,2018,Q4,2019-04-01,210172045429.0,14594689074.0,10664527967.0,151785021266.0,2018-12-31,0.5086917962378475,2.5062711551577412,0.696158200677908,7.240057445460627,28.0,119.0,207.0,84.0,109.5,2019-04-30,True,2019-05-02
076080,웰크론한텍,KOSDAQ,50022668475.0,352965115.0,076080,2018,Q4,2019-04-01,100151621805.0,9576864178.0,12671066237.0,73630324624.0,2018-12-31,1.0132259332252667,2.002124733810495,0.7658019429960049,5.887756640635713,8.0,215.0,176.0,123.0,130.5,2019-04-30,True,2019-05-02
001940,KISCO홀딩스,KOSPI,251278768000.0,152304150.0,001940,2018,Q4,2019-04-18,1279048873334.0,28394843277.0,16634900174.0,362716945810.0,2018-12-31,0.2648039117097231,5.090158963744999,0.45200545200062425,5.7739370293315035,75.0,14.0,324.0,128.0,135.25,2019-04-30,True,2019-05-02
003380,하림지주,KOSDAQ,1254028253200.0,3086093700.0,003380,2018,Q3,2018-11-14,3261389505699.0,160641430253.0,75215416896.0,1977634826040.0,2018-09-30,0.23991617957272351,2.600730483844094,0.512401311032918,6.308102934662014,86.0,108.0,289.0,107.0,147.5,2019-04-30,True,2019-05-02
003070,코오롱글로벌,KOSPI,308827865500.0,1566395600.0,003070,2018,Q4,2019-04-01,446731381018.0,211110890789.0,15622380555.0,860975673779.0,2018-12-31,0.20234418328419915,1.4465384472179372,2.734350288594667,11.151528342626193,123.0,446.0,22.0,32.0,155.75,2019-04-30,True,2019-05-02
015230,대창단조,KOSPI,82200000000.0,134038650.0,015230,2018,Q4,2019-04-01,181349274746.0,20089717072.0,2730907699.0,81961256223.0,2018-12-31,0.13289088559610707,2.2061955565206812,0.9776018039902676,3.9883822979562042,237.0,161.0,126.0,230.0,188.5,2019-04-30,True,2019-05-02
017000,신원종합개발,KOSDAQ,44853060285.0,105205580.0,017000,2018,Q4,2019-04-01,75427346775.0,12539080213.0,1544055589.0,70549571717.0,2018-12-31,0.13769901801027132,1.6816544132268454,1.118236315054149,6.291617229123032,228.0,324.0,99.0,110.0,190.25,2019-04-30,True,2019-05-02
016250,이테크건설,KOSDAQ,309960000000.0,4176067800.0,016250,2018,Q4,2019-04-01,498705034724.0,45509863430.0,25799230219.0,470658443998.0,2018-12-31,0.33293625266486,1.6089335227900374,0.5872998248806297,6.073795896218867,47.0,366.0,255.0,114.0,195.5,2019-04-30,True,2019-05-02
037460,삼지전자,KOSDAQ,176240037600.0,2679997500.0,037460,2018,Q4,2019-04-01,303109592324.0,40353223364.0,5359271151.0,347645240988.0,2018-12-31,0.12163572418575108,1.7198679508452397,0.9158696040586863,7.890267063538121,268.0,311.0,136.0,71.0,196.5,2019-04-30,True,2019-05-02
005390,신성통상,KOSPI,137241512450.0,218367894.0,005390,2018,Q2,2019-02-14,235564731696.0,13554820564.0,9337484207.0,275354124789.0,2018-06-30,0.27214751689367583,1.7164247718548078,0.39506473870836445,8.025388816355907,66.0,312.0,360.0,69.0,201.75,2019-04-30,True,2019-05-02
