mode,modern_total_cfs,modern_cfs_done,modern_cfs_completion_pct,modern_fallback_needed,modern_fallback_done,modern_run_tasks,modern_rate_limited,legacy_target_docs,legacy_target_done,legacy_target_completion_pct,legacy_run_docs,legacy_rate_limited,updated_at_utc
SUPER_VALUE_FAST_BACKFILL,117667,42314,35.96,16419,13287,2500,True,27305,0,0.0,2000,True,2026-09-23T13:41:43.621773+00:00
