status,legacy_mapped_corps,searched_corps_done,catalog_reports,parsed_reports_done,parse_errors,candidate_rows_written_this_run,candidate_shards_total,max_search_corps_per_run,max_documents_per_run,workers,updated_at_utc
OK,2739,2500,104366,6154,72,23451,2,300,800,6,2026-09-08T19:05:52.224623+00:00
