corp_code,stock_code,status,reports_found,error,updated_at_utc
00146719,001590,OK,59,,2026-08-31T21:40:40.747004+00:00
00148984,000480,OK,60,,2026-08-31T21:40:40.747004+00:00
00109286,000490,OK,60,,2026-08-31T21:40:40.747004+00:00
00103176,000540,OK,60,,2026-08-31T21:40:40.747004+00:00
00141307,000670,OK,60,,2026-08-31T21:40:40.747004+00:00
00113508,000320,OK,60,,2026-08-31T21:40:40.747004+00:00
00104768,000500,OK,60,,2026-08-31T21:40:40.747004+00:00
00116824,000640,OK,60,,2026-08-31T21:40:40.747004+00:00
00151395,000650,OK,60,,2026-08-31T21:40:40.747004+00:00
00164779,000660,OK,60,,2026-08-31T21:40:40.747004+00:00
00163691,000700,OK,60,,2026-08-31T21:40:40.747004+00:00
00164478,000720,OK,58,,2026-08-31T21:40:40.747004+00:00
00145686,000760,OK,60,,2026-08-31T21:40:40.747004+00:00
00129387,000390,OK,60,,2026-08-31T21:40:40.747004+00:00
00150244,000080,OK,60,,2026-08-31T21:40:40.747004+00:00
00134060,000790,OK,36,,2026-08-31T21:40:40.747004+00:00
00104698,000680,OK,60,,2026-08-31T21:40:40.747004+00:00
00106669,001430,OK,60,,2026-08-31T21:40:40.747004+00:00
00128032,000520,OK,60,,2026-08-31T21:40:40.747004+00:00
00126414,001360,OK,60,,2026-08-31T21:40:40.747004+00:00
00123541,000890,OK,60,,2026-08-31T21:40:40.747004+00:00
00144252,000910,OK,60,,2026-08-31T21:40:40.747004+00:00
00147222,000950,OK,61,,2026-08-31T21:40:40.747004+00:00
00159573,000970,OK,60,,2026-08-31T21:40:40.747004+00:00
00160843,000990,OK,60,,2026-08-31T21:40:40.747004+00:00
00135999,001000,OK,60,,2026-08-31T21:40:40.747004+00:00
00134723,001020,OK,60,,2026-08-31T21:40:40.747004+00:00
00148540,001040,OK,60,,2026-08-31T21:40:40.747004+00:00
00149947,001060,OK,60,,2026-08-31T21:40:40.747004+00:00
00112970,001070,OK,60,,2026-08-31T21:40:40.747004+00:00
00120872,001080,OK,60,,2026-08-31T21:40:40.747004+00:00
00109107,001110,OK,44,,2026-08-31T21:40:40.747004+00:00
00120076,001120,OK,60,,2026-08-31T21:40:40.747004+00:00
00112068,001190,OK,32,,2026-08-31T21:40:40.747004+00:00
00131054,001200,OK,60,,2026-08-31T21:40:40.747004+00:00
00106395,001210,OK,60,,2026-08-31T21:40:40.747004+00:00
00114792,001230,OK,59,,2026-08-31T21:40:40.747004+00:00
00138190,001250,OK,60,,2026-08-31T21:40:40.747004+00:00
00126229,000830,OK,59,,2026-08-31T21:40:40.747004+00:00
00135670,001580,OK,18,,2026-08-31T21:40:40.747004+00:00
00148744,000610,OK,36,,2026-08-31T21:40:40.747004+00:00
00107066,001260,OK,60,,2026-08-31T21:40:40.747004+00:00
00160588,000880,OK,60,,2026-08-31T21:40:40.747004+00:00
00131434,001150,OK,11,,2026-08-31T21:40:40.747004+00:00
00112059,001290,OK,60,,2026-08-31T21:40:40.747004+00:00
00163178,001280,OK,17,,2026-08-31T21:40:40.747004+00:00
00104519,001140,OK,60,,2026-08-31T21:40:40.747004+00:00
00113243,001130,OK,60,,2026-08-31T21:40:40.747004+00:00
00123772,001270,OK,60,,2026-08-31T21:40:40.747004+00:00
00148328,001300,OK,54,,2026-08-31T21:40:40.747004+00:00
00155498,001310,OK,60,,2026-08-31T21:40:40.747004+00:00
00152039,001380,OK,60,,2026-08-31T21:40:40.747004+00:00
00101220,001390,OK,54,,2026-08-31T21:40:40.747004+00:00
00115816,001400,NO_REPORTS,0,,2026-08-31T21:40:40.747004+00:00
00164973,001450,OK,60,,2026-08-31T21:40:40.747004+00:00
00113207,001440,OK,60,,2026-08-31T21:40:40.747004+00:00
00122472,001340,OK,60,,2026-08-31T21:40:40.747004+00:00
00100939,000860,OK,56,,2026-08-31T21:40:40.747004+00:00
00152914,001370,OK,34,,2026-08-31T21:40:40.747004+00:00
00118345,001530,OK,60,,2026-08-31T21:40:40.747004+00:00
00117337,001520,OK,60,,2026-08-31T21:40:40.747004+00:00
00148948,001550,OK,60,,2026-08-31T21:40:40.747004+00:00
00151447,001490,OK,60,,2026-08-31T21:40:40.747004+00:00
00131850,001510,OK,60,,2026-08-31T21:40:40.747004+00:00
00125974,001470,OK,59,,2026-08-31T21:40:40.747004+00:00
00122579,001460,OK,60,,2026-08-31T21:40:40.747004+00:00
00106119,001570,OK,60,,2026-08-31T21:40:40.747004+00:00
00137997,001500,OK,60,,2026-08-31T21:40:40.747004+00:00
00109019,005270,OK,60,,2026-09-01T18:34:35.142197+00:00
00128759,004620,OK,41,,2026-09-01T18:34:35.142197+00:00
00112457,003310,OK,60,,2026-09-01T18:34:35.142197+00:00
00124726,005180,OK,60,,2026-09-01T18:34:35.142197+00:00
00105280,005440,OK,60,,2026-09-01T18:34:35.142197+00:00
00163716,005110,OK,60,,2026-09-01T18:34:35.142197+00:00
00156488,005010,OK,60,,2026-09-01T18:34:35.142197+00:00
00120562,004990,OK,60,,2026-09-01T18:34:35.142197+00:00
00132804,004980,OK,60,,2026-09-01T18:34:35.142197+00:00
00135962,004970,OK,60,,2026-09-01T18:34:35.142197+00:00
00162063,004960,OK,60,,2026-09-01T18:34:35.142197+00:00
00130879,004410,OK,60,,2026-09-01T18:34:35.142197+00:00
00114701,004420,OK,31,,2026-09-01T18:34:35.142197+00:00
00108135,005250,OK,60,,2026-09-01T18:34:35.142197+00:00
00125150,005090,OK,60,,2026-09-01T18:34:35.142197+00:00
00173740,005450,OK,60,,2026-09-01T18:34:35.142197+00:00
00155319,005490,OK,60,,2026-09-01T18:34:35.142197+00:00
00125530,005610,OK,60,,2026-09-01T18:34:35.142197+00:00
00124106,005280,OK,60,,2026-09-01T18:34:35.142197+00:00
00158909,004940,OK,59,,2026-09-01T18:34:35.142197+00:00
00127158,004920,OK,59,,2026-09-01T18:34:35.142197+00:00
00148920,004910,OK,60,,2026-09-01T18:34:35.142197+00:00
00149840,005600,OK,16,,2026-09-01T18:34:35.142197+00:00
00140362,005560,OK,60,,2026-09-01T18:34:35.142197+00:00
00128412,005500,OK,60,,2026-09-01T18:34:35.142197+00:00
00156691,005430,OK,60,,2026-09-01T18:34:35.142197+00:00
00160302,005420,OK,55,,2026-09-01T18:34:35.142197+00:00
00136341,005390,OK,60,,2026-09-01T18:34:35.142197+00:00
00164742,005380,OK,59,,2026-09-01T18:34:35.142197+00:00
00121288,005360,OK,60,,2026-09-01T18:34:35.142197+00:00
00123648,005350,OK,50,,2026-09-01T18:34:35.142197+00:00
00106650,005330,OK,26,,2026-09-01T18:34:35.142197+00:00
00168331,005320,OK,60,,2026-09-01T18:34:35.142197+00:00
00120571,005300,OK,60,,2026-09-01T18:34:35.142197+00:00
00129989,005070,OK,55,,2026-09-01T18:34:35.142197+00:00
00141644,004390,OK,17,,2026-09-01T18:34:35.142197+00:00
00114093,004830,OK,60,,2026-09-01T18:34:35.142197+00:00
00109514,004870,OK,60,,2026-09-01T18:34:35.142197+00:00
00129235,004450,OK,60,,2026-09-01T18:34:35.142197+00:00
00134963,004430,OK,60,,2026-09-01T18:34:35.142197+00:00
00127802,004380,OK,60,,2026-09-01T18:34:35.142197+00:00
00108241,004370,OK,60,,2026-09-01T18:34:35.142197+00:00
00133812,004360,OK,60,,2026-09-01T18:34:35.142197+00:00
00144766,004320,OK,60,,2026-09-01T18:34:35.142197+00:00
00164706,004310,OK,60,,2026-09-01T18:34:35.142197+00:00
00172185,004270,OK,60,,2026-09-01T18:34:35.142197+00:00
00108038,004250,OK,60,,2026-09-01T18:34:35.142197+00:00
00133928,004230,OK,33,,2026-09-01T18:34:35.142197+00:00
00102681,004200,OK,60,,2026-09-01T18:34:35.142197+00:00
00110495,005620,OK,60,,2026-09-01T18:34:35.142197+00:00
00126201,006660,OK,60,,2026-09-01T18:34:35.142197+00:00
00116499,006600,OK,23,,2026-09-01T18:34:35.142197+00:00
00118266,004840,OK,60,,2026-09-01T18:34:35.142197+00:00
00124151,005030,OK,56,,2026-09-01T18:34:35.142197+00:00
00117382,004510,OK,21,,2026-09-01T18:34:35.142197+00:00
00174305,004820,OK,37,,2026-09-01T18:34:35.142197+00:00
00111740,005060,OK,28,,2026-09-01T18:34:35.142197+00:00
00151252,004530,OK,29,,2026-09-01T18:34:35.142197+00:00
00113492,004540,OK,60,,2026-09-01T18:34:35.142197+00:00
00117188,004800,OK,60,,2026-09-01T18:34:35.142197+00:00
00106492,004790,OK,54,,2026-09-01T18:34:35.142197+00:00
00109587,004780,OK,60,,2026-09-01T18:34:35.142197+00:00
00138057,004770,OK,60,,2026-09-01T18:34:35.142197+00:00
00123152,004740,OK,60,,2026-09-01T18:34:35.142197+00:00
00135050,004720,OK,60,,2026-09-01T18:34:35.142197+00:00
00157399,004710,OK,60,,2026-09-01T18:34:35.142197+00:00
00148939,004700,OK,60,,2026-09-01T18:34:35.142197+00:00
00128555,004690,OK,60,,2026-09-01T18:34:35.142197+00:00
00156442,004590,OK,60,,2026-09-01T18:34:35.142197+00:00
00125743,004560,OK,60,,2026-09-01T18:34:35.142197+00:00
00161028,004550,OK,54,,2026-09-01T18:34:35.142197+00:00
00165103,005670,OK,60,,2026-09-01T18:34:35.142197+00:00
00116356,005190,OK,60,,2026-09-01T18:34:35.142197+00:00
00133858,004490,OK,60,,2026-09-01T18:34:35.142197+00:00
00117072,005900,OK,60,,2026-09-01T18:34:35.142197+00:00
00128731,007050,OK,34,,2026-09-01T18:34:35.142197+00:00
00127200,005680,OK,60,,2026-09-01T18:34:35.142197+00:00
00141404,006740,OK,60,,2026-09-01T18:34:35.142197+00:00
00130383,006730,OK,59,,2026-09-01T18:34:35.142197+00:00
00147949,004190,OK,13,,2026-09-01T18:34:35.142197+00:00
00103149,004460,OK,25,,2026-09-01T18:34:35.142197+00:00
00111227,006580,OK,60,,2026-09-01T18:34:35.142197+00:00
00122825,006490,OK,60,,2026-09-01T18:34:35.142197+00:00
00163318,006920,OK,60,,2026-09-01T18:34:35.142197+00:00
00162780,006440,OK,59,,2026-09-01T18:34:35.142197+00:00
00126362,006400,OK,60,,2026-09-01T18:34:35.142197+00:00
00159810,006380,OK,60,,2026-09-01T18:34:35.142197+00:00
00108977,006370,OK,60,,2026-09-01T18:34:35.142197+00:00
00267881,006910,OK,60,,2026-09-01T18:34:35.142197+00:00
00109824,006570,OK,60,,2026-09-01T18:34:35.142197+00:00
00113173,007480,OK,48,,2026-09-01T18:34:35.142197+00:00
00120030,006360,OK,60,,2026-09-01T18:34:35.142197+00:00
00164672,006390,OK,59,,2026-09-01T18:34:35.142197+00:00
00101992,006750,OK,17,,2026-09-01T18:34:35.142197+00:00
00146296,007110,OK,60,,2026-09-01T18:34:35.142197+00:00
00111670,007410,OK,22,,2026-09-01T18:34:35.142197+00:00
00117276,007390,OK,60,,2026-09-01T18:34:35.142197+00:00
00147295,006350,OK,60,,2026-09-01T18:34:35.142197+00:00
00116949,007340,OK,60,,2026-09-01T18:34:35.142197+00:00
00152385,007460,OK,60,,2026-09-01T18:34:35.142197+00:00
00124805,007330,OK,60,,2026-09-01T18:34:35.142197+00:00
00154204,007490,OK,38,,2026-09-01T18:34:35.142197+00:00
00124090,007280,OK,60,,2026-09-01T18:34:35.142197+00:00
00122898,007210,OK,60,,2026-09-01T18:34:35.142197+00:00
00150855,007200,OK,49,,2026-09-01T18:34:35.142197+00:00
00137702,007190,OK,60,,2026-09-01T18:34:35.142197+00:00
00124799,007160,OK,60,,2026-09-01T18:34:35.142197+00:00
00104786,007120,OK,61,,2026-09-01T18:34:35.142197+00:00
00141529,007310,OK,60,,2026-09-01T18:34:35.142197+00:00
00142661,006980,OK,60,,2026-09-01T18:34:35.142197+00:00
00111722,006800,OK,60,,2026-09-01T18:34:35.142197+00:00
00109161,006890,OK,60,,2026-09-01T18:34:35.142197+00:00
00129679,006280,OK,60,,2026-09-01T18:34:35.142197+00:00
00126380,005930,OK,60,,2026-09-01T18:34:35.142197+00:00
00162142,005890,OK,17,,2026-09-01T18:34:35.142197+00:00
00113535,005880,OK,60,,2026-09-01T18:34:35.142197+00:00
00111421,005870,OK,59,,2026-09-01T18:34:35.142197+00:00
00162911,005860,OK,60,,2026-09-01T18:34:35.142197+00:00
00125521,005850,OK,56,,2026-09-01T18:34:35.142197+00:00
00159102,005830,OK,60,,2026-09-01T18:34:35.142197+00:00
00143794,005820,OK,60,,2026-09-01T18:34:35.142197+00:00
00155531,005810,OK,60,,2026-09-01T18:34:35.142197+00:00
00136624,005800,OK,60,,2026-09-01T18:34:35.142197+00:00
00165200,005760,OK,32,,2026-09-01T18:34:35.142197+00:00
00109754,005750,OK,60,,2026-09-01T18:34:35.142197+00:00
00153126,005740,OK,60,,2026-09-01T18:34:35.142197+00:00
00167192,005720,OK,60,,2026-09-01T18:34:35.142197+00:00
00111874,005710,OK,60,,2026-09-01T18:34:35.142197+00:00
00120182,005940,OK,60,,2026-09-01T18:34:35.142197+00:00
00105165,006250,OK,60,,2026-09-01T18:34:35.142197+00:00
00115612,005960,OK,60,,2026-09-01T18:34:35.142197+00:00
00260392,006340,OK,61,,2026-09-01T18:34:35.142197+00:00
00145163,005690,OK,60,,2026-09-01T18:34:35.142197+00:00
00148832,006220,OK,60,,2026-09-01T18:34:35.142197+00:00
00142698,006210,OK,34,,2026-09-01T18:34:35.142197+00:00
00159254,006200,OK,60,,2026-09-01T18:34:35.142197+00:00
00136217,006150,OK,17,,2026-09-01T18:34:35.142197+00:00
00155735,006140,OK,60,,2026-09-01T18:34:35.142197+00:00
00131832,006120,OK,60,,2026-09-01T18:34:35.142197+00:00
00126779,006110,OK,59,,2026-09-01T18:34:35.142197+00:00
00141875,006090,OK,60,,2026-09-01T18:34:35.142197+00:00
00106508,006070,OK,37,,2026-09-01T18:34:35.142197+00:00
00166227,006060,OK,60,,2026-09-01T18:34:35.142197+00:00
00104537,006050,OK,60,,2026-09-01T18:34:35.142197+00:00
00118026,006040,OK,60,,2026-09-01T18:34:35.142197+00:00
00133238,005980,OK,60,,2026-09-01T18:34:35.142197+00:00
00145552,005950,OK,56,,2026-09-01T18:34:35.142197+00:00
00105952,006260,OK,60,,2026-09-01T18:34:35.142197+00:00
00136378,004170,OK,60,,2026-09-01T18:34:35.142197+00:00
00115427,004660,OK,42,,2026-09-01T18:34:35.142197+00:00
00115287,004140,OK,58,,2026-09-01T18:34:35.142197+00:00
00120216,002550,OK,60,,2026-09-01T18:34:35.142197+00:00
00158149,002960,OK,60,,2026-09-01T18:34:35.142197+00:00
00137368,002870,OK,60,,2026-09-01T18:34:35.142197+00:00
00122728,002480,OK,50,,2026-09-01T18:34:35.142197+00:00
00174527,002460,OK,60,,2026-09-01T18:34:35.142197+00:00
00127857,002450,OK,60,,2026-09-01T18:34:35.142197+00:00
00133618,002420,OK,60,,2026-09-01T18:34:35.142197+00:00
00122694,002410,OK,60,,2026-09-01T18:34:35.142197+00:00
00103325,002540,OK,37,,2026-09-01T18:34:35.142197+00:00
00161046,002390,OK,60,,2026-09-01T18:34:35.142197+00:00
00136457,002360,OK,60,,2026-09-01T18:34:35.142197+00:00
00173874,002350,OK,60,,2026-09-01T18:34:35.142197+00:00
00163512,002320,OK,60,,2026-09-01T18:34:35.142197+00:00
00127936,002290,OK,60,,2026-09-01T18:34:35.142197+00:00
00105271,002380,OK,60,,2026-09-01T18:34:35.142197+00:00
00138491,001830,OK,25,,2026-09-01T18:34:35.142197+00:00
00155638,002230,OK,60,,2026-09-01T18:34:35.142197+00:00
00105846,002610,OK,9,,2026-09-01T18:34:35.142197+00:00
00149804,002880,OK,60,,2026-09-01T18:34:35.142197+00:00
00105244,002250,OK,60,,2026-09-01T18:34:35.142197+00:00
00132211,002820,OK,60,,2026-09-01T18:34:35.142197+00:00
00127167,002810,OK,60,,2026-09-01T18:34:35.142197+00:00
00154462,002790,OK,60,,2026-09-01T18:34:35.142197+00:00
00123107,002760,OK,60,,2026-09-01T18:34:35.142197+00:00
00169020,002740,NO_REPORTS,0,,2026-09-01T18:34:35.142197+00:00
00104722,002720,OK,60,,2026-09-01T18:34:35.142197+00:00
00117300,002710,OK,60,,2026-09-01T18:34:35.142197+00:00
00173698,002700,OK,60,,2026-09-01T18:34:35.142197+00:00
00140566,002680,OK,60,,2026-09-01T18:34:35.142197+00:00
00115472,002670,OK,60,,2026-09-01T18:34:35.142197+00:00
00141626,002630,OK,57,,2026-09-01T18:34:35.142197+00:00
00148443,002620,OK,60,,2026-09-01T18:34:35.142197+00:00
00120508,002270,OK,60,,2026-09-01T18:34:35.142197+00:00
00121932,002840,OK,60,,2026-09-01T18:34:35.142197+00:00
00141334,002850,OK,13,,2026-09-01T18:34:35.142197+00:00
00121941,001680,OK,60,,2026-09-01T18:34:35.142197+00:00
00103006,002240,OK,60,,2026-09-01T18:34:35.142197+00:00
00119511,001690,OK,4,,2026-09-01T18:34:35.142197+00:00
00101275,001670,OK,40,,2026-09-01T18:34:35.142197+00:00
00113234,001790,OK,60,,2026-09-01T18:34:35.142197+00:00
00130897,002860,OK,59,,2026-09-01T18:34:35.142197+00:00
00159412,002300,OK,59,,2026-09-01T18:34:35.142197+00:00
00117027,001780,OK,45,,2026-09-01T18:34:35.142197+00:00
00137809,001770,OK,60,,2026-09-01T18:34:35.142197+00:00
00136721,001720,OK,60,,2026-09-01T18:34:35.142197+00:00
00162416,001750,OK,60,,2026-09-01T18:34:35.142197+00:00
00131780,001740,OK,60,,2026-09-01T18:34:35.142197+00:00
00149354,001630,OK,60,,2026-09-01T18:34:35.142197+00:00
00128971,001880,OK,60,,2026-09-01T18:34:35.142197+00:00
00114765,001620,OK,60,,2026-09-01T18:34:35.142197+00:00
00173397,001600,OK,37,,2026-09-01T18:34:35.142197+00:00
00173795,004080,OK,60,,2026-09-01T18:34:35.142197+00:00
00150828,002780,OK,60,,2026-09-01T18:34:35.142197+00:00
00138701,002030,OK,60,,2026-09-01T18:34:35.142197+00:00
00138729,002310,OK,60,,2026-09-01T18:34:35.142197+00:00
00152862,002020,OK,60,,2026-09-01T18:34:35.142197+00:00
00163196,002220,OK,56,,2026-09-01T18:34:35.142197+00:00
00141282,001890,OK,60,,2026-09-01T18:34:35.142197+00:00
00116268,002210,OK,60,,2026-09-01T18:34:35.142197+00:00
00158112,002200,OK,60,,2026-09-01T18:34:35.142197+00:00
00127796,002180,OK,32,,2026-09-01T18:34:35.142197+00:00
00127042,002170,OK,60,,2026-09-01T18:34:35.142197+00:00
00102751,002140,OK,60,,2026-09-01T18:34:35.142197+00:00
00155902,002130,OK,13,,2026-09-01T18:34:35.142197+00:00
00101433,002100,OK,60,,2026-09-01T18:34:35.142197+00:00
00107677,002070,OK,60,,2026-09-01T18:34:35.142197+00:00
00159005,002000,OK,60,,2026-09-01T18:34:35.142197+00:00
00113696,001980,OK,12,,2026-09-01T18:34:35.142197+00:00
00173661,001970,OK,60,,2026-09-01T18:34:35.142197+00:00
00107923,001950,OK,34,,2026-09-01T18:34:35.142197+00:00
00129350,001820,OK,60,,2026-09-01T18:34:35.142197+00:00
00117577,001800,OK,60,,2026-09-01T18:34:35.142197+00:00
00159740,001940,OK,60,,2026-09-01T18:34:35.142197+00:00
00115852,002950,OK,14,,2026-09-01T18:34:35.142197+00:00
00145668,001840,OK,60,,2026-09-01T18:34:35.142197+00:00
00132725,003080,OK,60,,2026-09-01T18:34:35.142197+00:00
00140052,003800,OK,60,,2026-09-01T18:34:35.142197+00:00
00127255,003720,OK,60,,2026-09-01T18:34:35.142197+00:00
00113191,003690,OK,60,,2026-09-01T18:34:35.142197+00:00
00161860,003680,OK,60,,2026-09-01T18:34:35.142197+00:00
00102821,003660,OK,30,,2026-09-01T18:34:35.142197+00:00
00122056,003650,OK,60,,2026-09-01T18:34:35.142197+00:00
00140380,003640,OK,56,,2026-09-01T18:34:35.142197+00:00
00138242,003620,OK,60,,2026-09-01T18:34:35.142197+00:00
00122348,003610,OK,60,,2026-09-01T18:34:35.142197+00:00
00144155,003600,OK,58,,2026-09-01T18:34:35.142197+00:00
00103583,003590,OK,14,,2026-09-01T18:34:35.142197+00:00
00169048,003580,OK,60,,2026-09-01T18:34:35.142197+00:00
00134477,003570,OK,60,,2026-09-01T18:34:35.142197+00:00
00154426,003560,OK,60,,2026-09-01T18:34:35.142197+00:00
00120021,003550,OK,60,,2026-09-01T18:34:35.142197+00:00
00123143,003850,OK,60,,2026-09-01T18:34:35.142197+00:00
00113526,003490,OK,60,,2026-09-01T18:34:35.142197+00:00
00111564,003810,OK,20,,2026-09-01T18:34:35.142197+00:00
00109170,004130,OK,60,,2026-09-01T18:34:35.142197+00:00
00110893,003540,OK,60,,2026-09-01T18:34:35.142197+00:00
00110316,004110,OK,33,,2026-09-01T18:34:35.142197+00:00
00153755,004100,OK,60,,2026-09-01T18:34:35.142197+00:00
00157991,004090,OK,60,,2026-09-01T18:34:35.142197+00:00
00133511,004060,OK,60,,2026-09-01T18:34:35.142197+00:00
00145880,004020,OK,60,,2026-09-01T18:34:35.142197+00:00
00121729,004010,OK,48,,2026-09-01T18:34:35.142197+00:00
00157681,004000,OK,60,,2026-09-01T18:34:35.142197+00:00
00136235,003990,OK,33,,2026-09-01T18:34:35.142197+00:00
00109718,003960,OK,60,,2026-09-01T18:34:35.142197+00:00
00132105,003940,OK,60,,2026-09-01T18:34:35.142197+00:00
00124513,003930,OK,13,,2026-09-01T18:34:35.142197+00:00
00107598,003920,OK,58,,2026-09-01T18:34:35.142197+00:00
00164292,003900,OK,28,,2026-09-01T18:34:35.142197+00:00
00113544,003830,OK,53,,2026-09-01T18:34:35.142197+00:00
00150439,003780,OK,60,,2026-09-01T18:34:35.142197+00:00
00148610,003530,OK,60,,2026-09-01T18:34:35.142197+00:00
00171636,004150,OK,60,,2026-09-01T18:34:35.142197+00:00
00141149,003520,OK,60,,2026-09-01T18:34:35.142197+00:00
00146269,003200,OK,60,,2026-09-01T18:34:35.142197+00:00
00152880,003070,OK,60,,2026-09-01T18:34:35.142197+00:00
00101044,003060,OK,59,,2026-09-01T18:34:35.142197+00:00
00110547,003050,OK,60,,2026-09-01T18:34:35.142197+00:00
00107446,003020,OK,14,,2026-09-01T18:34:35.142197+00:00
00165343,003010,OK,60,,2026-09-01T18:34:35.142197+00:00
00123718,003000,OK,61,,2026-09-01T18:34:35.142197+00:00
00106313,002990,OK,60,,2026-09-01T18:34:35.142197+00:00
00122922,002530,OK,52,,2026-09-01T18:34:35.142197+00:00
00149345,002600,OK,60,,2026-09-01T18:34:35.142197+00:00
00125406,002930,OK,13,,2026-09-01T18:34:35.142197+00:00
00174004,002920,OK,60,,2026-09-01T18:34:35.142197+00:00
00146214,003120,OK,60,,2026-09-01T18:34:35.142197+00:00
00111810,003090,OK,60,,2026-09-01T18:34:35.142197+00:00
00117230,002900,OK,60,,2026-09-01T18:34:35.142197+00:00
00118275,003160,OK,58,,2026-09-01T18:34:35.142197+00:00
00163044,003040,OK,23,,2026-09-01T18:34:35.142197+00:00
00124197,003030,OK,60,,2026-09-01T18:34:35.142197+00:00
00140858,007530,OK,60,,2026-09-01T18:34:35.142197+00:00
00130091,007540,OK,60,,2026-09-01T18:34:35.142197+00:00
00163673,003480,OK,60,,2026-09-01T18:34:35.142197+00:00
00164876,003450,OK,60,,2026-09-01T18:34:35.142197+00:00
00138224,003410,OK,60,,2026-09-01T18:34:35.142197+00:00
00148364,003380,NO_REPORTS,0,,2026-09-01T18:34:35.142197+00:00
00160621,003350,OK,60,,2026-09-01T18:34:35.142197+00:00
00115038,003330,OK,32,,2026-09-01T18:34:35.142197+00:00
00137650,003320,OK,3,,2026-09-01T18:34:35.142197+00:00
00117601,003470,OK,60,,2026-09-01T18:34:35.142197+00:00
00162993,003300,OK,60,,2026-09-01T18:34:35.142197+00:00
00167208,003280,OK,60,,2026-09-01T18:34:35.142197+00:00
00111999,003220,OK,60,,2026-09-01T18:34:35.142197+00:00
00112004,003190,OK,60,,2026-09-01T18:34:35.142197+00:00
00153393,003240,OK,53,,2026-09-01T18:34:35.142197+00:00
00126955,003230,OK,60,,2026-09-01T18:34:35.142197+00:00
00145190,003460,OK,60,,2026-09-01T18:34:35.142197+00:00
00106368,011780,OK,60,,2026-09-02T18:45:35.840276+00:00
00267906,019010,OK,60,,2026-09-02T18:45:35.840276+00:00
00146454,007570,OK,60,,2026-09-02T18:45:35.840276+00:00
00115384,007590,OK,60,,2026-09-02T18:45:35.840276+00:00
00131939,007610,OK,60,,2026-09-02T18:45:35.840276+00:00
00167280,007630,OK,60,,2026-09-02T18:45:35.840276+00:00
00104810,007720,OK,60,,2026-09-02T18:45:35.840276+00:00
00104388,007690,OK,60,,2026-09-02T18:45:35.840276+00:00
00267979,007770,OK,61,,2026-09-02T18:45:35.840276+00:00
00189343,007800,OK,49,,2026-09-02T18:45:35.840276+00:00
00152686,007810,OK,60,,2026-09-02T18:45:35.840276+00:00
00124054,007830,OK,41,,2026-09-02T18:45:35.840276+00:00
00151614,009360,OK,17,,2026-09-02T18:45:35.840276+00:00
00148717,008000,OK,60,,2026-09-02T18:45:35.840276+00:00
00126487,007700,OK,60,,2026-09-02T18:45:35.840276+00:00
00153621,009310,OK,59,,2026-09-02T18:45:35.840276+00:00
00109189,008060,OK,60,,2026-09-02T18:45:35.840276+00:00
00149248,009380,OK,49,,2026-09-02T18:45:35.840276+00:00
00159272,008480,OK,18,,2026-09-02T18:45:35.840276+00:00
00126885,008080,OK,51,,2026-09-02T18:45:35.840276+00:00
00157104,008110,OK,60,,2026-09-02T18:45:35.840276+00:00
00124577,008120,OK,60,,2026-09-02T18:45:35.840276+00:00
00145446,008250,OK,61,,2026-09-02T18:45:35.840276+00:00
00116301,008260,OK,60,,2026-09-02T18:45:35.840276+00:00
00260356,008270,OK,60,,2026-09-02T18:45:35.840276+00:00
00144021,008290,OK,60,,2026-09-02T18:45:35.840276+00:00
00110176,008320,OK,37,,2026-09-02T18:45:35.840276+00:00
00133715,008340,OK,50,,2026-09-02T18:45:35.840276+00:00
00107224,008350,OK,60,,2026-09-02T18:45:35.840276+00:00
00144012,008370,OK,60,,2026-09-02T18:45:35.840276+00:00
00150226,008400,OK,34,,2026-09-02T18:45:35.840276+00:00
00121570,008420,OK,60,,2026-09-02T18:45:35.840276+00:00
00137252,008040,OK,60,,2026-09-02T18:45:35.840276+00:00
00101336,008020,OK,60,,2026-09-02T18:45:35.840276+00:00
00111014,007640,OK,60,,2026-09-02T18:45:35.840276+00:00
00103592,009290,OK,60,,2026-09-02T18:45:35.840276+00:00
00131692,008490,OK,60,,2026-09-02T18:45:35.840276+00:00
00163682,008560,OK,60,,2026-09-02T18:45:35.840276+00:00
00104999,008600,OK,60,,2026-09-02T18:45:35.840276+00:00
00142616,008640,NO_REPORTS,0,,2026-09-02T18:45:35.840276+00:00
00138321,008670,OK,60,,2026-09-02T18:45:35.840276+00:00
01755392,008690,NO_REPORTS,0,,2026-09-02T18:45:35.840276+00:00
00138516,008700,OK,60,,2026-09-02T18:45:35.840276+00:00
00145260,008730,OK,60,,2026-09-02T18:45:35.840276+00:00
00138127,008900,OK,60,,2026-09-02T18:45:35.840276+00:00
00122746,008750,OK,12,,2026-09-02T18:45:35.840276+00:00
00165680,008770,OK,60,,2026-09-02T18:45:35.840276+00:00
00119362,008780,OK,11,,2026-09-02T18:45:35.840276+00:00
00164362,008800,OK,60,,2026-09-02T18:45:35.840276+00:00
00153861,009410,OK,60,,2026-09-02T18:45:35.840276+00:00
00162586,009420,OK,60,,2026-09-02T18:45:35.840276+00:00
00109310,008830,OK,60,,2026-09-02T18:45:35.840276+00:00
00117629,008970,OK,60,,2026-09-02T18:45:35.840276+00:00
00127024,008720,OK,56,,2026-09-02T18:45:35.840276+00:00
