status,source,history_start_year,current_year,year_files_present,first_date_current_year,latest_date,age_days,rows_current_year,unique_codes_current_year,latest_cross_section_rows,latest_kospi_codes,latest_kosdaq_codes,duplicate_date_code_rows,missing_close_rows,refresh_policy,updated_at_utc
OK,FinanceData/marcap,1995,2026,32,2026-01-02,2026-09-21,2,481185,2800,2710,942,1768,0,0,biweekly; historical years immutable; current year overwritten,2026-09-23T01:44:54.134391+00:00
