mode,index_tasks_total,index_tasks_completed,index_complete,indexed_filings,mapped_filings,processed_filings,usable_four_factor_filings,remaining_mapped_filings,document_batch_limit,workers,updated_at_utc
BACKFILL_ACTIVE,180,24,False,13158,10637,992,237,9645,1000,6,2026-09-23T10:21:45.345016+00:00
