mode,historical_backfill_complete,expected_tasks,completed_tasks,remaining_tasks,completion_pct,fully_completed_years,first_year,latest_year,generated_at_utc
BACKFILL_ACTIVE,False,222872,68479,154393,30.73,"2015,2016,2017,2018",2015,2026,2026-09-23T08:33:42.073867+00:00
