status,historical_codes,mapped_codes,unmatched_codes,total_available_tasks,completed_tasks,remaining_tasks_estimate,error_tasks,full_rows_written_this_run,full_shards_present,max_tasks_per_run,workers,updated_at_utc
OK,4140,3984,156,222872,78479,144393,0,661903,100,7000,6,2026-09-23T11:12:26.419300+00:00
