Date,60/40 비용전,60/40 비용후(5bp),S&P500 100%
2000-01-31,43.445167769579676,43.39388132084644,71.98958153830904
2000-02-29,43.273055189837166,43.221971917739,70.89348028314971
2000-03-31,46.198544232848676,46.144007459440076,77.76407721249561
2000-04-30,45.12740518054642,45.074132872690896,75.03296531726674
2000-05-31,44.71011296785986,44.657333267969065,73.85326455597692
2000-06-30,45.764573650249794,45.71054917340208,75.30684460983221
2000-07-31,45.47325725017667,45.41957666850498,74.12438671660705
2000-08-31,47.588781784502714,47.53260385396244,78.96768777168484
2000-09-30,46.25532731383774,46.20072350874936,74.6353228312667
2000-10-31,46.33823022652585,46.2835285556402,74.28624731851488
2000-11-30,44.927316185123004,44.874280079692994,68.74052450965094
2000-12-31,45.454016096635556,45.400358228892344,68.38124321240045
2001-01-31,46.97297578304921,46.91449170952607,71.42139882321518
2001-02-28,44.55705383375583,44.50157772288682,64.60868910354586
2001-03-31,43.21737871331062,43.16357057550346,60.98819804348035
2001-04-30,44.96236714413999,44.90638639474108,66.1990455111319
2001-05-31,44.847789156143676,44.79195106297129,65.82794434531121
2001-06-30,44.30395481711461,44.24879382917002,64.25934981051776
2001-07-31,44.717617216243895,44.6619411946707,63.60413844570186
2001-08-31,43.492176069451105,43.43802579303099,59.83032824029357
2001-09-30,42.198678800669796,42.14613900321355,54.94636105929024
2001-10-31,43.10364477239702,43.04997823992892,55.66189646109686
2001-11-30,44.13648648379618,44.0815340036192,60.00223133414813
2001-12-31,43.92889179044177,43.87419777767305,60.34059234329701
2002-01-31,43.77188912647607,43.71510985650973,59.74934141499474
2002-02-28,43.6154923090877,43.558915911268144,58.67767123780458
2002-03-31,43.87654943174362,43.81963440031379,60.629902782024494
2002-04-30,42.96555603198461,42.90982270738111,57.10393926810656
2002-05-31,43.06851534897285,43.01264846936472,56.76511978371559
2002-06-30,41.67173164967777,41.617676626042254,52.57540972889945
2002-07-31,40.423826934850105,40.37139064689427,48.43144357032715
2002-08-31,41.05337644567484,41.0001235294595,48.760829769599944
2002-09-30,39.58159782272732,39.530254043116095,43.64814938786027
2002-10-31,40.893794523726754,40.840748611257624,47.2397125442944
2002-11-30,41.74329703370455,41.68914917810906,50.15348600036013
2002-12-31,41.20772951935664,41.154276382062974,47.31628733044842
2003-01-31,40.47335650876616,40.41687699092287,46.15258295876977
2003-02-28,40.508763248170766,40.452234321142214,45.53048543935038
2003-03-31,40.49617396291912,40.4396626039112,45.627920849019716
2003-04-30,42.53650011468947,42.47714153352763,49.488586990873934
2003-05-31,44.586738008541545,44.52451837364714,52.202358473179174
2003-06-30,44.757578574604665,44.69512053613734,52.7583727529092
2003-07-31,44.391643857203476,44.3296964711303,53.70947022191114
2003-08-31,45.08646599205909,45.023548999742474,54.81729085791634
2003-09-30,45.59210179993166,45.52847920597743,54.21943914222446
2003-10-31,46.85550989862763,46.79012425148462,57.12158114420306
2003-11-30,47.1853429801472,47.11949705950528,57.745446619521765
2003-12-31,49.050534915731696,48.98208616818599,60.65079794819505
2004-01-31,49.831614426817175,49.75978076034893,61.84987399882546
2004-02-29,50.55835441846364,50.485473135963474,62.689197715997736
2004-03-31,50.416618199378405,50.3439412336038,61.858823686770464
2004-04-30,48.96204010215857,48.891459951409715,60.68836779611576
2004-05-31,49.36267739038702,49.2915197097775,61.7275804383587
2004-06-30,50.04363457087895,49.97149527144079,62.869629705451814
2004-07-31,49.297484618787465,49.22642091538227,60.84406724442778
2004-08-31,49.92890999543616,49.85693607468347,60.99224895486599
2004-09-30,50.29151898131903,50.219022349567496,61.60444529320096
2004-10-31,50.878496098578026,50.80515332288853,62.398197827405546
2004-11-30,51.818938633172664,51.74424018325628,65.17599883153488
2004-12-31,53.00727129746626,52.93085983276515,67.13918353770293
2005-01-31,52.47889194735735,52.402476584619905,65.63386486680136
2005-02-28,52.83618261939782,52.75924699993823,67.00588029094311
2005-03-31,52.17042126431825,52.09445507072796,65.78013102999519
