Date,Open,High,Low,Close,Volume,Change,Amount,MarCap
2017-08-17,998.35,1005.99,993.83,1005.63,60495796,0.0144,846552176609,100939113895635
2017-08-18,996.03,1008.23,995.39,1006.4,43770841,0.0008,780624201118,101182660821602
2017-08-21,1009.84,1009.95,1001.12,1001.12,35240849,-0.0052,652243456058,100534649598797
2017-08-22,1006.31,1010.48,1004.55,1010.48,84303614,0.0093,916479582463,101371793396566
2017-08-23,1017.17,1017.17,1006.8,1006.83,45355455,-0.0036,771323279387,101121120156168
2017-08-24,1009.39,1014.14,1008.78,1013.01,75548638,0.0060999999999999,933600281870,101945847160306
2017-08-25,1015.15,1017.79,1012.92,1016.39,39118312,0.0033,666730809655,102258520661531
2017-08-28,1020.16,1025.52,1016.94,1025.52,54950166,0.009,901376319974,103050422651690
2017-08-29,1020.87,1028.27,1016.28,1027.84,60638140,0.0023,951662800808,103287501159206
2017-08-30,1033.22,1033.75,1024.46,1026.28,48698155,-0.0015,863898359591,103243888922304
2017-08-31,1030.18,1034.49,1027.04,1034.49,53246327,0.008,961118477203,104067687331592
2017-09-01,1040.07,1043.04,1034.83,1041.05,60926289,0.0063,1084725480926,104721796937956
2017-09-04,1012.71,1031.21,1012.02,1023.38,57447126,-0.017,969250050787,102977229765740
2017-09-05,1032.11,1033.25,1015.95,1021.59,59417045,-0.0017,1021452061215,102736632400031
2017-09-06,1022.54,1032.21,1022.16,1032.21,54244769,0.0104,1037227871599,103601429668112
2017-09-07,1037.15,1044.38,1036.52,1042.36,56042654,0.0098,1159141947040,104585967139008
2017-09-08,1043.27,1046.14,1036.07,1037.7,64033094,-0.0045,1292918144233,103977769036373
2017-09-11,1043.9,1049.31,1039.68,1043.73,76346737,0.0058,1723202773523,104630840730624
2017-09-12,1049.55,1049.82,1042.96,1049.07,57557835,0.0051,1337504772222,105188688383007
2017-09-13,1052.2,1052.39,1045.73,1046.86,71845778,-0.0021,1288474679679,104977311116330
2017-09-14,1048.66,1064.33,1046.0,1063.62,64209464,0.016,1600551662926,106415762294333
2017-09-15,1057.7,1081.83,1057.52,1081.83,73220982,0.0171,2010501503377,108121398305573
2017-09-18,1090.59,1099.75,1084.94,1092.62,60490764,0.01,1695458548234,109013650882140
2017-09-19,1095.08,1097.04,1084.28,1095.19,65600663,0.0024,1511987073872,109201437597731
2017-09-20,1099.63,1105.07,1086.61,1087.41,74603757,-0.0070999999999999,1804417554104,108203821499535
2017-09-21,1092.74,1096.19,1070.51,1077.47,65867651,-0.0091,1612547184878,107155042639411
2017-09-22,1075.91,1078.65,1058.68,1062.32,65332289,-0.0141,1381386203435,105695321173800
2017-09-25,1064.83,1076.57,1055.39,1064.25,86784169,0.0018,1426021999829,105670391038371
2017-09-26,1061.13,1073.12,1058.6,1063.68,61322966,-0.0005,1169354833789,105760699412332
2017-09-27,1068.19,1081.57,1067.3,1078.06,61766972,0.0135,1234495051139,107090979342944
2017-09-28,1082.13,1085.04,1071.97,1072.06,54238690,-0.0056,1169317671327,106682606065969
2017-09-29,1075.58,1078.23,1066.41,1074.79,51286466,0.0025,1346788430944,107100095449419
2017-10-10,1088.5,1090.99,1081.11,1082.24,53238337,0.0069,1189929284453,107893843795640
2017-10-11,1088.61,1097.57,1087.35,1097.57,58508826,0.0141999999999999,1351977564919,109369997998091
2017-10-12,1101.4,1108.71,1095.43,1106.91,54693250,0.0085,1603328535868,110133690155077
2017-10-13,1113.45,1134.68,1102.44,1114.73,85608588,0.0070999999999999,2652948011771,110488443773954
2017-10-16,1125.91,1130.41,1099.2,1117.33,77383774,0.0023,1841069480387,110567663860693
2017-10-17,1118.4,1155.68,1116.93,1149.88,64729487,0.0291,2139629435844,113246326595630
2017-10-18,1171.26,1178.25,1148.49,1151.88,72647187,0.0017,2365601646584,113304288441443
2017-10-19,1157.65,1158.89,1137.62,1139.07,54779699,-0.0111,1967795661388,112534725995826
2017-10-20,1141.73,1153.93,1135.38,1153.93,55659315,0.013,1651647858061,114101310842864
2017-10-23,1157.19,1166.36,1155.51,1158.47,59844828,0.0039,1582681626737,114438997360167
2017-10-24,1165.33,1189.28,1162.67,1187.88,69823123,0.0254,2078605891362,117234201281518
2017-10-25,1189.44,1192.18,1179.91,1187.9,72180660,0.0,1934773135948,117516613824084
2017-10-26,1188.55,1188.86,1163.87,1164.05,83189596,-0.0200999999999999,2001008454589,115595182485158
2017-10-27,1174.28,1187.9,1165.8,1187.89,64181425,0.0204999999999999,1691713662391,117789505260309
2017-10-30,1191.38,1193.02,1185.82,1188.87,76046265,0.0008,1786236836760,117852572516174
2017-10-31,1189.62,1198.01,1186.75,1196.86,67927559,0.0067,1795916599770,118494155159228
2017-11-01,1201.08,1202.56,1194.48,1197.8,63164746,0.0008,1456479093487,118551306148057
2017-11-02,1202.91,1208.1,1189.62,1198.36,67176276,0.0005,2065077883984,118603468604274
2017-11-03,1203.76,1216.54,1203.14,1216.5,101789439,0.0151,2253624400142,120142615345954
2017-11-06,1221.21,1225.8,1209.27,1224.12,136629733,0.0063,2005058981937,120952257480199
2017-11-07,1223.76,1223.84,1202.15,1210.96,128030847,-0.0108,2327928944039,120022823486326
2017-11-08,1214.66,1234.42,1211.11,1234.42,315779373,0.0194,2685303244025,122229625190227
2017-11-09,1237.02,1239.31,1223.33,1230.18,117327627,-0.0034,1817957912000,121828031479009
2017-11-10,1229.68,1251.84,1228.74,1251.84,106350112,0.0176,1973980695619,124128324512211
2017-11-13,1257.14,1304.49,1257.14,1304.32,112754194,0.0419,3000585011951,129079539614183
2017-11-14,1314.71,1351.39,1306.18,1351.31,168027824,0.036,3968015264486,133482443963446
2017-11-15,1359.37,1403.63,1349.73,1393.26,231100236,0.031,5615012778408,137230476612054
2017-11-16,1408.65,1418.78,1364.08,1416.17,147874732,0.0163999999999999,3817080771110,139189077541296
2017-11-17,1403.23,1411.32,1387.55,1398.67,128178443,-0.0124,2952217248060,137223681126905
2017-11-20,1398.57,1427.15,1396.0,1427.15,157007839,0.0204,3078379799301,139429992098535
2017-11-21,1437.72,1454.39,1418.96,1435.0,132355882,0.0055,5137372269360,139768114740703
2017-11-22,1442.4,1443.81,1395.89,1395.95,127491650,-0.0272,4247901540211,136817289851395
2017-11-23,1387.55,1437.87,1373.25,1437.87,125177940,0.03,3805889645389,140543018988139
2017-11-24,1433.29,1443.15,1408.4,1408.4,97473117,-0.0204999999999999,2707233201672,138069811468325
2017-11-27,1402.85,1420.02,1384.21,1402.43,115997569,-0.0042,2709180661133,137600234227486
2017-11-28,1412.38,1414.08,1350.04,1350.04,158277146,-0.0374,3173249611751,132881711255970
2017-11-29,1359.54,1374.99,1344.4,1370.19,114616540,0.0149,3159609797280,134959029356230
2017-11-30,1368.15,1374.85,1344.31,1348.84,120453116,-0.0156,3213002304783,132626769745608
2017-12-01,1368.66,1391.78,1364.53,1390.86,121898613,0.0312,3239711834943,136505036788981
2017-12-04,1388.43,1391.87,1368.41,1377.06,135244487,-0.0098999999999999,3151650009182,135041867018966
2017-12-05,1375.46,1375.46,1341.86,1342.93,110039346,-0.0248,2773982591245,132170584066685
2017-12-06,1353.57,1364.31,1318.3,1325.26,110837143,-0.0132,2785078011384,130219832713926
2017-12-07,1331.41,1334.6,1280.46,1295.0,113151898,-0.0227999999999999,2682434911421,127401823577528
2017-12-08,1304.38,1311.7,1283.48,1283.48,87955666,-0.0089,2003897276694,126466594361595
2017-12-11,1292.08,1329.35,1288.1,1329.35,81713554,0.0356999999999999,2084591444071,131073048989897
2017-12-12,1336.17,1338.61,1303.36,1314.8,74488320,-0.0109,1658382796125,129471446013766
2017-12-13,1322.34,1343.1,1320.0,1335.38,74570525,0.0157,1694802967202,131435120892409
2017-12-14,1346.2,1346.55,1308.7,1319.65,91034653,-0.0118,2358586276197,129921227589272
2017-12-15,1316.63,1334.11,1308.49,1322.89,85519517,0.0025,2215751459106,150727063941120
2017-12-18,1332.95,1333.82,1310.55,1310.87,68605393,-0.0091,1856299588644,149663001317637
2017-12-19,1310.29,1311.21,1276.71,1310.27,93840608,-0.0005,2582100337481,149806460935336
2017-12-20,1307.44,1310.26,1285.9,1285.93,65408680,-0.0186,1812561273631,147208807596141
2017-12-21,1282.71,1296.14,1262.75,1262.75,75258126,-0.018,2069069616293,144754042805475
2017-12-22,1268.18,1319.42,1261.64,1319.42,90583896,0.0449,2932100107061,151320609095389
2017-12-26,1325.01,1360.26,1321.83,1322.15,115565595,0.0021,3845930313371,152124844441725
2017-12-27,1351.86,1400.36,1350.39,1400.36,96874955,0.0592,3686901311171,158345509567743
2017-12-28,1396.95,1413.94,1391.88,1413.8,79796973,0.0096,2800931949259,159515622205883
2018-01-02,1423.75,1444.21,1415.26,1439.18,128336053,0.018,3419976649678,161712746999164
2018-01-03,1445.92,1469.41,1438.76,1463.58,116198671,0.017,3858283096510,163801755360586
2018-01-04,1467.85,1470.92,1412.61,1425.57,106189725,-0.026,3911491262780,159417386304723
2018-01-05,1432.73,1477.14,1432.73,1477.13,110045611,0.0362,3611769885114,164535244029852
2018-01-08,1497.44,1521.01,1483.18,1519.31,107560409,0.0286,4491773811787,168200780382296
2018-01-09,1523.09,1535.93,1495.54,1498.13,102715675,-0.0139,5201203768385,165785504487110
2018-01-10,1518.45,1531.64,1471.15,1505.04,88983551,0.0046,3627415105147,167055438312164
2018-01-11,1508.37,1562.92,1497.84,1562.92,91527400,0.0385,3511840230192,173673364231630
2018-01-12,1594.64,1691.85,1577.53,1638.57,138788030,0.0484,7609772246087,181706312610321
2018-01-15,1655.14,1693.86,1612.91,1690.8,127867304,0.0319,6691463353747,187014672809909
2018-01-16,1683.4,1709.67,1664.22,1704.31,134936713,0.008,5462695834299,188869895189886
2018-01-17,1704.4,1716.29,1650.42,1653.53,138545045,-0.0298,5916971685141,183701229003808
2018-01-18,1662.93,1681.41,1644.76,1672.91,222968731,0.0116999999999999,4892581188528,185673514838709
2018-01-19,1683.07,1683.77,1593.12,1606.79,144270657,-0.0395,4931223308011,179184008430375
2018-01-22,1588.61,1609.62,1560.92,1588.33,145725659,-0.0115,3761110692201,177134373196907
2018-01-23,1610.31,1646.3,1598.82,1646.3,122834681,0.0365,4126325069442,182911368276604
2018-01-24,1667.05,1670.03,1629.49,1636.52,149249901,-0.0059,4418035150218,181676945956222
2018-01-25,1631.35,1636.29,1607.83,1635.18,110063383,-0.0008,3299967244071,182013360497731
2018-01-26,1630.28,1662.77,1620.28,1660.62,104097780,0.0156,2924523791047,185128651839394
2018-01-29,1657.36,1713.91,1657.36,1702.72,111351785,0.0254,3710569793089,189010565005838
2018-01-30,1707.81,1719.05,1686.28,1687.66,105186747,-0.0088,3545860580745,187363601318366
2018-01-31,1663.15,1680.17,1646.76,1664.36,90191300,-0.0138,2915777038392,185345103469915
2018-02-01,1669.53,1678.45,1624.8,1629.89,113509567,-0.0207,3241075093822,182267625220546
2018-02-02,1638.43,1640.57,1593.46,1623.25,81820558,-0.0040999999999999,2734359841440,181279983231426
2018-02-05,1579.42,1595.62,1538.19,1538.19,85397128,-0.0524,2721330431407,171908887934290
2018-02-06,1470.17,1553.09,1463.58,1551.09,127275055,0.0084,4190286989443,173625272441685
2018-02-07,1583.04,1583.79,1478.99,1479.42,146509663,-0.0462,4034923321224,166412956503225
2018-02-08,1486.48,1569.88,1456.62,1554.19,171955795,0.0504999999999999,5606780982702,174382369786310
2018-02-09,1491.36,1532.52,1491.36,1506.83,103123164,-0.0305,2470993892125,137217173659383
2018-02-12,1531.26,1533.84,1505.38,1505.58,74639686,-0.0008,1889666023970,137154615289739
2018-02-13,1527.48,1529.77,1466.16,1466.16,66272744,-0.0262,1742587455795,133755630459077
2018-02-14,1479.75,1513.18,1466.96,1513.18,62387856,0.0321,1538239525747,138067633159441
2018-02-19,1530.46,1582.48,1528.29,1582.48,70093006,0.0458,2071569556150,144072068064157
2018-02-20,1571.56,1582.09,1536.71,1544.76,66893276,-0.0237999999999999,2068961231092,140646913204878
2018-02-21,1550.85,1579.45,1541.81,1570.14,80902189,0.0163999999999999,1970319901589,142878729828224
2018-02-22,1557.45,1561.62,1539.33,1556.29,69727462,-0.0088,1524631764353,141539954061455
2018-02-23,1561.45,1573.64,1558.86,1567.11,63926980,0.0069999999999999,1860587858475,142439512584369
2018-02-26,1580.91,1592.54,1559.5,1572.72,73891086,0.0036,1704056882328,142766656024228
2018-02-27,1587.38,1590.77,1570.53,1570.53,66301853,-0.0014,1769623845794,142778251396755
2018-02-28,1550.01,1558.27,1524.82,1535.3,67430028,-0.0224,2115154163857,139383239894523
2018-03-02,1513.29,1548.33,1511.86,1548.16,54624423,0.0084,1920941301157,140594295886525
2018-03-05,1551.29,1552.62,1519.22,1519.22,50740433,-0.0187,1671425329293,137720334584596
2018-03-06,1541.63,1554.77,1533.33,1554.77,49283423,0.0233999999999999,1650143002071,140870793952083
2018-03-07,1542.99,1561.56,1511.55,1511.57,62305073,-0.0278,2406886968910,136936930396913
2018-03-08,1526.96,1544.49,1523.74,1536.44,54619560,0.0165,1676248199046,138979582893075
2018-03-09,1544.93,1568.87,1542.82,1559.11,80011020,0.0148,1860414497853,141073319158982
2018-03-12,1574.96,1603.1,1571.24,1603.1,71043924,0.0282,2138385002225,144590733372450
2018-03-13,1600.48,1605.16,1588.78,1603.38,75496569,0.0002,2146706468744,144207262546432
2018-03-14,1591.97,1602.62,1585.78,1602.18,58738067,-0.0007,1842171079309,144123858792387
2018-03-15,1601.16,1619.47,1596.29,1605.47,87854722,0.0021,2566464407356,144604283747912
2018-03-16,1609.67,1615.25,1605.58,1615.22,79172444,0.0060999999999999,2563060545091,145154445384725
2018-03-19,1611.7,1612.58,1582.11,1582.11,70192392,-0.0204999999999999,2182595116762,142291020587628
2018-03-20,1573.7,1613.92,1570.0,1613.92,94275360,0.0200999999999999,3163642759218,144917648804138
2018-03-21,1612.53,1625.31,1599.25,1599.25,101411369,-0.0091,3609615264441,143539793854548
2018-03-22,1608.86,1615.95,1559.87,1563.16,122173050,-0.0226,3346580879701,140832868918283
2018-03-23,1523.62,1539.41,1469.4,1469.4,125000278,-0.06,3491007451501,132845758822818
2018-03-26,1481.71,1528.13,1462.22,1528.13,105572082,0.04,2950383575108,138040495303890
2018-03-27,1541.61,1544.74,1522.86,1525.26,113876387,-0.0019,2415336928962,137829755335332
