Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
1997-05-29,1306.6,2.0,-0.9,-0.0007,1307.5,1309.7,1300.0,120617,3226733720,8789848033290.0
1997-05-30,1306.0,2.0,-0.6,-0.0005,1306.6,1307.4,1301.7,81783,2400134330,8795237973190.0
1997-05-31,1308.1,1.0,2.1,0.0016,1306.0,1308.8,1299.2,148994,2924125690,8811495285350.0
1997-06-02,1301.3,2.0,-6.8,-0.0052,1308.1,1308.4,1296.5,75215,1750473610,8766938863190.0
1997-06-03,1299.3,2.0,-2.0,-0.0015,1301.3,1301.5,1290.7,95077,3715595640,8753097211690.0
1997-06-04,1300.6,1.0,1.3,0.001,1299.3,1305.2,1296.8,115506,4597217650,8755109932610.0
1997-06-05,1300.7,1.0,0.1,0.0001,1300.6,1300.7,1293.7,145319,3904196100,8774045689790.0
1997-06-07,1303.1,1.0,2.4,0.0018,1300.7,1304.6,1298.1,65415,1649854460,8822256081570.0
1997-06-09,1305.8,1.0,2.7,0.0021,1303.1,1305.8,1294.6,118655,3523276170,8841857207050.0
1997-06-10,1315.6,1.0,9.8,0.0075,1305.8,1315.6,1302.6,211948,6020081130,8914264372430.0
1997-06-11,1314.3,2.0,-1.3,-0.001,1315.5,1317.0,1311.3,258434,8398937740,8928082479730.0
1997-06-12,1327.5,1.0,13.2,0.01,1314.3,1329.0,1312.3,134587,3188817360,9016435790290.0
1997-06-13,1350.9,1.0,23.4,0.0176,1327.5,1350.9,1327.5,167649,4711530070,9176697136230.0
1997-06-14,1364.7,1.0,13.8,0.0102,1350.9,1374.1,1350.9,169625,4710988760,9269268675550.0
1997-06-16,1359.6,2.0,-5.1,-0.0037,1364.7,1379.2,1343.0,123418,3249945680,9233118066050.0
1997-06-17,1357.3,2.0,-2.3,-0.0017,1359.6,1368.3,1351.7,96845,2746728080,9215592019750.0
1997-06-18,1353.6,2.0,-3.7,-0.0027,1357.3,1365.2,1350.0,125303,3784610790,9188512631650.0
1997-06-19,1339.2,2.0,-14.4,-0.0106,1353.6,1353.6,1339.2,100776,3867731240,9090197968190.0
1997-06-20,1340.3,1.0,1.1,0.0008,1339.2,1342.9,1334.0,128972,9172784260,9114875145790.0
1997-06-21,1334.0,2.0,-6.3,-0.0046999999999999,1340.3,1342.0,1330.8,83881,6575013410,9069718385330.0
1997-06-23,1324.4,2.0,-9.6,-0.0072,1334.0,1334.0,1320.5,145647,4476601610,8923157204890.0
1997-06-24,1337.1,1.0,12.7,0.0096,1324.4,1339.0,1321.3,141584,4485652420,9011696122390.0
1997-06-25,1327.2,2.0,-9.9,-0.0074,1337.1,1348.8,1326.8,497133,13803764130,8943366421870.0
1997-06-26,1341.4,1.0,14.2,0.0107,1327.2,1342.1,1327.2,339091,9582348560,9073876713530.0
1997-06-27,1335.5,2.0,-5.9,-0.0044,1341.4,1348.2,1328.8,221980,11392326420,9042226289130.0
1997-06-28,1329.4,2.0,-6.1,-0.0046,1335.5,1336.7,1325.8,117027,7765498580,9003599950200.0
1997-06-30,1331.1,1.0,1.7,0.0013,1329.4,1336.0,1325.9,197102,8345425130,9015495299910.0
1997-07-01,1338.4,1.0,7.3,0.0055,1331.1,1340.1,1326.4,102793,2743629710,9066318733150.0
1997-07-02,1345.8,1.0,7.4,0.0055,1338.4,1347.7,1334.6,190817,7330010250,9119373961630.0
1997-07-03,1333.8,2.0,-12.0,-0.0089,1345.8,1348.2,1333.8,229976,8914320760,9038527977550.0
1997-07-04,1333.8,3.0,0.0,0.0,1333.8,1335.8,1326.5,195051,4813579100,9086962468050.0
1997-07-05,1337.0,1.0,3.2,0.0024,1333.7,1337.7,1331.2,135971,4104876800,9103864291950.0
1997-07-07,1334.4,2.0,-2.6,-0.0019,1337.1,1338.7,1328.1,221511,4244405480,9089743828890.0
1997-07-08,1326.9,2.0,-7.5,-0.0056,1334.4,1335.5,1326.9,107355,3175187430,9035939820490.0
1997-07-09,1325.0,2.0,-1.9,-0.0014,1327.1,1328.8,1323.6,178436,3595592960,9017046810690.0
1997-07-10,1332.3,1.0,7.3,0.0055,1325.0,1335.4,1325.0,200347,5318492990,8972630204730.0
1997-07-11,1327.3,2.0,-5.0,-0.0038,1332.3,1332.9,1324.7,88490,2597051060,8944704731910.0
1997-07-12,1332.3,1.0,5.0,0.0038,1327.0,1334.0,1320.8,51549,1758444530,8982916195010.0
1997-07-14,1331.6,2.0,-0.7,-0.0005,1332.1,1334.4,1324.5,115802,4240427170,9041780561950.0
1997-07-15,1325.0,2.0,-6.6,-0.005,1334.0,1334.7,1322.2,78754,2218820140,8999805407510.0
1997-07-16,1318.9,2.0,-6.1,-0.0046,1324.8,1327.1,1313.4,159300,3680237330,8764272790510.0
1997-07-18,1311.3,2.0,-7.6,-0.0058,1318.0,1321.0,1309.8,124383,3622418000,8743445735590.0
1997-07-19,1311.4,1.0,0.1,0.0001,1311.5,1312.5,1302.1,94957,2913310410,8739504860950.0
1997-07-21,1310.1,2.0,-1.3,-0.001,1311.4,1311.9,1301.1,81688,2883878300,8737168911950.0
1997-07-22,1303.5,2.0,-6.6,-0.005,1310.2,1310.7,1300.6,90953,2623939220,8676680917250.0
1997-07-23,1298.3,2.0,-5.2,-0.004,1303.9,1303.9,1290.4,133285,3618536480,8618103498050.0
1997-07-24,1313.8,1.0,15.5,0.0118999999999999,1298.2,1315.8,1298.2,138386,5628795840,8697668778800.0
1997-07-25,1319.7,1.0,5.9,0.0045,1313.8,1322.5,1313.8,424551,16010967560,8849481927600.0
1997-07-26,1320.8,1.0,1.1,0.0008,1318.6,1321.0,1305.1,91199,3644639070,8830423647500.0
1997-07-28,1327.7,1.0,6.9,0.0052,1321.3,1329.6,1311.5,71603,2340356590,8843088775600.0
1997-07-29,1320.0,2.0,-7.7,-0.0058,1327.7,1334.1,1312.5,252237,2876928390,8784898857320.0
1997-07-30,1318.7,2.0,-1.3,-0.001,1320.0,1320.3,1314.6,92940,2176722250,8755600329620.0
1997-07-31,1331.3,1.0,12.6,0.0096,1319.0,1331.3,1318.9,107183,3092767050,8808651361960.0
1997-08-01,1336.9,1.0,5.6,0.0042,1331.6,1338.0,1329.8,88507,2529522170,8825790328400.0
1997-08-02,1336.6,2.0,-0.3,-0.0002,1336.9,1339.3,1335.0,47777,1113128390,8821013841800.0
1997-08-04,1346.9,1.0,10.3,0.0077,1336.6,1346.9,1334.8,86307,2847817160,8856582217800.0
1997-08-05,1352.0,1.0,5.1,0.0038,1346.9,1353.8,1341.0,64648,1632070100,8850337887200.0
1997-08-06,1362.0,1.0,10.0,0.0074,1352.8,1365.4,1352.8,180551,4822545050,9093992527920.0
1997-08-07,1362.1,1.0,0.1,0.0001,1362.0,1364.5,1350.7,107349,3206151540,9082055720320.0
1997-08-08,1360.7,2.0,-1.4,-0.001,1362.1,1362.5,1350.4,108767,3157580040,9109865747500.0
1997-08-09,1371.9,1.0,11.2,0.0081999999999999,1360.6,1376.2,1354.3,85193,2768321140,9194379794000.0
1997-08-11,1364.6,2.0,-7.3,-0.0053,1371.9,1373.0,1359.7,439082,10238852590,9181744534400.0
1997-08-12,1360.4,2.0,-4.2,-0.0031,1364.6,1365.4,1354.5,232058,7201672780,9199776658000.0
1997-08-13,1360.4,3.0,0.0,0.0,1360.4,1367.3,1352.2,194140,4624138780,9201887410700.0
1997-08-14,1364.5,1.0,4.1,0.003,1360.4,1364.7,1354.1,302162,8446347210,9194643157800.0
1997-08-16,1368.5,1.0,4.0,0.0029,1364.5,1376.9,1363.9,82208,2576932110,9225397194800.0
1997-08-18,1364.5,2.0,-4.0,-0.0029,1368.9,1369.6,1353.8,188259,4781073190,9462269013920.0
1997-08-19,1359.6,2.0,-4.9,-0.0036,1364.5,1367.7,1353.3,363812,16169316120,9853106562900.0
1997-08-20,1345.2,2.0,-14.4,-0.0106,1359.6,1359.6,1342.3,387349,11741390170,9749323682740.0
1997-08-21,1344.2,2.0,-1.0,-0.0007,1345.3,1345.7,1336.4,237954,6242409820,9737798205400.0
1997-08-22,1342.4,2.0,-1.8,-0.0013,1344.3,1344.3,1334.8,454998,10527797960,9727581708000.0
1997-08-23,1335.8,2.0,-6.6,-0.0049,1342.4,1344.0,1335.8,168854,4873208560,9704102986200.0
1997-08-25,1333.2,2.0,-2.6,-0.0019,1335.8,1341.3,1331.1,196963,7055451120,9672370267200.0
1997-08-26,1335.0,1.0,1.8,0.0014,1333.2,1336.1,1327.6,178129,10472757960,9670964158400.0
1997-08-27,1341.6,1.0,6.6,0.0049,1335.0,1341.6,1333.8,262814,9889120960,9405057253300.0
1997-08-28,1339.4,2.0,-2.2,-0.0016,1341.4,1343.5,1336.9,199880,6174391480,9389332379600.0
1997-08-29,1340.9,1.0,1.5,0.0011,1338.9,1342.0,1336.2,324156,11472342250,9369362416420.0
1997-08-30,1340.1,2.0,-0.8,-0.0006,1340.8,1342.2,1336.3,137609,7676338930,9353474483020.0
1997-09-01,1319.3,2.0,-20.8,-0.0155,1340.1,1340.6,1317.0,62826,1946846410,9203492612440.0
1997-09-02,1312.4,2.0,-6.9,-0.0052,1319.4,1319.4,1305.3,90582,2556965210,9147889109600.0
1997-09-03,1327.4,1.0,15.0,0.0113999999999999,1312.4,1329.3,1311.0,165333,5451828250,9241958293020.0
1997-09-04,1325.2,2.0,-2.2,-0.0017,1328.7,1331.4,1318.7,219821,11401839630,9205635374100.0
1997-09-05,1331.6,1.0,6.4,0.0048,1325.4,1334.1,1322.4,97452,4622423480,9258100328900.0
1997-09-06,1342.4,1.0,10.8,0.0081,1331.6,1342.4,1331.6,113847,3061710220,9361711865200.0
1997-09-08,1339.2,2.0,-3.2,-0.0024,1342.4,1345.7,1333.0,136989,5434440330,9338329937100.0
1997-09-09,1327.2,2.0,-12.0,-0.009,1340.0,1342.4,1327.2,107605,3845430580,9260578118700.0
1997-09-10,1327.7,1.0,0.5,0.0004,1327.2,1329.8,1324.3,91060,3542835500,9275608856500.0
1997-09-11,1331.2,1.0,3.5,0.0026,1328.0,1332.3,1322.8,211484,6274946310,9287045052400.0
1997-09-12,1340.4,1.0,9.2,0.0069,1331.2,1340.9,1331.2,108150,4282511190,9358054460620.0
1997-09-13,1346.4,1.0,6.0,0.0045,1342.1,1347.6,1340.4,302029,12881182740,9411369642000.0
1997-09-18,1354.8,1.0,8.4,0.0062,1346.4,1354.8,1345.2,134710,5306635220,9466470752900.0
1997-09-19,1348.6,2.0,-6.2,-0.0046,1354.4,1356.1,1346.0,386106,9786044400,9419362828900.0
1997-09-20,1344.9,2.0,-3.7,-0.0027,1348.6,1348.6,1337.8,41195,1527806860,9386509010680.0
1997-09-22,1344.6,2.0,-0.3,-0.0002,1344.9,1344.9,1336.8,76528,3448294690,9387730137180.0
1997-09-23,1335.3,2.0,-9.3,-0.0069,1344.6,1346.5,1332.5,98333,6446520410,9330766839020.0
1997-09-24,1333.8,2.0,-1.5,-0.0011,1335.3,1337.1,1326.9,127105,10286590060,9304009270020.0
1997-09-25,1332.9,2.0,-0.9,-0.0007,1333.8,1335.3,1325.6,112357,7041891440,9296630400560.0
1997-09-26,1327.5,2.0,-5.4,-0.0040999999999999,1332.9,1335.1,1317.9,177690,10918312350,9251950542920.0
1997-09-27,1321.7,2.0,-5.8,-0.0044,1327.5,1327.8,1316.7,135078,7229405570,9163683651860.0
1997-09-29,1319.4,2.0,-2.3,-0.0017,1321.7,1324.4,1309.1,88545,3575369730,9164135807960.0
1997-09-30,1327.4,1.0,8.0,0.0060999999999999,1319.5,1327.9,1319.5,131991,5152845450,9309315939800.0
1997-10-01,1327.7,1.0,0.3,0.0002,1327.4,1329.2,1324.4,67601,2109019970,9313030399900.0
1997-10-02,1319.3,2.0,-8.4,-0.0063,1327.7,1329.7,1316.5,40047,1734546820,9244509971200.0
1997-10-04,1316.3,2.0,-3.0,-0.0023,1319.7,1320.5,1312.8,36038,994807750,9219954452900.0
1997-10-06,1321.2,1.0,4.9,0.0037,1316.3,1321.2,1314.0,81739,2285263660,9254054411900.0
1997-10-07,1315.4,2.0,-5.8,-0.0044,1321.2,1321.2,1313.3,252277,5814020170,9205969524340.0
1997-10-08,1310.6,2.0,-4.8,-0.0036,1315.4,1316.8,1306.6,120714,3144008220,9180625435340.0
1997-10-09,1307.7,2.0,-2.9,-0.0022,1310.6,1312.1,1304.3,96081,4549637200,9168755291540.0
1997-10-10,1311.2,1.0,3.5,0.0027,1307.7,1314.6,1306.3,64323,1445929740,9167003907080.0
1997-10-11,1310.2,2.0,-1.0,-0.0008,1311.2,1313.1,1307.4,22283,567057640,9168874794140.0
1997-10-13,1305.1,2.0,-5.1,-0.0039,1310.2,1311.1,1300.0,68415,1397248170,9173277382620.0
1997-10-14,1307.0,1.0,1.9,0.0015,1305.1,1308.9,1300.7,64705,1991663220,9194256577100.0
1997-10-15,1296.6,2.0,-10.4,-0.008,1307.0,1307.2,1285.9,73021,1669528190,9113352022700.0
1997-10-16,1272.5,2.0,-24.1,-0.0186,1296.6,1296.6,1272.5,71885,1448865460,8933462380800.0
