series,start,end,final_multiple,final_asset_krw,cumulative_return,CAGR,annualized_volatility_monthly,Sharpe_rf0_monthly,MDD_daily,MDD_date,max_recovery_days,max_recovery_months
requested_2001_2021_available_slice,2016-11-01,2021-12-30,2.3535786069832727,23535786.069832727,1.3535786069832727,0.180290550975146,0.28925732102649304,0.7163666864972714,-0.5213419711863061,2020-03-19,799,26.3
requested_2001_2026_available_slice,2016-11-01,2026-09-21,3.1873599152667116,31873599.152667116,2.1873599152667116,0.12436299511405013,0.28644765231008545,0.5451550804431557,-0.5213419711863061,2020-03-19,1471,48.3
