Date,NAV,cost_fraction
2020-03-31,0.7062409219961963,0.0
2020-04-01,0.7045648343537823,0.0
2020-04-02,0.7204804190938991,0.0
2020-04-03,0.7298979126770756,0.0
2020-04-06,0.7591252397364656,0.0
2020-04-07,0.7842819636065251,0.0
2020-04-08,0.7947394460284272,0.0
2020-04-09,0.8109946956422243,0.0
2020-04-10,0.8106537260400917,0.0
2020-04-13,0.7995388887460718,0.0
2020-04-14,0.813384395240797,0.0
2020-04-16,0.8155960724338027,0.0
2020-04-17,0.8329303445606661,0.0
2020-04-20,0.8430285926947318,0.0
2020-04-21,0.8182042321747746,0.0
2020-04-22,0.8192363086448398,0.0
2020-04-23,0.8409001643480847,0.0
2020-04-24,0.8351519335562244,0.0
2020-04-27,0.8864120001467707,0.0
2020-04-28,0.8687607058646076,0.0
2020-04-29,0.8852989666705954,0.0
2020-05-04,0.8880112459288926,0.005160627540881496
2020-05-06,0.9050566217944978,0.0
2020-05-07,0.9179972198444825,0.0
2020-05-08,0.9312420759919083,0.0
2020-05-11,0.929281680056843,0.0
2020-05-12,0.9168952231796179,0.0
2020-05-13,0.9195368174938474,0.0
2020-05-14,0.9097193378354482,0.0
2020-05-15,0.9182833373326603,0.0
2020-05-18,0.9158237847701409,0.0
2020-05-19,0.9309158397659216,0.0
2020-05-20,0.9383103060948501,0.0
2020-05-21,0.9505031293855876,0.0
2020-05-22,0.9356019147703677,0.0
2020-05-25,0.9419430813295444,0.0
2020-05-26,0.9506442471636299,0.0
2020-05-27,0.9593542589754652,0.0
2020-05-28,0.946309495734827,0.0
2020-05-29,0.9511596696251574,0.0
2020-06-01,0.9704934695852632,0.0
2020-06-02,0.998564345294695,0.0
2020-06-03,1.0187124548675641,0.0
2020-06-04,1.022827308398876,0.0
2020-06-05,1.0355793354996052,0.0
2020-06-08,1.0431749483632948,0.0
2020-06-09,1.0379168403016579,0.0
2020-06-10,1.0269103715743106,0.0
2020-06-11,1.008671658493613,0.0
2020-06-12,0.9799672573251611,0.0
2020-06-15,0.9236815565119415,0.0
2020-06-16,0.9747680286244547,0.0
2020-06-17,0.9762027128712852,0.0
2020-06-18,0.9785559417202435,0.0
2020-06-19,0.9938314457777191,0.0
2020-06-22,0.9786367872084137,0.0
2020-06-23,0.9759337956173995,0.0
2020-06-24,0.9712088332466434,0.0
2020-06-25,0.9611248129456548,0.0
2020-06-26,0.9648656299701728,0.0
2020-06-29,0.9493217633360463,0.0
2020-06-30,0.95864804454113,0.0
2020-07-01,0.9482937276740239,0.0
2020-07-02,0.952072908012665,0.0
2020-07-03,0.9608835532395376,0.0
2020-07-06,0.971269612009989,0.0
2020-07-07,0.9648951454587135,0.0
2020-07-08,0.9642427629569901,0.0
2020-07-09,0.9680032980005793,0.0
2020-07-10,0.955824941385865,0.0
2020-07-13,0.9666788013940124,0.0
2020-07-14,0.9726926628594291,0.0
2020-07-15,0.9845977556180998,0.0
2020-07-16,0.9956833159377877,0.0
2020-07-17,1.0165578796832062,0.0
2020-07-20,1.0417716443132634,0.0
2020-07-21,1.0720605875146951,0.0
2020-07-22,1.0629615969689528,0.0
2020-07-23,1.053067243127347,0.0
2020-07-24,1.0542481943251965,0.0
2020-07-27,1.0699633530867294,0.0
2020-07-28,1.0804477227373777,0.0
2020-07-29,1.0891005998363112,0.0
2020-07-30,1.0992043592286544,0.0
2020-07-31,1.0964028262447536,0.0
2020-08-03,1.0988266810297502,0.0
2020-08-04,1.1013629474835416,0.0
2020-08-05,1.0931418252754683,0.0
2020-08-06,1.0886436555741346,0.0
2020-08-07,1.0959942047953277,0.0
2020-08-10,1.096048924256022,0.0
2020-08-11,1.1052240999688638,0.0
2020-08-12,1.14620703163122,0.0
2020-08-13,1.1720960899583308,0.0
2020-08-14,1.1966969793073052,0.0
2020-08-18,1.1125960073578274,0.0
2020-08-19,1.1381412592366378,0.0
2020-08-20,1.107129337387193,0.0
2020-08-21,1.1134319301114093,0.0
2020-08-24,1.1238470668066005,0.0
2020-08-25,1.1549628881137655,0.0
2020-08-26,1.1634179692890154,0.0
2020-08-27,1.1285717224322762,0.0
2020-08-28,1.158482828638244,0.0
2020-08-31,1.1708681411739288,0.0
2020-09-01,1.2006201868740514,0.0
2020-09-02,1.230989999414152,0.0
2020-09-03,1.2433484789474942,0.0
2020-09-04,1.2411198632725255,0.0
2020-09-07,1.2613077006915874,0.0
2020-09-08,1.2344887501816684,0.0
2020-09-09,1.2279457193687842,0.0
2020-09-10,1.2598041482533244,0.0
2020-09-11,1.2632787193999289,0.0
2020-09-14,1.281422778359047,0.0
2020-09-15,1.2911764939963333,0.0
2020-09-16,1.2865057604853074,0.0
2020-09-17,1.2811050233400005,0.0
2020-09-18,1.2811227770402276,0.0
2020-09-21,1.261179595724883,0.0
2020-09-22,1.2256850095582112,0.0
2020-09-23,1.2521827644265433,0.0
2020-09-24,1.2104961783174837,0.0
2020-09-25,1.2226114245287654,0.0
2020-09-28,1.2387155996927897,0.0
2020-09-29,1.2644479376624536,0.0
2020-10-05,1.275562378181339,0.0
2020-10-06,1.290238306948659,0.0
2020-10-07,1.3391985339541812,0.0
2020-10-08,1.342655303608589,0.0
2020-10-12,1.3485376378102216,0.0
2020-10-13,1.3446317900516134,0.0
2020-10-14,1.3374241862562029,0.0
2020-10-15,1.3251236798644954,0.0
2020-10-16,1.2883323193851905,0.0
2020-10-19,1.2929335097803962,0.0
2020-10-20,1.2859203187163724,0.0
2020-10-21,1.2934406760888515,0.0
2020-10-22,1.2675153081298909,0.0
2020-10-23,1.264600439935526,0.0
2020-10-26,1.229250907659788,0.0
2020-10-27,1.2234816882754667,0.0
2020-10-28,1.249247348384983,0.0
2020-10-29,1.2366254639997816,0.0
2020-10-30,1.222537489228358,0.0
2020-11-02,1.2647234598921817,0.00583735726866812
2020-11-03,1.2793183686193377,0.0
2020-11-04,1.2851133365714575,0.0
2020-11-05,1.2953961472415192,0.0
2020-11-06,1.296234520445907,0.0
2020-11-09,1.3213057021118981,0.0
2020-11-10,1.35534868661936,0.0
2020-11-11,1.3967798354169887,0.0
2020-11-12,1.441312279395165,0.0
2020-11-13,1.39816485974399,0.0
2020-11-16,1.4005368997842749,0.0
2020-11-17,1.3672657602845848,0.0
2020-11-18,1.3841674470363448,0.0
2020-11-19,1.3892906043321427,0.0
2020-11-20,1.3923926561778612,0.0
2020-11-23,1.4131140132985187,0.0
2020-11-24,1.411004805409796,0.0
2020-11-25,1.3915469022319047,0.0
2020-11-26,1.4051484530527145,0.0
2020-11-27,1.4113157940844188,0.0
2020-11-30,1.4296398497959835,0.0
2020-12-01,1.4447765382232558,0.0
2020-12-02,1.451721100537536,0.0
2020-12-03,1.4860290762962696,0.0
2020-12-04,1.5114810110443806,0.0
2020-12-07,1.5641542935761479,0.0
2020-12-08,1.5630468269720925,0.0
2020-12-09,1.6202179259365033,0.0
2020-12-10,1.6348874940591587,0.0
2020-12-11,1.6880360189161945,0.0
2020-12-14,1.7174254797540622,0.0
2020-12-15,1.7114188362611813,0.0
2020-12-16,1.707018368097115,0.0
2020-12-17,1.7035860805855718,0.0
2020-12-18,1.7259984638853962,0.0
2020-12-21,1.7094673490829289,0.0
2020-12-22,1.6441031558616237,0.0
2020-12-23,1.654079027463504,0.0
2020-12-24,1.667958218663137,0.0
2020-12-28,1.6543886407267014,0.0
2020-12-29,1.702364447823684,0.0
2020-12-30,1.7388110289997274,0.0
2021-01-04,1.7877472853131429,0.0
2021-01-05,1.8459295615041902,0.0
2021-01-06,1.8521775987077067,0.0
2021-01-07,1.8768685704601722,0.0
2021-01-08,1.8725817422489601,0.0
2021-01-11,1.8516711179877998,0.0
2021-01-12,1.8486802170907688,0.0
2021-01-13,1.8649161307446844,0.0
2021-01-14,1.8972686478684297,0.0
2021-01-15,1.9010181126977546,0.0
2021-01-18,1.9279714240663386,0.0
2021-01-19,1.9672296656873303,0.0
2021-01-20,1.9803120490964503,0.0
2021-01-21,2.020188685258381,0.0
2021-01-22,1.9915288529748678,0.0
2021-01-25,1.9826333869519825,0.0
2021-01-26,1.9445931049835363,0.0
2021-01-27,1.949434314525113,0.0
2021-01-28,1.9202756793239455,0.0
2021-01-29,1.7703849760412844,0.0
2021-02-01,1.81633281726341,0.0
2021-02-02,1.828881828111769,0.0
2021-02-03,1.884053088806138,0.0
2021-02-04,1.9095816373908157,0.0
2021-02-05,1.9133367098987828,0.0
2021-02-08,1.8859880405646283,0.0
2021-02-09,1.8635530937612417,0.0
2021-02-10,1.8906090374727231,0.0
2021-02-15,1.9580202182007795,0.0
2021-02-16,1.9613826605334272,0.0
2021-02-17,2.0045789724088205,0.0
2021-02-18,1.9329253633614898,0.0
2021-02-19,1.9265763288031155,0.0
2021-02-22,1.912269809739787,0.0
2021-02-23,1.9085795530618321,0.0
2021-02-24,1.8248597114175846,0.0
2021-02-25,1.8863572220922924,0.0
2021-02-26,1.8579607283314998,0.0
2021-03-02,1.869729420053066,0.0
2021-03-03,1.8832763998632367,0.0
2021-03-04,1.8739537672035442,0.0
2021-03-05,1.8623039781610722,0.0
2021-03-08,1.8269123661828195,0.0
2021-03-09,1.8052334120143838,0.0
2021-03-10,1.7817789800649046,0.0
2021-03-11,1.8319277106414236,0.0
2021-03-12,1.8535859508583263,0.0
2021-03-15,1.8565220120432373,0.0
2021-03-16,1.8471139999548774,0.0
2021-03-17,1.8421891983397587,0.0
2021-03-18,1.8643070465817546,0.0
2021-03-19,1.8776278693477289,0.0
2021-03-22,1.8933865711359719,0.0
2021-03-23,1.8539263228431093,0.0
2021-03-24,1.8640677406340969,0.0
2021-03-25,1.8867672853805268,0.0
2021-03-26,1.9011918608522245,0.0
2021-03-29,1.9070955508364211,0.0
2021-03-30,1.916155858712569,0.0
2021-03-31,1.9297530736954551,0.0
2021-04-01,1.9195928430762204,0.0
2021-04-02,1.9049490619217997,0.0
2021-04-05,1.9120707747533703,0.0
2021-04-06,1.9438571780533567,0.0
2021-04-07,1.9656480588518552,0.0
2021-04-08,1.978116900402875,0.0
2021-04-09,1.9957292409053031,0.0
2021-04-12,2.0390754947658056,0.0
2021-04-13,2.0450216990927395,0.0
2021-04-14,2.05305628257468,0.0
2021-04-15,2.0457269982777464,0.0
2021-04-16,2.080094973369058,0.0
2021-04-19,2.098214795661237,0.0
2021-04-20,2.127012321684414,0.0
2021-04-21,2.116637897602394,0.0
2021-04-22,2.146421769333465,0.0
2021-04-23,2.1260467585680978,0.0
2021-04-26,2.1575884002274752,0.0
2021-04-27,2.1761830647125366,0.0
2021-04-28,2.12981041768907,0.0
2021-04-29,2.138106931032726,0.0
2021-04-30,2.1079899395534527,0.0
2021-05-03,2.0762638110502367,0.005253825916541633
2021-05-04,2.078433506732784,0.0
2021-05-06,2.110611869948654,0.0
2021-05-07,2.1284041897379997,0.0
2021-05-10,2.158890247839746,0.0
2021-05-11,2.175954499923426,0.0
2021-05-12,2.1684369741106253,0.0
2021-05-13,2.1331242309267866,0.0
2021-05-14,2.122004389388062,0.0
2021-05-17,2.073369729025948,0.0
2021-05-18,2.1142083727148964,0.0
2021-05-20,2.113823138757548,0.0
2021-05-21,2.089425825106929,0.0
2021-05-24,2.0535307593098233,0.0
2021-05-25,2.0975125378137345,0.0
2021-05-26,2.1050274745200053,0.0
2021-05-27,2.1032060170863476,0.0
2021-05-28,2.111482168722041,0.0
2021-05-31,2.119482929609501,0.0
2021-06-01,2.1525883650680044,0.0
2021-06-02,2.1620820834018244,0.0
2021-06-03,2.1521943561197543,0.0
2021-06-04,2.174018096853684,0.0
2021-06-07,2.1988732140332,0.0
2021-06-08,2.236717623803921,0.0
2021-06-09,2.2089717680115233,0.0
2021-06-10,2.1848442864336657,0.0
2021-06-11,2.203483098344231,0.0
2021-06-14,2.2046481864242202,0.0
2021-06-15,2.1964713377462903,0.0
2021-06-16,2.2132820560913253,0.0
2021-06-17,2.2175196039316494,0.0
2021-06-18,2.2240818988476616,0.0
2021-06-21,2.1988267796212333,0.0
2021-06-22,2.270378907597849,0.0
2021-06-23,2.2576229712471823,0.0
2021-06-24,2.27304355228986,0.0
2021-06-25,2.3027933593974144,0.0
2021-06-28,2.3026526133278087,0.0
2021-06-29,2.300676845284244,0.0
2021-06-30,2.3641081028009676,0.0
2021-07-01,2.343101434338163,0.0
2021-07-02,2.351654040037562,0.0
2021-07-05,2.330146408724684,0.0
2021-07-06,2.3410754162133594,0.0
2021-07-07,2.31425791382975,0.0
2021-07-08,2.2560625215307173,0.0
2021-07-09,2.226379448586581,0.0
2021-07-12,2.2479190307919077,0.0
2021-07-13,2.2734429206748326,0.0
2021-07-14,2.274310297867298,0.0
2021-07-15,2.293837505646297,0.0
2021-07-16,2.297152179170047,0.0
2021-07-19,2.2530566877421974,0.0
2021-07-20,2.2339773991179146,0.0
2021-07-21,2.2277162315753696,0.0
2021-07-22,2.2573139353279643,0.0
2021-07-23,2.3248425611650556,0.0
2021-07-26,2.276320143704402,0.0
2021-07-27,2.280227640113478,0.0
2021-07-28,2.2702308406747913,0.0
2021-07-29,2.312563644224782,0.0
2021-07-30,2.293298933871037,0.0
2021-08-02,2.279993898663339,0.0
2021-08-03,2.2507424979406268,0.0
2021-08-04,2.2761237261653537,0.0
2021-08-05,2.27422664535486,0.0
2021-08-06,2.272465925212386,0.0
2021-08-09,2.2363116031209485,0.0
2021-08-10,2.197801579787733,0.0
2021-08-11,2.1699387524832434,0.0
2021-08-12,2.1683633266352396,0.0
2021-08-13,2.149965297744509,0.0
2021-08-17,2.0919118863455513,0.0
2021-08-18,2.106562126886308,0.0
2021-08-19,2.0318921789079574,0.0
2021-08-20,1.9631358419665956,0.0
2021-08-23,2.0033895347632,0.0
2021-08-24,2.0694804594640797,0.0
2021-08-25,2.085410335014786,0.0
2021-08-26,2.0897268698781244,0.0
2021-08-27,2.100175397407421,0.0
2021-08-30,2.125608433144227,0.0
2021-08-31,2.133736914808287,0.0
2021-09-01,2.1602823789679793,0.0
2021-09-02,2.160112344044259,0.0
2021-09-03,2.166899556538328,0.0
2021-09-06,2.192403368742828,0.0
2021-09-07,2.198641412592368,0.0
2021-09-08,2.1738303496867277,0.0
2021-09-09,2.1795468383042977,0.0
2021-09-10,2.1984383286410996,0.0
2021-09-13,2.189315953146924,0.0
2021-09-14,2.198405558803799,0.0
2021-09-15,2.179465458865625,0.0
2021-09-16,2.166532193397247,0.0
2021-09-17,2.1630946276118914,0.0
2021-09-23,2.122354002093772,0.0
2021-09-24,2.1217780338252794,0.0
2021-09-27,2.140405462109093,0.0
2021-09-28,2.099681615926196,0.0
2021-09-29,2.0942384035142365,0.0
2021-09-30,2.124824449456533,0.0
2021-10-01,2.075791920686351,0.0
2021-10-05,2.037406502279442,0.0
2021-10-06,1.9663073503894593,0.0
2021-10-07,2.036081792982459,0.0
2021-10-08,2.057699183437406,0.0
2021-10-12,2.048926619235309,0.0
2021-10-13,2.0783955586395604,0.0
2021-10-14,2.101593313053459,0.0
2021-10-15,2.1176952228753243,0.0
2021-10-18,2.1581450927797143,0.0
2021-10-19,2.15680866555792,0.0
2021-10-20,2.1480619870721065,0.0
2021-10-21,2.1160809369067644,0.0
2021-10-22,2.100351338988725,0.0
2021-10-25,2.097175439639564,0.0
2021-10-26,2.112775452816562,0.0
2021-10-27,2.0977578017519622,0.0
2021-10-28,2.0839944127180368,0.0
2021-10-29,2.0572826531164474,0.0
2021-11-01,2.0221948870534723,0.004762086847693582
2021-11-02,2.049191188795636,0.0
2021-11-03,2.037416498005333,0.0
2021-11-04,2.026460909902152,0.0
2021-11-05,1.993870871611194,0.0
2021-11-08,1.9884320310007273,0.0
2021-11-09,1.9829180016411194,0.0
2021-11-10,1.9384779318574035,0.0
2021-11-11,1.9259215955765432,0.0
2021-11-12,1.9754590040176325,0.0
2021-11-15,1.9934034556047375,0.0
2021-11-16,1.979667895042373,0.0
2021-11-17,1.972068169755988,0.0
2021-11-18,1.9659289594028533,0.0
2021-11-19,1.9633133620839593,0.0
2021-11-22,1.9685865326367742,0.0
2021-11-23,1.9760372213662374,0.0
2021-11-24,1.970460567108724,0.0
2021-11-25,1.9594396652467236,0.0
2021-11-26,1.9207903898926213,0.0
2021-11-29,1.8821718464900514,0.0
2021-11-30,1.8185302338887979,0.0
2021-12-01,1.8618308650231907,0.0
2021-12-02,1.8939979126173283,0.0
2021-12-03,1.9279028328518626,0.0
2021-12-06,1.9376958548791996,0.0
2021-12-07,1.9542055828824114,0.0
2021-12-08,1.9465676489964032,0.0
2021-12-09,1.960710623433883,0.0
2021-12-10,1.9708946345929454,0.0
2021-12-13,1.988560387212721,0.0
2021-12-14,1.9903514251610577,0.0
2021-12-15,1.9857546076702877,0.0
2021-12-16,1.988632123066244,0.0
2021-12-17,2.0001784461237384,0.0
2021-12-20,1.9701103232958435,0.0
2021-12-21,1.965541212388664,0.0
2021-12-22,1.9677281731283363,0.0
2021-12-23,1.9691973746199443,0.0
2021-12-24,1.9871168645331063,0.0
2021-12-27,1.9853811120859506,0.0
2021-12-28,1.992865379695961,0.0
2021-12-29,1.9990855843071897,0.0
2021-12-30,2.0051449429160773,0.0
2022-01-03,2.0081930281084057,0.0
2022-01-04,2.0478396708494198,0.0
2022-01-05,2.0533299979488935,0.0
2022-01-06,2.0527035957336977,0.0
2022-01-07,2.0634128174238078,0.0
2022-01-10,2.051812556892801,0.0
2022-01-11,2.0262136900699734,0.0
2022-01-12,2.041403391508344,0.0
2022-01-13,2.054843934943074,0.0
2022-01-14,2.024569550215994,0.0
2022-01-17,1.9852398466547554,0.0
2022-01-18,1.9561285594650675,0.0
2022-01-19,1.9416526840761728,0.0
2022-01-20,1.9705685696135424,0.0
2022-01-21,1.9494486184897417,0.0
2022-01-24,1.909991420009329,0.0
2022-01-25,1.86110200820692,0.0
2022-01-26,1.8702719301588022,0.0
2022-01-27,1.8164870568873632,0.0
2022-01-28,1.856245995155656,0.0
2022-02-03,1.8965387240774076,0.0
2022-02-04,1.9191714559846607,0.0
2022-02-07,1.9212845849053628,0.0
2022-02-08,1.9089868849214682,0.0
2022-02-09,1.9391647497201485,0.0
2022-02-10,1.9397215485530948,0.0
2022-02-11,1.9274406942215612,0.0
2022-02-14,1.8831736877476009,0.0
2022-02-15,1.8602801601236472,0.0
2022-02-16,1.891796009585119,0.0
2022-02-17,1.8999952922866714,0.0
2022-02-18,1.905068908543429,0.0
2022-02-21,1.9111569874888896,0.0
2022-02-22,1.8839432675971497,0.0
2022-02-23,1.9114741301510072,0.0
2022-02-24,1.8701763281995336,0.0
2022-02-25,1.8947746067785303,0.0
2022-02-28,1.9335117567149052,0.0
2022-03-02,1.9433845167865382,0.0
2022-03-03,1.9659325097571783,0.0
2022-03-04,1.9701064849422278,0.0
2022-03-07,1.94904752127076,0.0
2022-03-08,1.9221259213195427,0.0
2022-03-10,1.9371265633821955,0.0
2022-03-11,1.9531254360094386,0.0
2022-03-14,1.9558323396257173,0.0
2022-03-15,1.9382359800259117,0.0
2022-03-16,1.9639437057522955,0.0
2022-03-17,1.9700936881677102,0.0
2022-03-18,1.9851666273148292,0.0
2022-03-21,2.005410754878753,0.0
2022-03-22,2.0110982205582726,0.0
2022-03-23,2.043979920182748,0.0
2022-03-24,2.0472026143959923,0.0
2022-03-25,2.0388622419029567,0.0
2022-03-28,2.033495146014,0.0
2022-03-29,2.0244546236319367,0.0
2022-03-30,2.021474816624675,0.0
2022-03-31,2.0337628815653908,0.0
2022-04-01,2.0249103626201754,0.0
2022-04-04,2.0438897329667824,0.0
2022-04-05,2.0422309213484544,0.0
2022-04-06,2.030184336302156,0.0
2022-04-07,2.0134424002000753,0.0
2022-04-08,2.0175880643926054,0.0
2022-04-11,2.0283621073499654,0.0
2022-04-12,2.0301346970479845,0.0
2022-04-13,2.0565498783012304,0.0
2022-04-14,2.0753610704045706,0.0
2022-04-15,2.0905862213382767,0.0
2022-04-18,2.0781427125781393,0.0
2022-04-19,2.0982043466228752,0.0
2022-04-20,2.118592454910649,0.0
2022-04-21,2.117229297994675,0.0
2022-04-22,2.1147292653093497,0.0
2022-04-25,2.072769655292179,0.0
2022-04-26,2.105918731258262,0.0
2022-04-27,2.0756234329325003,0.0
2022-04-28,2.0971460072459114,0.0
2022-04-29,2.097327981539086,0.0
2022-05-02,2.1134350558755424,0.003589899404819211
2022-05-03,2.1208849144475037,0.0
2022-05-04,2.1108205084604386,0.0
2022-05-06,2.0820916502008195,0.0
2022-05-09,2.0309911710073996,0.0
2022-05-10,2.0251135924932004,0.0
2022-05-11,2.031713800163699,0.0
2022-05-12,1.9889471807782773,0.0
2022-05-13,2.013230524596379,0.0
2022-05-16,2.03767855048889,0.0
2022-05-17,2.0414815502185792,0.0
2022-05-18,2.0224476536223697,0.0
2022-05-19,1.9845670506032524,0.0
2022-05-20,2.008940393899662,0.0
2022-05-23,2.002260584307117,0.0
2022-05-24,1.9734952424248982,0.0
2022-05-25,1.9856017436373345,0.0
2022-05-26,1.9863298331448422,0.0
2022-05-27,1.997581211232987,0.0
2022-05-30,2.0299767175348458,0.0
2022-05-31,2.033480996260781,0.0
2022-06-02,2.0343276786584044,0.0
2022-06-03,2.0580591006390385,0.0
2022-06-07,2.051549240817211,0.0
2022-06-08,2.046350493131933,0.0
2022-06-09,2.0587077970883185,0.0
2022-06-10,2.0250481960925173,0.0
2022-06-13,1.950691549826674,0.0
2022-06-14,1.9251230381609459,0.0
2022-06-15,1.893142049706672,0.0
2022-06-16,1.8795595815351696,0.0
2022-06-17,1.8581866118475758,0.0
2022-06-20,1.7769871373509143,0.0
2022-06-21,1.7834132798688584,0.0
2022-06-22,1.7204803314641897,0.0
2022-06-23,1.6686170860416667,0.0
2022-06-24,1.723880250137868,0.0
2022-06-27,1.7736733419808948,0.0
2022-06-28,1.7938371796618038,0.0
2022-06-29,1.7890263268576525,0.0
2022-06-30,1.7985482100434491,0.0
2022-07-01,1.7980489328831484,0.0
2022-07-04,1.7814977302773918,0.0
2022-07-05,1.8254775258122986,0.0
2022-07-06,1.8226368143746765,0.0
2022-07-07,1.8126620933958413,0.0
2022-07-08,1.817397891282807,0.0
2022-07-11,1.7976292976677812,0.0
2022-07-12,1.766155194025628,0.0
2022-07-13,1.7853678806877558,0.0
2022-07-14,1.7801225401559029,0.0
2022-07-15,1.7755909054705865,0.0
2022-07-18,1.8071690533838436,0.0
2022-07-19,1.8203390811484885,0.0
2022-07-20,1.8295058071012469,0.0
2022-07-21,1.8464098148163905,0.0
2022-07-22,1.8341443724464537,0.0
2022-07-25,1.8259549330483333,0.0
2022-07-26,1.8240253380148288,0.0
2022-07-27,1.8274678692902047,0.0
2022-07-28,1.834053880113342,0.0
2022-07-29,1.8499193065481623,0.0
2022-08-01,1.8545880466611093,0.0
2022-08-02,1.835370699543037,0.0
2022-08-03,1.8412185751252874,0.0
2022-08-04,1.8522883459736175,0.0
2022-08-05,1.864382722120074,0.0
2022-08-08,1.8629662845788202,0.0
2022-08-09,1.869072176291261,0.0
2022-08-10,1.8640901180140947,0.0
2022-08-11,1.8948341947531426,0.0
2022-08-12,1.9030157071604157,0.0
2022-08-16,1.897334132658004,0.0
2022-08-17,1.8850582496602732,0.0
2022-08-18,1.8776644481189366,0.0
2022-08-19,1.8710139909313188,0.0
2022-08-22,1.8404393691504748,0.0
2022-08-23,1.8307476822730062,0.0
2022-08-24,1.8295283712824,0.0
2022-08-25,1.8720153559136004,0.0
2022-08-26,1.9000094098653952,0.0
2022-08-29,1.8576736693001303,0.0
2022-08-30,1.8673432816187148,0.0
2022-08-31,1.8788231455129352,0.0
2022-09-01,1.85261429220109,0.0
2022-09-02,1.8677068263706926,0.0
2022-09-05,1.8913922786239323,0.0
2022-09-06,1.9054550856039354,0.0
2022-09-07,1.8907829194903663,0.0
