Code,Name,Market,Marcap,Amount,Volume,Close,fs_div,equity,revenue_q,net_income_q,ocf_q,EY,EY_rank,BY,BY_rank,CFY,CFY_rank,SY,SY_rank,avg_rank,overall_rank,signal_date,target_weight
010400,우진아이엔에스,KOSPI,72485220000.0,225583980.0,24036.0,9510.0,CFS,101433005521.0,36343721538.0,4881711401.0,12156514847.0,0.2693907199840188,76.0,1.399361214893188,71.0,0.6708410264602908,94.0,2.0055797051040196,357.0,149.5,14,2021-04-30,0.05
009970,영원무역홀딩스,KOSPI,649735958800.0,2095618650.0,44216.0,47650.0,CFS,127999941231.0,800093055892.0,43602199573.0,299996634454.0,0.26843026914212403,77.0,0.19700301252743285,428.0,1.8468833709500396,17.0,4.925650458809114,92.0,153.5,15,2021-04-30,0.05
136490,선진,KOSPI,469647179000.0,9687811550.0,488413.0,19750.0,CFS,384039588704.0,400364576470.0,27133663146.0,51668840443.0,0.23109827427282387,93.0,0.8177193558826849,164.0,0.4400651617072739,184.0,3.4099178649170594,178.0,154.75,16,2021-04-30,0.05
004780,대륙제관,KOSDAQ,98281769820.0,2339541510.0,372095.0,6180.0,OFS,116340600092.0,55659980631.0,4553804212.0,11862178816.0,0.18533667923726446,129.0,1.1837454728895724,94.0,0.4827824666863534,160.0,2.265322683258127,306.0,172.25,17,2021-04-30,0.05
005850,에스엘,KOSPI,1091804224050.0,3781816300.0,166174.0,22650.0,CFS,1425168427662.0,789372768626.0,37564501373.0,107434962005.0,0.1376235795595519,183.0,1.3053333155054119,81.0,0.39360522569320977,219.0,2.8919938254052773,232.0,178.75,18,2021-04-30,0.05
023350,한국종합기술,KOSPI,87381000000.0,707817160.0,88723.0,7980.0,OFS,17486377628.0,76434496556.0,6172090518.0,22784923644.0,0.28253695965942255,73.0,0.20011647415342007,423.0,1.0430150098534006,47.0,3.4989069274098488,172.0,178.75,19,2021-04-30,0.05
037350,성도이엔지,KOSDAQ,98234500000.0,803083760.0,125350.0,6350.0,CFS,10468403600.0,121767761925.0,69531769821.0,12873335384.0,2.8312566286182554,2.0,0.10656544900213265,490.0,0.5241879536822603,138.0,4.9582483516483515,90.0,180.0,20,2021-04-30,0.05
121890,에스디시스템,KOSDAQ,7101198800.0,0.0,0.0,739.0,OFS,7516491033.0,7530418789.0,1195962675.0,1956691031.0,0.6736680432041982,27.0,1.058481989407197,134.0,1.1021750474018557,21.0,4.241773256087408,144.0,81.5,1,2021-10-29,0.05
014130,한익스프레스,KOSPI,72600000000.0,220853100.0,36092.0,6050.0,CFS,76797000718.0,194539190337.0,5884259954.0,10033673293.0,0.3242016503581267,111.0,1.057809927245179,136.0,0.5528194651790633,87.0,10.718412690743802,19.0,88.25,2,2021-10-29,0.05
010100,한국프랜지,KOSPI,88306218000.0,212366355.0,72517.0,2900.0,CFS,251233118453.0,248527530261.0,3993728704.0,11663954928.0,0.18090362352512934,263.0,2.845021835868908,13.0,0.5283412739066687,92.0,11.257532522160558,15.0,95.75,3,2021-10-29,0.05
034220,LG디스플레이,KOSPI,7048969290000.0,66332750950.0,3374490.0,19700.0,CFS,13760723000000.0,6965570000000.0,423834000000.0,1447329000000.0,0.24050835381068883,177.0,1.9521610087763626,39.0,0.8212996484766923,39.0,3.95267433488847,168.0,105.75,4,2021-10-29,0.05
024830,세원물산,KOSDAQ,52438000000.0,0.0,0.0,6280.0,OFS,28046622568.0,63024398114.0,9665787582.0,19982641840.0,0.7373116886227545,21.0,0.5348530181929135,283.0,1.5242871078225715,9.0,4.807536375452916,119.0,108.0,5,2021-10-29,0.05
054930,유신,KOSDAQ,66000000000.0,312010050.0,14099.0,22000.0,OFS,88601047723.0,64035162644.0,5606506759.0,9613962038.0,0.3397882884242424,103.0,1.3424401170151514,83.0,0.582664365939394,75.0,3.880918948121212,172.0,108.25,6,2021-10-29,0.05
002990,금호건설,KOSPI,441438784200.0,815867150.0,67833.0,12050.0,CFS,487318640783.0,530979372174.0,52623959258.0,45761580194.0,0.4768403787027284,56.0,1.1039325456329037,127.0,0.4146584471677693,141.0,4.8113522524874694,118.0,110.5,7,2021-10-29,0.05
002020,코오롱,KOSPI,445712837800.0,1524665300.0,42960.0,35300.0,CFS,235913869669.0,539863345554.0,72873003714.0,113732690733.0,0.6539906193745268,29.0,0.529295657790452,286.0,1.0206813094670975,24.0,4.844943199022211,116.0,113.75,8,2021-10-29,0.05
001940,KISCO홀딩스,KOSPI,338117754000.0,353434400.0,19371.0,18300.0,CFS,173745578727.0,428841723032.0,60483226869.0,66241445031.0,0.7155285536292779,23.0,0.5138611524285708,293.0,0.7836494150023249,44.0,5.073282523129501,106.0,116.5,9,2021-10-29,0.05
007280,한국특강,KOSPI,156532879440.0,168444520.0,56872.0,2940.0,OFS,119644811189.0,207904174816.0,16481761368.0,19407251724.0,0.4211705918133975,74.0,0.7643430033168245,205.0,0.4959278023487434,102.0,5.312728560537109,97.0,119.5,10,2021-10-29,0.05
136490,선진,KOSPI,307945871800.0,800817850.0,61427.0,12950.0,CFS,417731997482.0,420247158216.0,20526830580.0,29355504108.0,0.26662907296034744,154.0,1.3565111135936976,81.0,0.38130732438673987,164.0,5.458714620976452,93.0,123.0,11,2021-10-29,0.05
011560,세보엠이씨,KOSDAQ,66023100000.0,55343820.0,8804.0,6270.0,CFS,153470756994.0,86723302349.0,2353491092.0,19879424604.0,0.14258591868603565,359.0,2.324500924585486,24.0,1.2043920751373383,17.0,5.2541187765494195,100.0,125.0,12,2021-10-29,0.05
004020,현대제철,KOSPI,5931665143250.0,27647343700.0,616757.0,44450.0,CFS,17404872732670.0,5621869073014.0,352518617860.0,605545162865.0,0.23771983707553163,182.0,2.9342304921706606,11.0,0.40834750326665786,150.0,3.7910899804662535,181.0,131.0,13,2021-10-29,0.05
000970,한국주철관,KOSPI,223900910000.0,400316000.0,40591.0,9820.0,CFS,307820591917.0,152307801289.0,17727772776.0,31680890638.0,0.3167074716400215,117.0,1.3748072391353836,79.0,0.5659805605613661,84.0,2.720985837690432,285.0,141.25,14,2021-10-29,0.05
003240,태광산업,KOSPI,1113400000000.0,491403000.0,491.0,1000000.0,CFS,3711728063697.0,619796701893.0,117723747776.0,103489515325.0,0.42293424744386565,72.0,3.3336878603350097,7.0,0.3717963546793605,170.0,2.2266811636177475,361.0,152.5,15,2021-10-29,0.05
067570,엔브이에이치코리아,KOSDAQ,129165241720.0,314038195.0,78523.0,3935.0,CFS,257914364480.0,237645537191.0,3439138707.0,21689799254.0,0.10650353488921571,506.0,1.9967783983178535,37.0,0.6716915159271224,58.0,7.359426855907873,43.0,161.0,16,2021-10-29,0.05
058650,세아홀딩스,KOSPI,444000000000.0,120861000.0,1075.0,111000.0,CFS,24151971513.0,1535374789169.0,87469932497.0,169947718697.0,0.7880174098828829,20.0,0.05439633223648649,657.0,1.5310605288018018,8.0,13.83220530782883,7.0,173.0,17,2021-10-29,0.05
306200,세아제강,KOSPI,292138900000.0,717482500.0,6911.0,103000.0,OFS,629268365629.0,359446458840.0,27602188567.0,10947340278.0,0.37793239540506246,88.0,2.1540040221586376,31.0,0.14989226396073924,469.0,4.921582970840241,114.0,175.5,18,2021-10-29,0.05
005490,POSCO,KOSPI,25807303160000.0,121254027500.0,405986.0,296000.0,CFS,50855280640359.0,18292466348591.0,1807172023399.0,1644242063331.0,0.28010242096121446,146.0,1.9705771007945567,38.0,0.25484911044552555,276.0,2.8352387283834273,272.0,183.0,19,2021-10-29,0.05
049800,우진플라임,KOSPI,88700000000.0,148225370.0,33107.0,4435.0,CFS,66431118394.0,65352869543.0,5152327965.0,10893870640.0,0.23234849898534385,187.0,0.7489415827959414,211.0,0.49126812356257044,104.0,2.947141805772266,261.0,190.75,20,2021-10-29,0.05
037400,우리엔터프라이즈,KOSDAQ,83652473740.0,403038880.0,127837.0,3190.0,CFS,77394768266.0,397153958742.0,18050994378.0,17656050400.0,0.8631421676353166,12.0,0.9251940176515334,139.0,0.8442571802419958,57.0,18.990661769376626,4.0,53.0,1,2022-04-29,0.05
067570,엔브이에이치코리아,KOSDAQ,147054709760.0,673124120.0,150091.0,4480.0,CFS,288885870338.0,326036143018.0,10559039117.0,23539513936.0,0.2872138983982991,94.0,1.9644788719074344,36.0,0.6402926903712928,85.0,8.868431172319632,41.0,64.0,2,2022-04-29,0.05
002990,금호건설,KOSPI,379161113400.0,965328500.0,92943.0,10350.0,CFS,652821434924.0,593148541332.0,38906585600.0,68059695445.0,0.4104491122638422,57.0,1.7217520780811169,48.0,0.7180029073624933,72.0,6.257482852216985,84.0,65.25,3,2022-04-29,0.05
031820,콤텍시스템,KOSPI,119719899874.0,525069004.0,535656.0,989.0,CFS,167551016608.0,217499913648.0,7830602567.0,33242317633.0,0.2616307756769382,111.0,1.3995251982697963,69.0,1.1106697438934077,35.0,7.266959423685092,66.0,70.25,4,2022-04-29,0.05
054930,유신,KOSDAQ,62700000000.0,2489642600.0,118331.0,20900.0,OFS,94300841415.0,69028238246.0,4464916547.0,15160888206.0,0.28484316089314193,95.0,1.5040006605263159,63.0,0.9672017994258373,44.0,4.403715358596491,145.0,86.75,5,2022-04-29,0.05
000700,유수홀딩스,KOSPI,158855053200.0,118074030.0,19395.0,6100.0,CFS,408044920590.0,150649544966.0,14376620464.0,25429444585.0,0.3620059966465077,66.0,2.5686618862307617,20.0,0.6403181786854232,84.0,3.7933837654211935,183.0,88.25,6,2022-04-29,0.05
010100,한국프랜지,KOSPI,96680083500.0,512182490.0,162493.0,3175.0,CFS,262599712229.0,279680192087.0,3296540282.0,16993902232.0,0.1363896332174765,274.0,2.716171756605899,16.0,0.703098368010822,76.0,11.571367419723009,22.0,97.0,7,2022-04-29,0.05
004020,현대제철,KOSPI,5804891647500.0,19686634700.0,452352.0,43500.0,CFS,18260404159820.0,6440492610460.0,336849402619.0,681257159791.0,0.2321141706505901,131.0,3.145692507057256,10.0,0.4694366070273838,126.0,4.4379761081216635,143.0,102.5,8,2022-04-29,0.05
375500,DL이앤씨,KOSPI,2333225466900.0,15308103200.0,255010.0,60300.0,CFS,4497147166036.0,2202924728760.0,139392933443.0,402381857645.0,0.23897036170825278,125.0,1.9274378879513334,38.0,0.689829360005431,78.0,3.7766169793901283,185.0,106.5,9,2022-04-29,0.05
024830,세원물산,KOSDAQ,52438000000.0,0.0,0.0,6280.0,OFS,26427821764.0,64184002726.0,11782271892.0,16745830301.0,0.8987582968076586,11.0,0.5039822602692704,269.0,1.2773813113391053,25.0,4.895991664518098,124.0,107.25,10,2022-04-29,0.05
034220,LG디스플레이,KOSPI,5993412975000.0,74503921850.0,4497901.0,16750.0,CFS,14762501000000.0,8806516000000.0,180429000000.0,2025298000000.0,0.12041819961522007,307.0,2.4631209398681557,23.0,1.3516825945070137,18.0,5.8774631661353185,93.0,110.25,11,2022-04-29,0.05
003480,한진중공업홀딩스,KOSPI,140118957940.0,4980014180.0,1053822.0,4745.0,CFS,348600000000.0,306075000000.0,3639000000.0,30709000000.0,0.10388315909566634,356.0,2.4878860442943997,21.0,0.8766551065316893,53.0,8.737575685684549,44.0,118.5,12,2022-04-29,0.05
000970,한국주철관,KOSPI,238265225000.0,3112275750.0,295564.0,10450.0,CFS,346898827360.0,139114184052.0,30079358117.0,32767901159.0,0.5049726936358422,33.0,1.455935616957951,66.0,0.5501079926204087,103.0,2.3354509085746775,328.0,132.5,13,2022-04-29,0.05
009970,영원무역홀딩스,KOSPI,699505869600.0,551148200.0,10754.0,51300.0,CFS,178645987966.0,985978345028.0,140229253585.0,233355642693.0,0.801876065258395,17.0,0.2553888333605485,394.0,1.3344027710671835,20.0,5.638141939205251,99.0,132.5,14,2022-04-29,0.05
001940,KISCO홀딩스,KOSPI,296027754000.0,518837100.0,28626.0,18300.0,CFS,173745578727.0,460016608923.0,49232526451.0,24479263633.0,0.6652420360693613,24.0,0.5869232745217531,245.0,0.3307698457625024,216.0,6.215857840451,86.0,142.75,15,2022-04-29,0.05
088790,진도,KOSPI,48110530560.0,450114840.0,120124.0,3865.0,CFS,100662783139.0,27148227474.0,3539189279.0,4404184621.0,0.2942548533806899,92.0,2.0923232807308287,33.0,0.36617219305095106,179.0,2.257154694242474,339.0,160.75,16,2022-04-29,0.05
010280,쌍용정보통신,KOSDAQ,71319897910.0,512762015.0,461288.0,1115.0,CFS,45576100083.0,101741860790.0,3382502189.0,7636401831.0,0.1897087510286931,182.0,0.6390376517436044,224.0,0.42829011564971825,150.0,5.706225823171541,96.0,163.0,17,2022-04-29,0.05
037460,삼지전자,KOSDAQ,196638190100.0,316993150.0,26296.0,12050.0,CFS,24621486721.0,690363543279.0,16890891837.0,25881696906.0,0.3435933137588414,73.0,0.12521213050465319,490.0,0.5264836274751696,106.0,14.043325824508797,13.0,170.5,18,2022-04-29,0.05
040300,YTN,KOSDAQ,149100000000.0,45610485.0,12905.0,3550.0,CFS,241883699050.0,45721495621.0,49016682880.0,41934295194.0,1.315001552783367,5.0,1.6222917441314555,52.0,1.1249978589939638,32.0,1.2265994801073106,609.0,174.5,19,2022-04-29,0.05
001040,CJ,KOSPI,2538398826000.0,3214495000.0,36959.0,87000.0,CFS,84418980000.0,9283450155000.0,199004035000.0,1440931214000.0,0.31358986296663216,84.0,0.033256783423992964,608.0,2.2706143719276994,8.0,14.628828314782714,10.0,177.5,20,2022-04-29,0.05
012630,HDC,KOSPI,326189796660.0,189357190.0,34943.0,5460.0,CFS,4740873064640.0,816336015649.0,62787482117.0,156502571184.0,0.7699502897994787,38.0,14.534093687736014,1.0,1.9191596154937804,17.0,10.010564695865064,78.0,33.5,1,2022-10-31,0.05
267250,HD현대,KOSPI,4810678876500.0,8102802200.0,133762.0,60900.0,CFS,22503379305000.0,15753952953000.0,957449445000.0,1398069719000.0,0.7961033937867751,35.0,4.6777970184059114,10.0,1.1624718713439988,39.0,13.099151581251881,50.0,33.5,2,2022-10-31,0.05
024840,KBI메탈,KOSDAQ,44977907520.0,143673505.0,105895.0,1365.0,CFS,112811255283.0,187534386786.0,8292449945.0,12446477238.0,0.737468717619881,41.0,2.508148144349246,59.0,1.10689695668617,41.0,16.677911190298076,28.0,42.25,3,2022-10-31,0.05
037400,우리엔터프라이즈,KOSDAQ,60313695800.0,361354235.0,158918.0,2300.0,CFS,78142934159.0,401441292260.0,16110027272.0,16123530517.0,1.0684158586746726,17.0,1.2956084538099222,174.0,1.0693113929191518,45.0,26.623557846043983,6.0,60.5,4,2022-10-31,0.05
034810,해성산업,KOSDAQ,271469869400.0,134223150.0,13151.0,10300.0,CFS,1361028607066.0,639415344955.0,41399914552.0,41207844785.0,0.6100111904647345,54.0,5.013553106553342,6.0,0.6071811192317905,120.0,9.42152948860556,89.0,67.25,5,2022-10-31,0.05
067570,엔브이에이치코리아,KOSDAQ,113409379960.0,838418990.0,244275.0,3455.0,CFS,319066171363.0,288617515542.0,26628996766.0,15877997433.0,0.9392167305876169,25.0,2.813401955601345,43.0,0.5600241334041414,132.0,10.179669993568316,75.0,68.75,6,2022-10-31,0.05
016450,한세예스24홀딩스,KOSPI,184800000000.0,43245020.0,9368.0,4620.0,CFS,865090645750.0,878259083595.0,28302918057.0,13810231728.0,0.6126172739610389,52.0,4.681226438041126,9.0,0.2989227646753247,349.0,19.00993687435065,16.0,106.5,7,2022-10-31,0.05
002020,코오롱,KOSPI,285357227600.0,2099184350.0,93005.0,22600.0,CFS,235316276229.0,531125243742.0,47818826654.0,131725111144.0,0.6703012509082843,47.0,0.824637519112903,274.0,1.8464590822089975,19.0,7.445057526091552,137.0,119.25,8,2022-10-31,0.05
093050,LF,KOSPI,434214000000.0,433303500.0,29396.0,14850.0,CFS,1578084113271.0,524167284366.0,43289759740.0,74786351126.0,0.3987873236698955,126.0,3.6343464588221477,23.0,0.6889354201016089,99.0,4.828653929776562,250.0,124.5,9,2022-10-31,0.05
306200,세아제강,KOSPI,394245700000.0,2428123500.0,17479.0,139000.0,OFS,770269520977.0,480802139384.0,55303119933.0,60936327852.0,0.5611030880793373,70.0,1.9537803988147493,93.0,0.6182573745458733,115.0,4.878197929707286,246.0,131.0,10,2022-10-31,0.05
001230,동국제강,KOSPI,1092704838650.0,3991192500.0,350916.0,11450.0,CFS,809691913039.0,2313311490627.0,148783820717.0,209119540588.0,0.544644136108402,78.0,0.7409978288733003,302.0,0.76551153867447,82.0,8.468202606240926,107.0,142.25,11,2022-10-31,0.05
375500,DL이앤씨,KOSPI,1332995312350.0,9263342100.0,265979.0,34450.0,CFS,4679297377586.0,1876952458221.0,116004905612.0,154005896743.0,0.34810296641625693,167.0,3.5103629654455775,25.0,0.4621348486859891,204.0,5.6322852476113585,205.0,150.25,12,2022-10-31,0.05
013310,아진산업,KOSDAQ,107494232140.0,2955243880.0,1065351.0,2770.0,CFS,72135535687.0,144741104297.0,13632140490.0,44651108118.0,0.507269654142766,86.0,0.6710642445731507,325.0,1.6615257294864565,24.0,5.386004492166235,221.0,164.0,13,2022-10-31,0.05
007340,DN오토모티브,KOSPI,579652290000.0,577743300.0,10024.0,58000.0,CFS,1003284981077.0,808973771659.0,48101973105.0,69322089577.0,0.3319367416283303,182.0,1.7308393296902183,116.0,0.47837015930360594,189.0,5.582476154171667,209.0,174.0,14,2022-10-31,0.05
032190,다우데이타,KOSDAQ,595565000000.0,1739452550.0,112852.0,15550.0,CFS,69545112271.0,2628756278835.0,126495771283.0,267521096910.0,0.8495849909447332,30.0,0.1167716576209146,665.0,1.7967549933928286,20.0,17.655545768035395,22.0,184.25,15,2022-10-31,0.05
049800,우진플라임,KOSPI,74300000000.0,119269895.0,32372.0,3715.0,CFS,94640928737.0,69574753841.0,9757083622.0,8964020503.0,0.5252804103364738,83.0,1.2737675469313594,180.0,0.4825852222341857,185.0,3.7456125890174965,337.0,196.25,16,2022-10-31,0.05
001040,CJ,KOSPI,2094908456400.0,2002931600.0,27725.0,71800.0,CFS,220982874000.0,10309493942000.0,295999289000.0,690993608000.0,0.56517846991493,68.0,0.10548569476861462,679.0,1.3193771897554694,34.0,19.684858134023425,13.0,198.5,17,2022-10-31,0.05
004970,신라교역,KOSPI,178400000000.0,54007700.0,4878.0,11150.0,CFS,567321910811.0,119748206801.0,19330653712.0,22790149860.0,0.43342272896860984,104.0,3.180055553873318,32.0,0.5109899071748879,170.0,2.6849373722197307,488.0,198.5,18,2022-10-31,0.05
004430,송원산업,KOSPI,414000000000.0,2608637450.0,150455.0,17250.0,CFS,629478000000.0,342735000000.0,38670000000.0,56424000000.0,0.3736231884057971,143.0,1.5204782608695653,136.0,0.5451594202898551,140.0,3.311449275362319,380.0,199.75,19,2022-10-31,0.05
015890,태경산업,KOSPI,188525437500.0,329046420.0,51121.0,6450.0,CFS,397680112155.0,204270798543.0,10153303238.0,28514060685.0,0.2154256395877612,335.0,2.1094241574429446,81.0,0.604991264056873,121.0,4.334073984960252,281.0,204.5,20,2022-10-31,0.05
004960,한신공영,KOSPI,89210112420.0,158880300.0,20714.0,7710.0,CFS,726739625046.0,339437387755.0,23072694394.0,66070647862.0,1.0345326899880618,27.0,8.146381675033876,3.0,2.962473471659369,12.0,15.219682098681073,32.0,18.5,1,2023-04-28,0.05
010280,쌍용정보통신,KOSDAQ,65514528716.0,827897005.0,819500.0,1006.0,CFS,61373892299.0,148707162465.0,13305771162.0,52548927125.0,0.8123859805008691,38.0,0.9367981957872381,219.0,3.2083831269119067,10.0,9.07933952236049,75.0,85.5,2,2023-04-28,0.05
007980,태평양물산,KOSPI,73537739352.0,350143082.0,230383.0,1512.0,CFS,48790622265.0,220359425782.0,11921377105.0,53103099373.0,0.6484494742454046,44.0,0.6634773205558575,289.0,2.888481470381548,14.0,11.986195263752387,45.0,98.0,3,2023-04-28,0.05
009200,무림페이퍼,KOSPI,105895693950.0,338796615.0,133004.0,2545.0,CFS,140734900260.0,439628860862.0,5998120763.0,35534758414.0,0.2265671261697228,182.0,1.3289954955718009,141.0,1.3422550847356716,53.0,16.6061090668928,21.0,99.25,4,2023-04-28,0.05
000850,화천기공,KOSPI,81400000000.0,142431000.0,3852.0,37000.0,CFS,345265803434.0,65716102379.0,25456602930.0,28832508334.0,1.250938718918919,19.0,4.241594636781326,13.0,1.4168308763636364,45.0,3.2292925001965602,360.0,109.25,5,2023-04-28,0.05
140520,대창스틸,KOSDAQ,59633611475.0,153233045.0,54493.0,2825.0,CFS,166888457845.0,104080509174.0,2342005288.0,13851119593.0,0.157092970227492,262.0,2.7985636575937396,34.0,0.9290813855073499,103.0,6.981331943488502,129.0,132.0,6,2023-04-28,0.05
003480,한진중공업홀딩스,KOSPI,115461564920.0,73733920.0,18711.0,3910.0,CFS,366779000000.0,499179000000.0,4230000000.0,15500000000.0,0.14654227154918073,282.0,3.1766328496771252,25.0,0.5369752267168562,246.0,17.29333914176087,19.0,143.0,7,2023-04-28,0.05
103590,일진전기,KOSPI,259191926100.0,4601668450.0,650104.0,6990.0,CFS,344902375464.0,308925587613.0,24221646869.0,50971513277.0,0.37380249043181907,100.0,1.3306833305098078,140.0,0.7866219298410468,144.0,4.767518684109196,226.0,152.5,8,2023-04-28,0.05
009410,태영건설,KOSPI,148594554360.0,2937328340.0,758694.0,3820.0,CFS,23660491460.0,800543268909.0,23199932429.0,60472715462.0,0.6245163567109876,47.0,0.15922852329216408,538.0,1.6278581869290516,34.0,21.549733699379694,9.0,157.0,9,2023-04-28,0.05
007700,F&F홀딩스,KOSPI,833136017100.0,1689634850.0,78730.0,21300.0,CFS,2889031983176.0,563289777655.0,164662718137.0,150009670245.0,0.7905682373937546,39.0,3.4676594504126856,21.0,0.7202169497708539,166.0,2.704431286577732,433.0,164.75,10,2023-04-28,0.05
054930,유신,KOSDAQ,96900000000.0,1690480650.0,52823.0,32300.0,OFS,109737587728.0,90321427400.0,6618394308.0,33539534191.0,0.27320513139318886,138.0,1.132482845490196,175.0,1.3845008953973168,51.0,3.7284386955624353,304.0,167.0,11,2023-04-28,0.05
009970,영원무역홀딩스,KOSPI,882222802400.0,1122912222.0,17343.0,64700.0,CFS,180613100214.0,1370357863485.0,258319335539.0,334456760249.0,1.1712203984583838,21.0,0.20472504193119911,497.0,1.516427638637965,40.0,6.213205370602876,151.0,177.25,12,2023-04-28,0.05
192390,윈하이텍,KOSDAQ,38364825600.0,244196405.0,67398.0,3600.0,CFS,62318917946.0,35988816167.0,1905567035.0,9425333735.0,0.19867855570285714,206.0,1.6243764169750325,109.0,0.9827057558682086,92.0,3.752272098638186,303.0,177.5,13,2023-04-28,0.05
001130,대한제분,KOSPI,240318000000.0,242040100.0,1698.0,142200.0,CFS,919353083839.0,376054276209.0,21214523549.0,18464685354.0,0.3531075250126915,110.0,3.8255689704433293,17.0,0.3073375336678901,446.0,6.259277727161511,150.0,180.75,14,2023-04-28,0.05
009580,무림P&P,KOSPI,227644382600.0,447573180.0,123579.0,3650.0,CFS,662689180761.0,210770141798.0,14466428505.0,32655589375.0,0.2541934633268653,160.0,2.9110719675671892,30.0,0.5738000472848039,229.0,3.703498226325221,308.0,181.75,15,2023-04-28,0.05
008420,문배철강,KOSPI,69404364425.0,318590410.0,93153.0,3385.0,OFS,167893428008.0,43904344698.0,10650191490.0,11905578504.0,0.6138052889459913,50.0,2.419061530192811,50.0,0.6861573391031021,179.0,2.530350652252947,456.0,183.75,16,2023-04-28,0.05
039740,한국정보공학,KOSDAQ,32314139910.0,255674320.0,62748.0,4030.0,CFS,45123656189.0,28531464559.0,2986680487.0,4988288352.0,0.3697057072004241,102.0,1.3964059174923589,130.0,0.6174743769623049,211.0,3.531762211646623,324.0,191.75,17,2023-04-28,0.05
208350,지란지교시큐리티,KOSDAQ,42027300495.0,149278435.0,31554.0,4755.0,CFS,76344554922.0,23140880400.0,4676054523.0,10842780389.0,0.44504923874958957,78.0,1.8165467213646695,85.0,1.031974955449729,85.0,2.202461745336518,520.0,192.0,18,2023-04-28,0.05
021650,한국큐빅,KOSDAQ,46680857365.0,215358505.0,74785.0,2855.0,CFS,79860158356.0,64321644933.0,1387408784.0,8922633719.0,0.11888460172458103,345.0,1.7107688860889885,98.0,0.7645646821979701,149.0,5.511607846451129,177.0,192.25,19,2023-04-28,0.05
306200,세아제강,KOSPI,399067410000.0,1792985000.0,12748.0,140700.0,OFS,829001866215.0,425287808704.0,22260285520.0,52225779823.0,0.22312306103873528,184.0,2.0773479503500423,62.0,0.5234782747406008,262.0,4.262816737693514,261.0,192.25,20,2023-04-28,0.05
084690,대상홀딩스,KOSPI,238278500040.0,373932020.0,56563.0,6580.0,CFS,1614944748016.0,1289749904921.0,31034228863.0,81955189144.0,0.5209740510837572,62.0,6.7775512593242695,3.0,1.375788233184985,40.0,21.65113352156386,14.0,29.75,1,2023-10-31,0.05
037400,우리엔터프라이즈,KOSDAQ,37656724856.0,79264767.0,55326.0,1436.0,CFS,98010539413.0,296420838355.0,7382502060.0,13801049131.0,0.7841895000938952,28.0,2.602736690134208,68.0,1.4659850726557302,36.0,31.486629757475583,4.0,34.0,2,2023-10-31,0.05
012630,HDC,KOSPI,369801252990.0,189758930.0,30415.0,6190.0,CFS,4844826901661.0,862077268151.0,37595836867.0,341705967640.0,0.4066599186781733,102.0,13.101164105011867,1.0,3.69610394639999,6.0,9.324763084827211,97.0,51.5,3,2023-10-31,0.05
317400,자이에스앤디,KOSPI,182471756600.0,417154615.0,88306.0,4705.0,CFS,769485656032.0,615091629758.0,24277419003.0,39713930389.0,0.5321901746409778,60.0,4.217012376982839,23.0,0.8705770389673555,92.0,13.483547069837327,45.0,55.0,4,2023-10-31,0.05
013520,화승코퍼레이션,KOSPI,79481388176.0,46506746.0,29233.0,1588.0,CFS,272606022449.0,422751412552.0,6480613925.0,20367816148.0,0.32614497928242625,138.0,3.429809527802327,36.0,1.0250357531702101,77.0,21.275492149979986,16.0,66.75,5,2023-10-31,0.05
009200,무림페이퍼,KOSPI,86755411350.0,61478785.0,29405.0,2085.0,CFS,140734900260.0,327474934090.0,9163740605.0,49998925591.0,0.42250923428997145,95.0,1.6222031348826058,146.0,2.3052821634047844,14.0,15.098766935418375,33.0,72.0,6,2023-10-31,0.05
034810,해성산업,KOSDAQ,231479253270.0,269257760.0,37758.0,7110.0,CFS,1415011267500.0,584013829726.0,17594850713.0,74086703438.0,0.3040419469899908,162.0,6.112907517675094,5.0,1.2802305587461773,48.0,10.091856120596686,82.0,74.25,7,2023-10-31,0.05
136490,선진,KOSPI,169786372560.0,176482640.0,24634.0,7140.0,CFS,450302793179.0,483553373021.0,11739149097.0,52746676189.0,0.2765628105483332,188.0,2.6521727650425517,64.0,1.2426598293772984,55.0,11.39204202858199,66.0,93.25,8,2023-10-31,0.05
001130,대한제분,KOSPI,205842000000.0,72366800.0,594.0,121800.0,CFS,938800520557.0,367039052760.0,14738954479.0,69286826933.0,0.28641296681921086,176.0,4.560782156008006,18.0,1.3464079620874263,43.0,7.132442412335675,148.0,96.25,9,2023-10-31,0.05
016450,한세예스24홀딩스,KOSPI,189200000000.0,222901450.0,47028.0,4730.0,CFS,808620515510.0,685646310269.0,24364954438.0,18507990814.0,0.5151153158139535,64.0,4.273892788107823,21.0,0.39128944638477803,319.0,14.49569366319239,39.0,110.75,10,2023-10-31,0.05
067170,오텍,KOSDAQ,66876523725.0,101410780.0,23723.0,4345.0,CFS,141163582487.0,292666312382.0,6851447917.0,8438968552.0,0.4097968934613609,100.0,2.1108092141193304,91.0,0.5047492352743399,224.0,17.504875916425334,28.0,110.75,11,2023-10-31,0.05
004140,동방,KOSPI,87020783524.0,325506181.0,179012.0,1814.0,CFS,141875499667.0,188513862497.0,8269207836.0,17344599881.0,0.3801026605888642,110.0,1.6303633904637422,142.0,0.797262409213607,109.0,8.665233975743673,108.0,117.25,12,2023-10-31,0.05
