,최신 K-올웨더 성장형,최신 K-올웨더 성장형,강환국 정적 원본,강환국 정적 원본,강환국 계절형 원본,강환국 계절형 원본
,CAGR10Y,MDD10Y,CAGR10Y,MDD10Y,CAGR10Y,MDD10Y
2019-10-31,0.08098759994216875,-0.07034015648428404,0.06389705888103547,-0.04602942250797459,0.07776005976770395,-0.06521538732694965
2019-11-30,0.0767207379307624,-0.07034015648428404,0.0622707447740567,-0.046029422507974704,0.07607182832930937,-0.06521538732694976
2019-12-31,0.07767649863823567,-0.07034015648428416,0.06244460797303919,-0.046029422507974704,0.076751204971784,-0.06521538732694954
2020-01-31,0.08385293198107302,-0.07034015648428404,0.06693909954868116,-0.04602942250797459,0.0814516070439113,-0.06521538732694976
2020-02-29,0.08283620724708385,-0.07034015648428404,0.06571947969873615,-0.046029422507974704,0.07850085627385273,-0.06521538732694976
2020-03-31,0.07568207180914399,-0.07034015648428393,0.060288984670405776,-0.046029422507974704,0.06981255816245735,-0.06654698962093386
2020-04-30,0.08063459533022677,-0.07034015648428404,0.06378409793779838,-0.046029422507974704,0.07448128202739879,-0.06654698962093397
2020-05-31,0.08112492405814731,-0.07034015648428393,0.06435251933554387,-0.046029422507974815,0.07287219414378332,-0.06654698962093386
2020-06-30,0.07907295797801384,-0.07034015648428393,0.06288308145068688,-0.04602942250797459,0.07058149684075321,-0.06654698962093397
2020-07-31,0.08693398680379238,-0.07034015648428427,0.06649160011776267,-0.046029422507974704,0.07406385186655973,-0.06654698962093386
2020-08-31,0.08509703709912175,-0.07034015648428404,0.06523824292558955,-0.04602942250797448,0.07116360438417679,-0.06654698962093386
2020-09-30,0.0790409557077163,-0.07034015648428393,0.0610595273163701,-0.046029422507974815,0.0684658601292496,-0.06654698962093397
2020-10-31,0.07463189754739474,-0.07034015648428404,0.05630335305584744,-0.046029422507974704,0.06420828110122367,-0.06654698962093397
2020-11-30,0.0755394335741828,-0.07034015648428393,0.057663992356071114,-0.046029422507974704,0.06728662753273018,-0.06654698962093397
2020-12-31,0.07720859736788577,-0.07034015648428404,0.05971988152611685,-0.04602942250797459,0.06932690948633136,-0.06654698962093397
2021-01-31,0.08221344079486248,-0.07034015648428404,0.06268341451121429,-0.046029422507974815,0.07244346070993157,-0.06654698962093397
2021-02-28,0.07908582786491203,-0.07034015648428393,0.06149955766555393,-0.046029422507974704,0.07227519393712845,-0.06654698962093386
2021-03-31,0.07744569131601065,-0.07034015648428416,0.05997071232633111,-0.04602942250797459,0.0709828947235811,-0.06654698962093386
2021-04-30,0.07872970129993329,-0.07034015648428393,0.05989621858727001,-0.046029422507974704,0.07093613573415625,-0.06654698962093386
2021-05-31,0.08119045895572774,-0.07034015648428404,0.0605247628602219,-0.04602942250797459,0.07084478679268513,-0.06654698962093397
2021-06-30,0.08388333287611083,-0.07034015648428404,0.062143455527043256,-0.046029422507974704,0.07131330669830027,-0.06654698962093386
2021-07-31,0.08650877886981423,-0.07034015648428382,0.06377407055870266,-0.046029422507974704,0.07334747891498128,-0.06654698962093397
2021-08-31,0.08711482761253597,-0.07034015648428404,0.06262353099989082,-0.046029422507974704,0.0696598881356516,-0.06654698962093397
2021-09-30,0.0802569327153968,-0.07034015648428404,0.05850001647237146,-0.04602942250797448,0.0639447850183259,-0.06654698962093408
2021-10-31,0.08068398881437089,-0.07034015648428404,0.05714986187050619,-0.046029422507974704,0.06399782162308942,-0.06654698962093408
2021-11-30,0.08168773889797332,-0.07034015648428382,0.057306417509777274,-0.04602942250797459,0.06413141978453663,-0.06654698962093408
2021-12-31,0.08499655892475522,-0.07034015648428393,0.05988387209107704,-0.046029422507974815,0.06723754614930288,-0.06654698962093397
2022-01-31,0.07646408165853047,-0.07034015648428393,0.05274162082918732,-0.046029422507974704,0.05829470731390374,-0.06654698962093386
2022-02-28,0.074233699545591,-0.07034015648428404,0.05170883729484266,-0.046029422507974704,0.056718986211387046,-0.06654698962093386
2022-03-31,0.07680152357802861,-0.07034015648428404,0.05285479779496871,-0.04602942250797459,0.05846492612402021,-0.06654698962093397
