series,start,end,final_multiple,final_asset_krw,cumulative_return,CAGR,annualized_volatility_monthly,Sharpe_rf0_monthly,MDD_daily,MDD_date,max_recovery_days,max_recovery_months,monthly_return_count,daily_obs
Top20_Base,2016-11-01,2019-10-31,1.1737698141464374,11737698.141464375,0.17376981414643744,0.05489618594468437,0.2280886938753914,0.3448243327961001,-0.28014370835263636,2018-10-29,511,16.8,36,735
Top30_Base,2016-11-01,2019-10-31,1.0862287602291045,10862287.602291046,0.08622876022910453,0.027973030910177776,0.20597294061379393,0.23484223656916114,-0.2685448269386296,2018-10-29,511,16.8,36,735
Top50_Base,2016-11-01,2019-10-31,1.0950501469955425,10950501.469955426,0.09505014699554248,0.030750139797516285,0.19752628910708017,0.2514724138148943,-0.2733583691456176,2018-10-29,534,17.5,36,735
Top20_Base_DelistMinus100,2016-11-01,2019-10-31,1.1737698141464374,11737698.141464375,0.17376981414643744,0.05489618594468437,0.2280886938753914,0.3448243327961001,-0.28014370835263636,2018-10-29,511,16.8,36,735
