signal_date,execution_date,top_n,buy_turnover,sell_turnover,two_way_turnover,sell_tax_bps,common_cost_bps,cost_fraction,untradable_count,untradable_codes,delist_mode,cost_scenario,variant
2019-04-30,2019-05-02,30,0.812312115693251,0.8123121156932511,1.6246242313865022,30.0,21.5,0.005929878444560733,0,,last_close,base,Top30_base
2016-10-31,2016-11-01,50,0.9800000000000005,0.0,0.9800000000000005,30.0,21.5,0.0021070000000000012,1,005960,last_close,base,Top50_base
2017-04-28,2017-05-02,50,0.7036783038019786,0.6845643074872244,1.388242611289203,30.0,21.5,0.0050384145367334595,0,,last_close,base,Top50_base
2017-10-31,2017-11-01,50,0.8295325918062773,0.8295325918062769,1.659065183612554,30.0,21.5,0.006055587920185822,0,,last_close,base,Top50_base
2018-04-30,2018-05-02,50,0.8208321573079312,0.8208321573079307,1.6416643146158618,30.0,21.5,0.005992074748347895,0,,last_close,base,Top50_base
2018-10-31,2018-11-01,50,0.7880797203902915,0.7880797203902907,1.5761594407805823,30.0,21.5,0.005752981958849124,0,,last_close,base,Top50_base
2019-04-30,2019-05-02,50,0.7068418235909512,0.7268418235909507,1.4336836471819019,30.0,21.5,0.005262945312213941,1,030270,last_close,base,Top50_base
2016-10-31,2016-11-01,20,1.0000000000000002,0.0,1.0000000000000002,30.0,21.5,0.0021500000000000004,0,,minus100,base,Top20_base_delist_minus100
2017-04-28,2017-05-02,20,0.5383704515290361,0.538370451529036,1.076740903058072,30.0,21.5,0.003930104296161962,0,,minus100,base,Top20_base_delist_minus100
2017-10-31,2017-11-01,20,0.9000000000000002,0.8999999999999999,1.8000000000000003,30.0,21.5,0.00657,0,,minus100,base,Top20_base_delist_minus100
2018-04-30,2018-05-02,20,0.8705781211539614,0.8705781211539612,1.7411562423079225,30.0,21.5,0.006355220284423917,0,,minus100,base,Top20_base_delist_minus100
2018-10-31,2018-11-01,20,0.8050828032565305,0.8050828032565304,1.610165606513061,30.0,21.5,0.005877104463772672,0,,minus100,base,Top20_base_delist_minus100
2019-04-30,2019-05-02,20,0.8582977959209099,0.8582977959209096,1.7165955918418194,30.0,21.5,0.00626557391022264,0,,minus100,base,Top20_base_delist_minus100
