Date,WealthMultiple_Net,Drawdown_Net,SPY_WealthMultiple
2022-09-30,2.6234090975154136,-0.21708828963358628,3.9107324839087343
2022-10-31,2.631748243553126,-0.2298860124118809,4.228579001226921
2022-11-30,2.778556427717274,-0.2186920100062848,4.463652081113672
2022-12-31,2.696969646896775,-0.19593768775212161,4.20642000705611
2023-01-31,2.85335613077218,-0.18696908541229584,4.470950415906789
2023-02-28,2.7415337593409035,-0.18096643017085035,4.3585388586303075
2023-03-31,2.856442483709317,-0.18309545251140558,4.520143790184283
2023-04-30,2.8780904762876647,-0.14666994993556903,4.592353072304066
2023-05-31,2.825875870022095,-0.164254771977554,4.613552295078802
2023-06-30,2.8817557659824575,-0.15292421909764564,4.91250914924726
2023-07-31,2.903515878791819,-0.1514424682334058,5.073311579919223
2023-08-31,2.846898157902559,-0.1713607021393787,4.990860757671764
2023-09-30,2.6975822365099122,-0.19104374709905703,4.754120891176177
2023-10-31,2.6283303020168334,-0.21180625282461907,4.650915275776304
2023-11-30,2.819573335660119,-0.20127231658538458,5.0757478686861415
2023-12-31,2.963311529674377,-0.14967304456118358,5.307483162752165
2024-01-31,2.950863105854123,-0.13202448812470635,5.392012553557104
2024-02-29,2.9602093304251595,-0.12836833561103356,5.673404959286946
2024-03-31,3.0322815664354668,-0.10779697376879394,5.858936423043641
2024-04-30,2.916147352040201,-0.12497545709492175,5.622706632567985
2024-05-31,3.00553942566893,-0.12339033648148179,5.907100166924396
2024-06-30,3.0649424807174044,-0.09206065064706015,6.115505363170265
2024-07-31,3.1374391215577337,-0.08536176621654024,6.189558010176947
2024-08-31,3.192946944680521,-0.07463835988929413,6.33417877936316
2024-09-30,3.260476955584988,-0.04344109073474922,6.467227527956765
2024-10-31,3.1846137348107026,-0.044418940050340194,6.4095169724021845
2024-11-30,3.262171727980029,-0.05189293507929038,6.791739085408771
2024-12-31,3.1501377588627215,-0.05715580374628082,6.628328000294883
2025-01-31,3.206555376293563,-0.06324515831949218,6.806340669698571
2025-02-28,3.284470612354125,-0.0356515005520619,6.7199359684335604
2025-03-31,3.2458813812957477,-0.04068427492474447,6.3455064689785665
2025-04-30,3.2191274894389497,-0.07864670643878913,6.290489873077781
2025-05-31,3.2309820542267116,-0.04367814151243177,6.685815287887538
2025-06-30,3.3330275246058716,-0.029125754449178975,7.029373427953079
2025-07-31,3.3437104274547913,-0.013114204029773036,7.191270784369136
2025-08-31,3.385109220937782,-0.010527564731212857,7.338832652588381
2025-09-30,3.5113917528095904,-0.006813511489768387,7.600244330977202
2025-10-31,3.5753009228843986,-0.009031406930870789,7.781413644270245
2025-11-30,3.6072111503176405,-0.023783772284862614,7.79658814257555
2025-12-31,3.577038258504958,-0.013114046900303045,7.80280594468501
2026-01-31,3.649381514960732,-0.01522317250679206,7.917801582885597
2026-02-28,3.75381256475126,-0.021273381756415244,7.849376271460141
2026-03-31,3.634526924049177,-0.0468105755362449,7.461777472754112
2026-04-30,3.7506289681134004,-0.029731932025367835,8.245657245062917
2026-05-31,3.7938934798114445,-0.018145191351938594,8.679591166873493
2026-06-30,3.7330092731156683,-0.02795430809806232,8.59025589808309
2026-07-31,3.6967423901366296,-0.03324842624945623,8.593246846252276
2026-08-31,3.786154592601049,-0.024628658198037945,8.823540727972913
2026-09-30,3.766934726250985,-0.013089439342472087,8.79179174294696
