start_date,end_date,initial_asset_usd,final_asset_usd,wealth_multiple,cumulative_return,cagr,annualized_volatility,mdd,mdd_peak_date,mdd_date,mdd_recovery_date,mdd_peak_to_recovery_days,max_time_under_water_days,sharpe,sortino,calmar,monthly_win_rate,monthly_payoff_ratio,worst_year,worst_year_return,scenario,average_annual_rebalance_turnover,total_transaction_cost_usd,one_way_cost_rate
2006-02-06,2026-09-11,10000.0,37705.76717077026,3.770576717077026,2.770576717077026,0.06656759181063565,0.08026182328380287,-0.22981957132972952,2021-12-27,2022-10-20,2025-06-30,1281,1281,0.6816184023243206,0.9663017790103761,0.2896515358786784,0.6437246963562753,1.0440881456284454,2022,-0.18757485008335562,gross_0bp,0.04831661163033099,0.0,0.0
2006-02-06,2026-09-11,10000.0,37669.34726250985,3.766934726250985,2.766934726250985,0.06651754607652505,0.0802619297026654,-0.2298860124118809,2021-12-27,2022-10-20,2025-06-30,1281,1281,0.6810333920244352,0.9654378422304595,0.2893501234748779,0.6437246963562753,1.0436231589104243,2022,-0.18764493548687655,net_5bp_each_side,0.04831661163033099,20.498779681254923,0.0005
2006-02-06,2026-09-11,10000.0,87917.91742946961,8.79179174294696,7.791791742946961,0.11132518762086141,0.19245034405210376,-0.5518943225170156,2007-10-09,2009-03-09,2012-08-16,1773,1773,0.5767825226678354,0.8128005683504338,0.20171468174041435,0.6680161943319838,0.8718811511074103,2008,-0.367950129893573,SPY_buy_hold,,,
