전략,CAGR,누적수익률,MDD,MDD_source,Sharpe,Sortino,Calmar,월간승률,연환산_표준편차,최대회복기간_개월,최대회복기간_일,최종배수,최종자산,start,end,template_version
Top20_Base,0.05489618594468437,0.17376981414643744,-0.28014370835263636,daily,0.3448243327961001,0.5468909309705852,0.1959572330483422,0.5555555555555556,0.2280886938753914,16.8,511,1.1737698141464374,11737698.141464375,2016-11-01,2019-10-31,v2-16
Top30_Base,0.027973030910177776,0.08622876022910453,-0.2685448269386296,daily,0.23484223656916114,0.3468090659942927,0.10416521974772741,0.5555555555555556,0.20597294061379393,16.8,511,1.0862287602291045,10862287.602291046,2016-11-01,2019-10-31,v2-16
Top50_Base,0.030750139797516285,0.09505014699554248,-0.2733583691456176,daily,0.2514724138148943,0.3557065049874178,0.1124902079772642,0.6111111111111112,0.19752628910708017,17.5,534,1.0950501469955425,10950501.469955426,2016-11-01,2019-10-31,v2-16
Top20_Base_DelistMinus100,0.05489618594468437,0.17376981414643744,-0.28014370835263636,daily,0.3448243327961001,0.5468909309705852,0.1959572330483422,0.5555555555555556,0.2280886938753914,16.8,511,1.1737698141464374,11737698.141464375,2016-11-01,2019-10-31,v2-16
