Code,Name,Market,Marcap,Amount,Volume,Close,fs_div,available_date,equity,revenue_q,net_income_q,ocf_q,EY_1_PER,BY_1_PBR,CFY_1_PCR,SY_1_PSR,EY_1_PER_rank,BY_1_PBR_rank,CFY_1_PCR_rank,SY_1_PSR_rank,avg_rank,overall_rank,signal_date,target_weight,top_n
009070,KCTC,KOSPI,98100000000.0,48073930.0,14680.0,3270.0,CFS,2016-08-16,177631196000.0,95092831447.0,6041734269.0,7939658355.0,0.24635002116207952,1.8107155555555556,0.32373734373088686,3.8773835452395513,80.0,181.0,243.0,176.0,170.0,39,2016-10-31,0.02,50
017370,우신시스템,KOSPI,69537242540.0,374250960.0,98781.0,3805.0,CFS,2016-08-16,114650162896.0,62835070723.0,2546583936.0,15672397650.0,0.14648748457548486,1.6487591211292227,0.9015254029369799,3.614470084105236,218.0,228.0,39.0,197.0,170.5,40,2016-10-31,0.02,50
016590,신대양제지,KOSPI,91507455050.0,209172850.0,8748.0,23650.0,CFS,2016-08-16,261431550403.0,78126432894.0,3490436375.0,8361692890.0,0.1525749513235971,2.8569426421066226,0.3655087068231169,3.4150849393117286,201.0,49.0,212.0,227.0,172.25,41,2016-10-31,0.02,50
019440,세아특수강,KOSPI,164972500000.0,161760450.0,8421.0,19250.0,CFS,2016-08-16,295037604680.0,167530784626.0,6165539731.0,19814430222.0,0.14949254526663536,1.7884047624907182,0.4804298952128385,4.062029359462941,208.0,182.0,140.0,160.0,172.5,42,2016-10-31,0.02,50
018670,SK가스,KOSPI,853509363100.0,1294052500.0,13484.0,96100.0,CFS,2016-08-12,1596378360015.0,1300320327947.0,54906456240.0,44592776914.0,0.25732093220665453,1.8703700615736103,0.208985531228556,6.093994438322993,77.0,168.0,381.0,72.0,174.5,43,2016-10-31,0.02,50
024900,덕양산업,KOSPI,59919563200.0,383655740.0,206501.0,1840.0,CFS,2016-08-16,89414485123.0,285441092523.0,1605005259.0,11390703373.0,0.10714398926058927,1.4922419381555172,0.7603996267449427,19.054951490233826,359.0,291.0,56.0,3.0,177.25,44,2016-10-31,0.02,50
002300,한국제지,KOSPI,145393768450.0,124287100.0,4286.0,29050.0,CFS,2016-08-16,519217040185.0,164930727257.0,5127162141.0,9393432429.0,0.14105589794278423,3.571109310393557,0.2584273735839055,4.537490953437076,241.0,25.0,317.0,137.0,180.0,45,2016-10-31,0.02,50
004020,현대제철,KOSPI,6592221779000.0,16608751200.0,336705.0,49400.0,CFS,2016-08-16,15864342206970.0,4225743414371.0,243502154021.0,1183389035876.0,0.14775119052984154,2.4065243462389283,0.7180517133970046,2.5640784282060483,215.0,84.0,67.0,356.0,180.5,46,2016-10-31,0.02,50
012620,원일특강,KOSDAQ,47740000000.0,158408850.0,14495.0,10850.0,CFS,2016-08-16,94643571738.0,51913903602.0,2790120858.0,2671185266.0,0.23377636011730205,1.9824795085462925,0.22381108219522414,4.349719614746544,88.0,146.0,357.0,146.0,184.25,47,2016-10-31,0.02,50
003960,사조대림,KOSPI,98349487500.0,218469200.0,13109.0,16500.0,CFS,2016-08-16,252926133022.0,262521667747.0,1991760121.0,11227524254.0,0.08100744280950117,2.571707687058359,0.45663783470147723,10.67709347227661,499.0,62.0,154.0,23.0,184.5,48,2016-10-31,0.02,50
122450,KMH,KOSDAQ,110753772900.0,285224880.0,34738.0,8220.0,CFS,2016-08-16,284004079123.0,48838462202.0,26200624683.0,14281731769.0,0.9462657206867938,2.56428356060997,0.5158011829319812,1.7638572817233569,9.0,63.0,129.0,539.0,185.0,49,2016-10-31,0.02,50
023460,CNH,KOSDAQ,53010000000.0,516960345.0,364714.0,1425.0,CFS,2016-08-16,93378101792.0,24211070260.0,6766387619.0,26577850725.0,0.5105744289002075,1.7615186152046785,2.005497130730051,1.8269058864365215,18.0,198.0,5.0,527.0,187.0,50,2016-10-31,0.02,50
122690,서진오토모티브,KOSDAQ,75913769125.0,78971500.0,16636.0,4735.0,CFS,2017-03-31,212537969759.0,366142705425.0,16379755230.0,44818967988.0,0.8630716360837788,2.799728852996798,2.361572531813082,19.29255836696015,8.0,38.0,5.0,5.0,14.0,1,2017-04-28,0.05,20
038110,에코플라스틱,KOSDAQ,55265729130.0,107193315.0,44315.0,2435.0,CFS,2017-03-31,136505900843.0,304698039493.0,11815867433.0,38618858758.0,0.8552039478358004,2.469991855565699,2.7951397269840017,22.0533082103209,9.0,60.0,3.0,4.0,19.0,2,2017-04-28,0.05,20
007860,서연,KOSPI,237146424400.0,609760900.0,60233.0,10100.0,CFS,2017-03-31,1072030023657.0,890830021478.0,42484676605.0,51060799265.0,0.7165982234392061,4.520540532581608,0.8612535380904525,15.025822526852318,12.0,10.0,47.0,11.0,20.0,3,2017-04-28,0.05,20
010770,평화홀딩스,KOSPI,52797932260.0,37978465.0,10420.0,3610.0,CFS,2017-03-31,157682312532.0,164460386824.0,5190249982.0,22452404028.0,0.39321615524190984,2.986524391817158,1.7010063134620188,12.459608153904624,37.0,34.0,10.0,16.0,24.25,4,2017-04-28,0.05,20
053700,삼보모터스,KOSDAQ,88630863700.0,406245070.0,65459.0,6220.0,CFS,2017-03-31,181954415259.0,241194535450.0,12725153689.0,38175719132.0,0.5742989815408963,2.052946430431773,1.722908591355632,10.88535191381645,16.0,111.0,9.0,20.0,39.0,5,2017-04-28,0.05,20
000880,한화,KOSPI,2994601463250.0,13043109850.0,327182.0,39950.0,CFS,2017-03-31,14227936000000.0,12196546000000.0,137477000000.0,2168445000000.0,0.18363311670969143,4.7511951672389205,2.896472237272757,16.291377867375054,150.0,9.0,2.0,7.0,42.0,6,2017-04-28,0.05,20
002030,아세아,KOSPI,215377659200.0,275143500.0,2795.0,98300.0,CFS,2017-03-31,1225090202229.0,297212926366.0,20917972029.0,41696963793.0,0.38848917026395097,5.688102502271972,0.7743971951014685,5.519846904641259,38.0,3.0,66.0,86.0,48.25,7,2017-04-28,0.05,20
010100,한국프랜지,KOSPI,77344066800.0,75997450.0,5999.0,12700.0,CFS,2017-03-31,288746715817.0,295094143024.0,5040482413.0,13930169006.0,0.2606784267516691,3.7332755796725188,0.7204259916676634,15.261371956924302,88.0,16.0,79.0,10.0,48.25,8,2017-04-28,0.05,20
009410,태영건설,KOSPI,482848000000.0,323602430.0,51299.0,6320.0,CFS,2017-03-31,1261379125469.0,674712436617.0,42483788167.0,194597086387.0,0.35194337072536286,2.6123730976808437,1.6120773940204784,5.589439630003645,49.0,49.0,15.0,83.0,49.0,9,2017-04-28,0.05,20
123040,엠에스오토텍,KOSDAQ,79861921020.0,121591190.0,22094.0,5490.0,CFS,2017-03-29,125262787880.0,201211486150.0,19341026107.0,51319515353.0,0.9687233094308555,1.56849204577273,2.570412266449135,10.077968753073703,6.0,232.0,4.0,24.0,66.5,10,2017-04-28,0.05,20
013870,지엠비코리아,KOSPI,103371757600.0,266205770.0,49354.0,5420.0,CFS,2017-03-31,228957529377.0,134481268599.0,9110584609.0,15912056451.0,0.35253670133978643,2.2148944227393113,0.6157216176036074,5.203791508291042,48.0,84.0,99.0,93.0,81.0,11,2017-04-28,0.05,20
067570,엔브이에이치코리아,KOSDAQ,103256388090.0,36967805.0,10313.0,3595.0,CFS,2017-03-31,155103238324.0,164130801625.0,12508151739.0,21420645675.0,0.48454732807805306,1.5021176044702378,0.8298041824329321,6.35818488951757,21.0,251.0,53.0,60.0,96.25,12,2017-04-28,0.05,20
200880,서연이화,KOSPI,370289586900.0,1816239900.0,133110.0,13700.0,CFS,2017-03-31,679619369045.0,673327314350.0,24772426794.0,51453902580.0,0.2676005771741025,1.8353726193994682,0.5558233814865076,7.273521461804845,83.0,145.0,116.0,45.0,97.25,13,2017-04-28,0.05,20
084870,TBH글로벌,KOSPI,167480256570.0,326503510.0,40671.0,8030.0,CFS,2017-03-31,248949140823.0,259327240099.0,17884806406.0,21750389538.0,0.42715020318887253,1.4864387356544877,0.5194735184540206,6.193619365291853,25.0,256.0,129.0,64.0,118.5,14,2017-04-28,0.05,20
058650,세아홀딩스,KOSPI,548000000000.0,80844000.0,582.0,137000.0,CFS,2017-03-31,2924149208280.0,1050368128021.0,14973867615.0,69065479939.0,0.10929830375912408,5.336038701240876,0.5041275907956204,7.6669206424890515,311.0,5.0,135.0,40.0,122.75,15,2017-04-28,0.05,20
039020,이건홀딩스,KOSDAQ,53654907110.0,17695360.0,4741.0,3745.0,CFS,2017-03-24,97313894920.0,52212865263.0,2081802730.0,11957096513.0,0.15519942850572946,1.8136998116592211,0.8914074896065923,3.892495063383961,197.0,151.0,40.0,163.0,137.75,16,2017-04-28,0.05,20
024910,경창산업,KOSDAQ,86834200000.0,59991500.0,12077.0,4945.0,CFS,2017-03-31,146696896908.0,180345318353.0,2349358519.0,44267348456.0,0.1082227287865841,1.689390780452863,2.039166524526051,8.307570904228978,314.0,195.0,6.0,37.0,138.0,17,2017-04-28,0.05,20
117580,대성에너지,KOSPI,172425000000.0,64220100.0,10268.0,6270.0,OFS,2017-03-31,292297527179.0,217313975484.0,8009804479.0,23800113394.0,0.18581538591271568,1.695215468632739,0.5521267425025373,5.041356543053501,145.0,191.0,119.0,100.0,138.75,18,2017-04-28,0.05,20
054930,유신,KOSDAQ,43500000000.0,16021250.0,1108.0,14500.0,OFS,2017-03-31,86504815188.0,38767794534.0,1843770793.0,8343247933.0,0.16954214188505748,1.9886164411034484,0.7671952122298851,3.5648546697931036,168.0,121.0,69.0,200.0,139.5,19,2017-04-28,0.05,20
034730,SK,KOSPI,17062372022500.0,22741448000.0,93734.0,242500.0,CFS,2017-03-31,42326724000000.0,21749396000000.0,443814000000.0,2869427000000.0,0.10404508808382477,2.4807057274442337,0.6726912286793681,5.09879774542936,326.0,59.0,87.0,98.0,142.5,20,2017-04-28,0.05,20
122690,서진오토모티브,KOSDAQ,75913769125.0,78971500.0,16636.0,4735.0,CFS,2017-03-31,212537969759.0,366142705425.0,16379755230.0,44818967988.0,0.8630716360837788,2.799728852996798,2.361572531813082,19.29255836696015,8.0,38.0,5.0,5.0,14.0,1,2017-04-28,0.03333333333333333,30
038110,에코플라스틱,KOSDAQ,55265729130.0,107193315.0,44315.0,2435.0,CFS,2017-03-31,136505900843.0,304698039493.0,11815867433.0,38618858758.0,0.8552039478358004,2.469991855565699,2.7951397269840017,22.0533082103209,9.0,60.0,3.0,4.0,19.0,2,2017-04-28,0.03333333333333333,30
007860,서연,KOSPI,237146424400.0,609760900.0,60233.0,10100.0,CFS,2017-03-31,1072030023657.0,890830021478.0,42484676605.0,51060799265.0,0.7165982234392061,4.520540532581608,0.8612535380904525,15.025822526852318,12.0,10.0,47.0,11.0,20.0,3,2017-04-28,0.03333333333333333,30
010770,평화홀딩스,KOSPI,52797932260.0,37978465.0,10420.0,3610.0,CFS,2017-03-31,157682312532.0,164460386824.0,5190249982.0,22452404028.0,0.39321615524190984,2.986524391817158,1.7010063134620188,12.459608153904624,37.0,34.0,10.0,16.0,24.25,4,2017-04-28,0.03333333333333333,30
053700,삼보모터스,KOSDAQ,88630863700.0,406245070.0,65459.0,6220.0,CFS,2017-03-31,181954415259.0,241194535450.0,12725153689.0,38175719132.0,0.5742989815408963,2.052946430431773,1.722908591355632,10.88535191381645,16.0,111.0,9.0,20.0,39.0,5,2017-04-28,0.03333333333333333,30
000880,한화,KOSPI,2994601463250.0,13043109850.0,327182.0,39950.0,CFS,2017-03-31,14227936000000.0,12196546000000.0,137477000000.0,2168445000000.0,0.18363311670969143,4.7511951672389205,2.896472237272757,16.291377867375054,150.0,9.0,2.0,7.0,42.0,6,2017-04-28,0.03333333333333333,30
002030,아세아,KOSPI,215377659200.0,275143500.0,2795.0,98300.0,CFS,2017-03-31,1225090202229.0,297212926366.0,20917972029.0,41696963793.0,0.38848917026395097,5.688102502271972,0.7743971951014685,5.519846904641259,38.0,3.0,66.0,86.0,48.25,7,2017-04-28,0.03333333333333333,30
010100,한국프랜지,KOSPI,77344066800.0,75997450.0,5999.0,12700.0,CFS,2017-03-31,288746715817.0,295094143024.0,5040482413.0,13930169006.0,0.2606784267516691,3.7332755796725188,0.7204259916676634,15.261371956924302,88.0,16.0,79.0,10.0,48.25,8,2017-04-28,0.03333333333333333,30
009410,태영건설,KOSPI,482848000000.0,323602430.0,51299.0,6320.0,CFS,2017-03-31,1261379125469.0,674712436617.0,42483788167.0,194597086387.0,0.35194337072536286,2.6123730976808437,1.6120773940204784,5.589439630003645,49.0,49.0,15.0,83.0,49.0,9,2017-04-28,0.03333333333333333,30
123040,엠에스오토텍,KOSDAQ,79861921020.0,121591190.0,22094.0,5490.0,CFS,2017-03-29,125262787880.0,201211486150.0,19341026107.0,51319515353.0,0.9687233094308555,1.56849204577273,2.570412266449135,10.077968753073703,6.0,232.0,4.0,24.0,66.5,10,2017-04-28,0.03333333333333333,30
013870,지엠비코리아,KOSPI,103371757600.0,266205770.0,49354.0,5420.0,CFS,2017-03-31,228957529377.0,134481268599.0,9110584609.0,15912056451.0,0.35253670133978643,2.2148944227393113,0.6157216176036074,5.203791508291042,48.0,84.0,99.0,93.0,81.0,11,2017-04-28,0.03333333333333333,30
067570,엔브이에이치코리아,KOSDAQ,103256388090.0,36967805.0,10313.0,3595.0,CFS,2017-03-31,155103238324.0,164130801625.0,12508151739.0,21420645675.0,0.48454732807805306,1.5021176044702378,0.8298041824329321,6.35818488951757,21.0,251.0,53.0,60.0,96.25,12,2017-04-28,0.03333333333333333,30
200880,서연이화,KOSPI,370289586900.0,1816239900.0,133110.0,13700.0,CFS,2017-03-31,679619369045.0,673327314350.0,24772426794.0,51453902580.0,0.2676005771741025,1.8353726193994682,0.5558233814865076,7.273521461804845,83.0,145.0,116.0,45.0,97.25,13,2017-04-28,0.03333333333333333,30
084870,TBH글로벌,KOSPI,167480256570.0,326503510.0,40671.0,8030.0,CFS,2017-03-31,248949140823.0,259327240099.0,17884806406.0,21750389538.0,0.42715020318887253,1.4864387356544877,0.5194735184540206,6.193619365291853,25.0,256.0,129.0,64.0,118.5,14,2017-04-28,0.03333333333333333,30
058650,세아홀딩스,KOSPI,548000000000.0,80844000.0,582.0,137000.0,CFS,2017-03-31,2924149208280.0,1050368128021.0,14973867615.0,69065479939.0,0.10929830375912408,5.336038701240876,0.5041275907956204,7.6669206424890515,311.0,5.0,135.0,40.0,122.75,15,2017-04-28,0.03333333333333333,30
039020,이건홀딩스,KOSDAQ,53654907110.0,17695360.0,4741.0,3745.0,CFS,2017-03-24,97313894920.0,52212865263.0,2081802730.0,11957096513.0,0.15519942850572946,1.8136998116592211,0.8914074896065923,3.892495063383961,197.0,151.0,40.0,163.0,137.75,16,2017-04-28,0.03333333333333333,30
024910,경창산업,KOSDAQ,86834200000.0,59991500.0,12077.0,4945.0,CFS,2017-03-31,146696896908.0,180345318353.0,2349358519.0,44267348456.0,0.1082227287865841,1.689390780452863,2.039166524526051,8.307570904228978,314.0,195.0,6.0,37.0,138.0,17,2017-04-28,0.03333333333333333,30
117580,대성에너지,KOSPI,172425000000.0,64220100.0,10268.0,6270.0,OFS,2017-03-31,292297527179.0,217313975484.0,8009804479.0,23800113394.0,0.18581538591271568,1.695215468632739,0.5521267425025373,5.041356543053501,145.0,191.0,119.0,100.0,138.75,18,2017-04-28,0.03333333333333333,30
054930,유신,KOSDAQ,43500000000.0,16021250.0,1108.0,14500.0,OFS,2017-03-31,86504815188.0,38767794534.0,1843770793.0,8343247933.0,0.16954214188505748,1.9886164411034484,0.7671952122298851,3.5648546697931036,168.0,121.0,69.0,200.0,139.5,19,2017-04-28,0.03333333333333333,30
034730,SK,KOSPI,17062372022500.0,22741448000.0,93734.0,242500.0,CFS,2017-03-31,42326724000000.0,21749396000000.0,443814000000.0,2869427000000.0,0.10404508808382477,2.4807057274442337,0.6726912286793681,5.09879774542936,326.0,59.0,87.0,98.0,142.5,20,2017-04-28,0.03333333333333333,30
049070,인탑스,KOSDAQ,209840000000.0,873351650.0,71256.0,12200.0,CFS,2017-03-31,423267578256.0,203586868349.0,22013604603.0,15556493252.0,0.4196264697483797,2.017096732062524,0.2965400924895158,3.8808019128669464,30.0,116.0,277.0,165.0,147.0,21,2017-04-28,0.03333333333333333,30
013310,아진산업,KOSDAQ,110837709200.0,285660340.0,33898.0,8440.0,CFS,2017-03-31,135848070924.0,126075993700.0,11369324502.0,22735960383.0,0.41030528631676194,1.2256484900718247,0.8205135435260331,4.549931412692892,33.0,392.0,55.0,124.0,151.0,22,2017-04-28,0.03333333333333333,30
024740,한일단조,KOSDAQ,40912161240.0,454866960.0,169443.0,2685.0,CFS,2017-03-31,87513867101.0,23869604338.0,3131926013.0,8010463765.0,0.30620978389554276,2.1390673200475487,0.783186565775277,2.3337417153765596,71.0,98.0,62.0,377.0,152.0,23,2017-04-28,0.03333333333333333,30
002310,아세아제지,KOSPI,179130040000.0,428201600.0,21358.0,20000.0,CFS,2017-03-31,461142565450.0,173023159502.0,6352935746.0,17900107590.0,0.1418619846453448,2.5743452379623206,0.3997120212779498,3.863632465040481,217.0,51.0,189.0,168.0,156.25,24,2017-04-28,0.03333333333333333,30
084010,대한제강,KOSPI,250164350100.0,537847190.0,53274.0,10150.0,CFS,2017-03-31,440204802223.0,260126447991.0,20022948392.0,19815256481.0,0.32015670312730143,1.7596624061223503,0.31683581570402186,4.15928884970249,61.0,168.0,255.0,146.0,157.5,25,2017-04-28,0.03333333333333333,30
012860,서연전자,KOSDAQ,81675000000.0,87681765.0,28861.0,3025.0,CFS,2017-03-31,188331734087.0,206695307699.0,8146280615.0,3411569477.0,0.39896078922558925,2.3058675737618612,0.16708023150290788,10.122818864964799,36.0,75.0,498.0,22.0,157.75,26,2017-04-28,0.03333333333333333,30
054210,이랜텍,KOSDAQ,124097928360.0,300904680.0,49883.0,6060.0,CFS,2017-03-30,163219337351.0,158985338880.0,6246935637.0,22406961611.0,0.20135503370783264,1.3152462696839817,0.7222348320271348,5.124512261600175,126.0,337.0,78.0,96.0,159.25,27,2017-04-28,0.03333333333333333,30
054090,삼진엘앤디,KOSDAQ,66532581300.0,326820820.0,112195.0,2910.0,CFS,2017-03-30,98816014113.0,66974246203.0,4864046800.0,7824895294.0,0.2924309687049524,1.485227420644207,0.4704399042458315,4.026553300315134,76.0,257.0,152.0,156.0,160.25,28,2017-04-28,0.03333333333333333,30
076080,웰크론한텍,KOSDAQ,56947285880.0,353618975.0,111591.0,3160.0,CFS,2017-03-31,93800114343.0,41702757841.0,2732965837.0,12373018583.0,0.19196460690041933,1.6471393305847222,0.8690857442493447,2.9292182899726984,134.0,210.0,43.0,261.0,162.0,29,2017-04-28,0.03333333333333333,30
041520,이라이콤,KOSDAQ,117133695300.0,262313630.0,27266.0,9610.0,CFS,2017-03-31,228250028201.0,94351764105.0,10007339554.0,9638519534.0,0.34174076138789755,1.9486282543755793,0.3291459219932934,3.222019551704521,53.0,128.0,244.0,227.0,163.0,30,2017-04-28,0.03333333333333333,30
122690,서진오토모티브,KOSDAQ,75913769125.0,78971500.0,16636.0,4735.0,CFS,2017-03-31,212537969759.0,366142705425.0,16379755230.0,44818967988.0,0.8630716360837788,2.799728852996798,2.361572531813082,19.29255836696015,8.0,38.0,5.0,5.0,14.0,1,2017-04-28,0.02,50
038110,에코플라스틱,KOSDAQ,55265729130.0,107193315.0,44315.0,2435.0,CFS,2017-03-31,136505900843.0,304698039493.0,11815867433.0,38618858758.0,0.8552039478358004,2.469991855565699,2.7951397269840017,22.0533082103209,9.0,60.0,3.0,4.0,19.0,2,2017-04-28,0.02,50
007860,서연,KOSPI,237146424400.0,609760900.0,60233.0,10100.0,CFS,2017-03-31,1072030023657.0,890830021478.0,42484676605.0,51060799265.0,0.7165982234392061,4.520540532581608,0.8612535380904525,15.025822526852318,12.0,10.0,47.0,11.0,20.0,3,2017-04-28,0.02,50
010770,평화홀딩스,KOSPI,52797932260.0,37978465.0,10420.0,3610.0,CFS,2017-03-31,157682312532.0,164460386824.0,5190249982.0,22452404028.0,0.39321615524190984,2.986524391817158,1.7010063134620188,12.459608153904624,37.0,34.0,10.0,16.0,24.25,4,2017-04-28,0.02,50
053700,삼보모터스,KOSDAQ,88630863700.0,406245070.0,65459.0,6220.0,CFS,2017-03-31,181954415259.0,241194535450.0,12725153689.0,38175719132.0,0.5742989815408963,2.052946430431773,1.722908591355632,10.88535191381645,16.0,111.0,9.0,20.0,39.0,5,2017-04-28,0.02,50
000880,한화,KOSPI,2994601463250.0,13043109850.0,327182.0,39950.0,CFS,2017-03-31,14227936000000.0,12196546000000.0,137477000000.0,2168445000000.0,0.18363311670969143,4.7511951672389205,2.896472237272757,16.291377867375054,150.0,9.0,2.0,7.0,42.0,6,2017-04-28,0.02,50
002030,아세아,KOSPI,215377659200.0,275143500.0,2795.0,98300.0,CFS,2017-03-31,1225090202229.0,297212926366.0,20917972029.0,41696963793.0,0.38848917026395097,5.688102502271972,0.7743971951014685,5.519846904641259,38.0,3.0,66.0,86.0,48.25,7,2017-04-28,0.02,50
010100,한국프랜지,KOSPI,77344066800.0,75997450.0,5999.0,12700.0,CFS,2017-03-31,288746715817.0,295094143024.0,5040482413.0,13930169006.0,0.2606784267516691,3.7332755796725188,0.7204259916676634,15.261371956924302,88.0,16.0,79.0,10.0,48.25,8,2017-04-28,0.02,50
009410,태영건설,KOSPI,482848000000.0,323602430.0,51299.0,6320.0,CFS,2017-03-31,1261379125469.0,674712436617.0,42483788167.0,194597086387.0,0.35194337072536286,2.6123730976808437,1.6120773940204784,5.589439630003645,49.0,49.0,15.0,83.0,49.0,9,2017-04-28,0.02,50
123040,엠에스오토텍,KOSDAQ,79861921020.0,121591190.0,22094.0,5490.0,CFS,2017-03-29,125262787880.0,201211486150.0,19341026107.0,51319515353.0,0.9687233094308555,1.56849204577273,2.570412266449135,10.077968753073703,6.0,232.0,4.0,24.0,66.5,10,2017-04-28,0.02,50
013870,지엠비코리아,KOSPI,103371757600.0,266205770.0,49354.0,5420.0,CFS,2017-03-31,228957529377.0,134481268599.0,9110584609.0,15912056451.0,0.35253670133978643,2.2148944227393113,0.6157216176036074,5.203791508291042,48.0,84.0,99.0,93.0,81.0,11,2017-04-28,0.02,50
067570,엔브이에이치코리아,KOSDAQ,103256388090.0,36967805.0,10313.0,3595.0,CFS,2017-03-31,155103238324.0,164130801625.0,12508151739.0,21420645675.0,0.48454732807805306,1.5021176044702378,0.8298041824329321,6.35818488951757,21.0,251.0,53.0,60.0,96.25,12,2017-04-28,0.02,50
200880,서연이화,KOSPI,370289586900.0,1816239900.0,133110.0,13700.0,CFS,2017-03-31,679619369045.0,673327314350.0,24772426794.0,51453902580.0,0.2676005771741025,1.8353726193994682,0.5558233814865076,7.273521461804845,83.0,145.0,116.0,45.0,97.25,13,2017-04-28,0.02,50
084870,TBH글로벌,KOSPI,167480256570.0,326503510.0,40671.0,8030.0,CFS,2017-03-31,248949140823.0,259327240099.0,17884806406.0,21750389538.0,0.42715020318887253,1.4864387356544877,0.5194735184540206,6.193619365291853,25.0,256.0,129.0,64.0,118.5,14,2017-04-28,0.02,50
058650,세아홀딩스,KOSPI,548000000000.0,80844000.0,582.0,137000.0,CFS,2017-03-31,2924149208280.0,1050368128021.0,14973867615.0,69065479939.0,0.10929830375912408,5.336038701240876,0.5041275907956204,7.6669206424890515,311.0,5.0,135.0,40.0,122.75,15,2017-04-28,0.02,50
039020,이건홀딩스,KOSDAQ,53654907110.0,17695360.0,4741.0,3745.0,CFS,2017-03-24,97313894920.0,52212865263.0,2081802730.0,11957096513.0,0.15519942850572946,1.8136998116592211,0.8914074896065923,3.892495063383961,197.0,151.0,40.0,163.0,137.75,16,2017-04-28,0.02,50
024910,경창산업,KOSDAQ,86834200000.0,59991500.0,12077.0,4945.0,CFS,2017-03-31,146696896908.0,180345318353.0,2349358519.0,44267348456.0,0.1082227287865841,1.689390780452863,2.039166524526051,8.307570904228978,314.0,195.0,6.0,37.0,138.0,17,2017-04-28,0.02,50
117580,대성에너지,KOSPI,172425000000.0,64220100.0,10268.0,6270.0,OFS,2017-03-31,292297527179.0,217313975484.0,8009804479.0,23800113394.0,0.18581538591271568,1.695215468632739,0.5521267425025373,5.041356543053501,145.0,191.0,119.0,100.0,138.75,18,2017-04-28,0.02,50
054930,유신,KOSDAQ,43500000000.0,16021250.0,1108.0,14500.0,OFS,2017-03-31,86504815188.0,38767794534.0,1843770793.0,8343247933.0,0.16954214188505748,1.9886164411034484,0.7671952122298851,3.5648546697931036,168.0,121.0,69.0,200.0,139.5,19,2017-04-28,0.02,50
034730,SK,KOSPI,17062372022500.0,22741448000.0,93734.0,242500.0,CFS,2017-03-31,42326724000000.0,21749396000000.0,443814000000.0,2869427000000.0,0.10404508808382477,2.4807057274442337,0.6726912286793681,5.09879774542936,326.0,59.0,87.0,98.0,142.5,20,2017-04-28,0.02,50
049070,인탑스,KOSDAQ,209840000000.0,873351650.0,71256.0,12200.0,CFS,2017-03-31,423267578256.0,203586868349.0,22013604603.0,15556493252.0,0.4196264697483797,2.017096732062524,0.2965400924895158,3.8808019128669464,30.0,116.0,277.0,165.0,147.0,21,2017-04-28,0.02,50
013310,아진산업,KOSDAQ,110837709200.0,285660340.0,33898.0,8440.0,CFS,2017-03-31,135848070924.0,126075993700.0,11369324502.0,22735960383.0,0.41030528631676194,1.2256484900718247,0.8205135435260331,4.549931412692892,33.0,392.0,55.0,124.0,151.0,22,2017-04-28,0.02,50
024740,한일단조,KOSDAQ,40912161240.0,454866960.0,169443.0,2685.0,CFS,2017-03-31,87513867101.0,23869604338.0,3131926013.0,8010463765.0,0.30620978389554276,2.1390673200475487,0.783186565775277,2.3337417153765596,71.0,98.0,62.0,377.0,152.0,23,2017-04-28,0.02,50
002310,아세아제지,KOSPI,179130040000.0,428201600.0,21358.0,20000.0,CFS,2017-03-31,461142565450.0,173023159502.0,6352935746.0,17900107590.0,0.1418619846453448,2.5743452379623206,0.3997120212779498,3.863632465040481,217.0,51.0,189.0,168.0,156.25,24,2017-04-28,0.02,50
084010,대한제강,KOSPI,250164350100.0,537847190.0,53274.0,10150.0,CFS,2017-03-31,440204802223.0,260126447991.0,20022948392.0,19815256481.0,0.32015670312730143,1.7596624061223503,0.31683581570402186,4.15928884970249,61.0,168.0,255.0,146.0,157.5,25,2017-04-28,0.02,50
012860,서연전자,KOSDAQ,81675000000.0,87681765.0,28861.0,3025.0,CFS,2017-03-31,188331734087.0,206695307699.0,8146280615.0,3411569477.0,0.39896078922558925,2.3058675737618612,0.16708023150290788,10.122818864964799,36.0,75.0,498.0,22.0,157.75,26,2017-04-28,0.02,50
054210,이랜텍,KOSDAQ,124097928360.0,300904680.0,49883.0,6060.0,CFS,2017-03-30,163219337351.0,158985338880.0,6246935637.0,22406961611.0,0.20135503370783264,1.3152462696839817,0.7222348320271348,5.124512261600175,126.0,337.0,78.0,96.0,159.25,27,2017-04-28,0.02,50
054090,삼진엘앤디,KOSDAQ,66532581300.0,326820820.0,112195.0,2910.0,CFS,2017-03-30,98816014113.0,66974246203.0,4864046800.0,7824895294.0,0.2924309687049524,1.485227420644207,0.4704399042458315,4.026553300315134,76.0,257.0,152.0,156.0,160.25,28,2017-04-28,0.02,50
076080,웰크론한텍,KOSDAQ,56947285880.0,353618975.0,111591.0,3160.0,CFS,2017-03-31,93800114343.0,41702757841.0,2732965837.0,12373018583.0,0.19196460690041933,1.6471393305847222,0.8690857442493447,2.9292182899726984,134.0,210.0,43.0,261.0,162.0,29,2017-04-28,0.02,50
041520,이라이콤,KOSDAQ,117133695300.0,262313630.0,27266.0,9610.0,CFS,2017-03-31,228250028201.0,94351764105.0,10007339554.0,9638519534.0,0.34174076138789755,1.9486282543755793,0.3291459219932934,3.222019551704521,53.0,128.0,244.0,227.0,163.0,30,2017-04-28,0.02,50
