Date,Top20_Gross,Top20_Minimum,Top20_Base,Top20_Conservative,KOSPI
2018-06-28,1.2564341416658755,1.2466974151146992,1.2327165636596151,1.2116173817196303,1.1524009182398078
2018-06-29,1.2533527525591577,1.2436399052087568,1.2296933416179927,1.2086459051593144,1.1583216727500885
2018-07-02,1.2328180524593533,1.2232643386067235,1.2095462729389699,1.1888436737933832,1.1311379899312315
2018-07-03,1.2257881748424109,1.2162889389713756,1.2026490975984343,1.1820645505352745,1.1317455021686196
2018-07-04,1.2283902027317681,1.2188708024659611,1.2052020072750707,1.184573764599041,1.1281103879612984
2018-07-05,1.2348852160789339,1.2253154827580064,1.211574414923613,1.190837102091202,1.1241715176352836
2018-07-06,1.2338883799447848,1.2243263715976802,1.2105963959625947,1.189875822906875,1.1318002778621543
2018-07-09,1.2227144084738597,1.2132389927312497,1.1996333544013342,1.1791004248115464,1.1382389116567655
2018-07-10,1.2321641035244768,1.2226154574440014,1.208904668530846,1.1882130510890345,1.1424018643654235
2018-07-11,1.2284668810491577,1.2189468865653297,1.2052772381437526,1.1846477078158553,1.1356594744521185
2018-07-12,1.2244674935305866,1.2149784922690448,1.201353346651836,1.1807909776673824,1.1378704206275303
2018-07-13,1.2310090742741455,1.2214693790838091,1.2077714426488215,1.1870992215060205,1.150737728999746
2018-07-16,1.2265770373626872,1.2170716882077222,1.203423068842088,1.1828252744838343,1.146300897823413
2018-07-17,1.223099685528222,1.2136212840840932,1.2000113586203855,1.179471959108779,1.1442741971626191
2018-07-18,1.2037187990713012,1.1943905896551448,1.180996323162836,1.1607823850788936,1.140385122921636
2018-07-19,1.1921541754056666,1.1829155859501317,1.1696500037081479,1.1496302692761895,1.1364910690721495
2018-07-20,1.190423838223939,1.1811986580028566,1.1679523299233496,1.1479616528831034,1.1399269989393435
2018-07-23,1.171504672228282,1.1624261059360697,1.1493902990774272,1.1297173298359884,1.1300275372350226
2018-07-24,1.178542904537519,1.1694097955190896,1.1562956713995909,1.1365045097761528,1.1354503308949848
2018-07-25,1.169459904649556,1.160397184267698,1.1473841303658803,1.12774549871663,1.1318799515982054
2018-07-26,1.1830316822259797,1.1738637874599713,1.1606997148935179,1.14083317364293,1.139862264028802
2018-07-27,1.1934830919937256,1.1842342041094882,1.170953834474519,1.1509117836696248,1.1428151718711874
2018-07-30,1.1950112771920416,1.1857505466485656,1.1724531722780953,1.152385458800986,1.142078189812717
2018-07-31,1.1959782336618756,1.1867100096968017,1.1734018756101474,1.1533179241227767,1.1429496213007735
2018-08-01,1.2096914377662584,1.2003169434332623,1.1868562169717283,1.166541980920461,1.1488305389430284
2018-08-02,1.2036120487266848,1.194284666571489,1.180891587933491,1.1606794424981788,1.1304707223918053
