,성장형,중립형,안정형
2000,0.08341925372292014,0.08266041944790614,0.07965107989288911
2001,0.01618954116873006,0.022987151875152545,0.030797334278804378
2002,-0.029985175831191868,-0.016196206088855636,-0.00010059786311689134
2003,0.22766596365802383,0.19693864086198576,0.15888115437610706
2004,0.0057302144008644085,0.011660895803299764,0.01848865705621705
2005,0.07819957422207335,0.07053348768701317,0.061937238397022254
2006,0.18518019999330493,0.1619821622709161,0.13240070854420272
2007,0.15740351585337753,0.1406813951149286,0.11759989824902073
2008,0.07802445916692857,0.07795671289892225,0.07241737662701575
2009,9.301012560124821,7.792443277670662,5.822824658882824
2010,0.13691198614328925,0.11950675416850176,0.09637364234191748
2011,0.06054352048618483,0.05792409412475186,0.05177272169864522
2012,0.04786671317709357,0.04550833880844474,0.042579214017976375
2013,-0.013023195126490306,-0.007636180718216035,0.001099212954922546
2014,0.192692859133494,0.16644917924167713,0.13121615650581941
2015,0.04476068197062011,0.0407432603603568,0.035029075048296
2016,0.06557344295787426,0.057378419221699284,0.046831082955065106
2017,0.04833779585022335,0.042243865559089544,0.03530018379845967
2018,-0.006021728741170351,-0.0019267886294954684,0.0027982617092461304
2019,0.2246410409970343,0.1913465556314442,0.14775896414614742
2020,0.13198553572980432,0.11242388002191861,0.08667689463133454
2021,0.1397612639940351,0.1175103176378609,0.09026446757698903
2022,-0.13932486587921156,-0.1144839156595594,-0.08013591180569857
2023,0.16562518223451117,0.14485601224306843,0.11802837161465307
2024,0.2522144488524434,0.2170079477959146,0.17175328871675988
2025,0.22982048707242675,0.19716721048935293,0.15476168520238565
2026,0.008565161018502021,0.009755610049741126,0.012489313063329233
