,성장형,중립형,안정형
2000,0.16999326253100588,0.1621714927007052,0.15030527923893877
2001,0.12685612390791623,0.12103049797778231,0.11416893604175016
2002,0.09111565164046076,0.08998145785318235,0.08827128129144102
2003,0.04532626883409785,0.03365130186396015,0.018494209977127918
2004,0.025775310039872545,0.031670150968073685,0.03992441393532187
2005,0.020028879838756897,0.026173977730908016,0.03445997192615535
2006,0.20741662311669584,0.19176128416813754,0.17250675768741153
2007,0.11801785932404796,0.10440917280216677,0.08651553493165465
2008,0.43887779343789757,0.4237044090121438,0.4001640540647493
2009,-0.011863344330085068,-0.02124484150707906,-0.032022832843654925
2010,0.1642827362277104,0.16067579884102368,0.15639986376708936
2011,0.310625663222009,0.31444546724519395,0.318560241584269
2012,0.062488459781691486,0.05893516469998539,0.055315024636322985
2013,-0.12236959084472931,-0.12441812463781443,-0.12655098174902601
2014,0.2229282851122365,0.21086840267980644,0.1944614159347411
2015,0.09289864963346672,0.08744213256272415,0.0797479518477644
2016,0.062491762075872925,0.0580119056687578,0.05228151339625242
2017,0.021050677418578134,0.020357308988923073,0.01988197656335733
2018,0.02242246863177888,0.025494845604003613,0.029212526763983115
2019,0.31936779771889356,0.2944519375379031,0.26301111213271344
2020,-0.025335849436026625,-0.036682395870064055,-0.05233933149092296
2021,0.20416402566078706,0.19246351762660718,0.17829700852443575
2022,-0.1649996212861934,-0.1500984077801637,-0.12977139843531726
2023,-0.004981244721219302,-0.03295202244367479,-0.06993297327328729
2024,0.17139555699584252,0.15545915594919735,0.13568870734036365
2025,0.060673064688410605,0.05733324437098952,0.052446286516490526
2026,-0.034810034179619476,-0.04276396112131797,-0.05295843021498259
